,employees_number_2017,employees_number_2020,sector,revenue_2017_eu,name,country,link,revenue_2020_eu,compound_annual_growth_rate_cagr_pct,founding_year,absolute_growth_rate_pct
280,7,25,energy,"5,033,032",stockholms elbolag,sweden,,doll_0.03227 b,87.16,2015,555.65
281,21,84,waste management & recycling,"3,241,629",flohr,germany,,doll_0.02125 b,87.15,1999,555.52
282,1,4,agricultural commodities,"436,610",agricodem,italy,,doll_0.0028599999999999997 b,87.03,2008,554.25
283,14,80,industrial goods,"6,936,038",dach schutzbekleidung,germany,,doll_0.04523 b,86.82,2005,552.07
284,7,16,construction,"461,000",em-tec energiemontagen,germany,,doll_0.003 b,86.75,2017,551.35
285,8,9,technology,"656,172",wave studio,romania,,doll_0.00411 b,86.63,2014,550.00
286,3,17,retail,"1,034,093",bazzar,croatia,,doll_0.006690000000000001 b,86.45,2013,548.14
287,10,43,cyber security,"449,771",cybersprint,the netherlands,,doll_0.0029100000000000003 b,86.44,2015,548.05
288,19,34,ecommerce,"4,954,590",brandon group,italy,,doll_0.03204 b,86.3,2012,546.65
289,1,13,retail,"4,979,484",feiniko handelsgesellschaft,germany,,doll_0.032170000000000004 b,86.24,2014,546.03
290,2,21,health,"422,610",pharmagrin,italy,,doll_0.0027 b,85.59,2015,539.22
291,1,3,technology,"322,050",life m,czech republic,,doll_0.002 b,85.57,2016,538.99
292,5,16,industrial goods,"304,833",plã¡sticos dã£o / sacos & saquetas,portugal,,doll_0.00195 b,85.53,2012,538.61
293,19,70,transport,"789,058",logipal24,germany,,doll_0.00497 b,84.65,2010,529.56
294,23,22,technology,"5,361,088",pastbook,the netherlands,,doll_0.03365 b,84.47,2012,527.70
295,6,21,ecommerce,"4,653,721",bluefin,uk,,doll_0.02899 b,84.45,2013,527.48
296,4,18,sales & marketing,"245,974",milk & honey pr,uk,,doll_0.0015300000000000001 b,84.3,2016,526.03
297,70,220,energy,"11,756,712",prodeval,france,,doll_0.07351 b,84.23,1990,525.30
298,23,110,technology,"1,765,457",virta,finland,,doll_0.01103 b,84.18,2013,524.73
299,4,28,travel & leisure,"318,940",bizaway,italy,,doll_0.00199 b,84.1,2015,523.93
300,2,6,retail,"385,266",karl & lã©on,france,,doll_0.00239 b,83.77,2015,520.62
301,39,80,management consulting,"3,733,539",identity,uk,,doll_0.02289 b,83.45,2001,517.38
302,4,55,technology,"923,000",blackbelt holding,hungary,,doll_0.0057 b,83.41,2016,517.01
303,1,13,retail,"598,678",dynveo,france,,doll_0.00369 b,83.31,2010,515.99
304,7,29,ecommerce,"4,174,549",favi,czech republic,,doll_0.025 b,83.26,2016,515.51
305,4,27,sales & marketing,"737,936",hopkins,finland,,doll_0.00453 b,83.16,2016,514.46
306,3,7,fashion,"698,300",ap italian luxury,italy,,doll_0.00428 b,83.06,2016,513.48
307,20,45,fintech,"551,848",novicap,uk,,doll_0.0033799999999999998 b,83.03,2015,513.18
308,1,5,ecommerce,"1,277,410",iglm store,italy,,doll_0.00779 b,82.7,2013,509.86
309,8,41,technology,"1,644,899",luis technology,germany,,doll_0.01 b,82.51,1999,507.97
310,55,275,fintech,"5,643,295",quantexa,uk,,doll_0.0339 b,82.22,2016,505.07
311,9,37,energy,"685,370",enerbrain,italy,,doll_0.00413 b,81.99,2014,502.79
312,7,28,construction,"1,002,579",brinckmann,germany,,doll_0.00604 b,81.93,2013,502.19
313,6,12,construction,"1,043,440",lmg building,italy,,doll_0.00626 b,81.67,1982,499.55
314,12,33,aerospace & defence,"1,122,907",nordic unmanned,norway,,doll_0.00631 b,81.55,2013,498.36
315,2,6,property,"1,091,925",hemisphere,france,,doll_0.0064800000000000005 b,81.09,2017,493.89
316,23,87,health,"492,860",therapiezentrum.com nw,germany,,doll_0.00292 b,80.87,2017,491.72
317,39,82,technology,"916,511",beauhurst,uk,,doll_0.00536 b,80.54,2010,488.50
318,43,49,transport,"1,207,613",c.u.n. cargo carriers,romania,,doll_0.0070999999999999995 b,80.52,2017,488.24
319,23,34,telecoms,"1,396,400",mg project,italy,,doll_0.00821 b,80.48,2016,487.83
320,3,6,retail,"2,484,783",bonmea,germany,,doll_0.0146 b,80.44,2015,487.47
321,2,6,travel & leisure,"521,250",oceanis yachts,italy,,doll_0.0030600000000000002 b,80.38,2007,486.88
322,2,8,construction,"2,076,139",opus db,france,,doll_0.01217 b,80.31,2016,486.24
323,9,27,technology,"580,644",devensys cybersecurity,france,,doll_0.0034 b,80.3,2013,486.08
324,25,104,advertising,"3,380,420",project agora,cyprus,,doll_0.0198 b,80.26,2016,485.69
325,5,19,advertising,"853,561",bettertrust,germany,,doll_0.00498 b,80.05,2012,483.67
326,3,10,ecommerce,"352,000",banale,italy,,doll_0.0020499999999999997 b,79.96,2014,482.78
327,5,17,sales & marketing,"287,985",maatwerk online,the netherlands,,doll_0.0016699999999999998 b,79.78,2013,481.07
328,1,6,property,"877,275",les constructeurs du bois,france,,doll_0.00509 b,79.67,2011,479.95
329,6,10,pharmaceuticals,"441,260",esserre pharma,italy,,doll_0.00256 b,79.61,2013,479.40
330,8,18,ecommerce,"473,344",onbuy.com,uk,,doll_0.00272 b,79.55,2014,478.83
331,27,108,support services,"7,007,000",gojob,france,,doll_0.040549999999999996 b,79.53,2015,478.65
332,6,10,retail,"638,739",newroom,germany,,doll_0.00367 b,79.09,2016,474.45
333,3,9,retail,"347,190",christmas the original,italy,,doll_0.00199 b,79.09,2016,474.38
334,5,16,construction,"349,641",dimaxbau,germany,,doll_0.002 b,78.96,2016,473.16
335,2,9,technology,"332,372",comnovis it,germany,,doll_0.0019 b,78.8,2013,471.65
336,4,8,support services,"493,000",die direktkontakter,germany,,doll_0.00282 b,78.8,2016,471.60
337,30,400,transport,"3,185,180",mega trasporti,italy,,doll_0.018170000000000002 b,78.67,2010,470.40
338,9,40,technology,"2,423,113",lehibou,france,,doll_0.01382 b,78.65,2014,470.21
339,3,13,interiors,"631,500",stufe a pellet italia,italy,,doll_0.0036 b,78.61,2014,469.76
340,31,46,financial services,"2,267,165",aquis exchange,uk,,doll_0.01282 b,78.6,2012,469.71
341,8,50,technology,"408,336",chattermill,uk,,doll_0.00231 b,78.51,2015,468.80
342,10,45,construction,"2,884,392",schã¶nertel,germany,,doll_0.016390000000000002 b,78.44,2016,468.18
343,8,57,telecoms,"558,820",global work,italy,,doll_0.00317 b,78.42,2011,467.98
344,1,9,support services,"338,300",allygatr,germany,,doll_0.00191 b,78.2,2012,465.92
345,3,14,food & beverage,"1,644,134",cru wine,uk,,doll_0.00924 b,78.19,2013,465.78
346,5,8,automobiles,"3,878,370",abc rent,italy,,doll_0.02182 b,77.85,2004,462.56
347,20,57,personal & household goods,"9,719,653",superior wellness,uk,,doll_0.05415 b,77.7,2011,461.12
348,3,12,waste management & recycling,"2,610,679",schrott24,austria,,doll_0.01464 b,77.67,2016,460.83
349,3,14,industrial goods,"419,240",mazzoni etech,italy,,doll_0.00234 b,77.5,2017,459.21
350,4,6,property,"2,696,485",berdugo immobilier,france,,doll_0.015050000000000001 b,77.38,1996,458.13
351,9,37,industrial goods,"1,600,000",nova rent,lithuania,,doll_0.0089 b,77.18,2016,456.25
352,13,38,games industry,"751,071",rouvy,czech republic,,doll_0.004059999999999999 b,77.1,2013,455.45
353,3,4,management consulting,"532,690",business analysis & legal expertise - b.a.l.e.,italy,,doll_0.00294 b,76.78,2015,452.48
354,172,381,energy,"12,709,000",jmb,poland,,doll_0.07018 b,76.75,2000,452.20
355,2,13,travel & leisure,"289,766",nocnoc,france,,doll_0.0016 b,76.61,2016,450.85
356,5,33,fintech,"539,486",crowdproperty,uk,,doll_0.00294 b,76.43,2013,449.16
357,4,42,education,"910,963",tutosâme,france,,doll_0.0049900000000000005 b,76.28,2015,447.76
358,4,10,management consulting,"318,370",studio ekoâ,italy,,doll_0.00174 b,76.17,2011,446.74
359,2,7,technology,"348,129",beings,uk,,doll_0.00188 b,75.92,2010,444.42
360,3,6,chemicals & pharmaceuticals,"1,418,769",dmrgroupltd.com,poland,,doll_0.00705 b,75.78,2013,443.14
361,35,119,telecoms,"2,982,238",ice telecommunications ltd,uk,,doll_0.01607 b,75.73,2014,442.64
362,18,95,support services,"856,790",gallas group,italy,,doll_0.00464 b,75.62,2012,441.64
363,4,10,ecommerce,"4,253,600",etracom,italy,,doll_0.022949999999999998 b,75.4,2010,439.61
364,38,88,technology,"4,893,654",xalient,uk,,doll_0.026199999999999998 b,75.36,2015,439.22
365,5,none,health,"1,349,250",labevolution,italy,,doll_0.00726 b,75.27,2009,438.38
366,9,20,interiors,"635,400",kuadra,italy,,doll_0.0034 b,74.92,2015,435.19
367,3,8,telecoms,"1,013,181",kyo electric,spain,,doll_0.0054 b,74.7,2014,433.20
368,13,32,technology,"1,481,398",sopost,uk,,doll_0.00783 b,74.57,2012,432.02
369,7,44,construction,"564,910",s.f.r.e.,italy,,doll_0.003 b,74.55,2016,431.82
370,60,262,retail,"20,436,426",sportstech,germany,,doll_0.1085 b,74.45,2012,430.92
371,40,98,energy,"2,127,151",opã©ra energie,france,,doll_0.01122 b,74.06,2014,427.38
372,28,76,technology,"7,339,330",routenote,uk,,doll_0.03843 b,74.06,2010,427.36
373,26,40,health,"461,671",doctify,uk,,doll_0.0024100000000000002 b,73.87,2016,425.60
374,30,67,ecommerce,"4,176,347",fruugo,uk,,doll_0.02179 b,73.86,2008,425.57
375,7,15,technology,"569,646",insidemarketing,germany,,doll_0.00297 b,73.44,2012,421.70
376,2,11,waste management & recycling,"391,540",falzi,italy,,doll_0.00204 b,73.29,2013,420.34
377,62,504,health,"6,035,116",atrys health,spain,,doll_0.0314 b,73.27,2015,420.23
378,1,4,construction,"826,430",il cantiere costruzioni,italy,,doll_0.0043 b,73.25,2016,420.04
379,13,22,support services,"3,013,629",soorce,germany,,doll_0.01564 b,73.13,2004,418.96
380,26,85,technology,"655,000",sortlist,belgium,,doll_0.0034 b,73.08,2013,418.47
381,90,234,technology,"2,635,420",virtuslab,poland,,doll_0.01247 b,72.93,2010,417.12
382,5,16,ecommerce,"1,454,711",skalhuset.se,sweden,,doll_0.00734 b,72.83,2012,416.23
383,6,26,retail,"2,148,122",vipino,germany,,doll_0.01107 b,72.72,2013,415.23
384,30,133,waste management & recycling,"1,304,060",gea service,italy,,doll_0.00667 b,72.32,2015,411.71
385,12,62,technology,"1,090,920",gellify,italy,,doll_0.00558 b,72.31,2016,411.64
386,42,92,advertising,"2,577,297",billion dollar boy,uk,,doll_0.01309 b,72.28,2014,411.37
387,19,58,energy,"4,356,500",westrafo,italy,,doll_0.02207 b,71.75,2014,406.66
388,10,21,travel & leisure,"340,309",goboony,the netherlands,,doll_0.00172 b,71.56,2015,404.97
389,60,180,support services,"846,360",multiservice ambrosiana,italy,,doll_0.0042699999999999995 b,71.47,2016,404.13
390,16,65,construction,"1,061,327",b&c systems,germany,,doll_0.00534 b,71.35,2016,403.10
391,31,10,energy,"792,093",s&g solar,bulgaria,,doll_0.00398 b,71.29,2014,402.58
392,40,120,management consulting,"4,641,712",bittnet,romania,,doll_0.02244 b,71.24,2007,402.13
393,47,204,fintech,"2,408,187",ibanfirst,belgium,,doll_0.012060000000000001 b,71.1,2013,400.90
394,20,46,telecoms,"5,629,906",uplink network,germany,,doll_0.028140000000000002 b,70.98,2013,399.83
395,6,25,agricultural commodities,"2,163,006",base organic food,france,,doll_0.0108 b,70.93,2015,399.44
396,20,74,ecommerce,"7,671,961",currentbody,uk,,doll_0.038 b,70.87,2009,398.90
397,1,6,aerospace & defence,"770,031",apex aero,uk,,doll_0.00381 b,70.85,2016,398.70
398,25,59,technology,"303,615",startup development house,poland,,doll_0.00151 b,70.85,2016,398.69
399,8,806,health,"11,728,040",gruppo gheron,italy,,doll_0.05842 b,70.79,2010,398.15
400,5,30,technology,"341,370",dyflowing,italy,,doll_0.0017 b,70.65,2016,396.92
401,22,40,advertising,"608,053",digital masters,germany,,doll_0.00302 b,70.6,2016,396.52
402,3,17,automobiles,"520,998",prusseit auto-outlet,germany,,doll_0.0025800000000000003 b,70.37,2017,394.55
403,30,72,energy,"6,863,940",techouse,norway,,doll_0.03185 b,70.37,2002,394.51
404,3,8,construction,"1,965,560",svs,italy,,doll_0.009689999999999999 b,70.22,2016,393.21
405,18,86,telecoms,"1,543,824",telcoswitch group,uk,,doll_0.00752 b,69.91,2017,390.55
406,3,8,construction,"464,354",bothe-reimann tortechnik,germany,,doll_0.00228 b,69.91,2017,390.53
407,8,12,ecommerce,"3,284,400",e-pol / personalizzalo,italy,,doll_0.01609 b,69.83,2012,389.87
408,3,18,interiors,"700,007",riluxa,spain,,doll_0.0034300000000000003 b,69.82,2016,389.78
409,6,8,transport,"3,915,724",modalis,france,,doll_0.019170000000000003 b,69.8,2002,389.56
410,8,27,technology,"1,127,652",olympp,france,,doll_0.00551 b,69.71,2016,388.82
411,4,25,retail,"1,401,463",zeck fishing,germany,,doll_0.006809999999999999 b,69.35,2013,385.68
412,16,25,technology,"681,460",storpool storage,bulgaria,,doll_0.00331 b,69.29,2011,385.16
413,72,164,technology,"3,035,269",vimcar,germany,,doll_0.01467 b,69.09,2013,383.45
414,5,8,retail,"1,468,200",joannes distribution sas,france,,doll_0.0070599999999999994 b,68.83,2011,381.19
415,8,30,technology,"2,663,699",sourcing force,france,,doll_0.01281 b,68.78,2011,380.80
416,16,60,technology,"2,601,157",schalttechnik nord,germany,,doll_0.01249 b,68.7,2000,380.13
417,5,27,cyber security,"329,298",dgc,germany,,doll_0.00158 b,68.57,2015,378.99
418,28,202,education,"2,136,626",superprof,france,,doll_0.01017 b,68.2,2013,375.90
419,12,48,management consulting,"5,602,132",improveasy,uk,,doll_0.026449999999999998 b,68.15,2011,375.47
420,8,30,construction,"1,459,655",viarã©no,france,,doll_0.00694 b,68.13,2014,375.30
421,10,19,waste management & recycling,"411,858",cmt,slovakia,,doll_0.00195 b,67.95,2013,373.76
422,31,97,property,"1,201,964",rets,poland,,doll_0.00521 b,67.91,2014,373.42
423,33,104,media,"3,954,351",mubi,uk,,doll_0.018359999999999998 b,67.87,2007,373.09
424,3,27,education,"1,906,790",dynamicom education,italy,,doll_0.00902 b,67.86,2001,372.95
425,25,47,technology,"437,747",touch4it,slovakia,,doll_0.00206 b,67.69,2015,371.54
426,4,8,interiors,"595,800",tattahome.com,italy,,doll_0.0028 b,67.5,1986,369.96
427,37,90,technology,"1,541,070",speechmatics,uk,,doll_0.0071600000000000006 b,67.27,2006,368.02
428,20,118,advertising,"4,163,750",samy road,spain,,doll_0.01946 b,67.19,2012,367.32
429,6,9,support services,"766,510",prometeo,italy,,doll_0.0035800000000000003 b,67.16,2006,367.12
430,65,260,management consulting,"3,688,264",dialectica,uk,,doll_0.017079999999999998 b,67.08,2015,366.38
431,32,62,ecommerce,"2,508,842",wolf & badger,uk,,doll_0.0116 b,67.01,2009,365.87
432,28,94,support services,"1,982,251",eco co2,france,,doll_0.00922 b,66.93,2009,365.14
433,3,20,construction,"6,328,462",lakã³gã©p kft.,hungary,,doll_0.02534 b,66.9,2011,364.94
434,9,20,construction,"443,694",beyer betonwaren,germany,,doll_0.00206 b,66.9,2017,364.90
435,12,42,media,"1,081,079",fill up mã©dia,france,,doll_0.005 b,66.61,2011,362.48
436,4,6,industrial goods,"496,790",zara imballaggi fabriano,italy,,doll_0.0023 b,66.6,1984,362.41
437,744,1177,games industry,"110,835,763",cd projekt,poland,,doll_0.46826 b,66.52,1994,361.78
438,1,10,retail,"573,145",vpace bikes,germany,,doll_0.00264 b,66.46,2015,361.24
439,0,6,sales & marketing,"790,712",tooltester,spain,,doll_0.00365 b,66.45,2014,361.17
440,2,7,energy,"22,060,642",bunker partner,estonia,,doll_0.10173 b,66.45,2015,361.12
441,40,130,ecommerce,"12,200,275",tikamoon,france,,doll_0.056119999999999996 b,66.31,2006,360.01
442,10,8,advertising,"699,907",s.t.a.r. digital,croatia,,doll_0.00321 b,66.31,2013,359.98
443,29,62,fintech,"1,297,717",funding options,uk,,doll_0.00592 b,66.26,2011,359.62
444,8,14,health,"1,050,660",isimed,italy,,doll_0.00483 b,66.26,2014,359.61
445,50,195,technology,"16,861,349","sonar, sonarqube, sonarcloud, sonarlint",switzerland,,doll_0.08363 b,66.14,2008,358.59
446,4,30,support services,"934,994",scherer,germany,,doll_0.00429 b,66.11,2016,358.37
447,14,24,support services,"736,000",mycroclean italia,italy,,doll_0.00337 b,66.0,2002,357.44
448,8,16,ecommerce,"1,061,360",piscor,italy,,doll_0.00484 b,65.86,2015,356.25
449,1,3,automobiles,"1,114,200",marwincar,italy,,doll_0.00508 b,65.85,2016,356.21
450,288,1038,travel & leisure,"32,824,451",brighton & hove albion football club,uk,,doll_0.14851 b,65.79,1993,355.67
451,5,60,transport,"398,676",inpe transport,bulgaria,,doll_0.00182 b,65.78,2015,355.58
452,266,773,technology,"45,981,552",rtb house,poland,,doll_0.1916 b,65.76,2013,355.45
453,27,38,media,"3,389,300",obiz,france,,doll_0.015380000000000001 b,65.55,2010,353.69
454,33,70,technology,"3,525,720",vmway,italy,,doll_0.0159 b,65.22,2012,351.01
455,8,12,media,"1,698,358",legimi,poland,,doll_0.00701 b,65.21,2009,350.96
456,5,11,retail,"645,633",msg beauty,germany,,doll_0.0029100000000000003 b,65.2,2011,350.83
457,4,11,retail,"1,128,243",leogra trading,germany,,doll_0.00508 b,65.11,2014,350.12
458,10,32,technology,"505,520",benefind,italy,,doll_0.00226 b,64.8,2012,347.56
459,5,13,support services,"516,640",ab oil & gas service,italy,,doll_0.00231 b,64.74,2017,347.12
460,14,23,technology,"775,341",mailtrack,spain,,doll_0.0034500000000000004 b,64.41,2013,344.41
461,15,33,fintech,"771,504",bumper,uk,,doll_0.0033900000000000002 b,64.25,2013,343.11
462,22,46,health,"1,492,190",otl - online trainer,germany,,doll_0.00661 b,64.21,2015,342.81
463,9,17,support services,"361,790",macingo technologies,italy,,doll_0.0016 b,64.18,2014,342.52
464,120,210,retail,"8,935,361",mycs,germany,,doll_0.03936 b,63.92,2014,340.45
465,23,92,advertising,"1,389,534",audience serv,germany,,doll_0.00611 b,63.8,2008,339.50
466,4,8,telecoms,"857,590",start,italy,,doll_0.00377 b,63.8,2012,339.50
467,8,29,sales & marketing,"544,943",mvh media,the netherlands,,doll_0.00239 b,63.73,2010,338.88
468,1,2,ecommerce,"1,593,667",pure gaming,france,,doll_0.00698 b,63.65,2010,338.29
469,4,8,transport,"2,091,995",parcel compare,uk,,doll_0.009089999999999999 b,63.55,1998,337.44
470,71,81,health,"9,235,130",ames centro polidiagnostico strumentale,italy,,doll_0.04039 b,63.54,1979,337.37
471,1,6,energy,"743,130",arcadia italia,italy,,doll_0.00325 b,63.52,2016,337.22
472,16,43,restaurants,"1,119,494",zia lucia,uk,,doll_0.004849999999999999 b,63.45,2016,336.69
473,16,37,construction,"1,062,010",travaglini costruzioni,italy,,doll_0.0046 b,63.05,1952,333.49
474,10,81,technology,"2,199,640",versa design zycle,spain,,doll_0.0095 b,62.86,2008,331.97
475,5,15,construction,"452,091",maucher consult,germany,,doll_0.00195 b,62.84,2016,331.77
476,51,137,technology,"2,510,930",ayes,italy,,doll_0.01083 b,62.76,2015,331.20
477,1,5,advertising,"630,660",brandup group,italy,,doll_0.00272 b,62.75,2016,331.08
478,11,19,financial services,"969,930",opyn,italy,,doll_0.00417 b,62.58,2012,329.74
479,4,8,financial services,"499,815",var capital,uk,,doll_0.00213 b,62.57,2014,329.62
480,9,25,technology,"667,467",storyterrace,uk,,doll_0.0028399999999999996 b,62.49,2017,329.00
481,8,22,technology,"691,140",blubit,slovenia,,doll_0.00296 b,62.48,2009,328.98
482,9,9,insurance,"441,271",zenâup,france,,doll_0.00189 b,62.44,2014,328.62
483,17,25,construction,"917,735",lã¶rcher bauunternehmen,germany,,doll_0.00393 b,62.43,2001,328.53
484,23,62,architecture,"1,134,256",barcode architects,the netherlands,,doll_0.004849999999999999 b,62.33,2010,327.77
485,9,27,retail,"1,702,165",top chaleur,france,,doll_0.00726 b,62.17,2002,326.52
486,52,160,construction,"3,163,540",seingim,italy,,doll_0.01348 b,62.12,1999,326.09
487,21,49,construction,"948,813",amphibian scaffolding,uk,,doll_0.00401 b,62.08,2008,325.82
488,205,551,ecommerce,"20,298,288",beliani,liechtenstein,,doll_0.09344 b,62.06,2009,325.61
489,17,45,ecommerce,"4,195,789",hatstore,sweden,,doll_0.01745 b,62.03,2011,325.42
490,19,27,construction,"2,286,000",carpenteria martino,italy,,doll_0.009720000000000001 b,62.0,2006,325.19
491,61,147,fintech,"19,489,369",capitalontap,uk,,doll_0.08224 b,61.98,2012,324.99
492,199,637,technology,"8,933,769",netguru,poland,,doll_0.03468 b,61.89,2008,324.26
493,6,7,retail,"799,170",fazio,italy,,doll_0.0033799999999999998 b,61.65,2014,322.41
494,37,84,retail,"9,145,411",grillfã¼rst,germany,,doll_0.0386 b,61.61,2010,322.06
495,14,18,automobiles,"5,394,020",dealernet,italy,,doll_0.022699999999999998 b,61.46,2017,320.92
496,14,57,property,"28,378,990",alpha real estate,germany,,doll_0.11916 b,61.33,2013,319.89
497,12,74,technology,"1,084,812",appwise,belgium,,doll_0.00455 b,61.22,2013,319.07
