00-avengers-total_liabilities_in_usd,00-avengers-total_equity_in_usd,00-avengers-total_assets_in_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
doll_97.343 m,doll_6.668 m,doll_104.010 m,doll_10.427 m,"6,304 million usd"
doll_2.645 m,doll_3.889 m,doll_6.534 m,doll_2.662 m,996 million usd
,,,,"12,806 million usd"
doll_1.371 m,doll_3.538 m,doll_4.910 m,doll_3.029 m,"1,610 million usd"
doll_1.779 m,doll_2.056 m,doll_3.835 m,doll_3.182 m,0 million usd
doll_2.371 m,doll_3.405 m,doll_5.775 m,doll_2.272 m,"2,272 million usd"
doll_49.318 m,doll_5.433 m,doll_54.752 m,0 million usd,"3,182 million usd"
doll_1.455 m,852 million usd,doll_2.307 m,doll_1.610 m,"3,029 million usd"
doll_7.569 m,doll_1.138 m,doll_8.707 m,doll_12.806 m,
doll_7.157 m,doll_2.395 m,doll_9.553 m,996 million usd,"8,605 million usd"
doll_4.623 m,doll_5.486 m,doll_10.109 m,doll_6.304 m,330 million usd
doll_4.903 m,doll_5.239 m,doll_10.142 m,doll_8.605 m,3 million usd
926 million usd,doll_1.877 m,doll_2.802 m,doll_1.643 m,
doll_21.509 m,doll_33.903 m,doll_55.412 m,doll_11.532 m,"2,563 million usd"
doll_119.840 m,doll_10.139 m,doll_129.980 m,doll_12.420 m,"2,415 million usd"
doll_2.171 m,doll_1.969 m,doll_4.141 m,doll_3.227 m,"3,227 million usd"
doll_4.281 m,599 million usd,doll_4.880 m,doll_2.415 m,"12,420 million usd"
doll_2.442 m,doll_1.824 m,doll_4.266 m,doll_2.563 m,"11,532 million usd"
,,,,"1,643 million usd"
39 million usd,-37 million usd,2 million usd,3 million usd,"1,140 million usd"
doll_1.263 m,442 million usd,doll_1.706 m,330 million usd,822 million usd
doll_33.158 m,doll_5.310 m,doll_38.469 m,doll_1.140 m,"3,403 million usd"
,,,,"1,497 million usd"
doll_11.146 m,doll_6.159 m,doll_17.305 m,doll_5.148 m,"12,467 million usd"
doll_1.177 m,416 million usd,doll_1.593 m,doll_1.211 m,
doll_1.552 m,doll_5.637 m,doll_7.189 m,doll_1.638 m,"1,638 million usd"
,,,,"1,211 million usd"
doll_6.797 m,doll_3.202 m,doll_9.998 m,doll_12.467 m,"5,148 million usd"
477 million usd,869 million usd,doll_1.346 m,doll_1.497 m,
756 million usd,doll_2.638 m,doll_3.394 m,doll_3.403 m,"1,580 million usd"
240 million usd,523 million usd,762 million usd,822 million usd,331 million usd
doll_3.576 m,doll_2.000 m,doll_5.576 m,doll_1.580 m,"5,754 million usd"
doll_8.812 m,doll_3.947 m,doll_12.759 m,doll_23.193 m,184 million usd
doll_5.816 m,doll_4.562 m,doll_10.378 m,doll_10.832 m,"2,592 million usd"
doll_1.217 m,doll_1.919 m,doll_3.136 m,doll_2.922 m,"24,475 million usd"
doll_158.690 m,doll_12.420 m,doll_171.100 m,0 million usd,0 million usd
doll_41.726 m,doll_16.178 m,doll_57.904 m,doll_24.475 m,"2,922 million usd"
doll_4.223 m,doll_3.142 m,doll_7.365 m,doll_2.592 m,"10,832 million usd"
doll_2.354 m,doll_4.699 m,doll_7.053 m,184 million usd,"23,193 million usd"
doll_6.680 m,doll_3.668 m,doll_10.349 m,doll_5.754 m,"6,115 million usd"
880 million usd,doll_1.008 m,doll_1.889 m,331 million usd,"4,230 million usd"
doll_12.878 m,doll_4.251 m,doll_17.128 m,doll_6.115 m,"13,690 million usd"
doll_7.252 m,doll_3.992 m,doll_11.243 m,doll_1.227 m,
609 million usd,doll_1.255 m,doll_1.864 m,675 million usd,"16,253 million usd"
doll_12.775 m,doll_4.097 m,doll_16.872 m,doll_5.905 m,912 million usd
doll_23.092 m,doll_10.482 m,doll_33.574 m,doll_48.792 m,"48,792 million usd"
doll_57.858 m,doll_10.291 m,doll_68.149 m,912 million usd,"5,905 million usd"
doll_75.487 m,doll_87.569 m,doll_84.263 m,doll_16.253 m,675 million usd
,,,,"1,227 million usd"
doll_67.497 m,doll_4.746 m,doll_72.243 m,doll_13.690 m,482 million usd
doll_163.010 m,doll_8.253 m,doll_171.260 m,doll_4.230 m,"6,882 million usd"
592 million usd,326 million usd,918 million usd,482 million usd,"19,485 million usd"
doll_14.304 m,doll_9.169 m,doll_23.473 m,doll_15.653 m,"1,048 million usd"
doll_5.519 m,doll_8.660 m,doll_14.178 m,doll_3.945 m,"2,045 million usd"
doll_23.475 m,doll_15.110 m,doll_38.585 m,doll_31.851 m,"2,584 million usd"
doll_1.984 m,doll_2.194 m,doll_4.179 m,476 million usd,476 million usd
doll_1.804 m,doll_2.247 m,doll_4.051 m,doll_2.584 m,"31,851 million usd"
doll_2.216 m,doll_4.934 m,doll_7.151 m,doll_2.045 m,"3,945 million usd"
182 million usd,745 million usd,927 million usd,doll_1.048 m,"15,653 million usd"
doll_26.551 m,doll_1.028 m,doll_27.579 m,doll_19.485 m,"1,791 million usd"
doll_1.663 m,doll_2.032 m,doll_3.695 m,doll_6.882 m,"1,685 million usd"
doll_3.645 m,doll_3.076 m,doll_6.721 m,doll_1.791 m,"29,487 million usd"
doll_19.017 m,doll_12.419 m,doll_31.435 m,doll_20.178 m,"20,162 million usd"
498 million usd,504 million usd,doll_1.002 m,550 million usd,"2,194 million usd"
doll_5.338 m,doll_5.671 m,doll_11.009 m,doll_5.210 m,"3,803 million usd"
doll_15.981 m,doll_6.021 m,doll_22.003 m,doll_3.803 m,"5,210 million usd"
doll_1.971 m,doll_1.655 m,doll_3.626 m,doll_2.194 m,550 million usd
doll_8.254 m,doll_11.039 m,doll_19.294 m,doll_20.162 m,"20,178 million usd"
,,,doll_1.831 m,"6,415 million usd"
doll_8.252 m,doll_4.269 m,doll_12.521 m,doll_29.487 m,"1,518 million usd"
doll_1.664 m,doll_1.482 m,doll_3.146 m,doll_1.685 m,"1,663 million usd"
doll_12.596 m,doll_5.494 m,doll_18.090 m,doll_6.415 m,525 million usd
doll_7.942 m,doll_1.187 m,doll_9.129 m,991 million usd,"2,927 million usd"
doll_17.905 m,doll_7.747 m,doll_25.653 m,doll_33.876 m,"4,029 million usd"
doll_4.671 m,doll_2.669 m,doll_7.340 m,doll_11.551 m,"2,718 million usd"
doll_1.466 m,doll_1.348 m,doll_2.815 m,doll_2.718 m,"11,551 million usd"
doll_3.958 m,doll_4.009 m,doll_7.967 m,doll_4.029 m,"33,876 million usd"
doll_2.142 m,doll_2.705 m,doll_4.847 m,doll_2.927 m,991 million usd
203 million usd,353 million usd,557 million usd,525 million usd,"1,949 million usd"
doll_1.487 m,315 million usd,doll_1.801 m,doll_1.663 m,"5,276 million usd"
523 million usd,doll_1.518 m,doll_2.041 m,doll_1.518 m,"6,879 million usd"
doll_2.368 m,doll_2.830 m,doll_5.198 m,doll_1.949 m,
doll_3.098 m,doll_2.481 m,doll_5.579 m,doll_4.769 m,"19,739 million usd"
doll_6.242 m,doll_5.295 m,doll_11.537 m,doll_8.790 m,"2,730 million usd"
doll_19.095 m,doll_4.500 m,doll_23.595 m,doll_6.147 m,"13,928 million usd"
doll_12.945 m,doll_9.452 m,doll_22.397 m,doll_13.928 m,"6,147 million usd"
doll_1.319 m,936 million usd,doll_2.255 m,doll_2.730 m,"8,790 million usd"
doll_29.563 m,doll_15.493 m,doll_45.055 m,doll_19.739 m,"4,769 million usd"
,,,,"4,783 million usd"
doll_3.930 m,doll_3.875 m,doll_7.805 m,doll_6.879 m,"25,292 million usd"
doll_1.998 m,doll_1.031 m,doll_3.028 m,doll_5.276 m,666 million usd
doll_29.014 m,doll_5.034 m,doll_34.049 m,doll_4.783 m,858 million usd
doll_3.925 m,doll_3.593 m,doll_7.519 m,doll_2.257 m,"2,081 million usd"
179 million usd,918 million usd,doll_1.098 m,174 million usd,33 million usd
doll_2.017 m,doll_7.454 m,doll_9.472 m,doll_4.255 m,"25,694 million usd"
doll_17.141 m,doll_7.082 m,doll_24.222 m,doll_25.694 m,"4,255 million usd"
254 million usd,doll_1.040 m,doll_1.294 m,33 million usd,174 million usd
doll_145.380 m,doll_12.538 m,doll_157.920 m,doll_2.081 m,"2,257 million usd"
doll_20.986 m,doll_10.131 m,doll_31.117 m,858 million usd,"16,658 million usd"
384 million usd,871 million usd,doll_1.255 m,666 million usd,562 million usd
doll_13.969 m,doll_3.621 m,doll_17.590 m,doll_25.292 m,"5,278 million usd"
doll_70.304 m,doll_14.352 m,doll_84.656 m,doll_16.658 m,"3,388 million usd"
doll_1.951 m,doll_1.311 m,doll_3.263 m,773 million usd,"8,590 million usd"
doll_9.644 m,doll_2.362 m,doll_12.005 m,doll_3.704 m,"6,324 million usd"
doll_5.776 m,doll_9.412 m,doll_15.188 m,800 million usd,"1,936 million usd"
doll_79.364 m,doll_6.792 m,doll_86.156 m,doll_1.936 m,800 million usd
doll_3.704 m,doll_2.738 m,doll_6.442 m,doll_6.324 m,"3,704 million usd"
doll_18.088 m,doll_6.893 m,doll_24.981 m,doll_8.590 m,773 million usd
985 million usd,doll_1.196 m,doll_2.182 m,doll_3.388 m,"9,381 million usd"
doll_6.785 m,doll_2.531 m,doll_9.317 m,doll_5.278 m,983 million usd
doll_2.505 m,doll_3.327 m,doll_5.833 m,562 million usd,"6,711 million usd"
doll_87.679 m,doll_7.724 m,doll_95.405 m,doll_9.381 m,740 million usd
doll_7.890 m,doll_4.611 m,doll_12.501 m,doll_1.731 m,"5,457 million usd"
doll_4.047 m,doll_2.066 m,doll_6.114 m,doll_1.335 m,152 million usd
doll_5.026 m,doll_4.366 m,doll_9.392 m,doll_8.453 m,"1,263 million usd"
doll_67.957 m,doll_5.411 m,doll_73.368 m,doll_1.263 m,"8,453 million usd"
doll_1.400 m,doll_3.086 m,doll_4.487 m,152 million usd,"1,335 million usd"
doll_4.825 m,doll_1.568 m,doll_6.393 m,doll_5.457 m,"1,731 million usd"
doll_5.798 m,doll_8.245 m,doll_14.043 m,740 million usd,"1,145 million usd"
doll_5.530 m,doll_3.263 m,doll_8.794 m,doll_6.711 m,"6,593 million usd"
doll_1.623 m,doll_3.567 m,doll_5.191 m,983 million usd,515 million usd
doll_3.294 m,doll_1.522 m,doll_4.816 m,doll_1.145 m,695 million usd
doll_7.819 m,doll_2.808 m,doll_10.627 m,doll_9.524 m,"2,488 million usd"
77 million usd,415 million usd,492 million usd,396 million usd,"2,208 million usd"
doll_3.555 m,doll_3.769 m,doll_7.323 m,524 million usd,"3,249 million usd"
doll_1.709 m,799 million usd,doll_2.509 m,doll_3.249 m,524 million usd
,,,doll_2.208 m,396 million usd
doll_2.880 m,doll_3.026 m,doll_5.906 m,doll_2.488 m,"9,524 million usd"
167 million usd,569 million usd,736 million usd,695 million usd,"2,387 million usd"
96 million usd,doll_4.689 m,doll_4.785 m,515 million usd,"5,846 million usd"
doll_95.539 m,doll_12.412 m,doll_107.950 m,doll_6.593 m,"2,040 million usd"
doll_14.758 m,doll_3.469 m,doll_18.227 m,doll_2.387 m,705 million usd
doll_6.277 m,doll_9.155 m,doll_15.432 m,doll_1.354 m,870 million usd
doll_2.948 m,doll_2.203 m,doll_5.151 m,doll_2.890 m,547 million usd
doll_2.438 m,doll_2.974 m,doll_5.412 m,doll_3.243 m,"1,663 million usd"
doll_5.090 m,263 million usd,doll_5.354 m,doll_1.663 m,"3,243 million usd"
251 million usd,doll_6.456 m,doll_6.708 m,547 million usd,"2,890 million usd"
doll_4.417 m,doll_3.114 m,doll_7.531 m,870 million usd,"1,354 million usd"
236 million usd,doll_1.070 m,doll_1.306 m,705 million usd,"10,524 million usd"
doll_3.966 m,doll_4.714 m,doll_8.679 m,doll_2.040 m,173 million usd
doll_3.510 m,doll_1.914 m,doll_5.425 m,doll_5.846 m,"5,308 million usd"
doll_4.873 m,doll_2.380 m,doll_7.253 m,doll_10.524 m,"6,642 million usd"
doll_5.659 m,doll_2.718 m,doll_8.377 m,doll_1.152 m,"1,983 million usd"
doll_2.460 m,doll_1.179 m,doll_3.640 m,doll_1.755 m,"1,767 million usd"
719 million usd,623 million usd,doll_1.342 m,doll_2.139 m,"5,070 million usd"
doll_8.467 m,355 million usd,doll_8.823 m,doll_5.070 m,"2,139 million usd"
doll_44.885 m,doll_5.363 m,doll_50.249 m,doll_1.767 m,"1,755 million usd"
doll_52.020 m,doll_5.296 m,doll_57.317 m,doll_1.983 m,"1,152 million usd"
doll_4.330 m,doll_3.822 m,doll_8.151 m,doll_6.642 m,"2,293 million usd"
doll_27.335 m,doll_6.624 m,doll_33.959 m,doll_5.308 m,"12,271 million usd"
doll_1.234 m,doll_5.024 m,doll_6.258 m,173 million usd,"3,316 million usd"
doll_2.518 m,doll_9.045 m,doll_3.423 m,doll_2.293 m,"1,006 million usd"
788 million usd,doll_1.184 m,doll_1.971 m,399 million usd,"4,708 million usd"
doll_3.620 m,doll_5.128 m,doll_8.748 m,doll_8.449 m,"13,146 million usd"
doll_2.264 m,doll_5.523 m,doll_7.787 m,doll_1.911 m,"1,778 million usd"
doll_1.065 m,544 million usd,doll_1.609 m,doll_1.778 m,"1,911 million usd"
doll_4.266 m,doll_7.233 m,doll_11.499 m,doll_13.146 m,"8,449 million usd"
doll_1.661 m,doll_3.016 m,doll_4.677 m,doll_4.708 m,399 million usd
doll_1.225 m,275 million usd,doll_1.500 m,doll_1.006 m,587 million usd
doll_3.461 m,doll_4.383 m,doll_7.844 m,doll_3.316 m,"1,712 million usd"
doll_10.603 m,doll_5.409 m,doll_16.012 m,doll_12.271 m,"2,787 million usd"
doll_2.661 m,-645 million usd,doll_2.015 m,587 million usd,"2,615 million usd"
doll_3.918 m,doll_1.525 m,doll_5.444 m,doll_10.957 m,"1,458 million usd"
doll_11.377 m,doll_4.715 m,doll_16.092 m,doll_13.903 m,"2,398 million usd"
doll_1.443 m,doll_1.443 m,doll_2.886 m,doll_2.269 m,"2,269 million usd"
doll_1.651 m,doll_1.113 m,doll_2.764 m,789 million usd,789 million usd
717 million usd,doll_1.271 m,doll_1.989 m,doll_1.458 m,"13,903 million usd"
doll_19.918 m,doll_8.740 m,doll_28.658 m,doll_2.398 m,"10,957 million usd"
doll_1.237 m,doll_1.174 m,doll_2.412 m,doll_2.615 m,"1,406 million usd"
doll_11.449 m,doll_5.023 m,doll_16.710 m,doll_2.787 m,
doll_2.287 m,doll_1.875 m,doll_4.162 m,doll_1.712 m,
doll_38.840 m,doll_6.613 m,doll_45.453 m,doll_1.406 m,"1,910 million usd"
doll_10.263 m,doll_6.836 m,doll_17.100 m,doll_6.021 m,
doll_1.918 m,doll_6.192 m,doll_8.110 m,doll_8.120 m,"1,110 million usd"
doll_27.064 m,doll_23.127 m,doll_50.191 m,doll_17.738 m,
,,,,"17,738 million usd"
,,,doll_1.110 m,"8,120 million usd"
,,,,"6,021 million usd"
,,,doll_1.910 m,885 million usd
,,,,720 million usd
,,,,"3,410 million usd"
doll_77.201 m,doll_6.648 m,doll_83.850 m,885 million usd,"18,664 million usd"
doll_19.364 m,doll_6.934 m,doll_26.298 m,doll_13.957 m,"2,669 million usd"
doll_7.324 m,doll_3.496 m,doll_10.820 m,doll_3.500 m,"12,711 million usd"
,,,doll_3.773 m,"13,978 million usd"
doll_2.692 m,doll_3.771 m,doll_6.463 m,doll_13.978 m,"3,500 million usd"
doll_6.619 m,doll_7.948 m,doll_14.567 m,doll_12.711 m,"13,957 million usd"
doll_1.097 m,doll_1.223 m,doll_2.319 m,doll_2.669 m,831 million usd
doll_16.369 m,doll_3.995 m,doll_20.364 m,doll_18.664 m,"3,562 million usd"
,,,doll_3.410 m,670 million usd
745 million usd,doll_2.214 m,doll_2.958 m,720 million usd,"4,157 million usd"
296 million usd,doll_1.265 m,doll_1.561 m,831 million usd,499 million usd
885 million usd,doll_4.839 m,doll_5.724 m,272 million usd,428 million usd
doll_41.239 m,doll_6.375 m,doll_47.614 m,doll_7.080 m,"3,461 million usd"
doll_8.522 m,doll_4.487 m,doll_13.010 m,doll_10.424 m,"10,424 million usd"
doll_1.530 m,doll_2.044 m,doll_3.575 m,doll_3.461 m,"7,080 million usd"
doll_1.522 m,578 million usd,doll_2.100 m,428 million usd,272 million usd
doll_14.070 m,doll_2.258 m,doll_16.329 m,499 million usd,"19,279 million usd"
doll_1.743 m,doll_3.244 m,doll_4.987 m,doll_4.157 m,"3,653 million usd"
928 million usd,doll_1.621 m,doll_2.550 m,670 million usd,"2,809 million usd"
doll_2.383 m,doll_3.471 m,doll_5.853 m,doll_3.562 m,"8,529 million usd"
doll_279.290 m,doll_6.917 m,doll_286.210 m,doll_19.279 m,"1,062 million usd"
doll_6.334 m,doll_3.819 m,doll_10.152 m,doll_14.370 m,"2,926 million usd"
doll_59.422 m,doll_11.588 m,doll_71.011 m,doll_16.139 m,811 million usd
367 million usd,doll_1.099 m,doll_1.466 m,553 million usd,553 million usd
139 million usd,542 million usd,681 million usd,811 million usd,"16,139 million usd"
doll_3.786 m,doll_2.233 m,doll_6.019 m,doll_2.926 m,"14,370 million usd"
doll_5.731 m,doll_3.906 m,doll_9.638 m,doll_1.062 m,"4,663 million usd"
doll_6.657 m,doll_4.987 m,doll_11.644 m,doll_8.529 m,"9,154 million usd"
doll_2.703 m,doll_2.301 m,doll_5.004 m,doll_2.809 m,"1,224 million usd"
doll_8.550 m,doll_4.056 m,doll_12.606 m,doll_3.653 m,237 million usd
doll_3.018 m,doll_5.625 m,doll_8.642 m,doll_4.663 m,"1,734 million usd"
624 million usd,doll_1.220 m,doll_1.845 m,doll_2.288 m,"2,079 million usd"
doll_13.808 m,doll_2.398 m,doll_16.207 m,doll_24.871 m,804 million usd
doll_4.069 m,doll_8.626 m,doll_12.695 m,588 million usd,588 million usd
475 million usd,894 million usd,doll_1.369 m,804 million usd,"24,871 million usd"
doll_1.258 m,doll_1.893 m,doll_3.151 m,doll_2.079 m,"2,288 million usd"
doll_1.561 m,doll_1.436 m,doll_2.997 m,doll_1.734 m,701 million usd
doll_1.637 m,430 million usd,doll_2.067 m,237 million usd,"2,467 million usd"
doll_3.602 m,doll_2.866 m,doll_6.468 m,doll_1.224 m,"22,485 million usd"
doll_7.108 m,doll_5.288 m,doll_12.396 m,doll_9.154 m,363 million usd
doll_2.219 m,928 million usd,doll_3.147 m,701 million usd,"3,499 million usd"
doll_76.375 m,doll_3.116 m,doll_79.492 m,doll_7.067 m,572 million usd
doll_1.530 m,14 million usd,doll_1.545 m,doll_2.313 m,618 million usd
doll_5.724 m,doll_1.492 m,doll_7.217 m,doll_4.416 m,"4,416 million usd"
857 million usd,doll_1.377 m,doll_2.234 m,618 million usd,"2,313 million usd"
859 million usd,144 million usd,doll_1.003 m,572 million usd,"7,067 million usd"
doll_1.282 m,doll_3.019 m,doll_4.301 m,doll_3.499 m,440 million usd
doll_2.928 m,doll_3.289 m,doll_6.218 m,363 million usd,"25,844 million usd"
doll_18.031 m,doll_1.674 m,doll_19.705 m,doll_22.485 m,"2,412 million usd"
doll_2.999 m,doll_1.888 m,doll_4.888 m,doll_2.467 m,"4,161 million usd"
doll_1.900 m,572 million usd,doll_2.473 m,440 million usd,"3,306 million usd"
doll_1.383 m,doll_1.294 m,doll_2.679 m,doll_2.734 m,"1,945 million usd"
622 million usd,619 million usd,doll_1.241 m,doll_2.866 m,"1,496 million usd"
775 million usd,708 million usd,doll_1.484 m,doll_1.069 m,"1,069 million usd"
doll_1.702 m,149 million usd,doll_1.851 m,doll_1.496 m,"2,866 million usd"
doll_6.959 m,doll_7.173 m,doll_14.132 m,doll_1.945 m,"2,734 million usd"
doll_1.467 m,doll_1.133 m,doll_2.600 m,doll_3.306 m,"1,004 million usd"
doll_64.405 m,doll_8.059 m,doll_72.464 m,doll_4.161 m,245 million usd
988 million usd,621 million usd,doll_1.609 m,doll_2.412 m,72 million usd
doll_6.566 m,doll_2.377 m,doll_8.943 m,doll_25.844 m,"6,411 million usd"
331 million usd,doll_1.005 m,doll_1.337 m,doll_1.004 m,"3,221 million usd"
395 million usd,doll_1.208 m,doll_1.603 m,99 million usd,"3,890 million usd"
doll_69.119 m,doll_5.969 m,doll_75.088 m,doll_2.554 m,"10,090 million usd"
doll_1.292 m,doll_1.548 m,doll_2.841 m,doll_3.081 m,"3,081 million usd"
doll_34.034 m,-819 million usd,doll_33.215 m,doll_10.090 m,"2,554 million usd"
doll_6.637 m,doll_2.976 m,doll_9.613 m,doll_3.890 m,99 million usd
doll_1.634 m,doll_2.317 m,doll_3.952 m,doll_3.221 m,"1,352 million usd"
doll_11.881 m,doll_4.600 m,doll_16.481 m,doll_6.411 m,738 million usd
191 million usd,doll_1.397 m,doll_1.588 m,72 million usd,"5,764 million usd"
150 million usd,695 million usd,846 million usd,245 million usd,"6,104 million usd"
doll_14.464 m,doll_9.086 m,doll_23.551 m,doll_1.352 m,953 million usd
doll_7.200 m,doll_6.720 m,doll_13.922 m,776 million usd,"5,329 million usd"
doll_4.510 m,doll_5.847 m,doll_10.357 m,378 million usd,"12,952 million usd"
doll_2.079 m,doll_4.647 m,doll_6.727 m,doll_2.767 m,"2,767 million usd"
doll_3.264 m,doll_2.240 m,doll_5.505 m,doll_12.952 m,378 million usd
doll_8.837 m,doll_5.041 m,doll_13.879 m,doll_5.329 m,776 million usd
doll_1.806 m,967 million usd,doll_2.772 m,953 million usd,"2,551 million usd"
doll_5.623 m,doll_4.830 m,doll_10.454 m,doll_6.104 m,"7,510 million usd"
doll_9.704 m,doll_5.307 m,doll_15.010 m,doll_5.764 m,"2,287 million usd"
doll_3.616 m,doll_3.174 m,doll_6.790 m,738 million usd,295 million usd
doll_1.271 m,doll_2.191 m,doll_3.462 m,doll_2.551 m,"2,236 million usd"
194 million usd,doll_3.770 m,doll_3.963 m,624 million usd,774 million usd
215 million usd,doll_1.741 m,doll_1.957 m,958 million usd,"24,318 million usd"
doll_1.621 m,doll_1.469 m,doll_3.090 m,doll_1.380 m,"1,380 million usd"
doll_20.377 m,doll_10.677 m,doll_31.054 m,doll_24.318 m,958 million usd
doll_1.624 m,292 million usd,doll_1.916 m,774 million usd,624 million usd
doll_4.735 m,doll_10.417 m,doll_15.152 m,doll_2.236 m,"2,766 million usd"
58 million usd,372 million usd,430 million usd,295 million usd,"3,954 million usd"
doll_1.193 m,doll_2.095 m,doll_3.288 m,doll_2.287 m,"2,609 million usd"
doll_5.774 m,doll_2.397 m,doll_8.171 m,doll_7.510 m,"1,166 million usd"
doll_4.065 m,doll_3.694 m,doll_7.758 m,doll_2.766 m,"37,519 million usd"
846 million usd,doll_3.133 m,doll_3.978 m,doll_1.808 m,"6,226 million usd"
doll_9.078 m,doll_3.299 m,doll_12.378 m,doll_50.894 m,632 million usd
doll_32.351 m,doll_6.986 m,doll_39.337 m,doll_30.703 m,"30,703 million usd"
485 million usd,doll_1.249 m,doll_1.734 m,632 million usd,"50,894 million usd"
doll_9.672 m,doll_2.742 m,doll_12.414 m,doll_6.226 m,"1,808 million usd"
doll_29.131 m,doll_11.471 m,doll_40.603 m,doll_37.519 m,"1,507 million usd"
388 million usd,doll_1.647 m,doll_2.035 m,doll_1.166 m,"2,704 million usd"
doll_95.181 m,doll_7.225 m,doll_102.410 m,doll_2.609 m,536 million usd
doll_5.859 m,doll_2.358 m,doll_8.217 m,doll_3.954 m,"1,581 million usd"
doll_1.582 m,doll_1.747 m,doll_3.328 m,doll_1.507 m,"6,259 million usd"
doll_6.765 m,doll_2.887 m,doll_9.652 m,doll_4.263 m,"2,446 million usd"
doll_2.516 m,doll_4.057 m,doll_6.574 m,doll_2.508 m,"6,285 million usd"
doll_1.035 m,doll_1.076 m,doll_2.110 m,doll_1.676 m,"1,676 million usd"
doll_3.231 m,doll_3.259 m,doll_6.491 m,doll_6.285 m,"2,508 million usd"
doll_2.086 m,doll_1.780 m,doll_3.866 m,doll_2.446 m,"4,263 million usd"
doll_4.387 m,doll_5.699 m,doll_10.086 m,doll_6.259 m,871 million usd
doll_1.391 m,291 million usd,doll_1.683 m,doll_1.581 m,200 million usd
409 million usd,786 million usd,doll_1.196 m,536 million usd,125 million usd
doll_2.583 m,doll_2.385 m,doll_4.968 m,doll_2.704 m,"42,043 million usd"
430 million usd,doll_1.205 m,doll_1.635 m,871 million usd,"1,133 million usd"
doll_5.435 m,doll_1.124 m,doll_6.558 m,doll_3.369 m,"3,539 million usd"
doll_217.460 m,doll_28.064 m,doll_245.530 m,doll_10.108 m,"36,232 million usd"
doll_1.025 m,doll_1.538 m,doll_2.564 m,doll_2.074 m,"2,074 million usd"
doll_19.705 m,doll_1.440 m,doll_21.145 m,doll_36.232 m,"10,108 million usd"
doll_12.424 m,doll_5.049 m,doll_17.473 m,doll_3.539 m,"3,369 million usd"
698 million usd,doll_1.374 m,doll_2.072 m,doll_1.133 m,"18,210 million usd"
doll_18.637 m,doll_9.972 m,doll_28.609 m,doll_42.043 m,"2,419 million usd"
