,name,country,industry,absolute_growth_rate_pct,compound_annual_growth_rate_cagr_pct,revenue_2020,employees_2020,employees_2017,founded,revenue_2017,website
1842,iPulse,UK,Personal & Household Goods,,,105149602.0,183.0,39,2012.0,36995102.0,
1843,blue networks,Germany,Technology,,,6626713.0,47.0,23,2002.0,2322241.0,
1844,N. Schwegler,Germany,Construction,,,10514000.0,35.0,20,2009.0,3686000.0,
1845,Marcus Lutz Bau,Germany,Construction,,,1874438.0,15.0,7,2002.0,659402.0,
1846,HKR-Technik,Germany,Retail,,,6996880.0,4.0,3,2008.0,2462478.0,
1847,Licht + Strom,Germany,Technology,,,4039340.0,30.0,18,2007.0,1424633.0,
1848,Die Autowelt,Germany,Automobiles,,,16754654.0,40.0,15,2009.0,5915499.0,
1849,ARTHEAU AVIATION,France,Aerospace & Defence,,,11263318.0,9.0,4,2012.0,3977562.0,
1850,Cepo,Italy,Industrial Goods,,,4503670.0,22.0,13,2000.0,1592170.0,
1851,Sneakers & Jackets,France,Financial Services,,,2888273.0,2.0,1,2013.0,1022714.0,
1852,89up,UK,Advertising,,,1814237.0,26.0,11,2009.0,647020.0,
1853,LUXURY & PERFORMANCE SELECTION,France,Automobiles,,,6444045.0,4.0,na,2016.0,2281929.0,
1854,Grayce Group,UK,Management Consulting,,,17890928.0,395.0,117,2012.0,6381674.0,
1855,Nemesi Italia,Italy,Technology,,,1640000.0,4.0,1,1993.0,581520.0,
1856,Halo Service Solutions,UK,Technology,,,5037087.0,40.0,12,1994.0,1799189.0,
1857,Raspberry Pi,UK,Technology,,,80066074.0,73.0,36,2012.0,28668484.0,
1858,Giopato & Coombes,Italy,Interiors,,,5467910.0,17.0,8,2010.0,1944000.0,
1859,Ship it,Germany,Retail,,,3391041.0,8.0,4,2016.0,1207009.0,
1860,Rheinische Scheidestätte,Germany,Retail,,,83044963.0,47.0,19,2012.0,29564866.0,
1861,Whites Agency,Poland,Advertising,,,4076348.0,90.0,34,2011.0,1586246.0,
1862,Casa di Riposo Medicalizzata Sempione*,Italy,Health,,,2436000.0,38.0,1,2017.0,867960.0,
1863,CShark,Poland,Technology,,,11828515.0,269.0,135,2014.0,4608343.0,
1864,Zinox Laser,Italy,Interiors,,,6364000.0,47.0,30,2015.0,2269510.0,
1865,Tera Automation,Italy,Industrial Goods,,,4987860.0,20.0,14,2013.0,1778890.0,
1866,Innova Hts,Italy,Health,,,8792400.0,16.0,12,2014.0,3137630.0,
1867,Kentigen,Czech Republic,Technology,,,1507867.0,20.0,8,2013.0,554004.0,
1868,Teal Partners,Belgium,Technology,,,3873750.0,23.0,13,2015.0,1386701.0,
1869,LM Medical Division,Italy,Health,,,11281040.0,47.0,16,2010.0,4040060.0,
1870,BEC,Germany,Technology,,,7843183.0,47.0,25,2003.0,2809036.0,
1871,Xylon,Croatia,Technology,,,4491888.0,81.0,41,1995.0,1610149.0,
1872,Spedition Kai Rindert,Germany,Transport,,,3018684.0,9.0,2,2017.0,1083821.0,
1873,CO.GE.SA. Costruzioni Generali Saba,Italy,Construction,,,3453730.0,22.0,16,2009.0,1241760.0,
1874,Skärgårdstunnan/Skargards,Sweden,Ecommerce,,,15082088.0,20.0,13,2010.0,5547537.0,
1875,Autonova Milano,Italy,Automobiles,,,2790680.0,14.0,1,2015.0,1006280.0,
1876,Polarstern,Germany,Energy,,,30270074.0,40.0,25,2011.0,10925375.0,
1877,halsdorfer + ingenieure projekt,Germany,Property,,,31038460.0,15.0,5,2013.0,11207566.0,
1878,OPNA,France,Support Services,,,2317903.0,23.0,9,2015.0,838200.0,
1879,Stikets,Spain,Ecommerce,,,9318626.0,39.0,25,2010.0,3372820.0,
1880,CampuStore,Italy,Education,,,34410600.0,18.0,18,1994.0,12479120.0,
1881,Ars Futura,Croatia,Technology,,,1580154.0,27.0,14,2013.0,574487.0,
1882,Cemir Security,Italy,Support Services,,,2835330.0,116.0,64,2015.0,1028730.0,
1883,Borgy CZ,Czech Republic,Personal & Household Goods,,,22419033.0,60.0,40,2009.0,8362568.0,
1884,Groupe Zephyr,France,Health,,,16264645.0,600.0,190,2007.0,5908517.0,
1885,Dernier Cri,France,Technology,,,3956061.0,57.0,25,2015.0,1438184.0,
1886,yes!devs,Germany,Technology,,,2200000.0,37.0,10,2016.0,800000.0,
1887,Hydroflex Group,Germany,Retail,,,13166000.0,36.0,19,2009.0,4788000.0,
1888,Proteko Service,Italy,Support Services,,,5502450.0,31.0,7,2016.0,2003540.0,
1889,MiniCRM,Hungary,Technology,,,2232347.0,26.0,26,2012.0,944107.0,
1890,CNQ Consorzio Nazionale Qualità,Italy,Waste management & recycling,,,2151050.0,39.0,13,2001.0,783460.0,
1891,Accolade,Czech Republic,Property,,,83981636.0,,,2010.0,31477723.0,
1892,Panel Sandwich,Spain,Construction,,,9637845.0,27.0,9,2009.0,3517519.0,
1893,SYMBIOSE Informatique,France,Technology,,,33080096.0,32.0,28,1991.0,12074454.0,
1894,G.Engineering,Italy,Industrial Goods,,,16504780.0,51.0,24,2012.0,6024830.0,
1895,I-PARTICULIERS,France,Property,,,4071600.0,200.0,50,2011.0,1488875.0,
1896,Henco,Germany,Retail,,,6970679.0,48.0,25,2012.0,2550263.0,
1897,Giglio.com,Italy,Ecommerce,,,25355630.0,53.0,25,2007.0,9283620.0,
1898,Alphaspel,Sweden,Retail,,,4535769.0,16.0,5,2013.0,1699234.0,
1899,Sapiegos Klinika,Lithuania,Health,,,1578677.0,24.0,14,2014.0,579436.0,
1900,OpenCorporates,UK,Technology,,,2730677.0,25.0,9,2010.0,1010498.0,
1901,BE CLOUD,France,Support Services,,,10371094.0,49.0,22,2012.0,3811605.0,
1902,Drukarnia piga.pl,Poland,Ecommerce,,,4064038.0,130.0,60,2014.0,1632988.0,
1903,groupe mister menuiserie,France,Ecommerce,,,68009314.0,227.0,84,2010.0,25003047.0,
1904,Insetto,Germany,Retail,,,6010130.0,79.0,51,1999.0,2210651.0,
1905,Technophage,Portugal,Pharmaceuticals,,,2237180.0,13.0,9,2005.0,823381.0,
1906,skalis portage salarial,France,Support Services,,,6202068.0,68.0,25,2008.0,2287420.0,
1907,peoplegrapher,Germany,Advertising,,,3561298.0,11.0,5,2016.0,1314806.0,
1908,Reveg Fruit,Italy,Food & Beverage,,,2356570.0,4.0,2,2016.0,870070.0,
1909,Sciant,Bulgaria,Technology,,,3192139.0,79.0,39,2016.0,1178653.0,
1910,Boender & Beutel,Germany,Industrial Goods,,,14550131.0,130.0,50,2012.0,5376347.0,
1911,EKINOPS,France,Telecoms,,,92800000.0,456.0,419,2003.0,34291000.0,
1912,Sano-Técnica,Portugal,Health,,,4972658.0,13.0,12,1938.0,1838120.0,
1913,möbelando,Germany,Retail,,,16692390.0,24.0,16,2013.0,6170577.0,
1914,Democom,Italy,Telecoms,,,3347950.0,37.0,12,2011.0,1238210.0,
1915,Erbagil,Italy,Pharmaceuticals,,,4021010.0,11.0,3,2009.0,1490280.0,
1916,Axopar Boats,Finland,Travel & Leisure,,,78765693.0,32.0,9,2014.0,29247774.0,
1917,Advanced Composites Solutions,Italy,Automobiles,,,5393690.0,54.0,11,2012.0,2006100.0,
1918,Spartivento Yachts & Charter,Italy,Travel & Leisure,,,5194630.0,34.0,12,2000.0,1932580.0,
1919,Seargin,Poland,Technology,,,18624755.0,64.0,39,2014.0,7576080.0,
1920,TTP HOLDING,Germany,Support Services,,,37607000.0,32.0,28,2009.0,13997000.0,
1921,Sweef furniture,Sweden,Retail,,,9506903.0,14.0,5,2011.0,3620585.0,
1922,SONIC Tanácsadó és Szolgáltató Kft,Hungary,Technology,,,4646080.0,10.0,5,2008.0,2009719.0,
1923,spotit,Belgium,Cyber Security,,,20387729.0,71.0,30,2014.0,7606472.0,
1924,LABEL EXPERIENCE,France,Financial Services,,,1756470.0,27.0,11,2016.0,655366.0,
1925,LMM Logistics,Italy,Transport,,,14113040.0,724.0,2,2015.0,5268390.0,
1926,Medicalfit,Spain,Health,,,2378517.0,35.0,15,2008.0,888395.0,
1927,Nuova MG,Italy,Industrial Goods,,,2126840.0,26.0,23,2017.0,794770.0,
1928,innov and co handicap,France,Technology,,,1879824.0,30.0,7,2016.0,702609.0,
1929,Alma Entreprise,France,Construction,,,13438347.0,31.0,33,2003.0,5023015.0,
1930,Radit,Italy,Support Services,,,1879520.0,15.0,8,2016.0,703190.0,
1931,REGIONAL EXPRESS,France,Transport,,,22841800.0,220.0,80,2013.0,8552857.0,
1932,Aravati,France,Support Services,,,6671500.0,59.0,26,2004.0,2500644.0,
1933,Pöhner Hamburg,Germany,Retail,,,15603000.0,7.0,4,2013.0,5851000.0,
1934,Schreinerei Huber,Germany,Construction,,,2629044.0,21.0,18,2010.0,986286.0,
1935,ISR,France,Technology,,,4637943.0,12.0,12,1996.0,1741112.0,
1936,Kinga Mathe,Germany,Retail,,,1800494.0,5.0,2,2008.0,676431.0,
1937,Rivile,Lithuania,Technology,,,3905042.0,24.0,20,1992.0,1467195.0,
1938,MaGarantie5ans,France,Retail,,,9253546.0,20.0,8,2016.0,3477788.0,
1939,BEBEBOUTIK,France,Retail,,,29080296.0,98.0,36,2012.0,10944325.0,
1940,Radar Cyber Security,Austria,Technology,,,12727043.0,122.0,88,2011.0,4794822.0,
1941,CLAIR GROUP,France,Aerospace & Defence,,,38960985.0,121.0,49,2004.0,14683064.0,
1942,Appsfactory,Germany,Technology,,,18044631.0,221.0,105,2009.0,6801966.0,
1943,Stiltz Homelifts,UK,Interiors,,,36960953.0,250.0,142,2010.0,14051407.0,
1944,Star Stone,Romania,Construction,,,4409476.0,105.0,48,2012.0,1729707.0,
1945,Coptrz,UK,Aerospace & Defence,,,6297471.0,22.0,10,2016.0,2395445.0,
1946,Nurole,UK,Technology,,,3249493.0,35.0,15,2014.0,1236098.0,
1947,ABAO Energy,Germany,Construction,,,2406917.0,15.0,10,2016.0,910386.0,
1948,Welol Next,Italy,Technology,,,2685440.0,32.0,16,2011.0,1017320.0,
1949,Intent HQ,UK,Technology,,,5762891.0,75.0,22,2010.0,2199126.0,
1950,Café du Cycliste,France,Ecommerce,,,7445865.0,20.0,14,2009.0,2826571.0,
1951,LANGER Lüftungs- und Klimaanlagen,Germany,Construction,,,4609256.0,8.0,5,2016.0,1749794.0,
1952,Formind,France,Cyber Security,,,16845354.0,130.0,60,2010.0,6398583.0,
1953,Oasis Smart SIM Europe**,France,Telecoms,,,3065165.0,20.0,4,2010.0,1167000.0,
1954,Aferetica,Italy,Health,,,6376910.0,13.0,9,2013.0,2429230.0,
1955,Zero,Italy,Energy,,,42000000.0,37.0,15,2014.0,16000000.0,
1956,SKILLS,France,Support Services,,,11650138.0,70.0,20,2011.0,4443710.0,
1957,3E Studio,Italy,Support Services,,,2804580.0,22.0,1,2015.0,1071090.0,
1958,Pannonia Steel,Slovakia,Construction,,,1768886.0,5.0,1,2013.0,675645.0,
1959,Kronos,Italy,Fashion,,,23579000.0,21.0,15,2009.0,9009270.0,
1960,LaSaponaria,Italy,Beauty,,,6304690.0,22.0,11,2007.0,2409730.0,
1961,Die Wuhlewanderer,Germany,Health,,,4970000.0,95.0,50,2013.0,1900000.0,
1962,IMINT Vidhance,Sweden,Technology,,,4851538.0,27.0,26,2007.0,1897113.0,
1963,Arte e Passione,Italy,Restaurants,,,1671730.0,47.0,18,2016.0,639410.0,
1964,PAUL MARIUS,France,Retail,,,24869602.0,87.0,29,2011.0,9515000.0,
1965,Scalefocus,Bulgaria,Technology,,,33137857.0,730.0,330,2012.0,12686177.0,
1966,Whiskyzone,Germany,Retail,,,10750866.0,16.0,7,2014.0,4117340.0,
1967,Targa Telematics,Italy,Technology,,,37386150.0,113.0,63,2002.0,14327610.0,
1968,SIAN Wholesale Ltd,UK,Transport,,,74719260.0,50.0,23,2003.0,28939861.0,
1969,Visage Technologies,Sweden,Technology,,,5677639.0,104.0,54,2002.0,2233448.0,
1970,Riotloc,Lithuania,Games industry,,,1551468.0,1.0,1,2016.0,596906.0,
1971,BullionVault,UK,Precious metals,,,16196046.0,34.0,31,2003.0,6278456.0,
1972,3A Antioxidants,Spain,Chemicals & Pharmaceuticals,,,7704000.0,23.0,9,2000.0,2968892.0,
1973,on Metall,Germany,Industrial Goods,,,2587718.0,6.0,3,2016.0,997518.0,
1974,Scribbr,The Netherlands,Education,,,8862818.0,39.0,22,2012.0,3417536.0,
1975,Selectra,France,Energy,,,62951353.0,1000.0,500,2007.0,24320734.0,
1976,Energetic,Italy,Energy,,,1711470.0,13.0,7,2010.0,661860.0,
1977,Faveod,France,Support Services,,,2598585.0,9.0,7,2007.0,1005658.0,
1978,CYE Energia,Spain,Energy,,,23673728.0,15.0,5,2013.0,9161867.0,
1979,Integrata Oy,Finland,Financial Services,,,9409000.0,105.0,33,2008.0,3647000.0,
1980,Regular Trade,Germany,Retail,,,11671000.0,25.0,15,2010.0,4526000.0,
1981,Expleo,Hungary,Energy,,,2696785.0,15.0,6,2011.0,900686.0,
1982,Confezioni Velvet,Italy,Fashion,,,3355870.0,21.0,21,2015.0,1302640.0,
1983,Activ Bilanz,Germany,Property,,,17286985.0,10.0,12,1998.0,6712146.0,
1984,Family Nation,Italy,Ecommerce,,,5300370.0,12.0,5,2011.0,2059190.0,
1985,Majar – Matzaridis Bros,Greece,Technology,,,13224865.0,19.0,13,1994.0,5144442.0,
1986,Izertis,Spain,Technology,,,50740841.0,791.0,431,1996.0,19753150.0,
1987,Fashion Commerce,Italy,Ecommerce,,,2349000.0,5.0,1,2016.0,916000.0,
1988,Bulk Tainer Logistics Limited,UK,Transport,,,56054130.0,105.0,41,2009.0,21717432.0,
1989,Wingeco,Italy,Industrial Goods,,,3407310.0,22.0,12,2016.0,1332330.0,
1990,Meblobranie.pl,Poland,Ecommerce,,,19295429.0,25.0,12,2021.0,6909799.0,
1991,Queraltó,Spain,Ecommerce,,,21900903.0,67.0,39,1898.0,8575344.0,
1992,Phobos,Slovakia,Automobiles,,,3529454.0,12.0,8,1993.0,1382844.0,
1993,Archita Engineering,Italy,Support Services,,,2739230.0,5.0,13,2013.0,1074130.0,
1994,Celeritas,Spain,Transport,,,58139933.0,27.0,10,2006.0,22805398.0,
1995,peopleForecast,Germany,Technology,,,2086411.0,45.0,15,2014.0,818658.0,
1996,Digitalpa,Italy,Management Consulting,,,1731340.0,12.0,41,2014.0,679440.0,
1997,Faktenkontor,Germany,Advertising,,,30967000.0,150.0,100,2003.0,12153143.0,
1998,CLAREO,France,Retail,,,18854708.0,53.0,13,2012.0,7399729.0,
1999,Laca Trade,Italy,Property,,,24741510.0,5.0,5,2013.0,9717860.0,
2000,swappie,finland,technology,,,"97,611,814",218.0,1,2016.0,"507,000",
2001,kilo health,lithuania,health,,,"57,318,766",177.0,10,2013.0,"344,428",
2002,oci,uk,financial services,,,"568,322,073",32.0,4,2012.0,"4,325,512",
2003,onlyfans,uk,technology,,,"316,732,986",800.0,4,2016.0,"2,652,185",
2004,enpal,germany,energy,,,"56,109,613",365.0,9,2017.0,"486,165",
2005,mr consulting,germany,waste management & recycling,,,"13,165,586",9.0,2,2017.0,"150,908",
2006,thriva,uk,health,,,"18,732,563",57.0,12,2015.0,"251,668",
2007,exotec,france,industrial goods,,,"47,597,000",200.0,15,2015.0,"706,700",
2008,winelivery,italy,ecommerce,,,"7,337,290",10.0,1,2015.0,"111,500",
2009,instabox,sweden,technology,,,"24,484,879",117.0,5,2015.0,"392,055",
2010,waterdrop,austria,food & beverage,,,"41,205,930",180.0,12,2016.0,"680,197",
2011,one lease,france,support services,,,"9,015,211",11.0,2,2016.0,"153,046",
2012,datlas*,italy,technology,,,"9,034,926",251.0,13,2017.0,"155,406",
2013,zego,uk,fintech,,,"12,158,046",224.0,36,2016.0,"229,201",
2014,hcl-logistics,germany,transport,,,"11,387,156",24.0,5,2017.0,"238,118",
2015,popsa,uk,technology,,,"21,455,864",34.0,4,2016.0,"454,975",
2016,unit8,switzerland,technology,,,"7,234,981",41.0,2,2017.0,"149,397",
2017,luoto company,finland,technology,,,"14,338,668",49.0,6,2016.0,"325,585",
2018,journi print,austria,ecommerce,,,"6,851,839",29.0,9,2014.0,"160,624",
2019,portify,france,support services,,,"11,583,215",228.0,23,2017.0,"274,575",
2020,tibber,norway,energy,,,"30,886,935",45.0,8,2015.0,"782,918",
2021,rascal industry,poland,fashion,,,"9,008,822",18.0,6,2013.0,"238,451",
2022,pegaso security,italy,support services,,,"8,375,180",509.0,20,2017.0,"207,120",
2023,tide,uk,fintech,,,"16,136,633",581.0,72,2016.0,"416,562",
2024,euro top brand,italy,retail,,,"13,888,900",1.0,1,2017.0,"363,010",
2025,bold security group,uk,support services,,,"6,238,378",26.0,6,2011.0,"181,772",
2026,play magnus group,norway,games industry,,,"6,461,790",140.0,10,2013.0,"214,673",
2027,blue whale growth fund,uk,financial services,,,"5,189,391",7.0,1,2016.0,"170,950",
2028,kazidomi,belgium,ecommerce,,,"8,042,499",65.0,3,2016.0,"263,663",
2029,sun finance,latvia,fintech,,,"121,306,296",800.0,90,2012.0,"4,044,537",
2030,credimi,italy,financial services,,,"11,301,520",56.0,21,2015.0,"381,830",
2031,sirplus,germany,retail,,,"4,540,000",133.0,8,2017.0,"155,043",
2032,aihr | academy to innovate hr,the netherlands,education,,,"3,584,553",31.0,6,2016.0,"125,682",
2033,logistics capital partners (lcp),luxembourg,property,,,"210,563,743",27.0,9,2015.0,"7,403,458",
2034,sÃ¼dwest invest,germany,property,,,"5,820,402",10.0,2,2017.0,"210,820",
2035,corade (plurimmo),france,property,,,"56,018,731",7.0,7,2000.0,"2,039,961",
2036,carranco,spain,food & beverage,,,"4,176,440",5.0,4,2006.0,"155,310",
2037,telemedi,poland,health,,,"4,452,513",50.0,10,2014.0,"182,100",
2038,inkitt,germany,technology,,,"5,926,970",56.0,22,2014.0,"229,713",
2039,h.k.trading,italy,retail,,,"5,721,590",2.0,1,2016.0,"225,380",
2040,attest,uk,technology,,,"4,864,178",124.0,16,2015.0,"194,090",
2041,lgm immobilier,france,property,,,"2,549,778",11.0,na,2016.0,"101,311",
2042,wolfram chain*,the netherlands,management consulting,,,"2,431,371",29.0,7,2017.0,"100,711",
2043,rightnow,germany,technology,,,"8,951,132",38.0,3,2017.0,"379,771",
2044,eo charging,uk,technology,,,"17,158,962",63.0,7,2014.0,"757,323",
2045,chetariffa.it,italy,support services,,,"2,495,860",9.0,2,2013.0,"110,200",
2046,simply,uk,financial services,,,"16,483,836",90.0,26,2017.0,"744,092",
2047,salary finance,uk,fintech,,,"8,593,220",187.0,24,2015.0,"387,995",
2048,dbt,sweden,fintech,,,"3,837,994",10.0,2,2017.0,"179,204",
2049,tutlo,poland,education,,,"7,778,203",140.0,15,2016.0,"388,565",
2050,ponera,france,ecommerce,,,"25,901,607",27.0,4,2013.0,"1,186,853",
2051,active energy solutions,greece,energy,,,"13,312,033",2.0,0,2014.0,"640,056",
2052,acteam enr,france,energy,,,"2,133,691",8.0,2,2012.0,"103,240",
2053,everflow,uk,technology,,,"64,223,085",70.0,8,2015.0,"3,188,715",
2054,azure prism,uk,retail,,,"4,752,777",1.0,1,2016.0,"238,216",
2055,wr logistics,germany,transport,,,"11,662,200",7.0,2,2017.0,"585,280",
2056,iproov,uk,technology,,,"7,435,887",61.0,14,2011.0,"376,519",
2057,spin up,italy,advertising,,,"4,009,330",5.0,1,2017.0,"203,950",
2058,begreat,germany,retail,,,"5,141,555",16.0,4,2012.0,"270,090",
2059,tsunami nutrition*,italy,ecommerce,,,"6,945,000",17.0,2,2017.0,"369,000",
2060,matt sleeps,the netherlands,interiors,,,"9,789,240",6.0,2,2016.0,"535,070",
2061,tessian,uk,technology,,,"15,365,580",138.0,28,2013.0,"858,482",
2062,solarisbank,germany,financial services,,,"35,938,000",369.0,98,2016.0,"2,007,000",
2063,m2dg (myflexoffice),france,support services,,,"6,630,617",21.0,2,2016.0,"375,323",
2064,eukon,italy,health,,,"6,393,680",11.0,2,2004.0,"362,320",
2065,evolution adv,italy,advertising,,,"14,175,780",13.0,3,2016.0,"805,870",
2066,making science,spain,technology,,,"57,670,541",274.0,47,2001.0,"3,306,795",
2067,everli,italy,ecommerce,,,"109,248,030",207.0,45,2014.0,"6,287,460",
2068,appfollow,finland,technology,,,"2,210,636",73.0,12,2014.0,"128,176",
2069,synerise,poland,technology,,,"3,999,023",190.0,40,2013.0,"255,062",
2070,chaikola,poland,food & beverage,,,"5,158,786",8.0,4,2010.0,"330,763",
2071,scolution,germany,technology,,,"1,825,546",12.0,4,2015.0,"107,492",
2072,jl&p,france,energy,,,"2,212,606",15.0,3,2017.0,"131,164",
2073,efarma.com,italy,pharmaceuticals,,,"20,150,800",50.0,8,2017.0,"1,199,580",
2074,elvie,uk,technology,,,"40,813,930",138.0,22,2013.0,"2,474,341",
2075,farmarelax,italy,personal & household goods,,,"4,459,170",5.0,1,2010.0,"270,750",
2076,omnisend,uk,technology,,,"11,761,268",99.0,20,2008.0,"742,746",
2077,world trade group,italy,fashion,,,"4,897,950",5.0,1,2017.0,"314,150",
2078,besteam conseil,france,technology,,,"3,871,782",32.0,2,2016.0,"249,176",
2079,motorway,uk,automobiles,,,"4,838,407",96.0,5,2016.0,"320,411",
2080,iso public services,germany,technology,,,"10,019,903",26.0,0,2014.0,"672,821",
2081,octopus energy,uk,energy,,,"2,120,071,949",918.0,106,2015.0,"145,398,192",
2082,cyberiam*,uk,cyber security,,,"5,639,335",82.0,8,2017.0,"387,161",
2083,cbweed*,italy,personal & household goods,,,"3,500,000",17.0,2,2017.0,"245,000",
2084,catraport,portugal,automobiles,,,"7,294,549",46.0,18,2015.0,"518,613",
2085,ouihelp,france,support services,,,"3,686,617",106.0,13,2016.0,"262,421",
2086,inpay,denmark,fintech,,,"23,803,000",67.0,33,2013.0,"1,702,000",
2087,m.g.i. meccaniche generali irpine,italy,industrial goods,,,"2,610,700",10.0,4,2017.0,"188,680",
2088,glencar construction,uk,construction,,,"107,860,442",80.0,7,2016.0,"7,930,094",
2089,qmee,uk,technology,,,"12,571,314",23.0,9,2010.0,"925,527",
2090,myappfree,italy,advertising,,,"5,764,870",10.0,1,2015.0,"422,420",
2091,investa dienstleistungen,germany,support services,,,"2,176,136",55.0,8,2014.0,"159,707",
2092,polarium energy solutions,sweden,batteries,,,"74,065,413",58.0,19,2014.0,"5,581,858",
2093,baroni home,italy,ecommerce,,,"1,531,358",5.0,4,2016.0,"113,072",
2094,dayshape,uk,technology,,,"3,320,479",45.0,6,2013.0,"247,465",
2095,marketers company,italy,advertising,,,"1,880,460",8.0,3,2016.0,"139,300",
2096,easo magno,spain,beauty,,,"3,061,854",5.0,2,2017.0,"228,076",
2097,greyfood,germany,retail,,,"9,187,050",10.0,1,2016.0,"684,874",
2098,misfits health,uk,food & beverage,,,"2,266,155",9.0,3,2016.0,"171,057",
2099,meilleursbiens.com,france,property,,,"3,864,176",5.0,1,2010.0,"291,481",
2100,fasanara capital,uk,financial services,,,"11,527,860",36.0,5,2011.0,"882,099",
2101,ntechlab,cyprus,technology,,,"8,730,000",122.0,44,2015.0,"664,000",
2102,babylino sensitive,italy,personal & household goods,,,"2,851,840",5.0,2,2016.0,"217,460",
2103,fastned,the netherlands,technology,,,"6,890,000",54.0,24,2012.0,"530,667",
2104,oxray,portugal,health,,,"5,465,756",6.0,2,2009.0,"427,339",
2105,zega invest,germany,property,,,"3,785,340",4.0,3,2017.0,"299,598",
2106,abylon consulting,hungary,technology,,,"1,721,315",7.0,2,2016.0,"159,128",
2107,milrab,norway,ecommerce,,,"79,302,201",77.0,20,2005.0,"6,753,191",
2108,urbantz,belgium,technology,,,"3,031,099",55.0,7,2015.0,"242,368",
2109,tricas construction,uk,construction,,,"15,880,745",32.0,6,2017.0,"1,281,462",
2110,florence one,italy,technology,,,"1,629,099",10.0,6,2017.0,"131,691",
2111,ergotopia,germany,retail,,,"7,664,825",35.0,8,2014.0,"620,283",
2112,mcule.com kft.,hungary,chemicals & pharmaceuticals,,,"2,683,264",17.0,5,2011.0,"252,713",
2113,filo,italy,technology,,,"10,049,610",18.0,9,2014.0,"815,690",
2114,homepal,italy,property,,,"1,603,990",11.0,4,2014.0,"130,290",
2115,staffbase,germany,technology,,,"26,894,501",310.0,55,2014.0,"2,201,178",
2116,ilon materiel,france,construction,,,"2,512,300",4.0,2,2016.0,"207,327",
2117,bio-marine,ireland,personal & household goods,,,"1,612,837",25.0,7,2014.0,"133,200",
2118,isodeco,france,construction,,,"2,906,133",18.0,2,2016.0,"241,411",
2119,treedom,italy,support services,,,"6,709,720",42.0,18,2010.0,"560,150",
2120,fenstermaxx24,germany,retail,,,"8,466,121",20.0,3,2016.0,"712,855",
2121,pohl & sÃ¶hne gerÃ¼stbau,germany,construction,,,"2,124,763",31.0,7,2017.0,"180,824",
2122,yso corp,france,media,,,"6,689,503",13.0,3,2013.0,"570,012",
2123,gyada cosmetics,italy,beauty,,,"1,830,610",10.0,2,2017.0,"156,130",
2124,privitar,uk,technology,,,"9,923,965",190.0,47,2014.0,"855,321",
2125,delineate,uk,technology,,,"3,332,661",25.0,1,2015.0,"288,095",
2126,spyrosoft,poland,technology,,,"24,721,755",563.0,75,2016.0,"2,326,082",
2127,bio energy solutions,slovakia,waste management & recycling,,,"16,006,537",37.0,6,2014.0,"1,383,205",
2128,increso,italy,management consulting,,,"3,230,000",51.0,2,2015.0,"281,000",
2129,lsg - logistic & service group,italy,transport,,,"8,873,180",46.0,1,2016.0,"777,410",
2130,energihem,sweden,construction,,,"28,004,684",125.0,19,2015.0,"2,527,006",
2131,amity,uk,technology,,,"5,743,440",164.0,48,2012.0,"522,712",
2132,goyago,germany,retail,,,"3,729,920",43.0,4,2014.0,"337,525",
2133,la regie de portage salarial,france,support services,,,"7,638,731",140.0,23,2016.0,"692,440",
2134,dall energy,denmark,energy,,,"6,013,000",15.0,5,2007.0,"551,000",
2135,appinio,germany,technology,,,"3,597,000",44.0,5,2014.0,"330,500",
2136,pinsami,italy,food & beverage,,,"4,892,000",33.0,14,2015.0,"455,000",
2137,aer trading,france,retail,,,"17,575,388",1.0,1,2013.0,"1,643,572",
2138,valumen,france,support services,,,"2,196,424",4.0,1,2014.0,"205,554",
2139,follow,france,advertising,,,"6,844,818",14.0,4,2016.0,"643,299",
2140,darpdecade,germany,retail,,,"6,624,660",173.0,4,2016.0,"628,384",
2141,bolt,estonia,technology,,,"221,393,889",1798.0,399,2013.0,"21,098,843",
2142,kiteworldshop.com,italy,ecommerce,,,"1,671,984",5.0,2,2014.0,"160,539",
2143,peter kenkel,germany,retail,,,"22,137,000",19.0,10,2006.0,"2,131,000",
2144,templafy,denmark,technology,,,"15,486,451",292.0,32,2014.0,"1,521,010",
2145,comservice,italy,support services,,,"2,016,300",99.0,17,2014.0,"194,780",
2146,falcor presse,italy,industrial goods,,,"2,996,770",5.0,1,2017.0,"291,720",
2147,roomraccoon,the netherlands,technology,,,"1,715,334",40.0,8,2017.0,"167,000",
2148,signaturit,spain,technology,,,"5,639,953",95.0,37,2013.0,"552,355",
2149,modulr,uk,fintech,,,"12,789,098",191.0,31,2015.0,"1,269,382",
2150,profishop,germany,ecommerce,,,"43,812,068",63.0,17,2012.0,"4,340,517",
2151,floer,the netherlands,interiors,,,"2,520,013",15.0,2,2015.0,"249,975",
2152,audiosalus,italy,retail,,,"1,569,480",12.0,4,2011.0,"156,300",
2153,statsbomb,uk,technology,,,"2,027,170",26.0,2,2016.0,"204,620",
2154,theras biocare,italy,pharmaceuticals,,,"26,633,230",8.0,2,2013.0,"2,693,390",
2155,stenn,uk,fintech,,,"29,615,571",61.0,32,2016.0,"3,058,141",
2156,nanushka,hungary,fashion,,,"20,825,934",180.0,30,2012.0,"2,456,563",
