04-iGMM-world_rank__jan_07_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,07-silvestri-employees_2022
"7,693",,,
"7,693",,,
"7,693","2,138",,
"7,693",,,
"7,693",,,
"7,693",742,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,,
"7,693",,"1,434",
"7,693",,450,
"7,693",,,
"7,694",,,
"7,695",,,
"7,696","1,442",,
"7,697",,"18,000",
"7,698",450,"6,300",
"7,699","1,434",22,
"7,700",,,
"7,701",,917,
"7,702",,"3,175",
"7,703",,578,
"7,704",,,
"7,705",,,
"7,706",,,
"7,707","18,000",,
"7,708",,,
"7,709",,,
"7,710",,,
"7,711",578,,
"7,712","3,175",,
"7,713",917,,
"7,714",,"2,350",
"7,715",22,"32,000",
"7,716","6,300",,
"7,717",,,
"7,718",,,
"7,719","32,000","6,500",
"7,720","2,350",,
"7,720",,,
"7,721",,,
"7,722",,"3,550",
"7,723",,159,
"7,724",,"4,958",
"7,725",,"7,451",
"7,725",,,
"7,726","7,451",,
"7,727","4,958",,
"7,727",159,,
"7,728","3,550","2,645",
"7,729",,,
"7,730",,,
"7,731",,,
"7,732","6,500","1,577",
"7,733",,200,
"7,734",,781,
"7,735",200,,
"7,736","1,577",,
"7,737",,,
"7,738",,,
"7,738",,"1,721",
"7,739","2,645",,
"7,740",,,
"7,741",,,
"7,742",,,
"7,743",781,,
"7,744",,,
"7,745",,115,
"7,746",,,
"7,747",,,
"7,748",,"3,300",
"7,749",,155,
"7,750","1,721","1,091",
"7,751",,,
"7,752",,,
"7,753",,,
"7,754",,621,
"7,755",,"2,049",
"7,756","1,091",799,
"7,757",155,,
"7,758","3,300",,
"7,759",,,
"7,760",,,
"7,761",115,,
"7,762",,"22,062",
"7,763",,,
"7,764","22,062",,
"7,765",,,
"7,766",,,
"7,767",,,
"7,768",,"1,363",
"7,769",,,
"7,770",799,,
"7,771","2,049",,
"7,772",621,,
"7,773",,"4,007",
"7,774",,,
"7,775",,"1,252",
"7,776",,,
"7,777",,"2,651",
"7,778","1,363",,
"7,779",,,
"7,780",,"24,600",
"7,781",,,
"7,782",,,
"7,783","4,007",,
"7,784",,,
"7,784",,,
"7,785","24,600",,
"7,786",,,
"7,787",,,
"7,788","2,651",,
"7,789",,,
"7,790","1,252",,
"7,791",,,
"7,792",,749,
"7,793",,224,
"7,794",,482,
"7,795",,"5,478",
"7,796",,,
"7,797",,,
"7,798",,"49,577",
"7,799",,,
"7,800",,,
"7,801",,,
"7,802",749,,
"7,803",,,
"7,804",,,
"7,805",,,
"7,806","49,577",,
"7,807",,,
"7,808",,,
"7,809","5,478",,
"7,810",482,,
"7,811",224,"20,000",
"7,812",,,
"7,813","20,000",,
"7,814",,,
"7,815",,,
"7,816",,,
"7,817",,,
"7,818",,,
"7,819",,72,
"7,820",,,
"7,821",,,
"7,822",,,
"7,823",,,
"7,824",,,
"7,825",72,,
"7,826",,"57,228",
"7,827",,,
"7,828",,,
"7,829",,,
"7,830",,,
"7,831",,257,
"7,832",,,
"7,833",257,713,
"7,834",,,
"7,835",,120,
"7,836",,"31,915",
"7,837",,,
"7,838","57,228",,
"7,839",,,
"7,840",,,
"7,841",,,
"7,842",,"1,021",
"7,843",,"4,044",
"7,844",,"10,810",
"7,845",,,
"7,846",,"3,885",
"7,847",,,
"7,848","31,915",215,
"7,849",120,,
"7,850",,,
"7,851",713,,
"7,852","1,021",,
"7,853",,,
"7,854",,,
"7,855",,,
"7,856",215,,
"7,857",,,
"7,858","3,885",,
"7,859",,,
"7,859","10,810",,
"7,860","4,044",,
"7,861",,,
"7,862",,,
"7,863",,,
"7,864",,,
"7,865",,,
"7,866",,,
"7,867",,,
"7,868",,,
"7,869",,,
"7,870",,759,
"7,871",,,
"7,872",759,"1,268",
"7,873",,"6,313",
"7,874",,,
"7,875",,,
"7,876",,,
"7,877",,,
"7,878",,,
"7,879",,,
"7,880",,,
"7,881",,"26,696",
"7,882",,,
"7,883",,,
"7,884",,65,
"7,885",,,
"7,886",,,
"7,887",,,
"7,888",,,
"7,889","6,313",,
"7,890","1,268","3,167",
"7,891","26,696",,
"7,892","3,167",,
"7,893",,,
"7,894",,,
"7,895",,,
"7,896",,,
"7,897",,,
"7,898",65,826,
"7,899",,,
"7,900",,,
"7,901",,,
"7,902",,,
"7,903",,,
"7,904",826,,
"7,905",,"3,915",
"7,906",,320,
"7,907",,,
"7,908",,,
"7,909",,"3,529",
"7,910",,,
"7,911",,,
"7,912",,,
"7,913","3,529",,
"7,914",,,
"7,914",,191,
"7,915",320,,
"7,916","3,915",,
"7,917",,,
"7,918",,,
"7,919",,,
"7,920",,,
"7,921",,,
"7,922",,,
"7,923",,,
"7,924",,"3,900",
"7,925",,,
"7,926",191,,
"7,927",,,
"7,928",,,
"7,929",,,
"7,930",,,
"7,931",,,
"7,932",,,
"7,933",,,
"7,934",,,
"7,935",,,
"7,936","3,900",,
"7,937",,,
"7,938",,"2,696",
"7,939",,,
"7,940",,"21,121",
"7,941",,,
"7,942","2,696",,
"7,943",,"11,100",
"7,944",,,
"7,945",,,
"7,946",,,
"7,947",,,
"7,948",,,
"7,949",,,
"7,950","21,121",,
"7,951",,,
"7,952",,,
"7,953",,,
"7,953",,"3,242",
"7,954",,,
"7,955",,,
"7,956","11,100",,
"7,957",,,
"7,958",,,
"7,959",,,
"7,960",,"6,041",
"7,961",,,
"7,961",,,
"7,962",,"2,200",
"7,963",,"1,094",
"7,964","3,242","38,625",
"7,965",,,
"7,965",,,
"7,966",,,
"7,967",,,
"7,968",,,
"7,969",,,
"7,970",,,
"7,971","38,625",,
"7,972","1,094",,
"7,973","2,200",,
"7,974",,"1,807",
"7,975",,,
"7,976","6,041",369,
"7,977",,,
"7,978",369,,
"7,979",,,
"7,980","1,807","16,300",
"7,981",,,
"7,982",,164,
"7,983",,"1,356",
"7,984",,,
"7,985",,"1,745",
"7,986",,,
"7,987",,"3,300",
"7,988",,,
"7,989","1,745",,
"7,990",,,
"7,991","1,356",,
"7,992",164,,
"7,993",,"2,172",
"7,994","16,300",,
"7,995",,,
"7,996",,,
"7,997","3,300",,
"7,998",,,
"7,999",,,
"8,000",,,
"8,001","2,172",,
"8,001",,,
"8,002",,,
"8,003",,"1,900",
"8,003",,,
"8,004",,,
"8,005",,"1,160",
"8,006",,,
"8,007",,,
"8,008","1,900",,
"8,009",,,
"8,010",,,
"8,011",,,
"8,012",,,
"8,013",,"3,340",
"8,014",,,
"8,015","1,160",,
"8,016",,151,
"8,017","3,340","1,520",
"8,018",,,
"8,019",,"40,000",
"8,020",,121,
"8,021",,,
"8,022",,225,
"8,023",,,
"8,024",,180,
"8,025",,,
"8,026",180,,
"8,027",,,
"8,028",225,,
"8,029",,,
"8,030",121,"3,008",
"8,031","40,000","21,725",
"8,032",,,
"8,033","1,520",,
"8,034",151,71,
"8,035",,"2,084",
"8,036",71,"3,159",
"8,037",,,
"8,038",,,
"8,039","21,725",,
"8,040","3,008",,
"8,041",,252,
"8,041",,,
"8,042",,"2,000",
"8,043",,,
"8,044","2,084",,
"8,045",,,
"8,046","2,000",,
"8,047",,,
"8,048",252,,
"8,049",,,
"8,050",,,
"8,051",,"4,477",
"8,052",,,
"8,053","3,159",,
"8,054",,,
"8,055",,,
"8,056",,,
"8,057","4,477","1,302",
"8,058",,,
"8,059",,,
"8,060",,,
"8,061",,,
"8,062",,,
"8,063",,55,
"8,064",,,
"8,065",55,,
"8,066",,,
"8,067",,460,
"8,068",,,
"8,069",,,
"8,070",,"1,405",
"8,071","1,302",,
"8,072",,,
"8,073",,"2,185",
"8,074",,,
"8,075","2,185",,
"8,076",,,
"8,077",,,
"8,078","1,405",,
"8,079",,,
"8,080",,,
"8,081",460,482,
"8,082",,,
"8,083",,,
"8,084",,"1,203",
"8,085",,,
"8,086",,"1,029",
"8,087",482,,
"8,088",,"10,500",
"8,089",,,
"8,090",,,
"8,091",,"4,470",
"8,092",,,
"8,093",,,
"8,094","1,203",,
"8,094",,41,
"8,095",,,
"8,096","4,470",,
"8,097",,,
"8,098",,,
"8,099","10,500",,
"8,100",,,
"8,101","1,029",,
"8,102",,,
"8,103",,,
"8,104",,,
"8,105",,552,
"8,106",,,
"8,107",,,
"8,108",,,
"8,109",,918,
"8,110",,,
"8,110",,,
"8,111",41,,
"8,112",,"1,130",
"8,113",,,
"8,115",,,
"8,116",,,
"8,117",918,,
"8,118",,,
"8,119",,,
"8,120",,,
"8,121",552,,
"8,122",,965,
"8,123","1,130",,
"8,124",965,,
"8,125",,,
"8,126",,,
"8,127",,,
"8,128",,,
"8,129",,"4,050",
"8,130",,,
"8,131",,"5,408",
"8,132",,,
"8,133",,,
"8,134",,,
"8,135","5,408",,
"8,136",,,
"8,137","4,050",,
"8,138",,,
"8,139",,,
"8,140",,,
"8,141",,,
"8,142",,,
"8,143",,,
"8,144",,,
"8,145",,763,
"8,146",,,
"8,147",,,
"8,148",,,
"8,149",,,
"8,150",,,
"8,151",,,
"8,152",,437,
"8,153",,,
"8,154",437,"1,106",
"8,155",,,
"8,156",,"2,684",
"8,156",,,
"8,157",,,
"8,157",,140,
"8,158",,,
"8,159",763,,
"8,160",,,
"8,161",,,
"8,162",,,
"8,163",,,
"8,164",,,
"8,164",140,,
"8,165",,,
"8,166",,,
"8,167","2,684",,
"8,168",,,
"8,169","1,106",,
"8,170",,,
"8,171",,,
"8,172",,"8,500",
"8,173",,,
"8,174",,,
"8,175",,,
"8,176",,,
"8,177",,,
"8,178",,,
"8,179",,,
"8,180",,,
"8,181",,,
"8,182",,,
"8,183",,"11,647",
"8,184",,,
"8,185",,"1,375",
"8,186",,,
"8,187",,,
"8,188","8,500",,
"8,189",,,
"8,190",,,
"8,191",,,
"8,192",,,
"8,193",,,
"8,194",,700,
"8,195","1,375","3,162",
"8,196",,,
"8,197","11,647","1,477",
"8,198",,,
"8,199",,,
"8,200",,97,
"8,200",,,
"8,201",,"2,477",
"8,202","1,477",,
"8,203","3,162","3,600",
"8,203",,,
"8,204",,,
"8,205",700,"1,014",
"8,206",,,
"8,207",,"8,191",
"8,208",97,"6,259",
"8,209","8,191",,
"8,210",,,
"8,211","1,014",,
"8,212",,,
"8,213",,,
"8,214","3,600",,
"8,215",,"1,074",
"8,216","2,477",,
"8,217",,,
"8,218","6,259","2,630",
"8,219",,,
"8,220",,,
"8,221","1,074",,
"8,222",,,
"8,223",,,
"8,224",,,
"8,225",,,
"8,226",,,
"8,227",,527,
"8,228","2,630",,
"8,228",527,,
"8,229",,,
"8,230",,,
"8,231",,"5,229",
"8,232",,,
"8,233",,"60,000",
"8,234",,,
"8,235",,"2,217",
"8,236",,,
"8,237",,,
"8,238",,,
"8,239","2,217",,
"8,240",,,
"8,241","60,000",89,
"8,242",,,
"8,243","5,229",,
"8,244",,"2,451",
"8,245",,,
"8,246",,,
"8,247",,"3,312",
"8,248",,,
"8,249",,,
"8,250","2,451","4,581",
"8,251",,,
"8,252",,"1,100",
"8,253",89,,
"8,254",,,
"8,255",,,
"8,256",,,
"8,257","3,312",,
"8,258",,"9,460",
"8,258",,,
"8,259",,,
"8,260",,,
"8,261","1,100",,
"8,262",,,
"8,263","4,581",,
"8,264",,,
"8,265",,,
"8,265",,,
"8,266",,,
"8,267",,,
"8,268",,,
"8,269",,,
"8,270",,,
"8,271",,,
"8,272",,,
"8,273",,460,
"8,274","9,460","2,105",
"8,275",,,
"8,276","2,105",,
"8,277",460,,
"8,278",,,
"8,279",,,
"8,280",,,
"8,281",,,
"8,282",,106,
"8,283",,,
"8,284",,,
"8,285",,372,
"8,286",,,
"8,287",,,
"8,288",106,,
"8,288",,,
"8,289",,,
"8,290",,,
"8,291",,,
"8,292",,,
"8,293",,,
"8,294",372,"2,540",
"8,295",,,
"8,296",,,
"8,297",,,
"8,298",,"10,348",
"8,299",,,
"8,300",,,
"8,301",,,
"8,302",,,
"8,303",,,
"8,304","2,540",,
"8,305",,665,
"8,306",,566,
"8,307",,,
"8,308",,,
"8,309",,,
"8,310","10,348",,
"8,311",,,
"8,312",,,
"8,313",,,
"8,313",,,
"8,314",,,
"8,315",,876,
"8,316",,"6,735",
"8,316",,,
"8,317",,,
"8,318",,,
"8,319",,,
"8,320",566,,
"8,320",665,,
"8,321",,,
"8,322",,,
"8,323",,,
"8,324",,"3,097",
"8,325",,,
"8,326",,,
"8,327",,,
"8,328","6,735",,
"8,329",876,,
"8,330",,,
"8,331",,,
"8,332",,,
"8,333",,,
"8,334",,"2,846",
"8,335",,"2,666",
"8,336",,,
"8,337",,,
"8,338","3,097",,
"8,339",,"2,564",
"8,340",,108,
"8,341",,,
"8,342",108,,
"8,343","2,564",,
"8,344",,,
"8,345",,,
"8,346",,,
"8,347","2,666",,
"8,348","2,846",,
"8,349",,,
"8,350",,"114,000",
"8,351",,,
"8,352","114,000","48,900",
"8,353",,"4,700",
"8,354",,,
"8,355",,242,
"8,356",,,
"8,357",,,
"8,358",,"12,579",
"8,359",,"3,448",
"8,360",,,
"8,361",,,
"8,362",,,
"8,363","3,448",,
"8,364","12,579",,
"8,365",,,
"8,366",,315,
"8,366",242,,
"8,367",,,
"8,368","4,700",,
"8,369","48,900",,
"8,370",,,
"8,371",,,
"8,372",,"1,000",
"8,373",,,
"8,374",,,
"8,375",315,430,
"8,376",,,
"8,377",,,
"8,378",,,
"8,379",,,
"8,379",,,
"8,380",,,
"8,381",,,
"8,382",,,
"8,383",430,,
"8,384",,,
"8,385",,,
"8,386",,,
"8,387","1,000",,
"8,388",,"2,250",
"8,389",,,
"8,390","2,250",,
"8,391",,,
"8,392",,,
"8,393",,639,
"8,394",,750,
"8,395",,,
"8,396",,,
"8,397",,,
"8,398",,,
"8,399",,,
"8,400",,206,
"8,401",,,
"8,402",,"1,482",
"8,403",,,
"8,404",750,,
"8,405",639,,
"8,406",,,
"8,407",,,
"8,408",,,
"8,409",,,
"8,410",,190,
"8,410",,,
"8,411",,,
"8,412",,,
"8,413",,,
"8,414",,,
"8,415","1,482",,
"8,416",,,
"8,417",206,,
"8,418",,,
"8,419",,,
"8,420",,,
"8,421",,,
"8,422",,6,
"8,423",,,
"8,424",,,
"8,425",,,
"8,426",,,
"8,427",190,,
"8,428",,,
"8,429",,,
"8,430",,,
"8,431",,273,
"8,432",,,
"8,433",,,
"8,434",6,,
"8,435",,,
"8,436",,,
"8,437",,,
"8,438",,600,
"8,439",,,
"8,440",,,
"8,441",,,
"8,442",,,
"8,443",,,
"8,444",,,
"8,445",273,,
"8,446",,,
"8,447",,,
"8,448",600,,
"8,449",,,
"8,450",,,
"8,451",,"6,500",
"8,452",,,
"8,453",,616,
"8,454",,,
"8,455",,,
"8,456",,,
"8,457",,,
"8,458",,,
"8,459",,,
"8,460",,,
"8,461",,,
"8,462",,,
"8,463",616,"2,712",
"8,464",,,
"8,465","6,500",,
"8,466",,,
"8,467",,,
"8,468",,,
"8,469",,,
"8,470",,,
"8,471",,,
"8,472",,,
"8,473","2,712",,
"8,473",,,
"8,474",,,
"8,475",,202,
"8,476",,,
"8,477",,,
"8,477",,"3,355",
"8,478",202,463,
"8,479",,,
"8,480",,"42,000",
"8,481",,398,
"8,482",,"5,500",
"8,483",,,
"8,484",,"2,276",
"8,485",,,
"8,486",,,
"8,487",,,
"8,488","2,276",,
"8,489",,,
"8,490","5,500",,
"8,491",398,"1,912",
"8,492","42,000",,
"8,493",,,
"8,494",463,,
"8,495","3,355",,
"8,496",,,
"8,497",,,
"8,498",,,
"8,499",,,
"8,500",,,
"8,501","1,912",,
"8,502",,,
"8,503",,,
"8,504",,,
"8,505",,,
"8,506",,,
"8,507",,770,
"8,508",,,
"8,509",,"5,500",
"8,510",,,
"8,511",,,
"8,512",,,
"8,512",,,
"8,513",,,
"8,514",,,
"8,515",,,
"8,516","5,500","1,761",
"8,517",,,
"8,518",770,143,
"8,519",,,
"8,520",,,
"8,521",,,
"8,523",,,
"8,524",,"1,450",
"8,525",,,
"8,526",,,
"8,527",,,
"8,528","1,450",,
"8,529",,,
"8,530",,,
"8,531",,,
"8,532",,,
"8,533",143,,
"8,534",,,
"8,535","1,761",,
"8,536",,,
"8,537",,,
"8,538",,,
"8,539",,,
"8,540",,,
"8,541",,,
"8,542",,,
"8,543",,,
"8,544",,"2,200",
"8,545",,,
"8,546",,,
"8,547",,,
"8,548","2,200",,
"8,549",,,
"8,550",,,
"8,551",,,
"8,552",,,
"8,553",,,
"8,554",,,
"8,555",,,
"8,556",,,
"8,557",,,
"8,558",,,
"8,559",,,
"8,560",,,
"8,561",,,
"8,562",,,
"8,563",,,
"8,564",,,
"8,565",,,
"8,566",,,
"8,567",,,
"8,568",,,
"8,569",,,
"8,570",,,
"8,571",,,
"8,571",,"8,100",
"8,572",,,
"8,572",,,
"8,573",,,
"8,574",,,
"8,575",,792,
"8,576",,,
"8,577",,25,
"8,578","8,100",,
"8,578",,,
"8,579",,,
"8,580",,,
"8,581",,,
"8,582",,,
"8,583",,"16,693",
"8,584",,"4,248",
"8,585",,"3,700",
"8,586",,,
"8,587",,,
"8,588",,,
"8,589",,,
"8,590",25,,
"8,591",,,
"8,592",792,"2,100",
"8,593","16,693",,
"8,594","2,100",759,
"8,595",,,
"8,596",,,
"8,597",,400,
"8,598",,,
"8,599",,,
"8,600",,,
"8,601","3,700",,
"8,602","4,248",,
"8,603",,,
"8,604",,,
"8,605",,,
"8,606",,,
"8,607",,,
"8,608",,,
"8,609",400,,
"8,610",,,
"8,611",,,
"8,612",759,,
"8,613",,,
"8,614",,495,
"8,615",,,
"8,616",,"1,200",
"8,617",,,
"8,618",,,
"8,619",,493,
"8,620",,304,
"8,621",,,
"8,622",,,
"8,623",,,
"8,624",,,
"8,625",,,
"8,626",304,,
"8,627",493,"11,500",
"8,627",,,
"8,628",,"28,905",
"8,629","1,200",,
"8,630",,"3,473",
"8,631",495,374,
"8,632",,,
"8,633",374,,
"8,634","3,473",,
"8,635",,,
"8,636","28,905",608,
"8,637",,,
"8,638","11,500","3,820",
"8,638",,,
"8,639",,"1,180",
"8,640",,,
"8,641",,,
"8,642",,,
"8,643","1,180",,
"8,644",,,
"8,645","3,820",,
"8,646",,,
"8,647",608,,
"8,648",,"12,675",
"8,649",,,
"8,650",,279,
"8,651",,,
"8,652",279,,
"8,653",,,
"8,654","12,675",,
"8,655",,,
"8,656",,"3,547",
"8,657",,,
"8,658",,,
"8,659",,,
"8,660",,,
"8,661",,,
"8,661",,,
"8,662",,,
"8,663",,"1,432",
"8,663",,,
"8,664","3,547",,
"8,665",,,
"8,666",,,
"8,667",,,
"8,668",,,
"8,669",,,
"8,670",,,
"8,671",,,
"8,672",,,
"8,673",,"1,616",
"8,673",,,
"8,674",,,
"8,675","1,432",,
"8,676",,,
"8,677",,,
"8,678",,590,
"8,679",,,
"8,680",,,
"8,681",,,
"8,682",,"5,000",
"8,683",,,
"8,684","1,616",,
"8,685",,,
"8,686",,,
"8,687",,180,
"8,687",590,,
"8,688",180,,
"8,689",,,
"8,690",,60,
"8,691",,,
"8,692",,,
"8,693","5,000",,
"8,694",,,
"8,695",,,
"8,696",,,
"8,697",,,
"8,698",,,
"8,699",,"5,324",
"8,700",,,
"8,701",,41,
"8,702",,,
"8,703",,,
"8,704",60,,
"8,705",,,
"8,706",,,
"8,707",,,
"8,708",,,
"8,708",,,
"8,709",,,
"8,710",,,
"8,711",,125,
"8,712",41,"3,005",
"8,713",,"3,000",
"8,714","5,324",,
"8,715",,,
"8,716",,,
"8,717",,"1,267",
"8,718",,,
"8,719","3,000",,
"8,720","3,005",,
"8,721",125,,
"8,722",,984,
"8,723",,,
"8,724",,,
"8,725",,,
"8,726",,,
"8,727",,,
"8,728",,"3,500",
"8,729",,,
"8,730",984,,
"8,731",,,
"8,732",,,
"8,733",,"5,679",
"8,733",,,
"8,734","1,267",,
"8,734",,,
"8,735",,"14,274",
"8,735",,,
"8,735","5,679",,
"8,736",,,
"8,737",,,
"8,738",,,
"8,739",,"20,984",
"8,740","3,500",,
"8,741",,,
"8,741",,,
"8,742",,,
"8,743",,,
"8,743",,,
"8,744","20,984",,
"8,745",,,
"8,746",,,
"8,747",,,
"8,748",,"11,000",
"8,749","14,274",,
"8,750",,,
"8,751",,,
"8,752","11,000",,
"8,753",,,
"8,754",,,
"8,755",,,
"8,755",,,
"8,756",,,
"8,757",,,
"8,758",,,
"8,759",,,
"8,760",,,
"8,761",,,
"8,762",,,
"8,763",,,
"8,764",,,
"8,765",,,
"8,767",,,
"8,768",,,
"8,769",,,
"8,770",,,
"8,771",,,
"8,772",,,
"8,773",,,
"8,774",,,
"8,775",,"1,581",
"8,776",,,
"8,777",,,
"8,778",,,
"8,779",,,
"8,780",,,
"8,781",,310,
"8,782",,,
"8,783",,,
"8,784",,,
"8,785","1,581",,
"8,786",,,
"8,787",,"1,099",
"8,788",,,
"8,788",,,
"8,789",,,
"8,790",,,
"8,791",,,
"8,792","1,099",468,
"8,793",,"18,000",
"8,794",,,
"8,795",,,
"8,796",,,
"8,797",,"1,728",
"8,798",310,,
"8,799",,"1,150",
"8,800",,,
"8,801","1,728",,
"8,802",,,
"8,803",,,
"8,804",,,
"8,805","18,000",,
"8,806",468,"2,447",
"8,807",,"1,934",
"8,808",,,
"8,809","1,150",,
"8,810",,227,
"8,811","1,934",,
"8,812","2,447",,
"8,813",,,
"8,814",,"12,300",
"8,815",,,
"8,816",,,
"8,817",,,
"8,817",,,
"8,818",,,
"8,819",,,
"8,820",,"4,385",
"8,821",,,
"8,822",,,
"8,823","12,300",,
"8,824",,,
"8,825",,,
"8,826",,,
"8,827",227,"2,524",
"8,828",,,
"8,829","2,524",,
"8,830",,,
"8,831",,,
"8,832",,,
"8,833",,,
"8,834",,,
"8,835","4,385",,
"8,836",,,
"8,837",,,
"8,838",,622,
"8,839",,,
"8,840",,,
"8,841",,,
"8,842",,,
"8,843",,,
"8,844",,,
"8,845",,,
"8,846",,,
"8,847",,,
"8,848",622,,
"8,849",,842,
"8,850",,,
"8,851",,,
"8,852",,,
"8,853",,,
"8,854",,,
"8,855",,,
"8,856",,,
"8,857",,,
"8,858",,,
"8,859",,202,
"8,860",,,
"8,861",,,
"8,862",,,
"8,863",,,
"8,864",,,
"8,865",,,
"8,866",,,
"8,867",842,,
"8,868",,"2,159",
"8,869",,,
"8,869",,,
"8,870",,,
"8,871",,,
"8,872",,62,
"8,873",,346,
"8,874",,,
"8,875",,,
"8,876",202,,
"8,877","2,159",,
"8,878",,,
"8,879",,,
"8,880",,,
"8,881",346,,
"8,882",62,,
"8,883",,,
"8,884",,,
"8,885",,,
"8,886",,,
"8,887",,,
"8,888",,,
"8,889",,,
"8,890",,,
"8,891",,"3,121",
"8,892",,,
"8,893",,,
"8,894",,,
"8,895",,"3,361",
"8,896",,,
"8,897",,,
"8,898",,,
"8,899","3,361",,
"8,900",,,
"8,901",,,
"8,902",,,
"8,903","3,121",,
"8,904",,827,
"8,905",,,
"8,906",,,
"8,907",,"1,748",
"8,908",,"3,737",
"8,909",,,
"8,910",,,
"8,911",827,,
"8,912",,,
"8,913",,,
"8,914",,,
"8,915",,,
"8,916",,,
"8,917","1,748",,
"8,918",,,
"8,919",,,
"8,920",,,
"8,921",,,
"8,922",,,
"8,923",,,
"8,924",,59,
"8,925",,,
"8,926","3,737",,
"8,927",,,
"8,928",,,
"8,929",,,
"8,930",59,"1,600",
"8,931",,,
"8,932",,,
"8,933",,,
"8,934",,,
"8,935",,,
"8,936",,,
"8,937",,,
"8,938",,,
"8,939",,,
"8,940",,,
"8,941",,,
"8,942",,576,
"8,943",,,
"8,944","1,600","1,164",
"8,945",,,
"8,946",,,
"8,947",,,
"8,948",,,
"8,949",,,
"8,950","1,164","8,495",
"8,951",,,
"8,952",576,"2,200",
"8,953",,,
"8,954",,,
"8,955",,,
"8,956",,"2,542",
"8,957",,,
"8,958","2,542",,
"8,959",,,
"8,960",,,
"8,961",,,
"8,962","2,200",,
"8,963",,884,
"8,964","8,495",,
"8,965",,,
"8,965",,,
"8,966",,"3,750",
"8,967",,,
"8,968",,,
"8,969",,,
"8,970",884,,
"8,971",,,
"8,972",,,
"8,973",,817,
"8,974",,,
"8,975",,,
"8,976","3,750",,
"8,977",,,
"8,978",,970,
"8,979",817,"1,781",
"8,980",,,
"8,981",,,
"8,982",,,
"8,983",,,
"8,984",,,
"8,986",,,
"8,987",,350,
"8,988",,,
"8,989",,,
"8,990",,,
"8,991",,,
"8,992",,576,
"8,993",,,
"8,994","1,781",,
"8,995",970,,
"8,996",,,
"8,997",350,,
"8,998",,,
"8,999",,,
"9,000",,23,
"9,001",,,
"9,002",576,,
"9,003",,,
"9,004",,,
"9,005",,,
"9,006",,"14,881",
"9,007",,"1,650",
"9,008","14,881",,
"9,009",,,
"9,010",,,
"9,011",,,
"9,012",,,
"9,013",,,
"9,014",23,,
"9,015",,,
"9,016",,,
"9,016","1,650",,
"9,017",,,
"9,018",,,
"9,019",,,
"9,020",,,
"9,021",,,
"9,022",,,
"9,023",,,
"9,024",,,
"9,025",,,
"9,026",,,
"9,027",,,
"9,028",,,
"9,029",,,
"9,030",,,
"9,031",,,
"9,032",,,
"9,033",,,
"9,034",,,
"9,035",,,
"9,036",,,
"9,037",,,
"9,038",,"1,350",
"9,039",,,
"9,040",,,
"9,041",,,
"9,042",,,
"9,043",,,
"9,044",,,
"9,045",,"4,392",
"9,046",,,
"9,047","4,392",,
"9,048",,"5,784",
"9,048",,,
"9,049",,393,
"9,050",,,
"9,051",,,
"9,052",,,
"9,053","1,350",,
"9,054",,"5,800",
"9,055",,,
"9,056","5,800",,
"9,057",,,
"9,058",,,
"9,059",,,
"9,060",,"8,800",
"9,061",393,,
"9,062",,"5,144",
"9,063","5,784",,
"9,064",,,
"9,065",,,
"9,066",,,
"9,067",,,
"9,068","5,144",,
"9,068",,,
"9,069","8,800",,
"9,070",,,
"9,071",,,
"9,072",,,
"9,073",,,
"9,074",,,
"9,075",,,
"9,076",,,
"9,077",,,
"9,078",,,
"9,079",,,
"9,080",,,
"9,081",,,
"9,082",,,
"9,083",,,
"9,084",,,
"9,085",,,
"9,086",,950,
"9,087",,,
"9,088",,590,
"9,089",,,
"9,090",,"2,171",
"9,091",,"7,700",
"9,092",,"2,800",
"9,093",,,
"9,094",,,
"9,095",,,
"9,096","2,800","71,000",
"9,097","7,700",,
"9,098","2,171",,
"9,099",,"4,843",
"9,100",590,,
"9,101",,,
"9,102",950,"1,856",
"9,103",,,
"9,104",,,
"9,105",,,
"9,106","1,856",,
"9,107",,,
"9,108",,,
"9,109",,,
"9,110","4,843",,
"9,111","71,000",,
"9,112",,,
"9,113",,,
"9,114",,499,
"9,115",,,
"9,116",,,
"9,117",,"1,336",
"9,118",,,
"9,119",,,
"9,120",,"68,796",
"9,121",,,
"9,122",,,
"9,123",,,
"9,124",499,,
"9,125",,,
"9,126",,,
"9,127",,,
"9,128","68,796",,
"9,129",,,
"9,130",,,
"9,131","1,336",,
"9,132",,,
"9,133",,,
"9,134",,349,
"9,135",,,
"9,136",,209,
"9,137",,,
"9,138",,,
"9,139",,,
"9,140",,,
"9,141",,"1,236",
"9,142",,,
"9,143",,,
"9,144",349,"6,050",
"9,145",,312,
"9,146",,,
"9,147","1,236",,
"9,148",,"2,500",
"9,149",,,
"9,150",,,
"9,151",,,
"9,152",209,,
"9,153",,"8,562",
"9,154","6,050",,
"9,155","8,562",,
"9,156",,18,
"9,157",,,
"9,158",,,
"9,159",,,
"9,160","2,500",,
"9,161",,,
"9,162",,,
"9,163",312,,
"9,164",,,
"9,165",,,
"9,166",,,
"9,167",,,
"9,168",,,
"9,169",,,
"9,170",,,
"9,171",,,
"9,172",18,,
"9,173",,,
"9,174",,,
"9,175",,,
"9,176",,,
"9,177",,,
"9,178",,407,
