,name,industry,sector,headquarters,founded,type,founders,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
6114,Blacksands Pacific,['Oil and Gas'],,"['Los Angeles', 'Houston', 'United States']",[],['Private'],[],[],[],[],[],[],['51-200'],"['www', '.blacksandspacific', '.com']"
6115,Chesapeake Energy Corporation,['Petroleum industry'],,"['Oklahoma City, Oklahoma', ', U.S.']",['1989'],['Public company'],"['Aubrey McClendon', 'Tom L. Ward']",[],[],"[' ', ' (2021)']",[],"[' ', 'US$11.009 billion', ' (2021)']","['1,300 (2022)']","['chk', '.com']"
6116,California Resources Corporation,['Petroleum industry'],,"['Los Angeles, California']",['April\xa02014'],['Public company'],[],[],[],[' $1.889 billion (2021)'],[],[' $3.846 billion (2021)'],['970 (2021)'],"['crc', '.com']"
6117,Berry Corporation,['Petroleum industry'],,"['Dallas, TX']",['1909'],['Public company'],['Clarence Berry'],[],[],[' $544 million (2021)'],[],[' $1.456 billion (2021)'],"['1,224 (2021)']","['bry', '.com']"
6118,APA Corporation,['Petroleum industry'],,"['Post Oak Central', 'Houston, Texas']",['1954'],['Public company'],['Raymond Plank'],[],[],"[' ', ' (2021)']","[' ', 'US$1.891 billion', ' (2021)']","[' ', 'US$13.303 billion', ' (2021)']","['2,253 (2021)']","['apacorp', '.com']"
6119,Antero Resources Corporation,['Petroleum industry'],,"['Denver, Colorado']",['2002'],['Public company'],"['Paul M. Rady', 'Glen C. Warren, Jr.']",[],[],"[' ', ' (2021)']",[],[' US$13.896 billion (2021)'],"['519 (December 31, 2021)']","['www', '.anteroresources', '.com']"
6120,Petrotrin,['Oil and gas industry'],,"['Pointe-a-Pierre', 'Trinidad and Tobago']",['January\xa01993'],['Public'],[],[],[],[],[],['TT$40.5 billion'],"['5,500', '[2]']","['www', '.petrotrin', '.com']"
6121,Petróleos Mexicanos,['Oil and gas'],,['Mexico City'],"['June\xa07, 1938']",['State-owned enterprise'],['Lázaro Cárdenas'],[],[],[' US$74.394 billion (2019)'],"[' US$1.965 billion (2019)', '[1]']","[' US$101.800 billion (2019)', '[1]']","['124,818 (2018)']","['www', '.pemex', '.com']"
6122,Gasolineras Uno,['Oil and gas'],,['Tegucigalpa'],[],[],[],[],[],[],[],[],[],"['www', '.uno-terra', '.com']"
6123,Vermilion Energy Inc.,['Petroleum'],,"['Calgary, Alberta', 'Canada']",['1994'],['Public'],[],[],[],['US$'],[],"['US$', '8.271\xa0billion ', 'dec18', '[1]']","['1,053', '[2]']","['vermilionenergy', '.com']"
6124,Cuba Oil Union,['Oil and gas'],,['Havana'],"['August\xa06, 1960']",['State'],[],[],[],[],[],[],"['24,000 (March 2016)', '[1]']","['www', '.cupet', '.cu', '/es']"
6125,TC Energy Corporation,['Energy'],,"['Calgary', 'Alberta']",['1951'],['Public'],[],[],"['Pipeline transport', 'Natural gas storage', 'Electricity generation']",['CA$'],"[' ', 'CA$', '2.166 Billion (', 'Fiscal Year Ended December 31, 2021', ')', '[1]']","[' ', 'CA$', '104.218 Billion (', 'Fiscal Year Ended December 31, 2021', ')', '[1]']","['7,000', '[2]']","['www', '.tcenergy', '.com']"
6126,ShaMaran Petroleum Corp.,['Oil and gas'],,"['Vancouver', 'Canada']","['October\xa03,\xa01991']",['Public'],[],[],[],[],[],[],[],"['www', '.shamaranpetroleum', '.com']"
6127,Syncrude Canada Ltd.,['Petroleum'],,"['Fort McMurray', 'Alberta']",['December\xa01964'],['Joint Venture'],[],[],[],[],[],[],"['5,600 ', '(2009)']",['syncrude.ca']
6128,Yash Raj Films,[],,['Mumbai'],['1970'],['Privately held company'],['Yash Chopra'],[],[],[],[],[],[],[' ']
6129,Vishesh Films,['Motion pictures'],,"['Mumbai', 'India']",['1986'],[],[],[],[],[],[],[],[],"['www', '.visheshfilms', '.com']"
6130,Vinod Chopra Films,['Motion pictures'],,"['Mumbai', 'India']",['1985'],['Private Limited Company'],['Vidhu Vinod Chopra'],[],[],[],[],[],[],['https://www.vinodchoprafilms.com/']
6131,Vijaya Vauhini Studios,['Motion picture'],,"['Chennai', 'Tamil Nadu', 'India']",['1948'],[],"['Moola Narayana Swamy', 'B. N. Reddy']",[],[],[],[],[],[],[]
6132,UTV Motion Pictures,"['Film production', 'film distribution']",,"['Mumbai', 'India']",['1996'],['Division'],"['Ronnie Screwvala', 'Zarina Screwvala']",[],"['Film production, marketing and distribution']",[],[],[],[],"['corporate', '.disney', '.in', '/disney-companies', '/studios']"
6133,Trimurti Films Pvt. Ltd.,['Motion pictures'],,"['Mumbai', 'Maharashtra', 'India']","['Mumbai', 'Maharashtra', 'India']",[],[],[],[],[],[],[],[],[]
6134,Tips Industries,"['Entertainment', 'Music', 'Film production']",,"['Mumbai', 'Maharashtra', 'India']",['1975'],['Public'],"['Kumar S. Taurani', 'Ramesh S. Taurani']",[],"['Music Records label', 'Film Production', 'Film Promotion', 'Film Distribution']",[],[],[],[],"['tips', '.in']"
6135,Viacom18 Studios,['Film'],,"['Mumbai', 'India']","['2006', ' in Mumbai']",['Subsidiary'],[],[],[],[],[],[],[],"['www', '.viacom18studios', '.com']"
6136,Suresh Productions,['Entertainment'],,"['Hyderabad', 'Telangana']",['1964'],['Private'],['D. Ramanaidu'],[],"['Film production', 'Film distribution']",[],[],[],[],['Suresh Productions']
6137,Suncor Energy Inc.,['Oil and gas'],,"['Calgary', 'Alberta']",['22\xa0August\xa01979'],['Public'],[],[],[],['CAN'],[],"['CAN', '$83.739 billion (2021)', '[2]']","['16,922 (2021)', '[3]']","['suncor', '.com']"
6138,Super Cassette Industries Private Limited,"['Music', 'Entertainment']",,"['Noida', 'India']",['Delhi'],['Private'],['Gulshan Kumar'],[],"['Music record label', 'Film production']",[],[],[],[],['TSeries.com']
6139,Questerre Energy Corporation,['Petroleum industry'],,"['Calgary', 'Canada', 'Oslo', 'Norway']",['2000'],"['Publicly traded', 'corporation']",[],[],[],['C$'],"[' (C$18.3 million) ', '(2010)', '[2]']","['C$269.0 million ', '(end 2010)', '[2]']","['20 ', '(end 2010)', '[3]']","['www', '.questerre', '.com']"
6140,Surinder Films,['Entertainment(2001-Present)'],,"['Kolkata', 'West Bengal']",[],['Private'],['Surinder Singh'],[],[],[],[],[],[],['Surinder Films']
6141,Nalcor Energy,['Energy'],,"[""St. John's, Newfoundland and Labrador"", 'Canada']","[""St. John's, Newfoundland and Labrador""]",['Crown Corporation'],[],[],[],['Can$'],"['Can$132 Million ', '(2018)', '[3]']","['Can$19.3 Billion ', '(2018)', '[3]']",[],"['www', '.nalcorenergy', '.com']"
6142,Imperial Oil Limited,['Petroleum'],,"['Calgary', 'Alberta', 'Canada']",['1880'],['Public'],[],[],[],['CAD'],[],"['$43.170 billion ', 'CAD', ' (2015)', '[2]']","['5,263 (2012)', '[2]']",['imperialoil.ca']
6143,MEG Energy Corp.,['Oil and gas industry'],,['Calgary'],['1999 by William J McCaffery as  McCaffery Energy Group Inc'],['Public'],[],[],[],"['$3,931 million ']",[],"['C$7,866 million ', '(2019)', '[3]', '6%']",['485 (June 2013)'],"['www', '.megenergy', '.com']"
6144,Irving Oil Ltd.,['Oil and petroleum'],,"['Saint John, New Brunswick']",['1924'],['Private'],['K. C. Irving'],[],[],[],[],[],[],"['www', '.irvingoil', '.com']"
6145,Ridgeback Resources Inc.,"['Petroleum and Natural Gas Exploration, Development and Production']",,"['Calgary', 'Alberta']",[],['Private company'],[],[],[],[],[],[],[],"['www', '.ridgeback', '.com']"
6146,Obsidian Energy Ltd.,['Oil and natural gas'],,['Headquarters in Calgary; oil and gas wells throughout western Canada'],"['Calgary', 'Alberta', 'Canada']",['Public'],[],[],[],[],[],[],"['300 (2017)', '[1]']","['www', '.obsidianenergy', '.com']"
6147,First Calgary Petroleums Ltd.,['Oil & Gas Drilling & Exploration'],,"['Calgary, Alberta', 'Canada']",[],[],[],[],[],[],[],[],"['64 (2008)', '[1]']","['www', '.fcpl', '.ca']"
6148,Studio Green,"['Film, Producer']",,"['Chennai', 'Tamil Nadu']",['2005'],['Private'],[],[],[],[],[],[],[],['http://studiogreen.in']
6149,Frontera Energy,['Oil and Gas'],,"['Toronto', 'Ontario']",['2009'],['Public'],[],[],[],['US$'],"[' ', 'US$', ' 1.1 billion ', '(2013)']",[],"['2,506']",['www.fronteraenergy.ca']
6150,Enerplus Corporation,['Oil & Gas Drilling & Exploration'],,"['Calgary, Alberta', 'Canada']",[],['Public'],"['Marcel Tremblay', 'John Brussa']",[],[],['$1.29 billion (2018)'],[],[],"['~400', '[2]']","['www', '.enerplus', '.com']"
6151,Enbridge Inc.,['Oil and gas'],,"['Calgary', 'Alberta']","['April\xa030,\xa01949', '(as Interprovincial Pipe Line Company)']",['Public'],['Imperial Oil'],[],"['Pipeline transport', 'Oil storage', 'Renewable Energy']",['C$50.069\xa0billion(2019)'],['C$8.260\xa0billion(2019)'],"['C$163.269\xa0billion(2019)', '[1]']","['11,000+']",[' ']
6152,Crescent Point Energy Corp.,['Oil and gas industry'],,['Calgary'],['2001 as Crescent Point Energy Ltd.'],['Public company'],[],[],[],['CAD$1.7 billion (2020)'],[],[],[],"['www', '.crescentpointenergy', '.com']"
6153,Cenovus Energy Inc.,"['Oil', 'Natural gas']",,"['Calgary', 'Alberta']",['2009'],['Public'],[],[],[],['CAD'],[],[],"['~2,300 (2019)']","['www', '.cenovus', '.com']"
6154,Sivaji Productions,"['Entertainment', 'Software']",,['Chennai'],['1956'],"['Film production', 'Film distribution']",[],[],[],[],[],[],[],[]
6155,Shree Venkatesh Films,[],,['Kolkata'],['1995'],['Media and Entertainment Company'],"['Shrikant Mohta', 'Mahendra Soni']",[],[],[],[],[],[],['SVF']
6156,Shree Ashtavinayak Cine Vision Ltd,['Motion picture'],,"['Mumbai', 'Maharashtra', 'India']",['2001'],['Public'],[],[],[],[],[],[],[],[]
6157,Sahara One,[],,"['Mumbai, Maharastra']",[],[],[],[],[],[],[],[],[],[]
6158,Canadian Natural Resources Limited,['Petroleum industry'],,"['Calgary, Alberta']",['7\xa0November 1973'],['Public company'],[],[],[],[' $17.491 billion (2020)'],[],[' $75.276 billion (2020)'],"['9,709 (2021)']","['www', '.cnrl', '.com']"
6159,Baytex Energy Corp.,['Petroleum industry'],,['Calgary'],['1993'],['Public'],[],[],[],['C$'],[],"['C$', '2.047\xa0billion dec 2010']",[],"['www', '.baytexenergy', '.com']"
6160,ARC Resources Ltd.,['Oil and gas'],,"['Calgary', 'Alberta']",['1996'],['Public'],[],[],[],['CAD'],[],[],['500 (2021)'],"['www', '.arcresources', '.com']"
6161,Tullow Oil plc,['Oil and gas exploration'],,"['London, United Kingdom']","['Tullow', 'Ireland']",['Public limited company'],[],[],[],['$'],"[' $514.5\xa0million (2021)', '[1]']",[],[],"['www', '.tullowoil', '.com']"
6162,Regal Petroleum plc,['Oil and gas industry'],,['London'],[],['Public limited company'],[],[],[],[],[],[],[],"['www', '.regalpetroleum', '.com']"
6163,Rajshri Productions,['Entertainment'],,['Mumbai'],['1947'],['Private'],['Tarachand Barjatya'],[],[],[],[],[],[],"['www', '.rajshri', '.com']"
6164,PVR Pictures Limited,[],,"['Gurgaon', 'India']",['1997'],['Subsidiary'],[],[],[],[],[],[],[],"['www', '.pvrpictures', '.com']"
6165,Padmalaya Studios,['Entertainment'],,"['Jubilee Hills', 'Hyderabad']",['1970'],['Private'],['Ghattamaneni Krishna'],[],"['Film production', 'Film distribution']",[],[],[],[],[]
6166,Nadiadwala Grandson Entertainment Pvt. Ltd,['Entertainment'],,"['Mumbai, Maharashtra', 'India']","['Mumbai, Maharashtra']",['Private'],['Abdul Karim Nadiadwala'],[],[],[],[],[],[],"['www', '.nadiadwalagrandson', '.com']"
6167,Mukta Arts Ltd.,['Entertainment'],,"['Mumbai', 'India']",['Subhash Ghai'],['Public'],[],[],[],[],[],[],[],['Mukta Arts']
6168,Madras Talkies,['Entertainment'],,"['Chennai', 'India']","['Chennai', 'Tamil Nadu']",['Private'],"['Mani Ratnam', 'G. Srinivasan']",[],[],[],[],[],[],"['www', '.madrastalkies', '.com']"
6169,Lyca Productions,['Entertainment'],,"['Chennai', 'India']","['Chennai', 'Tamil Nadu', 'India']",['Private'],['Subaskaran Allirajah'],[],[],[],[],[],[],"['www', '.lycaproductions', '.in']"
6170,Kavithalayaa Productions Private Limited,['Entertainment'],,['Chennai'],['1981'],"['Film production', 'Film distribution']",['K.Balachander'],[],[],[],[],[],[],[]
6171,Premier Oil plc,['Oil'],,"['London', 'UK']",['1934'],['Public'],[],[],[],['$'],"['$455.0 million (2019)', '[1]']",[],[],['www.premier-oil.com']
6172,Dana Petroleum,['Oil and gas industry'],,['Aberdeen'],[],[],[],[],[],[' (2013)'],[],"['£1.37 billion', ' (2013)', '[1]']",['580'],"['dana-petroleum', '.com']"
6173,Centrica plc,['Utilities'],,['Windsor'],['17\xa0February 1997'],['Public limited company'],[],[],[],['£'],"[' £0.948\xa0billion (2021)', '[1]']","['  £27.086\xa0billion (2021)', '[1]']","['20,000 (2021)', '[2]']","['www', '.centrica', '.com']"
6174,Capricorn Energy PLC,['Oil and gas'],,"['Edinburgh', 'Scotland', 'UK']",['1981'],['Public limited company'],[],[],[],['$'],"[' $(130.9)\xa0million (2021)', '[1]']",[],[],"['www', '.capricornenergy', '.com']"
6175,Naftogaz of Ukraine,['Oil and gas'],,"['Kyiv', 'Ukraine']","['1991', ' ', '1998', ' ']",['National joint-stock company'],['Ministry of Energy'],[],"['Pipeline transportation, oil production, gas production, municipal heating']",['€'],[],"[' €19.228 billion ', '(2018)', '[2]']","['68,386 ', '(2018)', '[2]']","[', ']"
6176,Lundin Energy AB,['Petroleum'],,"['Stockholm, Sweden']",['2001'],"['Publicly traded', 'Aktiebolag']",['Adolf H. Lundin'],[],[],[],[],[],"['448 (end 2020', '[1]', ')']",['www.lundin-energy.com']
6177,Repsol S.A.,['Petroleum'],,"['Madrid', 'Spain']",['1987'],['Sociedad Anónima'],[],[],['Fuel stations'],[' €52.130 billion '],"[' €4.372 billion ', '(2021)', '[1]']","[' €56.254 billion ', '(2021)', '[1]']","['24,134 ', '(2021)', '[1]']",['www.repsol.com']
6178,"Compañía Española de Petróleos, S.A.U.",['Petroleum'],,"['Madrid', 'Spain']","['Madrid', 'Spain']",['Sociedad Anónima Unipersonal'],[],[],['Service stations'],[' €24.71 billion '],"[' €1.218 billion ', '(2018)', '[2]', ':\u200a3\u200a']","[' €13.16 billion ', '(2018)', '[2]', ':\u200a2\u200a']","[' 10,119 ', '(2018)', '[2]', ':\u200a69\u200a']","['www', '.cepsa', '.com']"
6179,Naftna Industrija Srbije,['Petroleum'],,"['Novi Sad', 'Serbia']","['1\xa0October 2005', ' ', '1949', ' ']",['Joint-stock company'],[],[],['Filling stations'],['€'],[],"[' €3.350 billion ', '(2018)', '[2]']","['6,182 ', '(2018)']","['nis', '.rs']"
6180,PJSC Tatneft,['Oil and gas'],,"['Almetyevsk', 'Russia']",['1950'],"['Public', 'PJSC']",['Ministry of Oil Industry'],[],[],"['$17.2\xa0billion', '\xa0(2021)']","['$3.49\xa0billion', '[1]', '\xa0(2021)']","['$20.4\xa0billion', '[1]', '\xa0(2021)']","['60,000 (2019)\xa0']","['www', '.tatneft', '.ru']"
6181,Surgutneftgas,['Oil and gas'],,['Surgut'],['1977'],"['Public', 'ПАО']",[],[],[],"['$20.1\xa0billion', '\xa0(2017)']","['$3.89\xa0billion', '[3]', '\xa0(2016)']","['$58.5\xa0billion', '[3]', '\xa0(2016)']","['92,935']","['www', '.surgutneftegas', '.ru', '/en', '/']"
6182,Sakhalin Energy,['Petroleum'],,['Yuzhno-Sakhalinsk'],['1994'],['Private'],[],[],[],"['$5.4\xa0billion', '\xa0(2017)']",[],"['$15\xa0billion', '[2]', '\xa0(2016)']","['2,230', '[2]', '\xa0(2190 (2020))']",['sakhalinenergy.com']
6183,Rusneftegaz,['Oil and gas'],,"['Moscow', 'Russia']",['2005'],['Private'],[],[],[],['\xa0(2020)'],"[' US$109 million', '[1]', '\xa0(2020)']","[' US$1.76 billion', '[1]', '\xa0(2020)']",[],"['rusneftegaz', '.com']"
6184,Russneft,['refining'],,"['Moscow', 'Russia']",['2002'],['Public joint stock company'],['Mikhail Gutseriyev'],[],[],"['$3.66\xa0billion', '\xa0(2021)']","['$787\xa0million', '[1]', '\xa0(2021)']","['$3.9\xa0billion', '[1]', '\xa0(2021)']","['10,000 (2020)']",['http://www.russneft.ru/eng/']
6185,Gemini Studios,['Motion pictures'],,"['Madras', 'Hollywood']",['1940'],['Limited'],['S. S. Vasan'],[],[],[],[],[],[],['http://geminiindia.in']
6186,Star Studios,['Motion pictures'],,"['Mumbai', 'Maharashtra', 'India']",['March\xa02008'],['Subsidiary'],[],[],[],[],[],[],[],"['www', '.disneystar', '.com', '/about-us', '/movies', '/']"
6187,Excel Entertainment,['Motion pictures'],,"['Mumbai', 'Maharashtra', 'India']",['1999'],['Private limited company'],"['Farhan Akhtar', 'Ritesh Sidhwani']",[],"['Film production', 'Film distribution']",[],[],[],[],['Excel Entertainment']
6188,Eros International Media Ltd,['Media & Entertainment'],,"['Mumbai', 'India']","['Mumbai', 'Maharashtra', 'India']",['Subsidiary'],['Arjan Lulla'],[],"['Film production, co-production, acquisition and distribution']","[' ', '1000 Crore (', ' 134.94 Million)\xa0(FY 2018)']",[],[],[],['Eros International']
6189,Felis Creations Pvt Ltd,['Film Production'],,"['Bangalore', 'India']",['Bangalore'],['Private Company'],['Sandesh Kadur'],[],[],[],[],[],[],"['felis', '.in']"
6190,Eskay Movies,[],,"['Kolkata', 'West Bengal', 'India']",['February 1988 (as Eskay Video Private Limited)'],['Media and Entertainment Company'],[],[],[],[],[],[],[],"['eskaymovies', '.com']"
6191,Dharma Productions Pvt. Ltd.,['Entertainment'],,"['Mumbai', 'Maharashtra']","['Mumbai', 'Maharashtra']",[],['Yash Johar'],[],[],[],[],[],[],['dharma-production.com']
6192,Cloud Nine Movies Pvt. Ltd,['Films'],,"['Chennai', 'Tamil Nadu', 'India']",['2008'],"['Film production', 'Film distribution']",[],[],[],[],[],[],[],[]
6193,DAR Motion Pictures,"['Film production', 'Film distribution']",,"['Mumbai', 'India']",['2009'],['Subsidiary'],[],[],[],[],[],[],[],"['www', '.darproductionhouse', '.com']"
6194,Clean Slate Filmz,['Entertainment'],,"['Mumbai', 'Maharashtra', 'India']",['October 2013'],['Private'],['Karnesh Ssharma'],[],"['Film production, distribution']",[],[],[],[],['https://cleanslatefilmz.com']
6195,CineMan Productions,['Entertainment'],,"['Ahmedabad', 'Gujarat']",['February 2010'],['Private'],['Anish Shah'],[],"['Film production', 'Film distribution', 'Advertisement production']",[],[],[],[],['CineMan Productions']
6196,Novatek PJSC,['Oil and gas'],,['Tarko-Sale'],['August\xa01994'],"['Public', 'ПАО']",['Leonid Mikhelson'],[],[],"['$15.7\xa0billion', '\xa0(2021)']","['$3.79\xa0billion', '[1]', '\xa0(2021)']","['$33.4\xa0billion', '[1]', '\xa0(2021)']","['5,997 ', '[2]']","['www', '.novatek', '.ru', '/en', '/']"
6197,ARETI International Group,['Oil and gas'],,"['Geneva', 'Switzerland']",['1992'],['Private'],[],[],['Gas Pipeline Transport'],[],[],[],[],"['www', '.aretigroup', '.com']"
6198,PJSC Rosneft,['Petroleum'],,['Moscow'],['1993'],"['Public', 'PJSC']",[],[],[],"['$119\xa0billion', '\xa0(2021)']","['$20.4\xa0billion', '[1]', '\xa0(2021)']","['$223\xa0billion', '[1]', '\xa0(2021)']","['334,600 (2019)\xa0']","['rosneft', '.com']"
6199,Bashneft OAO,['Oil and gas industry'],,"['Ufa', 'Russia']",['1946'],"['Public', 'OAO']",[],[],[],"['$11.6\xa0billion', '\xa0(2021)']","['$1.55\xa0billion', '[1]', '\xa0(2021)']","['$12.4\xa0billion', '[1]', '\xa0(2021)']","['8,150']","['www', '.bashneft', '.com']"
6200,PJSC Lukoil,['Oil and gas'],,['Moscow'],['25\xa0November 1991'],"['Public', 'ПAO']",['Vagit Alekperov'],[],[],"['$128\xa0billion', '\xa0(2021)']","['$13.3\xa0billion', '[1]', '\xa0(2021)']","['$93.2\xa0billion', '[1]', '\xa0(2021)']","['101,000 (2019)\xa0']",['lukoil.com']
6201,Polskie Górnictwo Naftowe i Gazownictwo SA,['Oil and gas'],,"['Warsaw', 'Poland']",['1976'],['Spółka Akcyjna'],[],[],[],[' US$ 5.809 billion '],"[' US$ 430 million ', '(June 2019)']","[' US$ 13.807 billion ', '(June 2019)']","['24,763 (2018)\xa0']",['www.pgnig.pl']
6202,Rompetrol,[],,[],[],[],[],[],[],[],[],[],[],['Rompetrol.kmginternational.com']
6203,OMV Petrom S.A.,['Oil and gas industry'],,"['PetromCity', 'Bucharest', 'Romania']",['1991'],['Societate pe Acțiuni'],[],[],[],[' 21.5 billion RON (€8.9 billion) (2014)'],[],['43.1 billion RON (€9.7 billion) (2014)'],"[' 17,799 (2014)']","['www', '.omvpetrom', '.com']"
6204,"Galp Energia, SGPS, S.A.",['Petroleum industry'],,['Lisbon'],"['April\xa022,\xa01999']",['Sociedade Anónima'],[],[],['Fuel stations'],['€'],"['€1.063 million ', '(2017)', ' ', '[1]']","['€12.358 billion ', '(end 2017)', '[1]']","['6,389 ', '(2021)', '[1]']","['www', '.galp', '.com']"
