00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_net_income_usd
-203 million usd,129 million usd,-59000000.0
40 million usd,,213000000.0
74 million usd,,74000000.0
213 million usd,,40000000.0
-59 million usd,-4 million usd,-203000000.0
,456 million usd,
,,
2 million usd,15 million usd,2000000.0
,,97000000.0
456 million usd,233 million usd,32000000.0
-4 million usd,222 million usd,129000000.0
,,
,,
,,
129 million usd,93 million usd,-4000000.0
32 million usd,,456000000.0
97 million usd,-239 million usd,
15 million usd,55 million usd,15000000.0
-239 million usd,12 million usd,
,-572 million usd,233000000.0
93 million usd,33 million usd,222000000.0
,126 million usd,
,55 million usd,
,,
222 million usd,64 million usd,93000000.0
233 million usd,-23 million usd,
,16 million usd,-239000000.0
55 million usd,67 million usd,55000000.0
16 million usd,380 million usd,12000000.0
-23 million usd,,-572000000.0
64 million usd,,33000000.0
,22 million usd,126000000.0
55 million usd,,55000000.0
126 million usd,,
33 million usd,119 million usd,64000000.0
-572 million usd,-114 million usd,-23000000.0
12 million usd,258 million usd,16000000.0
67 million usd,102 million usd,67000000.0
258 million usd,-37 million usd,380000000.0
-114 million usd,-46 million usd,
119 million usd,,
,-96 million usd,22000000.0
,-11 million usd,
22 million usd,74 million usd,
,48 million usd,119000000.0
,93 million usd,-114000000.0
380 million usd,,258000000.0
102 million usd,-101 million usd,102000000.0
,,-37000000.0
93 million usd,6 million usd,-46000000.0
48 million usd,40 million usd,
74 million usd,,-96000000.0
-11 million usd,,-11000000.0
-96 million usd,24 million usd,74000000.0
,135 million usd,48000000.0
-46 million usd,15 million usd,93000000.0
-37 million usd,188 million usd,
-101 million usd,,-101000000.0
188 million usd,88 million usd,
15 million usd,,6000000.0
135 million usd,,40000000.0
24 million usd,,
,,
,55 million usd,24000000.0
40 million usd,,135000000.0
6 million usd,,15000000.0
,113 million usd,188000000.0
,244 million usd,
113 million usd,-40 million usd,88000000.0
,,
,,
55 million usd,,
,,
,,55000000.0
,,
,162 million usd,
88 million usd,453 million usd,113000000.0
244 million usd,,244000000.0
453 million usd,-270 million usd,-40000000.0
162 million usd,-194 million usd,
,,
,82 million usd,
,,
,412 million usd,
,,
,35 million usd,162000000.0
-40 million usd,,453000000.0
,,
35 million usd,59 million usd,-270000000.0
,84 million usd,-194000000.0
412 million usd,139 million usd,
,4 million usd,82000000.0
,,
82 million usd,62 million usd,412000000.0
,,
-194 million usd,,35000000.0
-270 million usd,21 million usd,
,,
21 million usd,-18 million usd,59000000.0
,,84000000.0
,,139000000.0
62 million usd,206 million usd,4000000.0
,33 million usd,
4 million usd,,62000000.0
139 million usd,,
84 million usd,69 million usd,
59 million usd,-30 million usd,21000000.0
,-240 million usd,
-30 million usd,-81 million usd,-18000000.0
69 million usd,,
,-139 million usd,
,8 million usd,206000000.0
33 million usd,,33000000.0
206 million usd,,
,43 million usd,
,101 million usd,69000000.0
-18 million usd,81 million usd,-30000000.0
-240 million usd,104 million usd,-240000000.0
81 million usd,137 million usd,-81000000.0
101 million usd,92 million usd,
43 million usd,-53 million usd,-139000000.0
,24 million usd,8000000.0
,,
8 million usd,,
-139 million usd,,43000000.0
,,101000000.0
-81 million usd,,81000000.0
104 million usd,,104000000.0
,,137000000.0
,,92000000.0
,,-53000000.0
,,24000000.0
,,
24 million usd,,
-53 million usd,,
92 million usd,,
137 million usd,,
,40 million usd,
,,
,,
,,
,,
,,
,,
,,
,,
,,
40 million usd,,40000000.0
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,106 million usd,
,,
,110 million usd,
,161 million usd,
,55 million usd,
,,
,106 million usd,
,53 million usd,
,-340 million usd,
,,
106 million usd,90 million usd,106000000.0
,,
110 million usd,161 million usd,110000000.0
,123 million usd,161000000.0
90 million usd,,55000000.0
,128 million usd,
-340 million usd,82 million usd,106000000.0
53 million usd,,53000000.0
106 million usd,,-340000000.0
,-123 million usd,
55 million usd,-559 million usd,90000000.0
161 million usd,,
161 million usd,439 million usd,161000000.0
,43 million usd,123000000.0
-559 million usd,100 million usd,
-123 million usd,-174 million usd,128000000.0
,37 million usd,82000000.0
,13 million usd,
82 million usd,67 million usd,
128 million usd,110 million usd,-123000000.0
,24 million usd,-559000000.0
123 million usd,-15 million usd,
439 million usd,,439000000.0
-15 million usd,98 million usd,43000000.0
24 million usd,57 million usd,100000000.0
110 million usd,,-174000000.0
67 million usd,157 million usd,37000000.0
13 million usd,-1 million usd,13000000.0
37 million usd,139 million usd,67000000.0
-174 million usd,73 million usd,110000000.0
100 million usd,105 million usd,24000000.0
43 million usd,27 million usd,-15000000.0
,79 million usd,
27 million usd,211 million usd,98000000.0
105 million usd,,57000000.0
73 million usd,131 million usd,
139 million usd,,157000000.0
-1 million usd,-27 million usd,-1000000.0
157 million usd,110 million usd,139000000.0
,,73000000.0
57 million usd,,105000000.0
98 million usd,,27000000.0
79 million usd,149 million usd,79000000.0
,,211000000.0
,-4 million usd,
,,131000000.0
110 million usd,,
,337 million usd,-27000000.0
131 million usd,-78 million usd,110000000.0
-27 million usd,26 million usd,
,131 million usd,
211 million usd,,
149 million usd,-4 million usd,149000000.0
,-371 million usd,
131 million usd,-113 million usd,-4000000.0
26 million usd,-428 million usd,
-78 million usd,-18 million usd,
337 million usd,83 million usd,337000000.0
,48 million usd,-78000000.0
,22 million usd,26000000.0
-4 million usd,54 million usd,131000000.0
,78 million usd,
-4 million usd,39 million usd,-4000000.0
78 million usd,14 million usd,-371000000.0
54 million usd,86 million usd,-113000000.0
22 million usd,43 million usd,-428000000.0
48 million usd,,-18000000.0
83 million usd,-13 million usd,83000000.0
-18 million usd,22 million usd,48000000.0
-428 million usd,,22000000.0
-113 million usd,97 million usd,54000000.0
-371 million usd,,78000000.0
39 million usd,85 million usd,39000000.0
,,14000000.0
97 million usd,167 million usd,86000000.0
,,43000000.0
22 million usd,29 million usd,
-13 million usd,175 million usd,-13000000.0
,,22000000.0
43 million usd,103 million usd,
86 million usd,,97000000.0
14 million usd,,
85 million usd,,85000000.0
,,
,,167000000.0
103 million usd,,
,,29000000.0
175 million usd,22 million usd,175000000.0
29 million usd,,
,,103000000.0
167 million usd,,
,206 million usd,
,-99 million usd,
206 million usd,-49 million usd,
,-93 million usd,
,95 million usd,
,86 million usd,
22 million usd,188 million usd,22000000.0
,80 million usd,
,21 million usd,
,,
,,206000000.0
-99 million usd,,-99000000.0
,,-49000000.0
,,-93000000.0
21 million usd,,95000000.0
80 million usd,132 million usd,86000000.0
188 million usd,47 million usd,188000000.0
86 million usd,,80000000.0
95 million usd,,21000000.0
-93 million usd,,
-49 million usd,86 million usd,
,-4 million usd,
86 million usd,,
,,
,23 million usd,
,,132000000.0
47 million usd,,47000000.0
132 million usd,,
,-90 million usd,
,41 million usd,
,165 million usd,86000000.0
-4 million usd,182 million usd,-4000000.0
165 million usd,132 million usd,
41 million usd,,
-90 million usd,43 million usd,23000000.0
,285 million usd,
,,
,159 million usd,
23 million usd,118 million usd,-90000000.0
,147 million usd,41000000.0
,127 million usd,165000000.0
182 million usd,,182000000.0
127 million usd,56 million usd,132000000.0
147 million usd,55 million usd,
118 million usd,4 million usd,43000000.0
159 million usd,45 million usd,285000000.0
,,
285 million usd,161 million usd,159000000.0
,5 million usd,118000000.0
43 million usd,83 million usd,147000000.0
132 million usd,89 million usd,127000000.0
,144 million usd,
89 million usd,51 million usd,56000000.0
83 million usd,115 million usd,55000000.0
5 million usd,,4000000.0
161 million usd,84 million usd,45000000.0
,237 million usd,
45 million usd,-88 million usd,161000000.0
4 million usd,55 million usd,5000000.0
55 million usd,-11 million usd,83000000.0
56 million usd,,89000000.0
144 million usd,,144000000.0
,,51000000.0
-11 million usd,71 million usd,115000000.0
55 million usd,,
-88 million usd,,84000000.0
237 million usd,,237000000.0
84 million usd,,-88000000.0
,,55000000.0
115 million usd,,-11000000.0
51 million usd,84 million usd,
,,
84 million usd,,
,103 million usd,71000000.0
,155 million usd,
,,
,,
,,
,545 million usd,
71 million usd,,
,-123 million usd,84000000.0
,,
-123 million usd,70 million usd,
,62 million usd,103000000.0
545 million usd,,155000000.0
,160 million usd,
,94 million usd,
,,
155 million usd,225 million usd,545000000.0
103 million usd,,
,,-123000000.0
,104 million usd,
,191 million usd,70000000.0
,65 million usd,62000000.0
225 million usd,144 million usd,
,174 million usd,160000000.0
94 million usd,,94000000.0
160 million usd,44 million usd,
,,225000000.0
62 million usd,338 million usd,
70 million usd,165 million usd,
104 million usd,,104000000.0
165 million usd,309 million usd,191000000.0
338 million usd,16 million usd,65000000.0
,,144000000.0
44 million usd,,174000000.0
,23 million usd,
174 million usd,,44000000.0
144 million usd,115 million usd,
65 million usd,7 million usd,338000000.0
191 million usd,,165000000.0
,,
,,309000000.0
7 million usd,,16000000.0
115 million usd,,
,44 million usd,
23 million usd,31 million usd,23000000.0
,,
,,115000000.0
16 million usd,91 million usd,7000000.0
309 million usd,,
,121 million usd,
,142 million usd,
91 million usd,74 million usd,
,86 million usd,
,,44000000.0
31 million usd,-31 million usd,31000000.0
44 million usd,71 million usd,
,32 million usd,
,379 million usd,91000000.0
,129 million usd,
121 million usd,57 million usd,121000000.0
129 million usd,,142000000.0
379 million usd,144 million usd,74000000.0
32 million usd,,86000000.0
71 million usd,61 million usd,
-31 million usd,,-31000000.0
,40 million usd,71000000.0
86 million usd,116 million usd,32000000.0
74 million usd,5 million usd,379000000.0
142 million usd,,129000000.0
57 million usd,,57000000.0
5 million usd,,
,,144000000.0
116 million usd,,
40 million usd,,61000000.0
,,
61 million usd,-85 million usd,40000000.0
,,116000000.0
144 million usd,-39 million usd,5000000.0
,,
,122 million usd,
,50 million usd,
-39 million usd,,
,3 million usd,
-85 million usd,,
,111 million usd,
,89 million usd,-85000000.0
,37 million usd,
,278 million usd,-39000000.0
,,
122 million usd,,122000000.0
,,50000000.0
278 million usd,,
37 million usd,376 million usd,3000000.0
89 million usd,,
111 million usd,,111000000.0
,178 million usd,89000000.0
3 million usd,,37000000.0
,,278000000.0
50 million usd,,
,45 million usd,
,-42 million usd,
,131 million usd,
,,376000000.0
178 million usd,68 million usd,
,117 million usd,
,133 million usd,178000000.0
376 million usd,,
,80 million usd,
,,
45 million usd,,45000000.0
,,-42000000.0
80 million usd,,131000000.0
,,
133 million usd,47 million usd,68000000.0
117 million usd,2 million usd,117000000.0
68 million usd,,133000000.0
,-370 million usd,
131 million usd,,80000000.0
-42 million usd,38 million usd,
,63 million usd,
38 million usd,139 million usd,
,,
-370 million usd,-448 million usd,
,,47000000.0
2 million usd,26 million usd,2000000.0
47 million usd,-297 million usd,
,,-370000000.0
,109 million usd,
,,38000000.0
63 million usd,200 million usd,63000000.0
,128 million usd,139000000.0
109 million usd,,
,39 million usd,-448000000.0
-297 million usd,162 million usd,
26 million usd,,26000000.0
,90 million usd,-297000000.0
-448 million usd,108 million usd,
,388 million usd,109000000.0
139 million usd,,
200 million usd,,200000000.0
,24 million usd,128000000.0
388 million usd,-8 million usd,
108 million usd,48 million usd,39000000.0
90 million usd,,162000000.0
,,
162 million usd,,90000000.0
39 million usd,147 million usd,108000000.0
,,388000000.0
128 million usd,-1 million usd,
,109 million usd,
-1 million usd,150 million usd,24000000.0
,195 million usd,-8000000.0
147 million usd,,48000000.0
,,
,50 million usd,
,,
48 million usd,,147000000.0
-8 million usd,-119 million usd,
24 million usd,,-1000000.0
109 million usd,,109000000.0
,-169 million usd,150000000.0
-119 million usd,14 million usd,195000000.0
,76 million usd,
,45 million usd,
50 million usd,-83 million usd,50000000.0
,11 million usd,
195 million usd,-120 million usd,
,18 million usd,-119000000.0
150 million usd,31 million usd,
,29 million usd,
31 million usd,,-169000000.0
18 million usd,36 million usd,14000000.0
-120 million usd,147 million usd,76000000.0
11 million usd,,45000000.0
-83 million usd,95 million usd,-83000000.0
45 million usd,181 million usd,11000000.0
76 million usd,86 million usd,-120000000.0
14 million usd,,18000000.0
-169 million usd,-241 million usd,31000000.0
29 million usd,118 million usd,29000000.0
-241 million usd,193 million usd,
,167 million usd,36000000.0
86 million usd,,147000000.0
181 million usd,,
95 million usd,,95000000.0
,-465 million usd,181000000.0
147 million usd,,86000000.0
36 million usd,13 million usd,
,201 million usd,-241000000.0
118 million usd,29 million usd,118000000.0
201 million usd,173 million usd,193000000.0
13 million usd,125 million usd,167000000.0
,,
-465 million usd,41 million usd,
,107 million usd,
,103 million usd,-465000000.0
,-94 million usd,
167 million usd,,13000000.0
193 million usd,,201000000.0
29 million usd,,29000000.0
,14 million usd,173000000.0
,101 million usd,125000000.0
-94 million usd,-36 million usd,
103 million usd,91 million usd,41000000.0
107 million usd,,107000000.0
41 million usd,160 million usd,103000000.0
,,-94000000.0
125 million usd,73 million usd,
173 million usd,-101 million usd,
,,
-101 million usd,,14000000.0
73 million usd,,101000000.0
,190 million usd,-36000000.0
160 million usd,,91000000.0
,,
91 million usd,41 million usd,160000000.0
-36 million usd,77 million usd,
101 million usd,77 million usd,73000000.0
14 million usd,145 million usd,-101000000.0
,,
145 million usd,,
77 million usd,,
77 million usd,,190000000.0
41 million usd,,
,85 million usd,
,,41000000.0
190 million usd,1 million usd,77000000.0
