07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,03-gren-employees_number
,,,14000.0
,,"4,056",127.0
,,,
,,,
,178,178,9823.0
,,409,3900.0
,,"1,721",474.0
,"4,056",319,9116.0
,,,
,"9,116",494,4056.0
,474,,
,"3,900","2,392",
,"9,823",,178.0
,409,"10,000",409.0
,,,1721.0
,"10,000",,319.0
,,,
,"2,392",,494.0
,,"2,344",
,494,,2392.0
,,,
,319,"2,196",10000.0
,"1,721",,
,,,
,,,
,,517,
,,,2344.0
,"2,196","4,500",
,,,
,,,2196.0
,"2,344",,
,,"6,000",
,,"6,507",
,517,,517.0
,"5,980","5,980",
,,,4500.0
,"6,507",,
,"6,000","22,385",
,,,
,,,6000.0
,,,6507.0
,"4,500",,
,,,5980.0
,,,
,"6,122","6,122",
,,"2,609",22385.0
,,,
,,,
,,,
,,,
,,,
,"22,385",,
,,,6122.0
,"2,609",,2609.0
,,,
,,620,
,,,
,,"15,615",
,,"2,900",
,,327,
,,,
,,,
,,,
,620,"3,066",620.0
,"5,172","5,172",
,"3,066",,15615.0
,,,2900.0
,,,327.0
,,587,
,327,286,
,"2,900",,
,"15,615","2,023",3066.0
,,"8,988",5172.0
,,"5,454",
,"5,454",,
,"8,988","7,000",
,,,587.0
,"2,023","10,500",286.0
,,,
,286,,2023.0
,587,,
,,984,8988.0
,,,5454.0
,,,
,,,7000.0
,,,
,984,966,10500.0
,,,
,,,
,,,
,"10,500",,984.0
,,,
,"7,000",650,
,,156,
,156,,
,650,,966.0
,,,
,,"5,800",
,,471,
,,"1,642",
,,"6,170",
,966,,650.0
,,"2,123",156.0
,,166,
,166,,
,"2,123",,
,,,5800.0
,"6,170",,471.0
,"1,642",152,1642.0
,471,,6170.0
,"5,800",,
,,"6,918",2123.0
,,"3,741",166.0
,,,
,,,
,"3,741",,
,"6,918",,
,,,152.0
,,,
,152,"3,954",
,,,6918.0
,,"3,961",3741.0
,,"1,900",
,,,
,,"1,918",
,"1,900","10,000",
,"3,961",,
,,,
,"3,954",,3954.0
,,,
,,,3961.0
,,,1900.0
,,,
,"1,918","5,710",1918.0
,"5,710",,10000.0
,,,
,,"6,200",
,,,
,,,
,,,
,,947,
,,,
,"10,000",,5710.0
,,,
,,,
,,,6200.0
,,,
,947,,
,,,
,,,947.0
,,,
,"6,200",,
,,,
,,"12,496",
,"12,496",,
,,,
,,,
,,"2,000",
,,,
,,,
,,"1,903",
,,,
,,"20,242",12496.0
,,,
,,,
,"20,242","5,100",
,,,2000.0
,"1,903","1,000",
,,,
,,,1903.0
,"2,000","7,066",
,,,20242.0
,,,
,,625,
,625,645,5100.0
,,"4,061",
,,,1000.0
,"7,066",,
,,"2,617",
,,115,7066.0
,"1,000","1,948",
,,641,
,"5,100",,625.0
,645,,645.0
,,,4061.0
,,"1,350",
,641,,
,"1,948",,2617.0
,115,,115.0
,"2,617","20,075",1948.0
,,"19,873",641.0
,,,
,"4,061",,
,,76,
,76,,1350.0
,,"5,200",
,,"3,400",
,"19,873",,
,"20,075",,20075.0
,,383,19873.0
,,"45,000",
,,,
,"1,350","8,269",76.0
,,"11,474",
,"11,474",,5200.0
,"8,269",,3400.0
,,,
,"45,000","3,708",
,383,"2,388",383.0
,,,45000.0
,,,
,"3,400",,8269.0
,"5,200",371,11474.0
,,320,
,320,,
,371,"49,767",
,,,3708.0
,,,2388.0
,,"5,271",
,"2,388","6,581",
,"3,708",,
,,,371.0
,,"1,600",320.0
,,,
,,"8,800",49767.0
,"1,600",,
,,,
,,,5271.0
,"6,581",,6581.0
,"5,271",,
,,,
,,393,1600.0
,"49,767",,
,"8,800",,8800.0
,,,
,,,
,393,335,
,,"3,340",
,,,
,,,
,,,393.0
,,,
,,,
,,,
,,,
,,73,335.0
,,,3340.0
,,,
,,"4,400",
,,,
,,,
,"3,340","1,540",
,335,,
,,,
,,,73.0
,,"1,433",
,"1,540",,
,,"5,969",4400.0
,,"2,190",
,"4,400","14,100",
,,,1540.0
,,"1,300",
,73,,
,,"26,000",
,"26,000","34,220",1433.0
,,,
,"1,300",,5969.0
,,332,2190.0
,"14,100",,14100.0
,"2,190",,
,"5,969",,1300.0
,,,
,"1,433","1,800",26000.0
,"34,220",,34220.0
,,,
,"1,800",,
,,"1,337",332.0
,,"2,900",
,,740,
,,,
,332,"6,579",
,,,1800.0
,,,
,,,
,,,
,,"1,406",1337.0
,,,2900.0
,"6,579",,740.0
,,,
,740,,6579.0
,"2,900",199,
,"1,337",485,
,,"5,524",
,,,
,"5,524",,1406.0
,485,,
,199,,
,,93,
,,"1,116",
,,,
,,,199.0
,,"3,119",485.0
,"1,406",,5524.0
,,,
,,"3,714",
,"3,119","3,426",
,,"7,190",
,,90,93.0
,"1,116","1,350",1116.0
,93,,
,,,
,,"6,300",3119.0
,,,
,,,
,,"157,000",3714.0
,"6,300","1,662",3426.0
,,"1,685",7190.0
,,,90.0
,"1,350","19,000",1350.0
,90,"1,952",
,"7,190",,
,"3,426",,6300.0
,"3,714","2,554",
,,"13,882",
,,,157000.0
,"2,554",,1662.0
,,"1,196",1685.0
,"1,952",,
,"19,000",,19000.0
,,,1952.0
,"1,685","2,331",
,"1,662",,
,"157,000",,2554.0
,"13,882",,13882.0
,,,
,,,
,"2,331","3,300",1196.0
,,"13,805",
,,"4,700",
,,"28,601",
,"1,196","1,726",2331.0
,,"2,000",
,,,
,,"15,241",
,,,
,"1,726",,
,"2,000","4,815",3300.0
,"28,601",829,13805.0
,"4,700","2,700",4700.0
,"13,805",,28601.0
,"3,300",,1726.0
,,,2000.0
,,,
,"15,241",,15241.0
,,,
,,,
,,,4815.0
,,,829.0
,"2,700",,2700.0
,829,"55,888",
,"4,815","1,119",
,,,
,,,
,,,
,,,
,,"10,400",
,"1,119","24,700",
,"55,888",,
,,,
,,,55888.0
,,,1119.0
,,,
,,,
,,,
,,,
,,116,10400.0
,,,24700.0
,,,
,,731,
,,714,
,"24,700","1,195",
,"10,400",,
,,,
,,"7,818",
,,"31,496",
,,,116.0
,"1,195",,
,714,,
,731,,731.0
,,,714.0
,,,1195.0
,116,,
,,"2,600",
,"7,818",,7818.0
,"2,600","43,961",31496.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,"31,496",,2600.0
,,,
,,394,43961.0
,,,
,,,
,,,
,,"16,631",
,,40,
,,"2,500",
,,,
,"43,961",,
,,"1,606",
,,"2,249",394.0
,,"2,571",
,"2,500",,
,"16,631","1,871",
,40,,16631.0
,,"5,600",40.0
,,,2500.0
,,"11,000",
,394,"15,300",
,"1,606",,1606.0
,"15,300",,2249.0
,"11,000",,2571.0
,,,
,"5,600",125,1871.0
,,"6,405",
,"1,871",,5600.0
,,,
,"2,571","2,527",11000.0
,"2,249","4,155",15300.0
,,,
,"4,155",530,
,"2,527",667,
,,,
,,"4,400",125.0
,"6,405","5,357",6405.0
,125,585,
,,,
,,"5,026",2527.0
,,,4155.0
,,894,
,,,530.0
,"5,026",,667.0
,,,
,585,,4400.0
,"5,357",,5357.0
,"4,400",,585.0
,,,
,667,"2,199",5026.0
,530,,
,894,,894.0
,,,
,"2,199",,
,,,
,,105,
,,727,
,,"2,147",
,,,
,,"4,308",2199.0
,,,
,,,
,,,
,"4,308",,
,,,
,"2,147",,105.0
,727,,727.0
,105,,2147.0
,,141,
,,"30,000",4308.0
,,"40,541",
,,"24,329",
,"40,541",,
,"30,000",,
,141,,
,,"40,000",
,,"7,518",
,,,
,,,141.0
,,,30000.0
,,,40541.0
,"24,329",801,24329.0
,,"3,100",
,,,
,,,
,,,40000.0
,"7,518",254,7518.0
,"40,000","1,962",
,,156,
,,,
,,,
,801,,801.0
,,,3100.0
,,"2,300",
,156,"11,092",
,"1,962","34,733",
,254,,254.0
,,,1962.0
,,"19,627",156.0
,,"7,794",
,"3,100",,
,,,
,,,
,"19,627","1,650",2300.0
,"7,794",,11092.0
,,,34733.0
,,,
,"34,733",,
,"11,092",,19627.0
,"2,300",,7794.0
,,"24,000",
,,,
,"24,000",,
,,,1650.0
,,238,
,,,
,,668,
,,"1,557",
,,"1,211",
,"1,650",,
,,,24000.0
,,851,
,,,
,,,
,"1,211",,238.0
,"1,557",,
,668,361,668.0
,,,1557.0
,238,,1211.0
,,,
,,,
,851,"1,300",851.0
,,,
,,,
,,,
,,,
,361,"1,800",361.0
,,358,
,,,
,,,
,,108,
,"1,300",,1300.0
,108,,
,,"2,692",
,,,
,358,"2,847",
,"1,800",,1800.0
,,,358.0
,,,
,,"2,588",
,,"10,947",108.0
,,"3,840",
,"10,947","3,400",
,"2,588",,2692.0
,,,
,,,2847.0
,,,
,"2,847",870,
,,,
,"2,692","11,500",2588.0
,,,10947.0
,"3,840",,3840.0
,,,3400.0
,"11,500","2,429",
,,"43,011",
,870,,
,,,
,,,870.0
,,,
,,"6,800",11500.0
,"3,400",,
,,,
,,,
,"6,800",,2429.0
,,,43011.0
,,,
,,,
,,,
,"43,011","2,850",
,"2,429",,6800.0
,,,
,,,
,,,
,,,
,"2,850",,
,,578,
,,"1,020",
,,,
,,,2850.0
,,,
,,,
,,,
,,,
,,"20,014",
,,,
,,"4,400",578.0
,"1,020",,1020.0
,578,,
,,,
,,,
,,"8,000",
,,"2,500",
,"8,000",,
,,,20014.0
,,,
,,,4400.0
,,,
,"4,400",,
,,,
,"20,014","1,175",
,,,8000.0
,"2,500",,2500.0
,,"11,013",
,"1,175",,
,,"1,791",
,,"18,400",
,,"11,606",
,,,
,,,
,,,1175.0
,,,
,,,
,,,11013.0
,,,
,,,1791.0
,,,18400.0
,"11,606",,11606.0
,"18,400","7,000",
,"1,791",,
,,,
,"11,013","3,688",
,,,
,"3,688",,
,,,
,,,
,"7,000","9,921",
,,,
,,,7000.0
,,"6,368",
,,"23,000",
,,,3688.0
,,,
,,,
,"23,000",,
,"6,368",,
,,,9921.0
,,,
,"9,921",,
,,,6368.0
,,,23000.0
,,,
,,,
,,,
,,"13,000",
,,"1,189",
,,,
,,,
,,,
,,,
,,250,
,,,
,,,
,,,
,250,,13000.0
,,,1189.0
,,,
,,,
,,"9,205",
,"1,189",,
,"13,000","12,837",250.0
,,,
,,805,
,,,
,"12,837","11,576",
,,"4,412",
,"9,205",,
,,,
,,,9205.0
,,,
,,"3,000",12837.0
,,,
,805,,805.0
,,,
,"3,000",,11576.0
,,,4412.0
,,510,
,,,
,,,
,"4,412",,
,"11,576",31,3000.0
,,"5,000",
,,,
,"5,000",,
,31,,
,,,
,,,510.0
,,,
,,,
,510,,
,,,31.0
,,,5000.0
,,,
,,,
,,,
,,13,
,,,
,,,
,,,
,,"40,443",
,,"2,036",
,,,
,,,
,,,
,"2,036",,
,"40,443",,13.0
,,,
,,323,
,,,
,13,568,40443.0
,,"3,274",2036.0
,,,
,,,
,,,
,"3,274",,
,568,"16,959",
,,"26,000",
,323,"5,364",323.0
,,,
,,,568.0
,,,3274.0
,,,
,,751,
,,,
,,,
,,48,16959.0
,,,26000.0
,"5,364",,5364.0
,"26,000",,
,"16,959",,
,,,
,,,
,751,390,751.0
,,"6,000",
,,,
,,,48.0
,,,
,,,
,,,
,48,"46,000",
,,,
,,,
,390,"21,700",390.0
,,"1,393",6000.0
,,,
,"46,000",,
,,,
,,,
,,,
,,,46000.0
,,,
,"6,000","1,269",
,"21,700","7,300",21700.0
,"1,269",,1393.0
,,,
,,,
,,,
,,358,
,,"2,431",
,,"8,206",
,,"3,881",
,"1,393","2,021",1269.0
,"7,300","15,205",7300.0
,"2,021",,
,"3,881",,
,"8,206",,
,"2,431",,
,358,,358.0
,,,2431.0
,,,8206.0
,,,3881.0
,,,2021.0
,"15,205",,15205.0
,,,
,,327,
,,,
,,,
,,,
,,"11,260",
,,,
,,876,
,,"1,350",
,,,
,"1,350","4,680",
,876,,327.0
,,,
,"11,260",,
,,,
,,,11260.0
,,,
,327,,876.0
,,,1350.0
,,,
,,,4680.0
,,,
,,,
,,"5,000",
,,769,
,,,
,,765,
,,,
,"4,680",645,
,,,
,645,,
,,"39,341",
,765,,
,,,5000.0
,769,"3,500",769.0
,"5,000",,
,,,765.0
,,,
,,,645.0
,,"4,380",
,,,
,,16,39341.0
,,,
,,,
,"3,500",,3500.0
,,,
,,,
,"39,341",,
,,,
,"4,380",,4380.0
,,"16,000",
,,"10,200",16.0
,,,
,,,
,,"2,681",
,,321,
,,,
,16,,
,,573,
,,"1,545",
,573,275,16000.0
,,,10200.0
,,"24,000",
,321,,
,"2,681",950,2681.0
,,,321.0
,,,
,"10,200",65,
,"16,000",,573.0
,"1,545",,1545.0
,,,275.0
,65,,
,,,24000.0
,,,
,950,,950.0
,,,
,"24,000","1,162",
,,,65.0
,275,"8,577",
,,,
,"8,577",,
,,,
,"1,162","1,238",
,,,
,,591,
,,"2,879",
,,"45,800",1162.0
,,,
,,,8577.0
,,,
,,,
,,,
,"45,800",,1238.0
,"2,879","29,000",
,591,,591.0
,,,2879.0
,"1,238",,45800.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,29000.0
,,,
,"29,000",,
,,"11,322",
,,,
,,,
,,,
,,,
,,"5,500",
,"11,322",,
,,,
,,"4,100",
,,,
,,"8,311",11322.0
,,,
,,"1,987",
,,507,
,"1,987","2,535",
,,,5500.0
,"8,311",,
,,,
,"4,100","1,429",4100.0
,,,
,,"4,000",8311.0
,"5,500",,
,,,1987.0
,507,"107,983",507.0
,,"1,468",2535.0
,,,
,"4,000",,
,,"1,300",
,"1,429",,1429.0
,,"7,585",
,,,4000.0
,,,
,"2,535",,
,"107,983",,107983.0
,,"2,103",1468.0
,,,
,,,
,"7,585",,1300.0
,,,
,"1,300",,7585.0
,,,
,,,
,"1,468",,
,,154,
,,205,2103.0
,,,
,,,
,,"2,400",
,,"21,164",
,,"4,625",
,,,
,,"18,158",
,"2,103",,
,154,,154.0
,,,205.0
,"18,158",,
,,,
,"4,625",,2400.0
,"21,164",,21164.0
,"2,400",,4625.0
,,,
,,"22,830",18158.0
,205,45,
,,"6,000",
,45,"7,700",
,"22,830",,
,,"3,428",
,,"3,400",
,,,
,,,
,,,
,,"26,000",22830.0
,,,45.0
,"6,000",,6000.0
,,,7700.0
,"26,000",,
,,,3428.0
,,"1,569",3400.0
,,,
,"3,400","7,207",
,"3,428","7,200",
,,,26000.0
,"7,700","8,993",
,,,
,"8,993",,
,,,
,"7,200",,
,"7,207",,1569.0
,,,
,,,7207.0
,"1,569","4,088",7200.0
,,,
,,,8993.0
,,,
,,,
,,,
,"4,088",,
,,"1,650",
,,,
,,,
,,"1,200",4088.0
,,,
,,571,
,,,
,571,,
,,,
,"1,200","1,978",
,,,1650.0
,,,
,"1,650",,
,,,1200.0
,,,
,,,571.0
,,,
,,,
,,332,
,,,1978.0
,,,
,,,
,,"2,490",
,"1,978","3,432",
,,,
,,,
,,,
,,,
,,,332.0
,"3,432",,
,"2,490",,
,,352,
,,"8,750",2490.0
,,123,3432.0
,332,,
,,,
,,,
,,,
,,,
,123,745,
,"8,750",,
,352,,352.0
,,,8750.0
,,"3,418",123.0
,,229,
,,"1,680",
,,,
,"1,680",,
,229,"1,900",
,"3,418",,745.0
,,,
,,,
,,"3,059",
,745,,3418.0
,,,229.0
,,,1680.0
,,,
,,,
,,"3,007",1900.0
,,,
,"3,059",,
,,,
,,,3059.0
,,,
,"1,900",,
,,,
,,,
,,,
,,"2,692",3007.0
,,,
,,,
,,,
,,,
,,,
,"3,007","40,492",
,,"3,433",
,,"2,400",
,"3,433",744,
,,,2692.0
,,,
,"40,492",,
,,"1,476",
,,"22,002",
,,801,
,"2,692",,40492.0
,,"7,000",3433.0
,"2,400",,2400.0
,"7,000",,744.0
,,"5,404",
,801,,
,"22,002","3,092",
,"1,476",,1476.0
,,,22002.0
,,219,801.0
,,,
,744,,7000.0
,,,
,,"10,667",
,,"5,800",5404.0
,219,,
,,,3092.0
,,,
,"3,092",,
,,,219.0
,"5,404",,
,,,
,,329,
,,"1,013",10667.0
,,310,5800.0
,,790,
,,,
,,,
,,,
,,,
,"5,800","5,463",
,"10,667",,
,329,,329.0
,,,1013.0
,"5,463",,310.0
,,859,790.0
,,,
,,"1,184",
,,,
,790,,
,310,"17,000",5463.0
,"1,013","10,870",
,,,
,"10,870",298,
,"17,000",,
,,"9,617",859.0
,,,
,"1,184",,1184.0
,,,
,859,,
,,,17000.0
,,"11,000",10870.0
,,,
,"11,000",,298.0
,,"3,225",
,,,9617.0
,,,
,,,
,,,
,"9,617",,
,,,
,298,"2,216",11000.0
,,,
,"2,216","82,000",
,,,3225.0
,,,
,,,
,,"4,781",
,,"35,000",
,,,
,"3,225",,
,,,2216.0
,,,
,,,82000.0
,,,
,,,
,"35,000",,
,"4,781",,4781.0
,,,35000.0
,,,
,,,
,"82,000","3,286",
,,,
,"3,286","4,800",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,3286.0
,,,
,,"9,435",4800.0
,,,
,,,
,,"18,902",
,,,
,,,
,,,
,,,
,"4,800","3,282",
,,,
,"3,282",,9435.0
,,,
,,,
,,,18902.0
,,,
,"18,902",,
,,,
,,,
,"9,435",,3282.0
,,"5,200",
,,,
,,,
,,,
,,"34,000",
,,,
,,,
,,870,
,,,
,,,
,"5,200",,5200.0
,,"6,569",
,,,
,870,,
,,,34000.0
,,,
,"34,000",,
,,,870.0
,,,
,,,
,,,
,,,6569.0
,,,
,,,
,,,
,,"3,131",
,,,
,,"2,507",
,,,
,"6,569",124,
,,,
,124,382,
,,,
,"2,507",,
,,524,
,"3,131","3,470",3131.0
,,"1,352",
,,,2507.0
,,,
,,,124.0
,,,
,,,382.0
,,"20,200",
,,273,
,"1,352",,524.0
,"3,470",,3470.0
,524,"1,619",1352.0
,,,
,,"1,990",
,382,,
,,,
,,,
,"1,990",,20200.0
,,,273.0
,"1,619",,
,,,
,,"8,547",1619.0
,273,,
,"20,200",,1990.0
,,,
,,,
,,,
,,"2,413",
,,,
,"8,547","3,443",
,,,
,,,8547.0
,,"2,056",
,,470,
,,,
,,,
,470,,
,,"4,510",2413.0
,"2,056",,
,,,3443.0
,,,
,"3,443","2,457",
,,457,2056.0
,"2,413","4,178",470.0
,,,
,,,
,,,
,"4,178",,4510.0
,457,,
,"2,457","2,441",
,,,
,,,2457.0
,,,457.0
,"4,510",827,4178.0
,,,
,,,
,,,
,827,,
,,750,
,,"3,000",2441.0
,,,
,"2,441",,
,,,
,,,827.0
,,709,
,,"4,414",
,709,"1,550",
,,,
,,273,750.0
,,,3000.0
,,,
,"3,000",,
,750,,
,,"6,250",
,,,709.0
,"4,414",,4414.0
,,,1550.0
,"6,250",,
,,,273.0
,,"1,417",
,,,
,,532,
,273,,
,,,6250.0
,"1,550",,
,,,
,,,
,,,
,,,
,532,,1417.0
,,,
,"1,417","9,600",532.0
,,,
,,672,
,,,
,,,
,,,
,672,"29,306",
,,"1,913",
,"9,600",,
,,,
,,,9600.0
,,,
,,,672.0
,,612,
,,,
,612,,
,,,29306.0
,,,1913.0
,,,
,,,
,,,
,"1,913",,
,"29,306",,
,,"3,100",612.0
,,,
,"3,100","7,500",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,3100.0
,,,
,,,7500.0
,,"1,372",
,,,
,,"21,931",
,,,
,,,
,,,
,,"1,500",
,"7,500","1,267",
,,,
,"1,267",,
,"1,500","5,922",1372.0
,,,
,,645,21931.0
,,,
,"21,931",,
,,,
,"1,372",,1500.0
,,,1267.0
,,,
,,"1,700",
,,,5922.0
,,,
,,,645.0
,,,
,645,"13,478",
,,,
,"5,922",,
,,,
,,142,
,,,1700.0
,,,
,,,
,"13,478","17,200",
,,,
,,,13478.0
,,"13,048",
,,,
,"1,700","1,801",
,142,,142.0
,"1,801",106,
,,,
,"13,048",,
,,,17200.0
,,,
,"17,200",,
,,833,13048.0
,,"11,451",
,,,1801.0
,,,
,,,106.0
,"11,451",,
,833,,
,,,
,,,
,,,
,,,833.0
,,"2,235",11451.0
,106,,
,,,
,,,
,"2,235",,
,,,
,,,
,,,
,,"24,000",
,,,
,,,2235.0
,,,
,,,
,,,
,,,
,,"1,200",
,"24,000",,
,,392,
,,,24000.0
,,,
,,,
,,"3,300",
,,,
,"3,300",,
,,,
,,,1200.0
,,360,
,392,,392.0
,,,
,"1,200",,
,,"2,248",
,,"10,001",3300.0
,,793,
,"10,001",,
,"2,248",,
,,"11,261",
,,,360.0
,,,
,360,,
,,,
,,,2248.0
,,"2,558",10001.0
,793,,793.0
,"2,558",,
,,,
,,"10,292",11261.0
,,"11,010",
,,"1,430",
,,270,
,"11,261","5,118",
,,,
,,"13,600",2558.0
,,"2,326",
,"13,600",,
,,693,
,"5,118","7,000",10292.0
,270,"22,436",11010.0
,"1,430",,1430.0
,"11,010",,270.0
,"10,292",,5118.0
,,,
,,,13600.0
,"2,326",,2326.0
,,,
,,,693.0
,,,7000.0
,,,22436.0
,,,
,"22,436",,
,"7,000",,
,693,,
,,"7,029",
,,,
,"7,029",150,
,,,
,,"6,000",
,,,
,,,
,,"4,139",
,,,
,,,
,,,7029.0
,,"3,240",
,,,150.0
,,,
,,,6000.0
,"4,139",,
,,,
,,,4139.0
,"6,000",,
,,"6,604",
,150,,
,"3,240",,3240.0
,,,
,"6,604",,
,,"2,500",
,,,
,,"1,862",
,,,
,,,
,,,6604.0
,,,
,,"1,425",
,,"5,515",
,,"1,247",
,,,2500.0
,,"6,961",
,"1,862",,1862.0
,,"4,666",
,"2,500","4,216",
,,,
,,"15,960",
,"1,425",,1425.0
,"15,960",,5515.0
,,,1247.0
,"4,216",,
,"4,666",,6961.0
,,,
,"6,961","2,016",4666.0
,,,4216.0
,"1,247",,
,"5,515",,15960.0
,,,
,,,
,,,
,,,
,"2,016",,
,,"13,084",
,,769,2016.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,769,,
,"13,084",,13084.0
,,,769.0
,,"3,713",
,,,
,,,
,,,
,,,
,,,
,"3,713",,
,,,
,,"2,000",
,,,
,,,3713.0
,,,
,,264,
,,,
,264,,
,,"1,400",
,,,
,,"2,026",
,"2,000",462,2000.0
,,,
,,"4,800",
,,"5,500",
,,,264.0
,,,
,,,
,"4,800",,1400.0
,"5,500",,
,,,2026.0
,462,,462.0
,"2,026",,
,,,4800.0
,"1,400",,5500.0
,,,
,,,
,,"3,075",
,,,
,,,
,,,
,,281,
,,"59,491",
,,134,
,,,
,,,
,,144,
,,"7,937",3075.0
,,,
,134,"4,291",
,"59,491",976,
,281,"3,239",281.0
,,,59491.0
,,,134.0
,,"12,372",
,"3,075",,
,144,,144.0
,,,7937.0
,"12,372",,
,,,4291.0
,,312,976.0
,"3,239",,3239.0
,976,211,
,"4,291",,
,,,12372.0
,"7,937",,
,,,
,,,
,,,
,,,
,211,,312.0
,,,
,312,,211.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,500,
,,,
,,"1,502",
,,,
,,,
,,,
,,"5,752",
,,,
,"1,502",,
,,"33,481",
,500,,500.0
,,"6,500",
,,,1502.0
,,,
,,310,
,,,
,310,,5752.0
,,,
,,,
,"6,500",,33481.0
,,188,
,"33,481","10,809",6500.0
,,"1,675",
,,,
,"5,752","3,920",310.0
,,"1,751",
,"3,920","6,163",
,,,
,"1,675",,
,"10,809",,
,188,,188.0
,,10,10809.0
,,,1675.0
,,,
,,,3920.0
,"1,751",,1751.0
,,,6163.0
,,,
,,,
,10,,
,,,
,,,10.0
,,,
,,,
,"6,163",,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,"8,327",
,,,
,,,
,,,
,,,
,,,
,"8,327",,
,,,
,,,
,,,
,,,8327.0
,,,
,,879,
,,,
,879,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,354,879.0
,,,
,354,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,766,354.0
,,,
,766,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,766.0
,,,
,,118,
,,552,
,,"12,580",
,,"5,123",
,,,
,,,
,,,
,,261,
,,,
,,"4,733",
,,,118.0
,261,,552.0
,,"6,846",12580.0
,,,5123.0
,,,
,"5,123","4,948",
,"12,580",,
,552,"1,665",261.0
,118,,
,"4,733",,4733.0
,,"5,600",
,"1,665",,
,,"6,323",6846.0
,"4,948",,
,,,
,,,4948.0
,"6,846",,
,,,1665.0
,,,
,,,
,,,5600.0
,,200,
,,,6323.0
,,"1,835",
,,,
,,711,
,"6,323",106,
,,,
,"5,600",,
,,,
,,,
,,"17,872",200.0
,106,,
,711,,1835.0
,,,
,"1,835",,711.0
,,"4,700",106.0
,200,,
,,,
,,,
,,,
,,,17872.0
,"4,700",,
,,,
,,,
,,,
,,,4700.0
,"17,872",,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,"6,778",
,,"28,059",
,,"2,222",
,,"1,450",
,,"3,147",
,,,
,,,
,,,
,,,
,,,
,,"1,531",6778.0
,,"1,471",28059.0
,,"26,000",2222.0
,,"86,020",1450.0
,"3,147",,3147.0
,"1,450",,
,"2,222",,
,"28,059",,
,"6,778",,
,,,
,,"6,300",1531.0
,,"3,031",1471.0
,,,26000.0
,,,86020.0
,,,
,"86,020",,
,"26,000",,
,"1,471","4,041",
,"1,531",,
,,,
,,,6300.0
,"4,041",,3031.0
,,,
,,,
,,,
,,,
,,311,
,"3,031",,4041.0
,"6,300",720,
,,"1,699",
,720,,
,,,
,311,"384,132",
,,,
,,,
,,267,
,,,311.0
,,,
,,"2,901",720.0
,"1,699",,1699.0
,"2,901","16,100",
,,,
,,,384132.0
,267,,
,,,
,,,267.0
,"384,132",,
,,,
,,,2901.0
,,,
,,,16100.0
,,,
,,"1,689",
,,655,
,,,
,,,
,,,
,,,
,"16,100","13,436",
,,"1,657",
,"13,436",,
,,,
,,519,1689.0
,,,655.0
,,,
,655,,
,"1,689",,
,,,
,,,13436.0
,"1,657",707,1657.0
,,,
,,"4,555",
,,,519.0
,,,
,,,
,,94,
,519,,
,,,
,,,
,707,,707.0
,,,
,,"9,025",4555.0
,,,
,94,,
,,877,
,,,94.0
,,"1,478",
,"4,555",,
,,,
,,,
,,,
,,,9025.0
,"1,478",,
,,640,
,877,,877.0
,,,
,,347,1478.0
,"9,025","1,492",
,,119,
,,,
,119,"3,926",
,"1,492",,
,347,,
,,"21,000",640.0
,,,
,640,"3,957",
,,,347.0
,,,1492.0
,,"6,036",119.0
,,,
,"6,036","7,866",3926.0
,,"66,000",
,,,
,"3,957","3,133",21000.0
,"21,000","11,500",
,,,3957.0
,,,
,,"9,328",
,"3,926",,6036.0
,,,
,,,7866.0
,"9,328",,66000.0
,,,
,,"2,157",3133.0
,"11,500","1,100",11500.0
,"3,133",667,
,,,
,"66,000",,9328.0
,"7,866",324,
,,,
,324,"4,800",
,,,
,,,
,667,"7,236",2157.0
,"1,100",111,1100.0
,"2,157","12,197",667.0
,,,
,,"8,063",
,,,324.0
,,,
,,"15,348",4800.0
,"8,063",,
,,,
,"12,197",,7236.0
,111,,111.0
,"7,236",575,12197.0
,,"7,995",
,,"1,434",8063.0
,"4,800",,
,,"2,512",
,,,15348.0
,"1,434",,
,"7,995",758,
,575,,
,,,
,,222,575.0
,,,7995.0
,,,1434.0
,"15,348",,
,"2,512",,2512.0
,,,
,,,
,,,758.0
,222,,
,,,
,,"3,900",222.0
,758,,
,,,
,,,
,,,
,,,
,,212,
,,,
,"3,900",,
,,,
,,,3900.0
,,,
,,102,
,,766,
,,,
,766,"27,267",
,102,,212.0
,,,
,,"1,507",
,,,
,,,
,,,
,212,"11,010",102.0
,,,766.0
,,,
,,,27267.0
,"11,010",,
,,"6,100",
,,,1507.0
,,,
,"1,507",,
,,"1,223",
,,,11010.0
,"27,267","3,817",
,,,
,"3,817",,
,,"10,003",
