10-DeBiGa-industry,10-DeBiGa-website,10-DeBiGa-headquarters
financial services,www.hanwhalife.com,south korea
construction,www.us.jll.com,united states of america
financial services,www.ubs.com/global/en/wealth_management.html,switzerland
medical equipment,www.roche.ch,switzerland
retailing,corporate.kohls.com,united states of america
consumer packaged goods,www.kimberly-clark.com/en-us,united states of america
energy and utilities,www.galp.com,portugal
industrial goods and machinery,cnhindustrial.com,united kingdom
pharmaceuticals and healthcare,www.tenethealth.com,united states of america
financial services,www.westpac.com.au,australia
financial services,www.sonyfg.co.jp,japan
construction,www.kubota.co.jp,japan
leisure and arts,www.tuigroup.com,germany
agriculture and forestry,www.newhopeagri.com,china
chemicals,www.braskem.com.br,brazil
construction,shimaogroup.hk,hong kong
alternative energy,www.constellation.com,united states of america
industrial goods and machinery,www.eaton.com,ireland
technology and communications,www.emerson.com/en-us,united states of america
energy and utilities,mol.hu,hungary
technology and communications,www.centurylink.com,united states of america
financial services,www.pnc.com,united states of america
metals and mining,ynty.chinalco.com.cn,china
financial services,www.nab.com.au,australia
metals and mining,www.jsw.in,india
chemicals,www.toray.co.jp,japan
financial services,www.marshmclennan.com,united states of america
pharmaceuticals and healthcare,www.suzuken.co.jp,japan
transport and logistics,www.lufthansagroup.com,germany
construction,www.bldr.com,united states of america
consumer packaged goods,www.asahigroup-holdings.com,japan
chemicals,www.sherwin-williams.com,united states of america
metals and mining,www.hyundai-steel.com,south korea
chemicals,www.hengyishihua.com,china
financial services,www.bankofbeijing.com.cn,china
medical equipment,www.medline.com,united states of america
pharmaceuticals and healthcare,www.trinity-health.org,united states of america
metals and mining,www.ussteel.com,united states of america
clean technology,www.catl.com,china
medical equipment,www.philips.com,netherlands
financial services,global.mandg.com,united kingdom
metals and mining,www.tlys.cn,china
transport and logistics,www.nyk.com,japan
financial services,home.imeritz.com,south korea
energy and utilities,www.ultra.com.br,brazil
consumer packaged goods,www.suntory.com,japan
industrial goods and machinery,www.shanghai-electric.com,china
automotive,www.valeo.com,france
pharmaceuticals and healthcare,www.wellcare.com,united states of america
technology and communications,www.aseglobal.com,taiwan
metals and mining,www.clevelandcliffs.com,united states of america
financial services,www.samsungfire.com,south korea
retailing,www.fastretailing.com,japan
energy and utilities,www.bakerhughes.com,united states of america
industrial goods and machinery,www.carrier.com,united states of america
power,www.pgecorp.com,united states of america
power,www.pge.com,united states of america
consumer packaged goods,www.jti.co.jp,japan
business and consumer services,www.manpowergroup.com,united states of america
technology and communications,www.chinaccs.cn,china
technology and communications,www.cdw.com,united states of america
financial services,www.ml.com/wealthmanagement.html,united states of america
medical equipment,www.freseniusmedicalcare.com,germany
retailing,www.kering.com,france
alternative energy,group.vattenfall.com,sweden
metals and mining,www.codelco.com,chile
financial services,www.scor.com,france
metals and mining,www.ansteel.com.cn,china
automotive,www.gwm.com.cn,china
construction,www.larsentoubro.com,india
consumer packaged goods,www.diageo.com,united kingdom
paper and packaging,www.westrock.com,united states of america
aerospace and defense,www.geaviation.com,united states of america
financial services,www.icicibank.com,india
construction,www.cncec.com.cn,china
technology and communications,www.capgemini.com,france
energy and utilities,www.kunlun.com.hk,hong kong
retailing,www.suning.cn,china
retailing,www.hmgroup.com,sweden
automotive,www.hasco-group.com,china
energy and utilities,ceh.cosmo-oil.co.jp,japan
technology and communications,www.kt.com,south korea
retailing,store.emart.com,south korea
transport and logistics,www.up.com/index.htm,united states of america
metals and mining,www.aurubis.com,germany
chemicals,www.asahi-kasei.co.jp,japan
consumer packaged goods,www.whirlpoolcorp.com,united states of america
technology and communications,www.asml.com,netherlands
chemicals,matthey.com,united kingdom
construction,www.techintgroup.com,argentina
media,www.bertelsmann.com,germany
financial services,www.aflac.com,united states of america
energy and utilities,www.fpcc.com.tw,taiwan
financial services,www.anz.com.au/personal,australia
construction,www.heidelbergcement.com,germany
power,www.epholding.cz,czech republic
technology and communications,corporate.jp.sharp,japan
automotive,www.isuzu.co.jp,japan
financial services,www.thehartford.com,united states of america
pharmaceuticals and healthcare,www.novonordisk.com,denmark
financial services,www.orix.co.jp,japan
financial services,www.td-holdings.co.jp,japan
financial services,www.commbank.com.au,australia
transport and logistics,www.enterpriseholdings.com,united states of america
technology and communications,www.fujifilmholdings.com/ja,japan
financial services,www.blackstone.com,united states of america
consumer packaged goods,www.richemont.com,switzerland
construction,www.eiffage.fr,france
financial services,www.hdfcbank.com,india
technology and communications,www.nttdata.com/jp,japan
financial services,www.caixabank.com,spain
automotive,www.lithia.com,united states of america
metals and mining,www.fcx.com,united states of america
financial services,www.rabobank.com,netherlands
energy and utilities,www.slb.com,united states of america
construction,www.sekisuihouse.co.jp,japan
financial services,www.truist.com,united states of america
consumer packaged goods,www.cj.co.kr,south korea
transport and logistics,www.chrobinson.com,united states of america
metals and mining,www.hebgtgf.com,china
power,www.southerncompany.com,united states of america
leisure and arts,www.mcdonalds.com/us/en-us.html,united states of america
pharmaceuticals and healthcare,www.merckgroup.com,germany
consumer packaged goods,www.abf.co.uk,united kingdom
consumer packaged goods,www.essilorluxottica.com,france
automotive,www.paccar.com,united states of america
financial services,www.swisslife.com,switzerland
agriculture and forestry,www.baywa.com,germany
financial services,www.ocbc.com,singapore
transport and logistics,www.bollore.com/fr,france
metals and mining,www.shxcoal.com/index.php,china
financial services,www.vtb.ru,russia
financial services,www.cgbchina.com.cn,china
financial services,www.usbank.com,united states of america
financial services,www.fairfax.ca,canada
consumer packaged goods,www.henkel.de,germany
technology and communications,www.luxshare-ict.com,china
financial services,www.fidelity.com,united states of america
energy and utilities,www.cnrl.com,canada
energy and utilities,www.s-oil.com,south korea
industrial goods and machinery,www.cummins.com,united states of america
retailing,www.empireco.ca,canada
energy and utilities,www.kogas.or.kr,south korea
industrial goods and machinery,www.toyota-shokki.co.jp,japan
power,www.chuden.co.jp,japan
retailing,www.morrisons.com,united kingdom
technology and communications,www.avnet.com,united states of america
financial services,www.mapfre.com,spain
pharmaceuticals and healthcare,www.boehringer-ingelheim.com,germany
energy and utilities,www.dcc.ie,ireland
automotive,www.subaru.co.jp,japan
automotive,www.chinagrandauto.com,china
energy and utilities,www.ecopetrol.com.co,colombia
industrial goods and machinery,www.hdhyundai.co.kr,south korea
chemicals,www.sumitomo-chem.co.jp,japan
financial services,www.sjp.co.uk,united kingdom
transport and logistics,ir.united.com,united states of america
financial services,www.shinhangroup.com,south korea
power,www.endesa.com/es,spain
retailing,www.jeronimomartins.com/en,portugal
retailing,www.riteaid.com,united states of america
business and consumer services,www.adeccogroup.com,switzerland
leisure and arts,www.sodexo.com,france
industrial goods and machinery,www.komatsu.jp/ja,japan
energy and utilities,www.empresascopec.cl,chile
financial services,www.fosun.com,china
financial services,danskebank.dk,denmark
financial services,www.cibc.com,canada
power,www.duke-energy.com,united states of america
retailing,www.adidas-group.com,germany
power,www.nationalgrid.com,united kingdom
power,www.centrica.com,united kingdom
construction,www.hochtief.de,germany
retailing,www.macysinc.com,united states of america
power,www.berkshirehathawayenergyco.com,united states of america
industrial goods and machinery,www.johnsoncontrols.com,ireland
financial services,www.paypal.com,united states of america
retailing,magnit-info.ru,russia
consumer packaged goods,www.tcltech.com,china
transport and logistics,www.cimc.com,china
power,www.kepco.co.jp,japan
automotive,www.penskeautomotive.com,united states of america
business and consumer services,recruit-holdings.com,japan
financial services,www.chinare.com.cn,china
medical equipment,www.siemens-healthineers.com,germany
retailing,www.ceconomy.de,germany
power,www.pln.co.id,indonesia
technology and communications,www.appliedmaterials.com,united states of america
