foundation_year,headquarter,industry,name,ownership
1995,"gangtok, sikkim, india",education & training,sikkim manipal university,private
0,"jodhpur, india",healthcare,johari digital healthcare,public
2000,"chennai, india",it services & consulting,secure network solutions,private
2006,"mumbai, india",pharma,sun pharma advanced research company,public
1974,"doha, qatar",petrochemicals,qatar petrochemical company,
1998,"ghaziabad, india",education & training,krishna institute of engineering & technology,
1994,"mumbai, india",building material,ashtech india,private
1993,"mumbai, india",automobile,fortpoint automotive,private
2007,"pune, india",it services & consulting,afour technologies,private
0,,building material,kesoram cement,
2010,"ahmedabad, india",power,harsha abakus solar,
0,"indore,",financial services,potomac technologies,
2009,"nagpur, india",financial services,swarna pragati housing microfinance,
1963,"chandigarh,chandigarh, india",healthcare / pharma,post graduate institute of medical education and research,private
1894,"sangamner, maharashtra, india",power,malpani group,private
1970,"new delhi, india",healthcare,deen dayal upadhyay hospital,
2008,"gwalior, india",internet,career mantra,
2005,"muscat, oman",oil & gas,ray international llc oman,private
0,,auto components,onegene,
1980,"hyderabad, india",it services & consulting,acs technologies,private
1982,"nonthaburi, bangkok, thailand",fmcg,east west seeds,private
1958,"nagpur, india",clinical research,national environmental engineering research institute,
0,"hyderabad, india",power,lanco solar energy,private
2010,"mumbai, india",engineering & construction,bil infratech,public
2012,"jaipur, rajasthan, india",fmcg,paayas milk producer company,private
2009,"mumbai, india",insurance,sudlife,public
1967,"dubai, united arab emirates",food processing,export trading group,private
1976,"dubai, united arab emirates",engineering & construction,wade adams contracting,
2007,"secunderabad, india",bpo,vibatel solutions,private
0,,automobile,sujan cooper standard antivibration systems,
2012,"chennai, tamil nadu, india",edtech,astragen,private
1991,"pune, india",auto components,rij engineering,private
1963,"lucknow, india",iron & steel,ptc industries,public
2014,"san francisco, california, united states (usa)",internet,uber eats,private
2016,"noida, india",it services & consulting,stemrobo technologies,private
2014,"shimla, india",bpo,31 parallel,private
2012,"indore, india",it services & consulting,mqsys technologies,private
2007,"hyderabad, india",engineering & construction,hes infra,
2015,"bangalore/bengaluru, karnataka, india",pharma,lyrus life science,private
1933,"chennai, india",healthcare,dr. mehta's hospitals,private
2014,"agra, india",food processing,saahaj milk producer company,
1781,"tokyo, japan",pharma,zydus takeda healthcare,private
1948,"delhi/ncr, new delhi, india",automobile,eicher,
1946,"gurgaon, india",real estate,dlf home developers,
1994,"mumbai, india",building material,classic marble company,
0,,fashion & textile,any wear,
1983,"new delhi, india",fashion & textile,ktl,private
2004,"hyderabad, india",metals & mining,amoda group of industries,
0,"mumbai, india",investment banking / venture capital / private equity,yes securities,
2015,"ahmedabad, india",financial services,kifs housing finance,private
0,"delhi,",pharma,dhanuka laboratories,private
2002,"siliguri, india",healthcare,neotia getwel healthcare centre,
0,,,valeo lightning systems india,
2015,"gurgaon, india",,ardem data services,private
2002,"dallas, texas, usa",it services & consulting,techstar group,private
0,,,aegis itpl,
2013,"san francisco,california, united states",software product,6sense,private
0,,,orthosquare dental clinic,
1985,"zurich, switzerland",insurance,chubb group,
0,,,meeseva center,
2018,"bangalore,karnataka, india",internet,kreditbee,
1985,"zurich, switzerland",insurance,chubb group,
0,,,meeseva center,
0,,,orthosquare dental clinic,
2021,"mumbai, maharashtra, india",financial services,unlistedguru,llp
0,,it services & consulting,kipi.bi,
2022,,fintech,paywithring,private
1977,"calgary, alberta, canada",telecom,mark's,private
2008,"regensdorf, zurich, switzerland",it services & consulting,msg global solutions,private
1888,"delhi/ncr, delhi, india",auto components,jk organisation,private
1923,"burbank, california, united states (usa)",media & entertainment,the walt disney company,private
2006,"mumbai, maharashtra, india",fintech,atom technologies,public
1996,"coimbatore, india",software product,crisp system,private
2006,"new jersey, united states (usa)",it services & consulting,envision enterprise solutions,private
2009,"tucson,arizona, united states",auto components,vector india,private
1997,"new delhi, india",broadcasting,prasar bharati,private
1965,"pune, maharashtra, india",electrical equipment,minilec,private
1953,"mumbai, maharashtra, india",import & export,liberty oil mills,private
1991,"munich,bavaria, germany",education & training,itm,private
1966,"chandigarh, india",government,government of haryana,private
2000,"faridabad, india",fashion & textile,dhruv globals,public
1996,"north brunswick, unitedstates",pharma,amol pharmaceuticals,private
1993,"vadodara, india",government,gsecl,private
1998,"singapore, singapore",power,sembcorp,public
2009,"vancouver, canada",it services & consulting,optimus information,private
1975,"new york, unitedstates",it services & consulting,sterling infosystems,private
1974,"coimbatore, india",industrial machinery,lakshmi ring travellers,private
2011,"bengaluru, india",edtech,global shiksha,private
1975,"bengaluru, india",auto components,triton valves,public
2011,"singapore, singapore",it services & consulting,relevance lab,private
2007,"ahmedabad, india",pharma,national institute of pharmaceutical education and research,private
1971,"bengaluru, india",engineering & construction,goyal & co.,private
1990,"bengaluru, india",education & training,the jain international school,
1981,"jeddah, saudiarabia",aviation,saudi airlines catering,
1963,"mumbai, india",electrical equipment,great white global,private
1986,"chennai, india",furniture & furnishing,damro furniture,private
2002,"chennai, india",non-profit,hand in hand,ngo/npo
2007,"san francisco, california, united states (usa)",it services & consulting,leewayhertz technologies,private
2001,"bengaluru/bangalore, karnataka, india",defence & aerospace,conceptia software technologies,private
0,,education & training,kiit world school,
1995,"whiteley, united kingdom",auto components,stp,private
1981,"delhi/ncr, new delhi, india",hospitality,bharat hotels,
2011,"bengaluru, india",urban transport,bangalore metro rail corporation,
1994,"greater noida, india",industrial machinery,jbj technologies,
1973,"busan, south korea",auto components,hyoseong electric,public
2008,"hyderabad, india",building material,kalburgi cement,private
2014,"pune, india",packaging,laxmi enterprises,
1929,"lohmar, germany",automobile,emitec emission control technologies,private
1896,"utrecht, netherlands",fitness & wellness,nutricia,private
1987,"bengaluru, india",hospitality,"fairfield marriott , bangalore",
2003,"kolkata, west bengal, india",it services & consulting,matrix media solutions,private
1987,"mumbai, maharashtra, india",logistics,shree maruti courier service,private
2016,"mumbai, india",logistics,innovative logistics,private
1979,"chennai, india",chemicals,anabond,
2001,"new york city,new york, united states",internet,stonex,
1991,"goettingen, niedersachsen, germany",biotechnology,sartorius stedim india,private
2013,"mumbai,maharashtra, india",it services & consulting,sequretek it solutions,private
1987,"raipur, india",automobile,sky automobiles,private
1958,"gurgaon, india",logistics,tci freight,public
1990,"gurgaon, india",law enforcement & security,acpl systems,private
2007,"mumbai,maharashtra, india",healthcare,biorad medisys,private
1848,"helsinki, finland",fashion & textile,lindstrom services,
1975,"bangalore/bengaluru, karnataka, india",healthcare,bhagwan mahaveer jain hospital,public
1990,"mumbai, india",logistics,aditya enterprises,
1964,"kuwait city, kuwait",engineering & construction,keo international consultants,
1990,"bengaluru, india",education & training,the jain international school,
1981,"jeddah, saudiarabia",aviation,saudi airlines catering,
2007,"ahmedabad, india",pharma,national institute of pharmaceutical education and research,private
1971,"bengaluru, india",engineering & construction,goyal & co.,private
0,,real estate,mani group,
2008,"hyderabad, india",building material,kalburgi cement,private
1958,"gurgaon, india",logistics,tci freight,public
1991,"goettingen, niedersachsen, germany",biotechnology,sartorius stedim india,private
2013,"mumbai,maharashtra, india",it services & consulting,sequretek it solutions,private
2008,"chennai, india",electronics manufacturing,amphenol omniconnect - india,private
2011,"tirupur, india",engineering & construction,teemage precast in,
2010,"pune, maharashtra, india",healthcare,inamdar multispeciality hospital,private
1938,"kuwait city, kuwait",non-profit,al mulla group,private
2015,"gurgaon, haryana, india",fintech,creditas solutions,private
1970,"mumbai, maharashtra, india",consumer electronics & appliances,accutech power solutions,private
1990,"gurgaon, india",law enforcement & security,acpl systems,private
2006,"mumbai, maharashtra, india",fintech,atom technologies,public
1992,"chandigarh, india",food processing,rana sugars,public
1974,"coimbatore, india",industrial machinery,lakshmi ring travellers,private
2001,"new york city,new york, united states",internet,stonex,
2014,"pune, india",packaging,laxmi enterprises,
2008,"noida,uttar pradesh, india",internet,applied solar technologies india,private
1998,"singapore, singapore",power,sembcorp,public
1887,"amsterdam, north holland, netherlands",it services & consulting,getronics,private
1957,"new delhi, india",engineering & construction,delhi development authority,private
1996,"coimbatore, india",software product,crisp system,private
1992,"bhopal, india",auto components,continental tyres,private
2007,"oak brook, illinois, united states (usa)",it services & consulting,seneca global it services,private
1995,"minneapolis, minnesota, united states (usa)",it services & consulting,open access technology india,private
1963,"mumbai, india",electrical equipment,great white global,private
1986,"chennai, india",furniture & furnishing,damro furniture,private
1987,"mumbai, maharashtra, india",logistics,shree maruti courier service,private
1987,"bengaluru, india",hospitality,"fairfield marriott , bangalore",
2001,"bengaluru/bangalore, karnataka, india",defence & aerospace,conceptia software technologies,private
2002,"chennai, india",non-profit,hand in hand,ngo/npo
2007,"san francisco, california, united states (usa)",it services & consulting,leewayhertz technologies,private
1995,"whiteley, united kingdom",auto components,stp,private
1981,"delhi/ncr, new delhi, india",hospitality,bharat hotels,
2011,"bengaluru, india",urban transport,bangalore metro rail corporation,
1994,"greater noida, india",industrial machinery,jbj technologies,
1979,"chennai, india",chemicals,anabond,
1929,"lohmar, germany",automobile,emitec emission control technologies,private
2016,"mumbai, india",logistics,innovative logistics,private
1896,"utrecht, netherlands",fitness & wellness,nutricia,private
1973,"busan, south korea",auto components,hyoseong electric,public
2009,"mumbai, maharashtra, india",other,samrin services,llp
2014,"bangalore,karnataka, india",fintech,namaste credit,private
1997,"thiruvananthapuram, india",,muthoot mercantile,private
2018,"bhilai nagar, india",engineering & construction,bacs hitech engineering,private
0,,agro chemicals,upl-2,
1990,"pune, maharashtra, india",real estate,rama group,private
2006,"texas, usa",power,vistra corporate services,private
1987,"raipur, india",automobile,sky automobiles,private
2003,"kolkata, west bengal, india",it services & consulting,matrix media solutions,private
2011,"ahmedabad,gujarat, india",internet,prayosha food services,private
2000,"mumbai, india",real estate,ruparel realty,private
2015,"delhi/ncr, delhi, india",it services & consulting,heureux software solutions,private
2011,"ahmedabad,gujarat, india",internet,prayosha food services,private
1869,"rotterdam, zuid-holland, netherlands",pharma,centrient pharmaceuticals,
1887,"amsterdam, north holland, netherlands",it services & consulting,getronics,private
1992,"chandigarh, india",food processing,rana sugars,public
1970,"mumbai, maharashtra, india",consumer electronics & appliances,accutech power solutions,private
2015,"gurgaon, haryana, india",fintech,creditas solutions,private
2000,"mumbai, india",real estate,ruparel realty,private
2016,"mumbai, maharashtra, india",it services & consulting,edocs solutions,public
0,,agro chemicals,upl-2,
0,,telecom,tata tele business services,
2018,"bhilai nagar, india",engineering & construction,bacs hitech engineering,private
1993,"new delhi, delhi, india",food processing,ready roti,
2009,"mumbai,maharashtra, india",biotechnology,clearsynth,
2006,"gurugram, india",auto components,international centre for automotive technology,
0,,,advics north india,
0,,it services & consulting,cogito tech,
2008,"new delhi, delhi, india",fitness & wellness,energie fitness,
2017,"ahmedabad, gujarat, india",analytics & kpo,confiance bizsol,
1996,"needham, ma, united states (usa)",it services & consulting,syniti,private
2018,"delhi,nct, india",power,juniper green energy,
1981,"wilsonville, oregon, united states (usa)",software product,mentor graphics,public
1964,"hyderabad/secunderabad,telangana, india",pulp & paper,andhra paper,public
0,"noida, uttar pradesh, india",it services & consulting,yamaha motors solutions,
1982,"ahmedabad, gujarat, india",fashion & textile,ashima group,public
2016,"indore,madhya pradesh, india",agriculture,gramophone,private
2014,"mumbai, maharashtra, india",financial services,instarem,private
1973,"ludhiana, india",iron & steel,vardhman special steels,public
2000,"atlanta, new york, united states (usa)",financial services,ice mortgage technology,public
0,,,udaan express,
0,,,udaan express,
2014,"mumbai, maharashtra, india",financial services,instarem,private
1993,"hyderabad/secunderabad,telangana, india",healthcare / pharma,hetro pharma,private
2009,"chennai, india",it services & consulting,colan infotech,private
2000,"ghaziabad, india",chemicals,continental carbon india,private
2005,"noida, uttar pradesh, india",it services & consulting,crestech software,private
1945,"castellanza, italy",metals & mining,tenova,private
2010,"new york, united states",media & entertainment,trace vfx,
1986,"mumbai, maharashtra, india",real estate,sheth developers,private
1978,"ahmedabad, gujarat, india",real estate,pacifica companies,private
1968,"london, united kingdom",oil & gas,caparo group,private
1949,"chennai, india",automobile,vst motors,private
2007,"pune, india",education & training,pune institute of business management,private
1999,"bengaluru, india",power,kptcl,private
2009,"new york, united states",analytics & kpo,cians analytics,private
2011,"new york, ny, united states (usa)",it services & consulting,impactqa,private
1983,"navi mumbai, maharashtra, india",real estate,arihant superstructures,public
1992,"delhi/ncr, new delhi, india",telecom,tulip telecom,public
2002,"bangalore/bengaluru, karnataka, india",logistics,uniworld logistics,private
1984,"new york, us",it services & consulting,computer generated solutions,private
1969,"new delhi, india",hospitality,hotel the royal plaza,private
2001,"mumbai, france",software product,3dplm software solutions,private
1931,"mumbai, india",chemicals,camlin fine sciences,public
2008,"new york, united states",education & training,public school,
2000,"bangalore,karnataka, india",biotechnology,strand life sciences,private
2010,"mumbai, maharashtra, india",it services & consulting,ascentrik research services,private
2013,"pune, india",it services & consulting,zensoft services,private
1999,"san mateo, united states",it services & consulting,model n,private
2002,"tokyo, japan",banking,mizuho bank,private
1990,"pune, india",industrial machinery,sparkline equipments,private
2003,"greater noida, india",industrial machinery,pps international,public
2009,"singapore,singapore, singapore",internet,mystifly consulting,private
1990,"pune, india",industrial machinery,sparkline equipments,private
1872,"paris, france",semiconductors,areva t&d,private
1995,"kolkata, india",iron & steel,shyam ferro alloys,public
2013,"chennai, india",internet,inthree access,private
2016,"bawal, india",industrial machinery,tii india,
2011,"bangalore,karnataka, india",fintech,ezetap mobile solutions,private
2006,"delhi/ncr, delhi, india",education & training,nifa infocomp services,private
1986,"riyadh, saudi arabia",food processing,gulf catering company,
2010,"rajkot, india",recruitment,consultancy services,private
1957,"tokyo, japan",consumer electronics & appliances,pigeon india,private
2009,"mumbai, maharashtra, india",pharma,acg inspection systems,
1983,"bengaluru, india",fashion & textile,go go international,
1985,"safidon, india",food processing,skylark group,
2008,"bengaluru, india",facility management services,dtss,
1989,"mumbai, maharashtra, india",education & training,bse institute,private
1963,"mumbai, india",fmcg,gits food products,private
1917,"gurgaon/gurugram, haryana, india",analytics & kpo,nunhems india,private
2015,"bengaluru/bangalore, karnataka, india",it services & consulting,qapitol qa,private
2011,"kolkata, india",automobile,one auto,private
1990,"edison, united states",it services & consulting,sunrise biztech systems,private
1957,"malmö, sweden",medical equipment,arjohuntleigh healthcare,private
1967,"mumbai, india",education & training,kohinoor technical institute,
1983,"mumbai, india",chemicals / agri inputs,gp petroleums,public
1978,"gurgaon/gurugram, haryana, india",import & export,chelsea mills llp,llp
2004,"jalna, india",iron & steel,bhagyalaxmi rolling mill,private
1984,"degania bet, israel",medical equipment,degania medical devices,private
1996,"al jubail, saudi arabia",oil & gas,al muzain,private
1967,"bangalore, india",architecture & interior design,cc india,private
1931,"mumbai, india",chemicals,camlin fine sciences,public
2009,"chennai, india",it services & consulting,colan infotech,private
1978,"ahmedabad, gujarat, india",real estate,pacifica companies,private
1990,"hyderabad/secunderabad, telangana, india",hardware & networking,avantel,public
1999,"bengaluru, india",power,kptcl,private
2011,"new york, ny, united states (usa)",it services & consulting,impactqa,private
1968,"london, united kingdom",oil & gas,caparo group,private
1949,"chennai, india",automobile,vst motors,private
1994,"noida, uttar pradesh, india",it services & consulting,nippon data systems,private
2004,"new delhi, india",healthcare,rockland hospital,private
2010,"new york, united states",media & entertainment,trace vfx,
1986,"mumbai, maharashtra, india",real estate,sheth developers,private
1984,"delhi/ncr, new delhi, india",management consulting,hero corporate services,private
1962,"satna, india",building material,universal cables,public
1947,"nagpur, india",education & training,gmc nagpur,private
1998,"mumbai, maharashtra, india",non-profit,yuva parivartan,ngo/npo
1989,"new delhi, india",education & training,oxford public school,private
2003,"hamilton, hamilton, united kingdom (uk)",financial services,xl india business services,private
2008,"new delhi, india",non-profit,world health partners,
1979,"surrey, united kingdom (uk)",non-profit,plan international,private
2012,"hyderabad/secunderabad, telangana, india",healthcare,citizens hospital,private
0,"calcutta, west bengal, india",electronics manufacturing,esko die casting,
1991,"thrissur/trichur, kerala, india",electronics manufacturing,hykon,public
2013,"bengaluru, india",education & training,national public school,private
1994,"aurangabad, maharashtra, india",industrial machinery,rucha group of industries,public
1986,"chandigarh, india",engineering & construction,p&r infraprojects,private
2006,"new delhi, india",beauty & personal care,clinic dermatech,
2005,"hyderabad/secunderabad, telangana, india",furniture & furnishing,ahlada engineers,public
2016,"nashik, india",education & training,sandip university,
2007,"new delhi, india",waste management,il&fs environmental infrastructure and services,public
1973,"raipur, india",metals & mining,sarda metals & alloys,public
2014,"delhi,",real estate,reliobrix consulting,private
0,"mumbai, india",,kpmg resource centre,private
2004,"hyderabad, india",media & entertainment,tv9,private
2009,"vadodara, india",pharma,exemed pharmaceuticals,
1946,"jamalpur, india",auto components,guru nanak auto enterprises,private
2011,"hyderabad, india",industrial machinery,firstsource laboratory solutions llp,
1974,"faridabad, india",education & training,modern public school,
2000,"aurangabad, india",auto components,umasons auto compo,
1987,"bikaner, india",fmcg,bikaji foods,public
1998,"hyderabad, india",telecom,aster teleservices,private
1980,"saif zone, sharjah, united arab emirates (uae)",financial services,hofincons group,llc
1996,"mumbai, india",animation & vfx,maya digital studios,private
2011,"chennai, tamil nadu, india",it services & consulting,crescon projects & services,
1991,"rajkot,",engineering & construction,iron triangle limited (back bone office),private
0,,,klm laboratories,
2005,"bengaluru, india",pharma,eurofins advinus,
2008,,software product,fleet studio technologies,
1923,"kozhikode, india",broadcasting,the mathrubhumi printing and publishing,public
2010,"hyderabad, india",it services & consulting,vengai software solutions,
2008,"hyderabad/secunderabad, telangana, india",healthcare,apollo life,private
1915,"riyadh, saudi arabia",telecom,"ministry of health , kingdom of saudi arabia",private
2008,"pune, india",logistics,kider india,
1989,"ahmedabad, gujarat, india",hospitality,tgb banquets and hotels,public
0,"derby,",recruitment,staffnurse,private
2009,"riyadh, saudi arabia",metals & mining,maaden aluminium co,jv
1965,"hyderabad/secunderabad, telangana, india",food processing,srinivasa farms,private
1988,"nagpur, india",industrial machinery,nssl,
2011,"mumbai,maharashtra, india",fitness & wellness,healthassure,private
2003,"edison, new jersey, united states (usa)",it services & consulting,tvisha technologies,private
1995,"new delhi, india",medical equipment,datt mediproducts,private
2013,"pune, maharashtra, india",engineering & construction,vconstruct,private
1945,"castellanza, italy",metals & mining,tenova,private
2008,"new york, united states",education & training,public school,
2006,"bengaluru, india",telecom,d-vois communications,private
2008,"mumbai, india",software product,mobicule technologies,private
2007,"mohali, punjab, india",telecom,htis telecom,private
1967,"kuwait city, kuwait",engineering & construction,kccec,private
2012,"pune, india",pharma,oxalis pharmaceuticals,private
2008,"new delhi, india",engineering & construction,jhajharia nirman,
1999,"hisar, india",power,dakshin haryana bijli vitran nigam,private
2013,"bonn, germany",telecom,deutsche telekom,private
2009,"ann arbor, united states (usa)",it services & consulting,tekwissen,private
1932,"roanoke, holy see (vatican city state)",auto components,advance auto parts,private
2002,"tokyo, japan",banking,mizuho bank,private
2002,"bangalore/bengaluru, karnataka, india",logistics,uniworld logistics,private
2010,"bangalore/bengaluru, karnataka, india",education & training,ekya schools,private
2004,"navi mumbai, india",real estate,reliable spaces,private
2011,"ahmedabad,gujarat, india",facility management services,qarmatek services,private
0,,accounting & auditing,haribhakti & co. llp,
2010,"mumbai,maharashtra, india",retail,brandzstorm india,
1995,"new delhi, india",financial services,aaa capital services,private
1995,"madurai, tamil nadu, india",logistics,solaimalai enterprises,private
2000,"mumbai, india",engineering & construction,jaatvedas construction company,private
2008,"bhopal, madhya pradesh, india",it services & consulting,java r & d,private
2010,"hyderabad/secunderabad, telangana, india",financial services,jocata financial advisory and technology,
1982,"jamnagar, india",education & training,shree satya sai vidyalaya,
0,,,zentiva,
2020,"kolkata,west bengal, india",,tutopia,
0,"harrow, london, uk",accounting & auditing,outbooks outsourcing,
0,,it services & consulting,actalent engineering & sciences,
2018,"london, england, united kingdom (uk)",it services & consulting,latentbridge,private
2020,"kolkata,west bengal, india",,tutopia,
0,,,reliance smart point,
0,,it services & consulting,induct solutions,
0,,,denso kirloskar industries,
0,,,qinecsa solutions,
1997,"louisville, kentucky, united states",it services & consulting,v-soft consulting,private
1886,"stuttgart, germany",automobile,daimler,private
1945,"new york, new york state, united states (usa)",other,united nations,private
2009,"blue ash, united states",bpo,ascendum solutions,
2005,"new delhi, india",engineering & construction,abir infrastructure,private
1994,"delhi/ncr, new delhi, india",fmcg,intec capital,public
2002,"delhi/ncr, delhi, india",it services & consulting,srijan technologies,private
1994,"bangalore/bengaluru, karnataka, india",hospitality,orange county resorts & hotels,private
1999,"bangalore/bengaluru, karnataka, india",electronics manufacturing,coreel technologies,private
1981,"mumbai, maharashtra, india",logistics,arshiya international,public
2009,"mumbai, india",financial services,axis mutual fund,public
1985,"saint-laurent, canada",clinical research,jss medical research,
1997,"burlington, massachusetts, united states",it services & consulting,endurance international group,private
1991,"new delhi, india",retail,lilliput kidswear,private
2002,"gurgaon, india",financial services,futures first info services,private
2014,"jumeirah lakes towers, dubai, united arab emirates (uae)",analytics & kpo,future market insights,private
1964,"kolkata, west bengal, india",engineering & construction,tantia constructions,public
2002,"santa clara, california, united states (usa)",hardware & networking,aruba networks,private
1970,"strangnas , sweden",industrial automation,spm instrument,private
1982,"mumbai, maharashtra, india",industrial automation,labindia instruments,private
1998,"hyderabad/secunderabad, telangana, india",printing & publishing,nisc export services,private
2000,"hyderabad, india",it services & consulting,metaminds software solutions,private
2007,"new jersey, india",recruitment,net2source,private
1982,"mumbai, maharashtra, india",industrial automation,labindia instruments,private
1964,"kolkata, west bengal, india",engineering & construction,tantia constructions,public
2002,"delhi/ncr, delhi, india",it services & consulting,srijan technologies,private
2014,"bangalore/bengaluru, karnataka, india",it services & consulting,nineleaps technology solutions,private
1981,"faridabad, india",power,svam power plants,private
1936,"new delhi, india",consumer electronics & appliances,eta general,
1966,"lucknow, india",engineering & construction,encardio rite electronics,private
1995,"gurgaon, india",engineering & construction,sai construction,private
2000,"noida, india",telecom,acl mobile,private
1998,"hyderabad/secunderabad, telangana, india",printing & publishing,nisc export services,private
1997,"burlington, massachusetts, united states",it services & consulting,endurance international group,private
2006,"ashford, united kingdom",recruitment,hr+,private
2002,"santa clara, california, united states (usa)",hardware & networking,aruba networks,private
1999,"bangalore/bengaluru, karnataka, india",electronics manufacturing,coreel technologies,private
2000,"faridabad, india",consulting,srs group,
2008,"new delhi, india",healthcare,ayushman hospital & health services,
1994,"hyderabad, india",,analogics group,private
2014,"mumbai, india",financial services,edelweiss agri value chain,
2011,"ahmedabad, india",pharma,ratnatris pharmaceuticals private limited,
1972,"pune, india",manufacturing,proto-d engineering,
2005,"new delhi, india",auto components,hirotec,
2009,"mumbai, india",nbfc,volkswagen finance,private
2003,"mangaluru, india",oil & gas,m.r.p.l,
1906,"statesville, united states",furniture & furnishing,kewaunee labway,
1981,"abu dhabi, united arab emirates",petrochemicals,petrofac emirates llc,
2009,"troy, united states",it services & consulting,tekshapers software solutions,private
1952,"new delhi, india",insurance,employees state insurance corporation,public
1996,"chennai, india",healthcare,fortis malar hospital,public
2002,"chicago, united states (usa)",it services & consulting,pagetraffic web-tech,private
1985,"delhi/ncr, delhi, india",education & training,indira gandhi national open university,public
2005,"ahmedabad, india",pharma,abaris healthcare,
2017,"ahmedabad, india",fashion & textile,vishal fabricators,private
1964,"mumbai, india",waste management,ion exchange services,public
1979,"ludhiana, india",auto components,happy forging,public
1989,"pune, india",auto components,automotive research association of india,private
2003,"mumbai suburban, maharashtra, india",petrochemicals,damati plastics,
1990,"faridabad, india",fashion & textile,gupta exim,private
2001,"bengaluru, india",software product,domex e-data,
1989,"nagpur, maharashtra, india",industrial machinery,shree enterprises,private
1992,"noida, india",recruitment,pacific it consulting,
1979,"al jubail, saudi arabia",iron & steel,saudi iron and steel,
2012,"gurgaon/gurugram, haryana, india",logistics,apollo fiege integrated logistics,private
2005,"greater noida, india",auto components,sunstar precision forge,
1993,"new delhi, india",building material,biltech building elements,private
1958,"pune, india",industrial machinery,chromewell engineering,private
1995,"new delhi, india",printing & publishing,rachna sagar,private
0,,,hpcl mumbai refinery,
2010,"kolkata, india",automobile,premier carworld,private
2012,"silvassa,",,ascent meditech,private
1985,"new delhi, india",government,special protection group,private
2009,"jalandhar, punjab, india",food processing,foodcoast international,llp
2013,"boston, usa",analytics & kpo,phronesis partners,
1997,"sydney, nsw, australia",it services & consulting,planit testing india,private
1993,"new delhi, india",healthcare,indian spinal injuries centre,private
2006,"newark, ca,",it services & consulting,kpi partners,private
1981,"kolkata, india",automobile,topsel toyota,private
1995,"chandigarh, india",it services & consulting,access infotech,private
1980,"zahirabad, india",auto components,mg automotives,
2013,"hyderabad/secunderabad, telangana, india",it services & consulting,tekfriday processing solutions,private
1999,"mumbai, maharashtra, india",jewellery,firestar diamond,private
2009,"pune, india",industrial machinery,cranedge,private
2014,"jumeirah lakes towers, dubai, united arab emirates (uae)",analytics & kpo,future market insights,private
2004,"pleasanton, united states",edtech,ucertify,private
1967,"atlanta,georgia, united states",fintech,global payments,private
2007,"ahmedabad, india",metals & mining,sona alloys,private
2009,"mumbai, india",financial services,axis mutual fund,public
0,,manufacturing,leoni,
2008,"chennai,tamil nadu, india",it services & consulting,zifo rnd solutions,private
1877,"bremen, germany",logistics,blg logistics,private
1985,"saint-laurent, canada",clinical research,jss medical research,
1991,"new delhi, india",retail,lilliput kidswear,private
1994,"delhi/ncr, new delhi, india",fmcg,intec capital,public
2006,"gurgaon/gurugram, haryana, india",travel & tourism,travel boutique online,private
1981,"mumbai, maharashtra, india",logistics,arshiya international,public
2014,"new delhi, india",it services & consulting,nexus business solutions,private
1984,"bengaluru, india",industrial machinery,maini materials movement,private
1986,"noida, india",fashion & textile,shree bharat international,private
2003,"sriperumbudur, india",petrochemicals,unitech plasto components,
2018,"paris, france",auto components,reydel automotive,
2002,"faridabad, india",industrial machinery,shubham flexible packaging machine pvt. ltd. faridabad,
1985,"kolkata, west bengal, india",education & training,chhaya prakashani,private
1963,"marcy i'etoile, france",biotechnology,biomerieux,
1998,"surat, india",hospitality,sugar n spice,
2015,"mumbai,maharashtra, india",packaging,bizongo,private
2011,"mumbai, india",pharma,lloyd healthcare,private
2010,"hyderabad/secunderabad, telangana, india",engineering & construction,mantena group,private
0,,,salcomp,
2009,"hyderabad, india",it services & consulting,ilensys technologies,private
1987,"bengaluru, india",real estate,bhartiya city developers,
1985,"chennai, india",hospitality,the residency group of hotels,
2009,"udaipur, india",engineering & construction,ravi infrabuild projects,private
2011,"new york, united states",it services & consulting,supportmart,private
1964,"pune, india",education & training,bharati vidyapeeth university,private
2009,"patna, india",oil & gas,hpcl biofuels,
1985,"lucknow, india",beverage,brindavan bottlers,
0,,financial services,digamber finance,
2015,"bangalore/bengaluru, karnataka, india",financial services,finwizard technology,private
2005,"mumbai, india",power,maharashtra state power generation company,
1992,"dubai, uae",retail,majid al futtaim retail,private
1931,"ahmedabad, gujarat, india",fashion & textile,arvind textile mills,
0,,industrial machinery,gainwell cat,
0,,,tata communications payment solutions,
2006,"new delhi, india",fashion & textile,ikon retail,private
2010,"new delhi, india",,ads spirits,
1982,"gurugram, india",printing & publishing,mtg learning media,private
1986,"vadodara, india",engineering & construction,akshar elecinfra,private
2013,"noida,uttar pradesh, india",it services & consulting,em3 agri services,private
1995,"hyderabad, india",pharma,srini pharmaceuticals,private
1963,"sulzbach, germany",industrial machinery,hydac,
2015,"hazaribagh, india",metals & mining,thriveni sainik mining,private
1996,"noida, india",industrial automation,mnc automation,
1990,"new delhi, india",real estate,smc real estate advisors,
1987,"london, united kingdom",internet,crystal travel,
2016,"bengaluru, india",auto components,autosense,private
1948,"delhi, india",logistics,jaipur golden transport,private
1999,"chiyoda city, tokyo, japan",telecom,ntt communications,private
2004,"mystic, connecticut, us",it services & consulting,mresult services,private
1993,"milan,milan, italy",analytics & kpo,isagro (asia) agrochemicals,private
1970,"strangnas , sweden",industrial automation,spm instrument,private
2010,"ludhiana,",auto components,chopra industries,private
