00-avengers-employees,04-iGMM-employees,08-slytherin-employees,10-DeBiGa-employees
,,"6,810",
,,593,
,,"2,692",
,,598,
,,210,
,,"16,195",
,,708,
,,657,
,,"10,625",
,,85,
,,1,
,,"2,247",
,,"1,133",
,,"42,366",
,,330,
,,"37,811",
,,"21,891",
,,266,
,,"13,284",
,,"2,512",
,,"129,999",
,,"21,209",
,,"25,278",
,,303,
,,"4,735",
,,not found,
,,359,
,,not found,
,,"2,548",
,,not found,
,,675,
,,"2,244",
,,624,
,,"2,038",
,,"2,096",
,,not found,
,,"2,076",
,,17,
,,"1,885",
,,"1,821",
,,"3,041",
,,"5,860",
,,"6,696",
,,"1,757",
,,"3,199",
,,828,
,,674,
,,362,
,,"14,598",
,,187,
,,"3,432",
,,"15,684",
,,299,
,,"17,438",
,,not found,
,,"20,493",
,,"2,006",
,,69,
,,not found,
,,75,
,,878,
,,"1,683",
,,892,
,,224,
,,"4,182",
,,657,
,,"4,882",
,,not found,
,,"1,713",
,,9,
,,"6,861",
,,not found,
,,not found,
,,not found,
,,"3,662",
,,"1,660",
,,"11,937",
,,"2,010",
,,"24,110",
,,"3,200",
,,90,
,,not found,
,,37,
,,not found,
,,16,
,,"2,221",
,,472,
,,"20,211",
,,not found,
,,"19,865",
,,not found,
,,"49,392",
,,"1,610",
,,"6,182",
,,365,
,,"5,920",
,,"10,158",
,,"6,260",
,,"12,335",
,,not found,
,,not found,
,,"5,153",
,,not found,
,,not found,
,,"9,385",
,,not found,
,,"27,561",
,,"6,150",
,,not found,
,,not found,
,,"9,917",
,,"20,920",
,,"7,028",
,,not found,
,,not found,
,,not found,
,,212,
,,not found,
,,not found,
,,not found,
,,not found,
,,"25,000",
,,"8,880",
,,"1,477",
,,"4,636",
,,not found,
,,"3,736",
,,not found,
,,not found,
,,"5,791",
,,"47,579",
,,not found,
,,"1,635",
,,"22,839",
,,not found,
,,35,
,,not found,
,,not found,
,,"4,796",
,,"2,104",
,,"7,853",
,,not found,
,,not found,
,,"7,135",
,,not found,
,,"11,679",
,,not found,
,,"20,300",
,,"1,760",
,,"4,965",
,,"1,931",
,,"23,200",
,,"5,000",
,,467,
,,"20,440",
,,"123,413",
,,"23,257",
,,"65,000",
,,"37,000",
,,"10,160",
,,"12,825",
,,"13,600",
,,"21,000",
,,"5,582",
,,"5,292",
,,"52,220",
,,"50,400",
,,"11,700",
,,"38,000",
,,"7,300",
,,"7,600",
,,"7,054",
,,"28,803",
,,"68,446",
,,"11,367",
,,"20,600",
,,"9,458",
,,"5,390",
,,"8,824",
,,"1,596",
,,"41,957",
,,"2,318",
,,49,
,,"36,000",
,,"1,833",
,,not found,
,,"10,724",
,,"9,900",
,,47,
,,"19,491",
,,2,
,,"3,562",
,,"21,600",
,,not found,
,,148,
,,"3,071",
,,"8,309",
,,not found,
,,"35,424",
,,not found,
,,9,
,,"1,334",
,,"7,657",
,,5,
,,61,
,,511,
,,"80,000",
,,"1,699",
,,975,
,,"8,760",
,,"1,100",
,,341,
,,"1,400",
,,542,
,,113,
,,"1,246",
,,208,
,,545,
,,10,
,,243,
,,"1,119",
,,not found,
,,870,
,,321,
,,188,
,,457,
,,104,
,,948,
,,222,
,,423,
,,not found,
,,260,
,,"1,006",
,,387,
,,60,
,,not found,
,,475,
,,164,
,,199,
,,307,
,,27,
,,54,
,,"4,307",
,,not found,
,,not found,
,,not found,
,,not found,
,,"12,834",
,,not found,
,,not found,
,,not found,
,,340,
,,"1,855",
,,not found,
,,not found,
,,1,
,,"12,068",
,,"20,733",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,636",
,,not found,
,,"8,528",
,,not found,
,,not found,
,,not found,
,,not found,
,,"7,404",
,,not found,
,,"80,000",
,,not found,
,,not found,
,,"7,341",
,,"15,148",
,,not found,
,,not found,
,,"8,478",
,,"27,921",
,,"3,343",
,,"7,266",
,,13,
,,not found,
,,"8,654",
,,not found,
,,"16,845",
,,not found,
,,"18,681",
,,not found,
,,"7,907",
,,not found,
,,"3,687",
,,"1,477",
,,140,
,,"1,363",
,,"8,030",
,,"2,311",
,,"43,162",
,,"6,821",
,,"2,951",
,,455,
,,"14,866",
,,"14,017",
,,"86,527",
,,"10,003",
,,"14,041",
,,"3,167",
,,112,
,,857,
,,"4,734",
,,"22,245",
,,"5,976",
,,"82,981",
,,"30,918",
,,"1,042",
,,"70,844",
,,"4,081",
,,"17,781",
,,922,
,,"7,148",
,,"1,614",
,,"100,386",
,,756,
,,"6,921",
,,329,
,,"10,711",
,,"9,954",
,,"2,563",
,,329,
,,"3,422",
,,"35,800",
,,"7,400",
,,"2,216",
,,"18,143",
,,"14,635",
,,"1,770",
,,"14,283",
,,906,
,,"39,602",
,,34,
,,"97,235",
,,172,
,,770,
,,981,
,,"2,390",
,,"1,080",
,,31,
,,265,
,,2,
,,606,
,,49,
,,500,
,,"4,070",
,,"1,437",
,,92,
,,120,
,,752,
,,"2,533",
,,"7,400",
,,35,
,,951,
,,"1,442",
,,358,
,,"2,640",
,,722,
,,"2,068",
,,47,
,,"4,254",
,,770,
,,12,
,,550,
,,510,
,,788,
,,"3,870",
,,"6,656",
,,88,
,,840,
,,404,
,,not found,
,,318,
,,not found,
,,"6,300",
,,not found,
,,434,
,,362,
,,"1,000",
,,"3,381",
,,"1,700",
,,542,
,,406,
,,800,
,,85,
,,630,
,,262,
,,30,
,,"1,962",
,,213,
,,"3,379",
,,not found,
,,"20,963",
,,"2,436",
,,278,
,,200,
,,508,
,,900,
,,539,
,,527,
,,"2,300",
,,11,
,,453,
,,"10,000",
,,"1,036",
,,"1,500",
,,"3,200",
,,"1,210",
,,114,
,,"1,404",
,,"1,231",
,,254,
,,190,
,,323,
,,"2,374",
,,"1,277",
,,41,
,,592,
,,"2,962",
,,not found,
,,"4,555",
,,18,
,,"1,936",
,,"1,391",
,,86,
,,594,
,,147,
,,518,
,,173,
,,not found,
,,"4,802",
,,453,
,,"5,091",
,,"25,000",
,,"16,780",
,,"1,005",
,,"3,478",
,,"7,100",
,,"1,576",
,,"1,600",
,,"10,100",
,,500,
,,not found,
,,"25,000",
,,"2,926",
,,659,
,,600,
,,"62,141",
,,"19,800",
,,"5,700",
,,"20,000",
,,"2,700",
,,"1,076",
,,"11,000",
,,"48,000",
,,"1,154",
,,"8,447",
,,"4,567",
,,"4,796",
,,"19,600",
,,"6,400",
,,"30,000",
,,not found,
,,"13,435",
,,"134,000",
,,"1,368",
,,500,
,,"17,300",
,,"11,000",
,,"17,700",
,,"25,100",
,,"16,754",
,,"25,500",
,,not found,
,,not found,
,,not found,
,,not found,
,,460,
,,"13,500",
,,55,
,,"3,563",
,,not found,
,,562,
,,341,
,,"1,490",
,,58,
,,"1,900",
,,"6,000",
,,968,
,,703,
,,716,
,,435,
,,460,
,,"1,800",
,,"1,000",
,,475,
,,"1,727",
,,"2,000",
,,"6,200",
,,"1,800",
,,"2,285",
,,"6,500",
,,"3,497",
,,773,
,,not found,
,,"3,854",
,,"1,200",
,,not found,
,,298,
,,"6,358",
,,411,
,,"2,500",
,,"30,989",
,,not found,
,,"3,488",
,,"2,352",
,,not found,
,,9,
,,not found,
,,not found,
,,"3,600",
,,not found,
,,"5,000",
,,not found,
,,not found,
,,"7,900",
,,"4,300",
,,"2,500",
,,"2,563",
,,"2,233",
,,not found,
,,700,
,,294,
,,"15,589",
,,"13,478",
,,not found,
,,13,
,,not found,
,,not found,
,,224,
,,330,
,,8,
,,not found,
,,294,
,,not found,
,,"1,560",
,,"2,643",
,,not found,
,,622,
,,13,
,,43,
,,386,
,,"7,391",
,,"13,400",
,,371,
,,"1,496",
,,173,
,,149,
,,70,
,,"1,875",
,,"8,000",
,,not found,
,,not found,
,,not found,
,,42,
,,394,
,,not found,
,,"2,457",
,,42,
,,not found,
,,not found,
,,232,
,,626,
,,not found,
,,not found,
,,"2,082",
,,"8,434",
,,not found,
,,"1,000",
,,"2,900",
,,"6,939",
,,778,
,,"1,800",
,,not found,
,,8,
,,"18,643",
,,not found,
,,"6,939",
,,not found,
,,74,
,,726,
,,not found,
,,"4,832",
,,"2,600",
,,"3,300",
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,600",
,,"2,340",
,,not found,
,,not found,
,,"1,577",
,,not found,
,,"2,119",
,,844,
,,"2,300",
,,600,
,,not found,
,,not found,
,,10,
,,"2,510",
,,"2,415",
,,"8,000",
,,"3,350",
,,"1,700",
,,"1,161",
,,not found,
,,"20,000",
,,"2,000",
,,"4,800",
,,"4,400",
,,70,
,,not found,
,,"6,900",
,,not found,
,,not found,
,,"7,202",
,,not found,
,,26,
,,448,
,,"10,000",
,,"1,978",
,,"1,145",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"16,000",
,,not found,
,,not found,
,,"1,200",
,,"3,000",
,,"2,734",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,250,
,,"1,000",
,,not found,
,,9,
,,not found,
,,"40,000",
,,not found,
,,not found,
,,"10,000",
,,173,
,,not found,
,,not found,
,,"2,050",
,,not found,
,,not found,
,,"1,000",
,,43,
,,not found,
,,40,
,,210,
,,19,
,,16,
,,"1,761",
,,"1,032",
,,"1,115",
,,35,
,,"3,700",
,,not found,
,,406,
,,126,
,,"3,400",
,,531,
,,not found,
,,695,
,,"1,844",
,,not found,
,,"2,200",
,,"1,600",
,,14,
,,"1,812",
,,14,
,,738,
,,not found,
,,"2,100",
,,not found,
,,"2,700",
,,not found,
,,"20,000",
,,4,
,,not found,
,,"1,600",
,,152,
,,"1,380",
,,not found,
,,679,
,,not found,
,,"1,303",
,,not found,
,,900,
,,278,
,,not found,
,,"4,426",
,,4,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,319,
,,"2,064",
,,not found,
,,"3,000",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,102",
,,not found,
,,not found,
,,655,
,,18,
,,92,
,,not found,
,,430,
,,not found,
,,84,
,,197,
,,not found,
,,not found,
,,15,
,,1,
,,not found,
,,not found,
,,453,
,,not found,
,,310,
,,22,
,,19,
,,10,
,,"6,248",
,,520,
,,"10,000",
,,"1,277",
,,70,
,,50,
,,not found,
,,"6,000",
,,not found,
,,not found,
,,not found,
,,677,
,,180,
,,not found,
,,"2,000",
,,72,
,,not found,
,,not found,
,,not found,
,,4,
,,not found,
,,497,
,,"2,500",
,,not found,
,,not found,
,,not found,
,,238,
,,"4,700",
,,455,
,,not found,
,,28,
,,8,
,,10,
,,83,
,,12,
,,not found,
,,38,
,,145,
,,880,
,,not found,
,,not found,
,,not found,
,,not found,
,,36,
,,not found,
,,not found,
,,576,
,,22,
,,300,
,,not found,
,,92,
,,"1,160",
,,not found,
,,not found,
,,not found,
,,119,
,,not found,
,,not found,
,,"2,264",
,,not found,
,,not found,
,,481,
,,56,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,707,
,,not found,
,,not found,
,,996,
,,not found,
,,not found,
,,not found,
,,500,
,,not found,
,,500,
,,"1,592",
,,"1,313",
,,not found,
,,not found,
,,279,
,,not found,
,,"1,719",
,,not found,
,,28,
,,16,
,,not found,
,,55,
,,"1,378",
,,146,
,,187,
,,not found,
,,3,
,,60,
,,not found,
,,not found,
,,65,
,,"1,317",
,,"1,167",
,,not found,
,,69,
,,not found,
,,15,
,,299,
,,not found,
,,"1,548",
,,not found,
,,not found,
,,850,
,,not found,
,,not found,
,,not found,
,,450,
,,not found,
,,not found,
,,"1,814",
,,not found,
,,not found,
,,not found,
,,40,
,,317,
,,not found,
,,890,
,,330,
,,not found,
,,not found,
,,843,
,,7,
,,not found,
,,not found,
,,10,
,,not found,
,,not found,
,,18,
,,not found,
,,389,
,,33,
,,not found,
,,22,
,,not found,
,,163,
,,858,
,,286,
,,"2,100",
,,149,
,,not found,
,,"2,006",
,,900,
,,55,
,,384,
,,51,
,,not found,
,,56,
,,not found,
,,400,
,,not found,
,,not found,
,,"3,200",
,,not found,
,,not found,
,,not found,
,,"2,300",
,,138,
,,11,
,,5,
,,8,
,,not found,
,,not found,
,,36,
,,not found,
,,"1,330",
,,not found,
,,not found,
,,not found,
,,not found,
,,400,
,,17,
,,not found,
,,not found,
,,7,
,,not found,
,,not found,
,,not found,
,,not found,
,,71,
,,not found,
,,82,
,,134,
,,38,
,,not found,
,,not found,
,,399,
,,not found,
,,3,
,,5,
,,not found,
,,"2,684",
,,480,
,,not found,
,,30,
,,240,
,,245,
,,not found,
,,6,
,,89,
,,3,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,319,
,,374,
,,not found,
,,not found,
,,not found,
,,53,
,,431,
,,not found,
,,30,
,,not found,
,,390,
,,"2,000",
,,800,
,,not found,
,,not found,
,,not found,
,,not found,
,,500,
,,not found,
,,821,
,,not found,
,,6,
,,not found,
,,5,
,,56,
,,not found,
,,not found,
,,289,
,,989,
,,not found,
,,not found,
,,not found,
,,not found,
,,27,
,,not found,
,,36,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,99,
,,not found,
,,not found,
,,not found,
,,4,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,25,
,,not found,
,,not found,
,,not found,
,,not found,
,,16,
,,683,
,,not found,
,,not found,
,,794,
,,20,
,,not found,
,,193,
,,not found,
,,"1,100",
,,43,
,,93,
,,not found,
,,not found,
,,384,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,16,
,,not found,
,,220,
,,not found,
,,not found,
,,not found,
,,252,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,516,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,825,
,,85,
,,not found,
,,10,
,,not found,
,,not found,
,,35,
,,117,
,,not found,
,,not found,
,,not found,
,,"5,000",
,,not found,
,,not found,
,,not found,
,,106,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,18,
,,not found,
,,3,
,,not found,
,,not found,
,,not found,
,,not found,
,,68,
,,not found,
,,not found,
,,not found,
,,not found,
,,408,
,,31,
,,7,
,,649,
,,not found,
,,16,
,,not found,
,,230,
,,not found,
,,not found,
,,479,
,,not found,
,,not found,
,,not found,
,,16,
,,not found,
,,not found,
,,13,
,,not found,
,,not found,
,,104,
,,not found,
,,not found,
,,not found,
,,121,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,450,
,,120,
,,not found,
,,33,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,45,
,,32,
,,69,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,4,
,,not found,
,,not found,
,,not found,
,,not found,
,,35,
,,not found,
,,not found,
,,10,
,,not found,
,,19,
,,not found,
,,95,
,,not found,
,,not found,
,,"1,060",
,,not found,
,,320,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,7,
,,not found,
,,not found,
,,not found,
,,568,
,,115,
,,not found,
,,not found,
,,not found,
,,not found,
,,189,
,,2,
,,218,
,,14,
,,not found,
,,not found,
,,not found,
,,42,
,,not found,
,,not found,
,,118,
,,not found,
,,not found,
,,not found,
,,not found,
,,42,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,299,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,10,
,,not found,
,,not found,
,,9,
,,"1,100",
,,not found,
,,287,
,,69,
,,55,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,11,
,,not found,
,,"1,567",
,,not found,
,,26,
,,25,
,,not found,
,,53,
,,not found,
,,not found,
,,not found,
,,"1,737",
,,220,
,,not found,
,,not found,
,,not found,
,,not found,
,,40,
,,1,
,,not found,
,,not found,
,,not found,
,,77,
,,41,
,,not found,
,,97,
,,"1,400",
,,19,
,,not found,
,,550,
,,2,
,,32,
,,not found,
,,not found,
,,not found,
,,115,
,,not found,
,,14,
,,not found,
,,8,
,,not found,
,,not found,
,,not found,
,,not found,
,,"3,600",
,,376,
,,"3,255",
,,187,
,,35,
,,not found,
,,25,
,,26,
,,83,
,,not found,
,,151,
,,not found,
,,not found,
,,not found,
,,270,
,,not found,
,,"7,600",
,,445,
,,not found,
,,not found,
,,29,
,,6,
,,419,
,,not found,
,,178,
,,"1,257",
,,78,
,,400,
,,"2,800",
,,not found,
,,not found,
,,not found,
,,not found,
,,128,
,,652,
,,"4,160",
,,"1,704",
,,"1,803",
,,109,
,,"23,000",
,,631,
,,"1,000",
,,76,
,,"2,051",
,,"2,000",
,,55,
,,not found,
,,"1,361",
,,32,
,,146,
,,not found,
,,24,
,,"2,700",
,,436,
,,399,
,,"3,295",
,,not found,
,,124,
,,665,
,,15,
,,176,
,,"1,800",
,,433,
,,"1,337",
,,not found,
,,258,
,,not found,
,,435,
,,"6,000",
,,237,
,,"1,813",
,,130,
,,204,
,,not found,
,,not found,
,,488,
,,"1,282",
,,831,
,,"3,590",
,,"10,145",
,,"3,259",
,,748,
,,350,
,,not found,
,,300,
,,"4,570",
,,355,
,,"2,212",
,,"2,429",
,,"18,000",
,,"3,445",
,,"13,000",
,,"3,300",
,,710,
,,"15,000",
,,"7,500",
,,"1,981",
,,112,
,,25,
,,28,
,,15,
,,7,
,,3,
,,88,
,,14,
,,115,
,,2,
,,62,
,,35,
,,77,
,,28,
,,15,
,,3,
,,95,
,,not found,
,,82,
,,311,
,,96,
,,157,
,,14,
,,535,
,,82,
,,"1,185",
,,169,
,,202,
,,180,
,,11,
,,"1,750",
,,527,
,,"1,249",
,,243,
,,411,
,,"2,785",
,,266,
,,"1,486",
,,"2,800",
,,500,
,,"3,130",
,,314,
,,470,
,,"1,030",
,,54,
,,61,
,,"1,663",
,,467,
,,"10,000",
,,"39,957",
,,"3,744",
,,26,
,,"73,744",
,,not found,
,,"4,000",
,,"109,135",
,,not found,
,,291,
,,"47,841",
,,"4,907",
,,629,
,,"27,000",
,,"111,140",
,,"17,000",
,,"24,962",
,,"47,437",
,,531,
,,"45,803",
,,"12,510",
,,"58,219",
,,"13,000",
,,65,
,,"88,344",
,,232,
,,"103,300",
,,"1,415",
,,"10,200",
,,"1,134",
,,"42,300",
,,"6,700",
,,"20,754",
,,"76,460",
,,"7,021",
,,"3,590",
,,"24,630",
,,"1,582",
,,"19,715",
,,"2,732",
,,"1,040",
,,984,
,,"160,000",
,,"34,000",
,,"14,466",
,,"70,000",
,,"20,200",
,,"2,800",
,,493,
,,not found,
,,"21,000",
,,"13,969",
,,"5,260",
,,"1,963",
,,not found,
,,"2,824",
,,"37,200",
,,not found,
,,not found,
,,not found,
,,701,
,,495,
,,"12,485",
,,"3,329",
,,"3,535",
,,"17,100",
,,"4,106",
,,"17,000",
,,"2,551",
,,"60,000",
,,"5,276",
,,"1,400",
,,not found,
,,not found,
,,"2,723",
,,not found,
,,not found,
,,"15,427",
,,not found,
,,858,
,,not found,
,,"15,648",
,,"119,600",
,,321,
,,"2,886",
,,"6,808",
,,not found,
,,"3,274",
,,"4,675",
,,not found,
,,not found,
,,"2,427",
,,not found,
,,"100,000",
,,781,
,,not found,
,,"80,333",
,,"16,442",
,,20,
,,"45,000",
,,2,
,,5,
,,not found,
,,4,
,,not found,
,,7,
,,1,
,,52,
,,16,
,,"3,400",
,,not found,
,,7,
,,7,
,,5,
,,32,
,,8,
,,72,
,,543,
,,2,
,,26,
,,43,
,,13,
,,not found,
,,67,
,,121,
,,37,
,,71,
,,19,
,,7,
,,13,
,,140,
,,244,
,,not found,
,,not found,
,,255,
,,900,
,,not found,
,,228,
,,567,
,,66,
,,"3,103",
,,"57,513",
,,"2,576",
,,823,
,,"132,125",
,,"34,977",
,,"89,373",
,,"8,079",
,,"18,248",
,,"7,375",
,,"20,500",
,,"133,294",
,,"32,258",
,,"18,645",
,,"15,198",
,,"4,019",
,,"22,536",
,,"9,111",
,,"14,506",
,,"171,508",
,,"164,177",
,,"14,068",
,,"29,522",
,,"9,372",
,,"18,352",
,,"24,586",
,,"52,809",
,,"47,710",
,,"4,492",
,,"5,084",
,,"9,669",
,,"9,994",
,,"59,262",
,,"63,869",
,,"11,901",
,,"46,989",
,,"3,103",
,,"22,808",
,,"36,344",
,,"3,291",
,,"8,806",
,,"5,533",
,,"193,494",
,,"17,354",
,,"29,379",
,,"204,815",
,,"25,549",
,,"47,539",
,,"44,065",
,,not found,
,,"2,526",
,,"110,940",
,,"196,159",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,460,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,858,
,,not found,
,,not found,
,,"1,607",
,,42,
,,57,
,,not found,
,,not found,
,,2,
,,118,
,,77,
,,30,
,,63,
,,100,
,,95,
,,95,
,,124,
,,50,
,,6,
,,66,
,,407,
,,"4,000",
,,177,
,,"1,625",
,,4,
,,"9,000",
,,42,
,,41,
,,not found,
,,"1,306",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"9,275",
,,not found,
,,not found,
,,not found,
,,not found,
,,"10,276",
,,"7,022",
,,not found,
,,not found,
,,not found,
,,not found,
,,"13,197",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"10,782",
,,"14,442",
,,not found,
,,not found,
,,not found,
,,not found,
,,"9,906",
,,not found,
,,"29,134",
,,not found,
,,"9,600",
,,"10,305",
,,not found,
,,"95,731",
,,"21,159",
,,"9,594",
,,"19,500",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"320,740",
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,483",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"28,089",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,337",
,,not found,
,,246,
,,not found,
,,"16,859",
,,not found,
,,"6,377",
,,"7,376",
,,not found,
,,not found,
,,not found,
,,"1,539",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"4,012",
,,not found,
,,not found,
,,911,
,,"2,083",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"8,254",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,592",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,688",
,,"4,675",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,35,
,,"3,635",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"4,211",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,69,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,298",
,,not found,
,,not found,
,,"57,527",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,545",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"73,993",
,,not found,
,,not found,
,,not found,
,,"4,228",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,257,
,,not found,
,,not found,
,,"6,395",
,,not found,
,,not found,
,,not found,
,,185,
,,122,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,338,
,,not found,
,,"1,142",
,,"1,680",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,579,
,,"7,395",
,,not found,
,,"2,399",
,,not found,
,,not found,
,,not found,
,,63,
,,not found,
,,"17,301",
,,not found,
,,145,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,395,
,,not found,
,,"1,056",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,740,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,449,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,330,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,260,
,,not found,
,,not found,
,,45,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"5,701",
,,not found,
,,"4,097",
,,not found,
,,not found,
,,659,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,218,
,,not found,
,,not found,
,,94,
,,not found,
,,not found,
,,501,
,,991,
,,not found,
,,not found,
,,not found,
,,230,
,,not found,
,,not found,
,,not found,
,,"1,707",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"4,713",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"2,930",
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,269",
,,194,
,,not found,
,,not found,
,,not found,
,,not found,
,,121,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,963,
,,not found,
,,not found,
,,not found,
,,not found,
,,"1,048",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"2,849",
,,not found,
,,501,
,,not found,
,,not found,
,,279,
,,not found,
,,not found,
,,not found,
,,42,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"3,437",
,,not found,
,,not found,
,,not found,
,,"1,667",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,"3,456",
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,810,
,,not found,
,,258,
,,not found,
,,134,
,,926,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,303,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,868,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
,,not found,
