name,code,rank,marketcap,country,sharePrice,change(1day),change(1year),categories
Ranpak,PACK,5432,$0.45 B,USA,$5.59,-1.76%,-85.36%,['Packaging']
IGG Inc,0799.HK,5433,$0.45 B,Singapore,$0.38,4.56%,-58.70%,"['Videogames', 'Entertainment']"
Alerus Financial,ALRS,5429,$0.46 B,USA,$23.06,0.09%,-26.63%,"['Banks', 'Financialservices']"
South Indian Bank,SOUTHBANK.NS,5431,$0.45 B,India,$0.22,0.56%,83.33%,"['Banks', 'Financialservices']"
The RMR Group,RMR,5430,$0.46 B,USA,$27.74,-0.50%,-17.64%,"['Realestate', 'Professionalservices']"
Ituran,ITRN,5428,$0.46 B,Israel,$22.78,-0.74%,-13.22%,[]
Southern Missouri Bancorp,SMBC,5427,$0.46 B,USA,$50.12,-0.34%,-7.34%,"['Banks', 'Financialservices']"
Consolidated Communications,CNSL,5426,$0.46 B,USA,$4.01,-4.52%,-50.06%,['Telecommunication']
MasterCraft Boat,MCFT,5424,$0.46 B,USA,$26.07,-0.34%,-7.55%,[]
Bar Harbor Bankshares,BHB,5425,$0.46 B,USA,$30.72,-0.23%,4.70%,"['Banks', 'Financialservices']"
Intrepid Potash,IPI,5422,$0.46 B,USA,$34.45,-0.46%,-17.88%,['Fertilizercompanies']
Esperion Therapeutics,ESPR,5419,$0.46 B,USA,$6.33,-14.92%,13.85%,"['Pharmaceuticals', 'Biotech']"
West Coast Paper Mills,WSTCSTPAPR.NS,5420,$0.46 B,India,$7.05,-0.56%,110.45%,['Pulpandpaper']
COMPASS Pathways,CMPS,5423,$0.46 B,UK,$10.91,5.61%,-61.95%,['Healthcare']
America's Car-Mart,CRMT,5421,$0.46 B,USA,$73.00,0.68%,-33.96%,"['Usedcarretailer', 'Carretail', 'Retail']"
fuboTV,FUBO,5418,$0.46 B,USA,$2.39,-7.36%,-87.15%,['MediaPress']
Donegal Group,DGICA,5416,$0.46 B,USA,$14.43,-3.61%,2.63%,['Insurance']
Canoo,GOEV,5415,$0.46 B,USA,$1.37,1.48%,-86.22%,"['Automakers', 'ElectricVehicles']"
American Software,AMSWA,5417,$0.46 B,USA,$13.86,-2.33%,-40.08%,"['Software', 'Tech']"
DoubleDown Interactive,DDI,5414,$0.46 B,USA,$9.45,-10.93%,-38.91%,"['Videogames', 'Tech', 'Entertainment']"
Gateway Distriparks,GDL.NS,5413,$0.46 B,India,$3.76,1.98%,5.62%,['Transportation']
8x8,EGHT,5412,$0.46 B,USA,$4.20,-2.78%,-78.13%,[]
IFB Industries,IFBIND.NS,5411,$0.46 B,India,$11.58,1.56%,-25.86%,[]
Orpea,ORP.PA,5409,$0.47 B,France,$6.90,-2.50%,-92.67%,['MedicalCareFacilities']
Dish TV,DISHTV.NS,5410,$0.47 B,India,$0.26,-2.55%,4.00%,['MediaPress']
Arcturus Therapeutics,ARCT,5408,$0.47 B,USA,$17.83,2.89%,-53.74%,"['Pharmaceuticals', 'Biotech', 'mRNAtherapeutics']"
Community Health Systems,CYH,5406,$0.47 B,USA,$3.51,4.46%,-70.77%,"['Healthcare', 'MedicalCareFacilities']"
Amarin Corporation,AMRN,5407,$0.47 B,Ireland,$1.17,-1.68%,-68.29%,"['Pharmaceuticals', 'Biotech']"
Solid Power,SLDP,5405,$0.47 B,USA,$2.69,-3.93%,-77.58%,"['Batteries', 'Electricity']"
ElringKlinger,ZIL2.DE,5404,$0.47 B,Germany,$7.48,-0.56%,-38.03%,"['AutomotiveSuppliers', 'Manufacturing']"
Mail.ru Group,RL9A.F,5403,$0.47 B,Cyprus,$2.10,0.00%,-85.91%,['Internet']
AngioDynamics,ANGO,5402,$0.47 B,USA,$12.13,-0.25%,-54.21%,['Medicaldevices']
Funko,FNKO,5401,$0.47 B,USA,$10.06,-3.08%,-41.17%,"['Toys', 'Manufacturing']"
nLIGHT,LASR,5382,$0.48 B,USA,$10.70,1.04%,-57.39%,"['Semiconductors', 'Tech', 'TechHardware']"
Whitestone REIT,WSR,5381,$0.48 B,USA,$9.66,-0.82%,-1.33%,"['Realestate', 'Investment', 'REITs']"
Garrett Motion,GTX,5380,$0.48 B,Switzerland,$7.48,-0.66%,4.47%,['AutomotiveSuppliers']
Ramaco Resources,METC,5378,$0.48 B,USA,$10.99,-4.68%,-6.71%,[]
OneWater Marine,ONEW,5379,$0.48 B,USA,$31.00,-1.52%,-40.28%,[]
Amryt Pharma,AMYT,5377,$0.48 B,UK,$7.58,2.02%,-23.28%,"['Pharmaceuticals', 'Biotech']"
Clear Channel Outdoor,CCO,5375,$0.48 B,USA,$1.02,0.99%,-67.31%,['Advertising']
One Liberty Properties,OLP,5374,$0.48 B,USA,$23.07,0.13%,-31.71%,"['REITs', 'Realestate', 'Investment']"
Seneca Foods,SENEA,5376,$0.48 B,USA,$64.58,-3.74%,35.93%,['Food']
EZCorp,EZPW,5373,$0.48 B,USA,$8.64,-18.18%,20.33%,[]
Barbeque Nation Hospitality,BARBEQUE.NS,5372,$0.48 B,India,$12.52,-0.19%,-34.69%,"['Restaurantchains', 'Food']"
Eagle Point Credit Company,ECC,5370,$0.48 B,USA,$11.18,3.04%,-27.07%,['Investment']
CSB Bank,CSBBANK.NS,5371,$0.48 B,India,$2.81,2.23%,-21.29%,"['Banks', 'Pharmaceuticals']"
Calliditas Therapeutics,CALT,5369,$0.48 B,Sweden,$17.21,-8.64%,1.24%,"['Pharmaceuticals', 'Biotech']"
Sohu.com,SOHU,5368,$0.49 B,China,$14.54,-1.69%,-11.02%,"['Internet', 'Tech', 'Videogames', 'Entertainment']"
RADA Electronic Industries,RADA,5367,$0.49 B,Israel,$9.87,0.00%,2.28%,"['Electronics', 'Defensecontractors']"
Akouos,AKUS,5366,$0.49 B,USA,$13.29,0.00%,67.80%,"['Biotech', 'Pharmaceuticals', 'Genetherapy', 'Genomics']"
Action Construction Equipment,ACE.NS,5364,$0.49 B,India,$4.13,0.96%,42.91%,['Construction']
Absolute Software,ABST,5365,$0.49 B,Canada,$9.41,0.97%,5.73%,"['Software', 'Tech']"
Valens Semiconductor,VLN,5363,$0.49 B,Israel,$4.95,-4.26%,-41.56%,"['Semiconductors', 'Tech', 'TechHardware']"
Big Lots,BIG,5362,$0.49 B,USA,$17.11,-0.29%,-61.90%,[]
Synlait Milk,SML.NZ,5361,$0.49 B,New Zealand,$2.27,0.00%,-2.16%,['Dairycompanies']
IBEX,IBEX,5360,$0.49 B,USA,$27.17,1.84%,121.80%,"['ITservices', 'Professionalservices']"
Aerovate Therapeutics,AVTE,5359,$0.49 B,USA,$20.16,11.81%,77.46%,"['Pharmaceuticals', 'Biotech']"
HEG,HEG.NS,5358,$0.49 B,India,$12.85,0.44%,-45.20%,[]
Centrus Energy,LEU,5356,$0.49 B,USA,$34.20,0.91%,-39.46%,['Energy']
JTEKT India,JTEKTINDIA.NS,5357,$0.49 B,India,$2.03,1.33%,73.50%,['AutomotiveSuppliers']
REX American Resources,REX,5355,$0.49 B,USA,$28.60,-4.35%,-71.78%,"['Biofuel', 'Renewableenergy', 'Energy']"
Domo,DOMO,5354,$0.49 B,USA,$14.53,-2.48%,-71.95%,"['Software', 'Tech']"
Lilium,LILM,5353,$0.49 B,Germany,$1.27,-10.56%,-81.88%,"['Aircraftmanufacturers', 'Aerospace', 'Manufacturing']"
Pagaya Technologies,PGY,5352,$0.49 B,Israel,$0.73,-13.51%,-92.63%,"['Software', 'Tech', 'Financialservices']"
Tejon Ranch,TRC,5351,$0.50 B,USA,$18.88,-2.53%,1.40%,"['Realestate', 'Agriculture']"
Hyster-Yale Materials Handling,HY,5350,$0.50 B,USA,$29.60,-1.76%,-22.33%,[]
Altimmune,ALT,5349,$0.50 B,USA,$10.23,-0.68%,4.49%,"['Pharmaceuticals', 'Biotech']"
SurModics,SRDX,5348,$0.50 B,USA,$35.84,0.22%,-20.25%,['Medicaldevices']
Havertys,HVT,5347,$0.50 B,USA,$31.24,-1.20%,2.59%,"['Furniture', 'Retail']"
Marcus Corporation,MCS,5346,$0.50 B,USA,$16.02,-2.32%,-12.51%,"['Hotels', 'Entertainment', 'Travel']"
Vertex Energy,VTNR,5345,$0.50 B,USA,$6.68,-0.15%,44.28%,"['OilGas', 'Energy']"
GuangZhou Wahlap Technology,301011.SZ,5344,$0.50 B,China,$4.48,0.58%,-30.33%,"['Videogames', 'Entertainment']"
Técnicas Reunidas,TRE.MC,5342,$0.50 B,Spain,$9.43,-0.28%,9.52%,['Engineering']
Spandana Sphoorty Financial,SPANDANA.NS,5343,$0.50 B,India,$7.13,5.00%,22.51%,['Financialservices']
Senseonics Holdings,SENS,5340,$0.50 B,USA,$1.06,1.92%,-64.78%,['Medicaldevices']
Phibro Animal Health,PAHC,5341,$0.50 B,USA,$12.51,-0.87%,-41.49%,[]
Greenlam Industries,GREENLAM.NS,5339,$0.50 B,India,$3.99,-0.69%,-79.59%,[]
Broadmark Realty Capital,BRMK,5337,$0.50 B,USA,$3.83,1.32%,-59.47%,"['REITs', 'Realestate', 'Investment', 'Financialservices']"
Orion Office REIT,ONL,5338,$0.50 B,USA,$8.96,-0.44%,-51.36%,"['Realestate', 'Investment', 'REITs']"
Sorrento Therapeutics,SRNE,5336,$0.50 B,USA,$1.08,-4.00%,-81.85%,[]
ACM Research,ACMR,5335,$0.51 B,USA,$8.58,-0.92%,-89.02%,"['Semiconductors', 'TechHardware', 'Tech']"
Covenant Logistics,CVLG,5333,$0.51 B,USA,$37.87,-0.37%,53.69%,['Transportation']
loanDepot,LDI,5332,$0.51 B,USA,$1.55,-1.90%,-68.50%,['Financialservices']
HomeStreet Bank,HMST,5334,$0.51 B,USA,$27.28,1.94%,-45.07%,"['Banks', 'Financialservices']"
Artivion,AORT,5331,$0.51 B,USA,$12.68,-2.61%,-31.97%,"['Medicaldevices', 'Biotech']"
CNB Financial Corp,CCNE,5330,$0.51 B,USA,$24.24,-1.66%,-10.42%,"['Banks', 'Financialservices']"
Brasil Agro,LND,5328,$0.51 B,Brazil,$5.19,1.07%,17.16%,"['Agriculture', 'Realestate', 'Investment', 'REITs']"
PlayWay,6P5.F,5327,$0.51 B,Poland,$76.61,-0.55%,-27.71%,"['Videogames', 'Entertainment', 'Tech']"
Riley Permian,REPX,5329,$0.51 B,USA,$25.41,-7.83%,44.29%,"['OilGas', 'Energy']"
Bridgewater Bancshares,BWB,5326,$0.51 B,USA,$18.61,-0.59%,6.95%,"['Banks', 'Financialservices']"
ECN Capital,ECN.TO,5325,$0.51 B,Canada,$2.09,1.42%,-77.28%,['Financialservices']
Reliance Infrastructure,RELINFRA.NS,5324,$0.51 B,India,$1.87,-0.10%,46.09%,"['Electricity', 'Energy']"
Restaurant Brands New Zealand,RBD.NZ,5322,$0.51 B,New Zealand,$4.12,-1.81%,-58.84%,"['Restaurantchains', 'Food']"
Value Line,VALU,5323,$0.51 B,USA,$54.32,-1.61%,25.05%,['Financialservices']
Coherus BioSciences,CHRS,5320,$0.51 B,USA,$6.64,-2.35%,-63.03%,"['Pharmaceuticals', 'Biotech']"
Silvercorp Metals,SVM,5321,$0.51 B,Canada,$2.92,1.39%,-23.16%,['SilverMining']
Argan,AGX,5319,$0.51 B,USA,$37.25,-1.59%,-8.72%,[]
BioXcel Therapeutics,BTAI,5318,$0.51 B,USA,$18.47,0.54%,-18.17%,"['Pharmaceuticals', 'Biotech']"
Redfin,RDFN,5317,$0.51 B,USA,$4.76,-4.80%,-88.40%,"['Realestate', 'Internet', 'Tech']"
Aarti Drugs,AARTIDRUGS.NS,5316,$0.51 B,India,$5.58,0.65%,-20.85%,"['Pharmaceuticals', 'Biotech']"
PennantPark Floating Rate,PFLT,5315,$0.51 B,USA,$11.42,0.71%,-12.76%,['Investment']
PORR,ABS2.F,5312,$0.52 B,Austria,$12.99,-1.59%,-12.94%,['Construction']
Artesian Resources,ARTNA,5314,$0.51 B,USA,$54.93,0.18%,28.85%,['Utilitycompanies']
AVEO Oncology,AVEO,5313,$0.51 B,USA,$14.90,0.00%,169.93%,"['Pharmaceuticals', 'Biotech']"
Trustpilot Group,TRST.L,5311,$0.52 B,Denmark,$1.17,2.24%,-73.94%,"['Internet', 'Tech']"
Tata Coffee,TATACOFFEE.NS,5310,$0.52 B,India,$2.79,0.44%,-1.06%,['Beverages']
Hudson Technologies,HDSN,5308,$0.52 B,USA,$11.61,1.49%,185.96%,['Chemicals']
Mercantile Bank,MBWM,5309,$0.52 B,USA,$32.96,-1.14%,-1.61%,"['Banks', 'Financialservices']"
Anora Group,ANORA.HE,5307,$0.52 B,Finland,$7.76,-0.14%,-35.12%,"['Alcoholicbeverages', 'Beverages']"
Sprague Resources LP,SRLP,5306,$0.52 B,USA,$20.00,0.10%,36.33%,"['Energy', 'OilGas']"
Atai Life Sciences,ATAI,5304,$0.52 B,Germany,$3.18,0.63%,-71.56%,"['Pharmaceuticals', 'Biotech']"
Rayonier Advanced Materials,RYAM,5303,$0.52 B,USA,$8.25,1.73%,41.27%,[]
Greenpanel Industries,GREENPANEL.NS,5305,$0.52 B,India,$4.28,-3.47%,-15.25%,[]
Secureworks,SCWX,5302,$0.52 B,USA,$6.24,-2.95%,-61.83%,"['ITsecurity', 'Tech', 'Software']"
Liquidity Services,LQDT,5301,$0.52 B,USA,$14.85,-2.04%,-33.11%,"['Internet', 'ECommerce', 'Tech']"
trivago,TRVG,5278,$0.54 B,Germany,$1.51,15.27%,-31.05%,"['Internet', 'Travel', 'OnlineTravel', 'Tech']"
National Energy Services Reunited,NESR,5280,$0.54 B,USA,$5.95,-3.57%,-42.62%,"['Energy', 'OilGas', 'OilGasEquipmentServices']"
2U,TWOU,5279,$0.54 B,USA,$6.97,-4.65%,-68.45%,"['Education', 'Tech']"
2seventy bio,TSVT,5277,$0.54 B,USA,$14.40,-3.55%,-51.92%,"['Pharmaceuticals', 'Biotech']"
Nektar Therapeutics,NKTR,5274,$0.54 B,USA,$2.91,0.00%,-76.11%,['Pharmaceuticals']
Ruth's Hospitality Group,RUTH,5276,$0.54 B,USA,$16.45,1.11%,-14.05%,"['Restaurantchains', 'Food']"
Amyris,AMRS,5273,$0.54 B,USA,$1.68,-6.15%,-72.41%,"['Biotech', 'FlavorsFragrances', 'CosmeticsandBeauty']"
Vishay Precision Group,VPG,5275,$0.54 B,USA,$40.25,0.42%,14.51%,[]
Yalla Group,YALA,5272,$0.54 B,United Arab Emirates,$3.69,0.54%,-46.21%,"['Internet', 'Tech']"
Acco Brands,ACCO,5271,$0.54 B,USA,$5.81,-0.17%,-31.81%,[]
CIRCOR International,CIR,5268,$0.54 B,USA,$26.53,-0.30%,-6.12%,['Manufacturing']
MetroCity Bankshares,MCBS,5270,$0.54 B,USA,$21.69,0.51%,-24.08%,"['Banks', 'Financialservices']"
Engineers India,ENGINERSIN.NS,5267,$0.54 B,India,$0.98,1.51%,4.26%,"['Engineering', 'Professionalservices']"
Bank of Marin Bancorp,BMRC,5269,$0.54 B,USA,$34.25,-0.38%,-4.36%,"['Banks', 'Financialservices']"
G8 Education,GEM.AX,5265,$0.55 B,Australia,$0.65,-0.52%,-13.33%,['Education']
Kirloskar Ferrous Industries,KIRLFER.NS,5266,$0.55 B,India,$3.96,0.00%,33.78%,[]
Lion Electric,LEV,5262,$0.55 B,Canada,$2.83,-1.05%,-73.53%,"['ElectricVehicles', 'SpecialtyVehicles', 'Manufacturing']"
Central Pacific Financial,CPF,5264,$0.55 B,USA,$20.28,-0.98%,-27.00%,"['Banks', 'Financialservices']"
CinCor Pharma,CINC,5261,$0.55 B,USA,$12.53,2.70%,,"['Pharmaceuticals', 'Biotech']"
System1,SST,5263,$0.55 B,USA,$4.87,-4.32%,-50.91%,"['Software', 'Tech', 'Internet']"
Heidelbergcement India,HEIDELBERG.NS,5260,$0.55 B,India,$2.45,-1.44%,-17.79%,"['Cement', 'Buildingmaterials']"
Vinci Partners,VINP,5259,$0.55 B,Brazil,$9.76,-0.91%,-9.04%,"['AssetManagement', 'Investment', 'Financialservices']"
Bandwidth,BAND,5258,$0.55 B,USA,$21.94,1.15%,-69.08%,['Telecommunication']
CION Investment,CION,5256,$0.55 B,USA,$10.03,0.10%,-29.07%,"['AssetManagement', 'Investment', 'Financialservices']"
Enento Group,ENENTO.HE,5257,$0.55 B,Finland,$23.12,-0.45%,-39.22%,['Professionalservices']
Entrada Therapeutics,TRDA,5255,$0.55 B,USA,$17.72,3.20%,-17.62%,"['Pharmaceuticals', 'Biotech']"
Cardiovascular Systems,CSII,5254,$0.55 B,USA,$13.30,-1.34%,-33.47%,['Medicaldevices']
Tunas Ridean,TURI.JK,5253,$0.55 B,Indonesia,$0.10,0.00%,11.11%,"['Retail', 'Usedcarretailer', 'Carretail']"
Silence Therapeutics,SLN,5252,$0.55 B,UK,$15.55,-3.72%,-36.14%,"['Biotech', 'Pharmaceuticals']"
Obsidian Energy,OBE,5251,$0.55 B,Canada,$6.76,0.15%,81.23%,"['Energy', 'OilGas']"
Nano Dimension,NNDM,5250,$0.55 B,USA,$2.17,-0.91%,-51.99%,"['3DPrinting', 'Tech']"
Sangamo Therapeutics,SGMO,5249,$0.55 B,USA,$3.41,-0.58%,-59.74%,['Pharmaceuticals']
Brookdale Senior Living,BKD,5248,$0.56 B,USA,$3.00,-2.28%,-49.75%,['MedicalCareFacilities']
FRP Holdings,FRPH,5246,$0.56 B,USA,$59.40,0.15%,7.38%,[]
Butterfly Network,BFLY,5247,$0.56 B,USA,$2.80,-9.09%,-62.52%,['Medicaldevices']
First Financial,THFF,5245,$0.56 B,USA,$46.73,-0.49%,5.11%,['Financialservices']
Ardmore Shipping,ASC,5244,$0.56 B,Bermuda,$13.86,-4.74%,260.94%,"['Transportation', 'Maritimetransportation']"
Desktop Metal,DM,5243,$0.56 B,USA,$1.77,0.00%,-71.68%,[]
Capital City Bank Group,CCBG,5242,$0.56 B,USA,$33.18,-0.15%,21.49%,"['Banks', 'Financialservices']"
HBT Financial,HBT,5240,$0.56 B,USA,$19.59,-0.76%,6.93%,"['Financialservices', 'Banks']"
NuScale Power,SMR,5241,$0.56 B,USA,$10.85,0.28%,,"['Energy', 'Electricity']"
Phillips Carbon Black,PHILIPCARB.NS,5238,$0.56 B,India,$3.24,0.22%,10.20%,[]
Arrow Financial,AROW,5239,$0.56 B,USA,$34.09,-1.45%,-3.97%,"['Banks', 'Financialservices']"
TH International (Tims China),THCH,5237,$0.56 B,China,$3.78,-0.53%,-61.47%,"['Restaurantchains', 'Food']"
Electrica,ECEA.F,5236,$0.56 B,Romania,$6.36,-0.82%,-25.87%,"['Electricity', 'Utilitycompanies', 'Energy']"
Heidrick & Struggles,HSII,5235,$0.56 B,USA,$28.47,-2.23%,-35.44%,"['StaffingEmploymentServices', 'Professionalservices']"
Sight Sciences,SGHT,5234,$0.56 B,USA,$11.76,0.43%,-44.58%,"['Biotech', 'Medicaldevices']"
Norma Group,NOEJ.F,5232,$0.56 B,Germany,$17.74,0.00%,-53.47%,[]
Kaman,KAMN,5233,$0.56 B,USA,$20.25,-0.83%,-50.93%,['Aerospace']
Neowiz Games,095660.KQ,5230,$0.56 B,South Korea,$26.87,-1.12%,10.35%,"['Videogames', 'Entertainment', 'Tech']"
Avidity Biosciences,RNA,5231,$0.56 B,USA,$10.44,3.78%,-58.80%,"['Pharmaceuticals', 'Biotech']"
RAPT Therapeutics,RAPT,5229,$0.56 B,USA,$16.76,2.95%,-44.80%,['Pharmaceuticals']
Janux Therapeutics,JANX,5228,$0.56 B,USA,$13.67,1.26%,-23.03%,"['Pharmaceuticals', 'Biotech']"
Iguatemi,IGTI3.SA,5227,$0.57 B,Brazil,$0.47,2.09%,-7.84%,['Realestate']
Vacasa,VCSA,5225,$0.57 B,USA,$1.26,-3.08%,-87.20%,"['Tech', 'Internet', 'Travel', 'OnlineTravel']"
Transcat,TRNS,5224,$0.57 B,USA,$75.72,-0.59%,-16.31%,['ScientificTechnicalInstruments']
Allied Motion Technologies,AMOT,5226,$0.57 B,USA,$35.90,0.76%,-10.92%,"['Electronics', 'Tech']"
Equity BancShares,EQBK,5223,$0.57 B,USA,$36.00,-0.50%,9.22%,"['Banks', 'Financialservices']"
Suprajit Engineering,SUPRAJIT.NS,5222,$0.57 B,India,$4.15,2.72%,-22.72%,[]
Harsco,HSC,5219,$0.57 B,USA,$7.23,0.56%,-55.23%,"['Steelproducers', 'Steelindustry']"
Shenzhen Bingchuan Network,300533.SZ,5221,$0.57 B,China,$3.77,-1.13%,31.82%,"['Videogames', 'Entertainment']"
Aurelius Group,AR4.DE,5220,$0.57 B,Germany,$20.16,-0.16%,-29.85%,"['AssetManagement', 'Investment']"
Kimball Electronics,KE,5218,$0.57 B,USA,$23.26,0.82%,10.66%,"['Electronics', 'Manufacturing']"
Luther Burbank,LBC,5217,$0.57 B,USA,$11.27,-0.79%,-22.33%,"['Banks', 'Financialservices']"
B Communications,BCOM.TA,5216,$0.57 B,Israel,$5.34,-1.76%,,['Telecommunication']
Com2uS,078340.KQ,5213,$0.57 B,South Korea,$46.40,-0.16%,-59.90%,"['Videogames', 'Entertainment', 'Tech']"
Cathay Real Estate Development,2501.TW,5214,$0.57 B,Taiwan,$0.50,-0.33%,-28.57%,['Realestate']
Johnson Outdoors,JOUT,5215,$0.57 B,USA,$56.65,-0.77%,-43.51%,['Manufacturing']
Ebix,EBIX,5210,$0.57 B,USA,$18.73,0.59%,-43.07%,"['Software', 'Tech']"
Clover Health Investments,CLOV,5212,$0.57 B,USA,$1.19,0.00%,-74.13%,['Healthcare']
Kelly Services,KELYA,5209,$0.57 B,USA,$15.29,-10.58%,-12.88%,"['Professionalservices', 'StaffingEmploymentServices']"
Cloetta,CLA-B.ST,5211,$0.57 B,Sweden,$1.96,-0.59%,-29.50%,['Food']
Cass Information Systems,CASS,5208,$0.57 B,USA,$42.43,0.69%,0.62%,"['Professionalservices', 'Financialservices']"
FDC India,FDC.NS,5206,$0.58 B,India,$3.50,1.05%,-6.67%,"['Pharmaceuticals', 'Biotech']"
Couchbase,BASE,5205,$0.58 B,USA,$12.97,-3.06%,-56.12%,"['Software', 'Tech']"
JSW Holdings,JSWHL.NS,5204,$0.58 B,India,$52.53,1.40%,-5.16%,['Financialservices']
Tremor International,TRMR,5202,$0.58 B,Israel,$7.97,-1.12%,-48.11%,['Advertising']
Insteel Industries,IIIN,5203,$0.58 B,USA,$29.88,0.91%,-27.07%,[]
Nurix Therapeutics,NRIX,5201,$0.58 B,USA,$12.35,-0.88%,-57.15%,"['Pharmaceuticals', 'Biotech']"
Flushing Financial Corp,FFIC,5182,$0.59 B,USA,$19.95,-0.75%,-17.83%,"['Banks', 'Financialservices']"
Invitae,NVTA,5180,$0.59 B,USA,$2.45,-3.92%,-85.63%,"['DiagnosticsandTesting', 'Genomics', 'Biotech']"
YIT,YIT.HE,5207,$0.58 B,Finland,$2.77,-0.53%,-44.60%,['Construction']
NETGEAR,NTGR,5181,$0.59 B,USA,$20.59,-0.34%,-28.70%,"['Networkinghardware', 'Telecommunicationsequipment', 'Tech', 'TechHardware']"
NEUCA,NEU.WA,5178,$0.59 B,Poland,$138.68,3.00%,-31.63%,[]
SIGA Technologies,SIGA,5177,$0.59 B,USA,$8.19,0.12%,3.67%,"['Pharmaceuticals', 'Biotech']"
Viad,VVI,5179,$0.59 B,USA,$28.84,-2.90%,-37.54%,[]
Intercept Pharmaceuticals,ICPT,5176,$0.59 B,USA,$14.45,3.29%,-14.75%,[]
Dynex Capital,DX,5175,$0.60 B,USA,$12.95,1.57%,-24.80%,"['Realestate', 'Investment', 'REITs']"
Genesco,GCO,5174,$0.60 B,USA,$45.93,5.01%,-29.63%,"['Retail', 'Footwear']"
Hingham Institution for Savings,HIFS,5173,$0.60 B,USA,$279.99,0.75%,-29.36%,"['Banks', 'Financialservices']"
Oscar Health,OSCR,5172,$0.60 B,USA,$2.80,2.56%,-71.86%,"['Healthcare', 'Insurance']"
Genco Shipping & Trading,GNK,5171,$0.60 B,USA,$14.21,-1.86%,-10.96%,"['Transportation', 'Maritimetransportation']"
Snap One,SNPO,5170,$0.60 B,USA,$7.93,1.41%,-64.74%,"['Electronics', 'Tech']"
Calavo Growers,CVGW,5167,$0.60 B,USA,$34.10,-4.64%,-13.63%,['Food']
Denny's,DENN,5169,$0.60 B,USA,$10.54,-3.66%,-29.73%,"['Restaurantchains', 'Food']"
JBM Auto,JBMA.NS,5166,$0.60 B,India,$5.12,0.83%,-65.15%,[]
Opera,OPRA,5168,$0.60 B,Norway,$5.29,2.72%,-30.67%,"['Software', 'Tech', 'Internet']"
VRL Logistics,VRLLOG.NS,5165,$0.60 B,India,$6.85,-2.16%,13.04%,['Transportation']
YG Entertainment,122870.KQ,5163,$0.60 B,South Korea,$33.32,-0.68%,-30.13%,['Entertainment']
Stoneridge,SRI,5164,$0.60 B,USA,$22.18,-3.98%,-1.11%,['AutomotiveSuppliers']
edenor,EDN,5162,$0.60 B,Argentina,$6.90,0.29%,18.76%,"['Utilitycompanies', 'Energy', 'Electricity']"
Vital Farms,VITL,5161,$0.60 B,USA,$14.92,0.81%,-16.18%,"['Food', 'Agriculture']"
NHN Corp,181710.KS,5160,$0.60 B,South Korea,$18.46,-0.20%,-74.18%,"['Videogames', 'Entertainment']"
Syrma SGS Technology,SYRMA.NS,5159,$0.60 B,India,$3.44,1.74%,,"['Electronics', 'Manufacturing']"
BrightView,BV,5157,$0.60 B,USA,$6.55,-0.91%,-54.10%,[]
Camden National Bank,CAC,5158,$0.60 B,USA,$41.78,-0.38%,-10.55%,"['Banks', 'Financialservices']"
PAR Technology,PAR,5155,$0.60 B,USA,$22.34,-0.45%,-61.09%,"['Software', 'Tech', 'Food']"
Haynes International,HAYN,5153,$0.61 B,USA,$48.77,-2.79%,20.93%,[]
Indus Holding,INH.F,5154,$0.61 B,Germany,$22.70,0.93%,-36.06%,[]
Huya,HUYA,5152,$0.61 B,China,$2.55,-5.20%,-66.93%,"['Videogames', 'Esports', 'Entertainment', 'Tech']"
Jin Air,272450.KS,5156,$0.60 B,South Korea,$11.83,-0.64%,-19.74%,"['Airlines', 'Travel', 'Transportation']"
MaxCyte,MXCT,5150,$0.61 B,USA,$5.43,0.56%,-50.82%,"['Pharmaceuticals', 'Biotech']"
Wirtualna Polska (WP Holding),WPL.WA,5148,$0.61 B,Poland,$20.91,1.75%,-41.84%,"['Internet', 'ECommerce', 'Tech']"
Newegg,NEGG,5151,$0.61 B,USA,$1.63,-2.40%,-88.96%,"['ECommerce', 'Internet', 'Retail', 'Tech']"
Bluelinx,BXC,5149,$0.61 B,USA,$67.76,3.14%,-15.60%,"['Buildingmaterials', 'Retail']"
Vanda Pharmaceuticals,VNDA,5147,$0.61 B,USA,$10.84,0.37%,-33.29%,"['Pharmaceuticals', 'Biotech']"
Interface,TILE,5146,$0.61 B,USA,$10.55,-2.31%,-32.54%,[]
Thryv,THRY,5145,$0.61 B,USA,$17.81,0.51%,-52.86%,"['Software', 'Tech']"
Vimeo,VMEO,5144,$0.61 B,USA,$3.69,-3.15%,-80.75%,"['Internet', 'Tech']"
BBVA Argentina,BBAR,5142,$0.61 B,Argentina,$3.01,4.51%,-5.64%,[]
Anterix,ATEX,5141,$0.61 B,USA,$32.44,0.15%,-45.80%,['Telecommunication']
Kearny Financial,KRNY,5139,$0.61 B,USA,$9.11,-1.09%,-29.49%,"['Banks', 'Financialservices']"
Exscientia,EXAI,5143,$0.61 B,UK,$5.00,0.40%,-76.53%,"['Pharmaceuticals', 'Biotech', 'Software', 'Tech']"
Gujarat Mineral Development,GMDCLTD.NS,5140,$0.61 B,India,$1.94,1.53%,117.98%,['Mining']
VSE Corporation,VSEC,5137,$0.61 B,USA,$48.19,-1.75%,-16.31%,['Defensecontractors']
