name,codice,pricecap,price,country
3R Petroleum,RRRP3.SA,$1.76 B,$8.68,Brazil
StorageVault Canada,SVI.TO,$1.76 B,$4.66,Canada
Rocket Pharmaceuticals,RCKT,$1.76 B,$22.37,USA
Rhythm Pharmaceuticals,RYTM,$1.76 B,$31.25,USA
Radico Khaitan,RADICO.NS,$1.75 B,$13.16,India
Efes Beverage Group,AEFES.IS,$1.75 B,$2.97,Turkey
InterDigital,IDCC,$1.75 B,$59.25,USA
Sandstorm Gold,SAND,$1.75 B,$5.85,Canada
Revolve,RVLV,$1.75 B,$23.94,USA
Freehold Royalties,FRU.TO,$1.75 B,$11.65,Canada
Aktieselskabet Schouw & Co.,SCHO.CO,$1.75 B,$74.90,Denmark
Sanoma,SANOMA.HE,$1.75 B,$10.74,Finland
Trainline,TRN.L,$1.75 B,$3.64,UK
Lindsay Corporation,LNN,$1.75 B,$159.12,USA
Target Hospitality,TH,$1.75 B,$18.00,USA
Parex Resources,PXT.TO,$1.74 B,$16.03,Canada
Delek US,DK,$1.74 B,$25.06,USA
World Fuel Services,INT,$1.74 B,$28.12,USA
Getty Images,GETY,$1.74 B,$5.37,USA
NW Natural,NWN,$1.74 B,$49.58,USA
Hexaware Technologies,HEXAWARE.NS,$1.74 B,$5.79,India
Toyo Tire,5105.T,$1.73 B,$11.30,Japan
Fila,081660.KS,$1.73 B,$28.94,S. Korea
Great Eagle,0041.HK,$1.73 B,$2.32,Hong Kong
Hanmi Pharmaceutical,008930.KS,$1.73 B,$25.26,S. Korea
IDFC,IDFC.NS,$1.73 B,$1.08,India
Quilter,QLT.L,$1.73 B,$1.23,UK
Redington India,REDINGTON.NS,$1.73 B,$2.21,India
Talos Energy,TALO,$1.73 B,$20.96,USA
Wüstenrot & Württembergische,WUW.F,$1.72 B,$18.20,Germany
Peyto Exploration & Development,PEY.TO,$1.72 B,$10.03,Canada
ForgeRock,FORG,$1.72 B,$20.11,USA
BRF,BRFS,$1.72 B,$1.60,Brazil
TaskUs,TASK,$1.72 B,$17.67,USA
Vtech,0303.HK,$1.72 B,$6.81,Hong Kong
Budimex,BDX.WA,$1.71 B,$67.37,Poland
Seadrill,SDRL,$1.71 B,$34.37,Bermuda
MillerKnoll,MLKN,$1.71 B,$22.73,USA
Pacira Biosciences,PCRX,$1.71 B,$37.42,USA
First Bancorp,FBNC,$1.71 B,$42.42,USA
IndiaMART,INDIAMART.NS,$1.71 B,$56.45,India
H&E Equipment Services,HEES,$1.71 B,$47.24,USA
Cohu,COHU,$1.71 B,$35.98,USA
Loma Negra,LOMA,$1.71 B,$7.70,Argentina
Piramal Pharma,PPLPHARMA.NS,$1.71 B,$1.43,India
Granite Construction,GVA,$1.70 B,$39.10,USA
Hillman Solutions,HLMN,$1.70 B,$8.79,USA
HPH Trust (Hutchison Port),NS8U.SI,$1.70 B,$0.20,Singapore
JYP Entertainment,035900.KQ,$1.70 B,$51.57,S. Korea
First National Financial,FN.TO,$1.70 B,$28.45,Canada
Criteo,CRTO,$1.70 B,$28.32,France
Tokai Carbon,5301.T,$1.70 B,$7.99,Japan
Flex Lng,FLNG,$1.70 B,$31.71,Bermuda
DCM Shriram,DCMSHRIRAM.NS,$1.70 B,$10.90,India
Exchange Income Corporation,EIF.TO,$1.69 B,$40.12,Canada
Hain Celestial,HAIN,$1.69 B,$19.03,USA
DSME (Daewoo Shipbuilding),042660.KS,$1.69 B,$15.84,S. Korea
Veritiv,VRTV,$1.69 B,$125.99,USA
Schrödinger,SDGR,$1.69 B,$23.83,USA
AAR,AIR,$1.69 B,$49.25,USA
Intapp,INTA,$1.69 B,$26.92,USA
Xencor,XNCR,$1.69 B,$28.30,USA
Methode Electronics,MEI,$1.69 B,$46.97,USA
The Bancorp,TBBK,$1.69 B,$30.27,USA
Adtalem Global Education,ATGE,$1.69 B,$37.32,USA
Superior Plus,SPB.TO,$1.69 B,$8.39,Canada
Santam,SNT.JO,$1.69 B,$15.37,South Africa
Bank für Tirol und Vorarlberg,BTS.VI,$1.69 B,$45.61,Austria
Oxford Industries,OXM,$1.68 B,$107.16,USA
EverCommerce,EVCM,$1.68 B,$8.74,USA
Establishment Labs,ESTA,$1.68 B,$69.29,Costa Rica
Diversey,DSEY,$1.68 B,$5.20,UK
dormakaba,DOKA.SW,$1.68 B,$392.58,Switzerland
Provident Financial Services,PFS,$1.68 B,$22.37,USA
Addus HomeCare,ADUS,$1.68 B,$104.42,USA
Shufersal,SAE.TA,$1.68 B,$6.31,Israel
Minera Valparaíso,MINERA.SN,$1.68 B,$13.45,Chile
Day One Biopharmaceuticals,DAWN,$1.67 B,$22.83,USA
Redefine Properties,RDF.JO,$1.67 B,$0.25,South Africa
InvenTrust Properties,IVT,$1.67 B,$24.87,USA
Veris Residential,VRE,$1.67 B,$16.80,USA
MYR Group,MYRG,$1.67 B,$100.89,USA
TriCo Bancshares,TCBK,$1.67 B,$50.14,USA
Tenneco,TEN,$1.66 B,$19.99,USA
Digital Turbine,APPS,$1.66 B,$16.85,USA
Eldorado Gold,EGO,$1.66 B,$9.03,Canada
Viaplay Group,VPLAY-B.ST,$1.66 B,$21.44,Sweden
Ratnamani Metals & Tubes,RATNAMANI.NS,$1.66 B,$23.76,India
TF1,TFI.PA,$1.66 B,$7.91,France
Chinook Therapeutics,KDNY,$1.66 B,$25.98,USA
National Bank Holdings,NBHC,$1.65 B,$44.13,USA
Fortune REIT,0778.HK,$1.65 B,$0.83,Hong Kong
Montauk Renewables,MNTK,$1.65 B,$11.54,USA
Vivid Seats,SEAT,$1.65 B,$8.30,USA
Upwork,UPWK,$1.65 B,$12.60,USA
Brinker International,EAT,$1.65 B,$37.56,USA
Bank Danamon,BDMN.JK,$1.65 B,$0.17,Indonesia
Apollo Commercial Real Estate,ARI,$1.65 B,$11.74,USA
Biotest,BIO.F,$1.65 B,$46.16,Germany
Recursion Pharmaceuticals,RXRX,$1.64 B,$8.70,USA
Air New Zealand,ANZFF,$1.64 B,$0.49,New Zealand
Bystronic AG,BYS.SW,$1.64 B,$797.02,Switzerland
Nongshim,004370.KS,$1.64 B,$284.91,S. Korea
Nokian Tyres,TYRES.HE,$1.64 B,$11.90,Finland
Paladin Energy,PDN.AX,$1.64 B,$0.55,Australia
SJVN,SJVN.NS,$1.63 B,$0.42,India
Top Glove,BVA.SI,$1.63 B,$0.20,Malaysia
Agios Pharmaceuticals,AGIO,$1.63 B,$29.77,USA
VIZIO,VZIO,$1.63 B,$8.41,USA
Apollo Medical Holdings,AMEH,$1.63 B,$35.90,USA
EQB (Equitable Bank),EQB.TO,$1.63 B,$43.55,Canada
KIOCL,KIOCL.NS,$1.63 B,$2.69,India
Sappi,SAP.JO,$1.63 B,$2.89,South Africa
Resolute Forest Products,RFP,$1.63 B,$21.25,Canada
Marten Transport,MRTN,$1.63 B,$20.12,USA
Bajaj Electricals,BAJAJELEC.NS,$1.63 B,$14.18,India
PROCEPT BioRobotics,PRCT,$1.63 B,$36.48,USA
Getty Realty,GTY,$1.62 B,$34.85,USA
HBM Healthcare Investments,HBMN.SW,$1.62 B,$234.04,Switzerland
Zhejiang Jinke Tom Culture Industry,300459.SZ,$1.62 B,$0.46,China
Enghouse Systems,ENGH.TO,$1.62 B,$29.42,Canada
TODA corp,1860.T,$1.62 B,$5.26,Japan
Madison Square Garden,MSGE,$1.61 B,$46.88,USA
TAV Airports Holding,TAVHL.IS,$1.61 B,$4.48,Turkey
Aurora Innovation,AUR,$1.61 B,$1.39,USA
Savills,SVS.L,$1.61 B,$11.21,UK
Hudbay Minerals,HBM,$1.61 B,$6.17,Canada
Harmonic,HLIT,$1.61 B,$15.33,USA
Galaxy Digital Holdings,7LX.F,$1.61 B,$4.24,USA
Elme Communities,ELME,$1.61 B,$18.42,USA
Herbalife,HLF,$1.61 B,$16.46,USA
Bodycote,BOY.L,$1.61 B,$8.41,UK
MAG Silver,MAG,$1.60 B,$16.23,Canada
Chartwell Retirement Residences,CSH-UN.TO,$1.60 B,$6.84,Canada
LiveRamp,RAMP,$1.60 B,$24.16,USA
Sanofi India Limited,SANOFI.NS,$1.60 B,$69.65,India
Momentum Metropolitan,MTM.JO,$1.60 B,$1.11,South Africa
TAG Immobilien,TEG.F,$1.60 B,$9.12,Germany
Xenia Hotels & Resorts,XHR,$1.60 B,$13.66,USA
Evraz,EVZ.F,$1.60 B,$1.10,Russia
Elgi Equipments,ELGIEQUIP.NS,$1.59 B,$5.04,India
Happiest Minds Technologies,HAPPSTMNDS.NS,$1.59 B,$10.86,India
Gibraltar Industries,ROCK,$1.59 B,$51.48,USA
CSI,CSVI,$1.59 B,$57.98,USA
LegalZoom,LZ,$1.59 B,$8.27,USA
billtrust (BTRS),BTRS,$1.59 B,$9.49,USA
Knowles,KN,$1.59 B,$17.50,USA
Corporación América Airports,CAAP,$1.59 B,$9.75,Luxembourg
Nabors Industries,NBR,$1.59 B,$168.95,Bermuda
Sandy Spring Bank,SASR,$1.58 B,$35.59,USA
Vaisala,VAIAS.HE,$1.58 B,$43.77,Finland
Chimera Investment Corporation,CIM,$1.58 B,$6.84,USA
Model N,MODN,$1.58 B,$42.00,USA
Stellar Bancorp,STEL,$1.58 B,$30.30,USA
Deutsche EuroShop,DEQ.F,$1.58 B,$25.07,Germany
Super Group,SGHC,$1.58 B,$3.19,Guernsey
Celestica,CLS,$1.57 B,$13.00,Canada
Jack in the Box,JACK,$1.57 B,$75.94,USA
Jindal Stainless,JSL.NS,$1.57 B,$3.00,India
Sally Beauty Holdings,SBH,$1.57 B,$14.73,USA
Laureate Education,LAUR,$1.57 B,$10.06,USA
NH Hotel Group,NHH.MC,$1.56 B,$3.60,Spain
Getnet,GET,$1.56 B,$1.68,Brazil
Infinera,INFN,$1.56 B,$7.13,USA
Atos,ATO.PA,$1.56 B,$14.11,France
Westamerica Bancorporation,WABC,$1.56 B,$58.16,USA
Hims & Hers Health,HIMS,$1.56 B,$7.53,USA
Veritex Holdings,VBTX,$1.56 B,$28.96,USA
Compass,COMP,$1.56 B,$3.60,USA
Life Healthcare Group,LHC.JO,$1.56 B,$1.08,South Africa
Bank of N. T. Butterfield & Son,NTB,$1.56 B,$31.44,Bermuda
PMetal (Press Metal Aluminium),8869.KL,$1.56 B,$1.20,Malaysia
Shikun & Binui,SKBN.TA,$1.56 B,$3.23,Israel
Montrose Environmental,MEG,$1.55 B,$52.44,USA
Indian Energy Exchange,IEX.NS,$1.55 B,$1.73,India
Udemy,UDMY,$1.55 B,$11.01,USA
Richelieu Hardware,RCH.TO,$1.55 B,$27.86,Canada
XD Inc.,2400.HK,$1.55 B,$3.29,China
Virtus Investment Partners,VRTS,$1.55 B,$214.78,USA
Hope Bancorp,HOPE,$1.55 B,$13.00,USA
Vista Outdoor,VSTO,$1.55 B,$27.43,USA
Prime Medicine,PRME,$1.55 B,$15.96,USA
Horace Mann Educators,HMN,$1.55 B,$37.92,USA
ADTRAN,ADTN,$1.54 B,$19.85,USA
Gulfport Energy,GPOR,$1.54 B,$80.41,USA
Asahi India Glass,ASAHIINDIA.NS,$1.54 B,$6.37,India
BGC Partners,BGCP,$1.54 B,$4.18,USA
Trisura Group,TSU.TO,$1.54 B,$33.83,Canada
Owens & Minor,OMI,$1.54 B,$20.27,USA
YOOZOO Interactive,002174.SZ,$1.54 B,$1.69,China
Mirion Technologies,MIR,$1.54 B,$7.42,USA
Dis-Chem Pharmacies,DCP.JO,$1.53 B,$1.78,South Africa
Transaction Capital,TCP.JO,$1.53 B,$2.03,South Africa
Chambal Fertilisers,CHAMBLFERT.NS,$1.53 B,$3.70,India
Paragon 28,FNA,$1.53 B,$19.92,USA
Tecnoglass,TGLS,$1.53 B,$32.22,Colombia
Killam Apartment REIT,KMP-UN.TO,$1.53 B,$13.20,Canada
Helios Towers,HTWS.L,$1.53 B,$1.46,UK
AVI Limited,AVI.JO,$1.53 B,$4.64,South Africa
Grosvenor Capital Management,GCMG,$1.53 B,$8.20,USA
KEC International,KEC.NS,$1.53 B,$5.96,India
Monarch Casino & Resort,MCRI,$1.53 B,$80.75,USA
Borregaard,BRG.OL,$1.52 B,$15.36,Norway
DeNA,2432.T,$1.52 B,$13.41,Japan
Jastrzebska Spólka Weglowa,JSW.WA,$1.52 B,$13.01,Poland
Sterling Check,STER,$1.52 B,$15.71,USA
EVgo,EVGO,$1.52 B,$5.86,USA
Hindustan Copper,HINDCOPPER.NS,$1.52 B,$1.57,India
stem,STEM,$1.52 B,$9.85,USA
Monro,MNRO,$1.52 B,$48.35,USA
Compass Diversified Holdings,CODI,$1.51 B,$21.05,USA
Jasa Marga,JSMR.JK,$1.51 B,$0.21,Indonesia
Sixth Street Specialty Lending,TSLX,$1.51 B,$18.74,USA
First National of Nebraska,FINN,$1.51 B,"$14,199",USA
Fever-Tree Drinks,FEVR.L,$1.51 B,$13.00,UK
Myriad Genetics,MYGN,$1.51 B,$18.67,USA
K92 Mining,KNT.TO,$1.51 B,$6.49,Canada
Cargojet,CJT.TO,$1.51 B,$87.84,Canada
Acadia Realty Trust,AKR,$1.50 B,$15.06,USA
Hudson Pacific Properties,HPP,$1.50 B,$10.57,USA
LTC Properties,LTC,$1.50 B,$37.23,USA
City Union Bank,CUB.NS,$1.50 B,$2.04,India
Two Harbors Investment,TWO,$1.50 B,$17.43,USA
Eagle Bancorp,EGBN,$1.44 B,$45.33,USA
ACV Auctions,ACVA,$1.44 B,$9.13,USA
Goosehead Insurance,GSHD,$1.44 B,$37.14,USA
Hornbach Holding,HBH.DE,$1.44 B,$90.52,Germany
Middlesex Water Company,MSEX,$1.44 B,$81.81,USA
Avidity Biosciences,RNA,$1.50 B,$22.65,USA
Sihanoukville Autonomous Port,PAS.KH,$1.50 B,$3.34,Cambodia
Yanlord,Z25.SI,$1.50 B,$0.78,Singapore
EchoStar,SATS,$1.50 B,$18.07,USA
Patrick Industries,PATK,$1.50 B,$66.24,USA
InterRent Real Estate Investment Trust,IIP-UN.TO,$1.50 B,$10.60,Canada
Kinetik,KNTK,$1.49 B,$32.41,USA
FREYR Battery,FREY,$1.49 B,$10.72,Luxembourg
Corsair Gaming,CRSR,$1.49 B,$14.89,USA
Janus International Group,JBI,$1.49 B,$10.19,USA
UCT (Ultra Clean Holdings),UCTT,$1.49 B,$32.83,USA
SolarWinds,SWI,$1.49 B,$9.23,USA
Formosa Taffeta,1434.TW,$1.49 B,$0.89,Taiwan
Oatly,OTLY,$1.49 B,$2.52,Sweden
AT&S Austria Technologie & Systemtechnik,ATS.VI,$1.49 B,$38.39,Austria
Fiskars,FSKRS.HE,$1.48 B,$18.48,Finland
YTL Corporation Berhad,1773.T,$1.44 B,$0.13,Malaysia
Russel Metals,RUS.TO,$1.44 B,$23.10,Canada
Siam City Cement (INSEE),SCCC.BK,$1.44 B,$4.84,Thailand
Alexander & Baldwin,ALEX,$1.44 B,$19.85,USA
Treace Medical Concepts,TMCI,$1.43 B,$25.94,USA
Everi Holdings,EVRI,$1.43 B,$16.06,USA
HiteJinro,000080.KS,$1.43 B,$20.69,S. Korea
Aston Martin,A5SA.F,$1.43 B,$2.05,UK
Guaranty Trust Bank,9JO.F,$1.43 B,$2.43,Nigeria
Geo Group,GEO,$1.42 B,$11.51,USA
WeWork,WE,$1.42 B,$1.80,USA
Virgin Galactic,SPCE,$1.42 B,$5.19,USA
Zentalis Pharmaceuticals,ZNTL,$1.42 B,$24.94,USA
KRUK Spólka Akcyjna,KRU.WA,$1.42 B,$74.83,Poland
K12,LRN,$1.42 B,$33.06,USA
CenturyPly,CENTURYPLY.NS,$1.42 B,$6.39,India
Par Pacific Holdings,PARR,$1.42 B,$23.57,USA
Adaptive Biotechnologies,ADPT,$1.42 B,$9.94,USA
Live Oak Bank,LOB,$1.42 B,$32.13,USA
Triumph Bancorp,TBK,$1.48 B,$58.74,USA
Andlauer Healthcare Group,AND.TO,$1.48 B,$35.45,Canada
Sheela Foam,SFL.NS,$1.48 B,$15.21,India
Textainer Group,TGH,$1.48 B,$33.00,Bermuda
Arendals Fossekompani,AFK.OL,$1.48 B,$27.02,Norway
Archrock,AROC,$1.48 B,$9.53,USA
OSI Systems,OSIS,$1.48 B,$87.95,USA
Cytek Biosciences,CTKB,$1.48 B,$10.99,USA
RHI Magnesita,RHF.F,$1.48 B,$31.28,Austria
Marcus & Millichap,MMI,$1.48 B,$37.64,USA
M/I Homes,MHO,$1.48 B,$53.99,USA
Vista Oil & Gas,VIST,$1.47 B,$16.70,Mexico
CTS Corporation,CTS,$1.47 B,$46.31,USA
Arcus Biosciences,RCUS,$1.47 B,$20.38,USA
Meridian Bioscience,VIVO,$1.47 B,$33.66,USA
Integral Ad Science,IAS,$1.47 B,$9.56,USA
Perimeter Solutions,PRM,$1.42 B,$9.03,USA
The Beauty Health Company,SKIN,$1.41 B,$10.74,USA
Geron,GERN,$1.41 B,$3.16,USA
Cassava Sciences,SAVA,$1.41 B,$34.00,USA
Amplitude,AMPL,$1.41 B,$12.54,USA
Ero Copper,ERO,$1.41 B,$15.57,Canada
DHT Holdings,DHT,$1.41 B,$8.72,Bermuda
Truecaller,TRUE-B.ST,$1.41 B,$4.13,Sweden
Poshmark,POSH,$1.41 B,$17.90,USA
Verve Therapeutics,VERV,$1.41 B,$22.94,USA
ModivCare,MODV,$1.40 B,$99.69,USA
Kaiser Aluminum,KALU,$1.40 B,$88.38,USA
The Chefs' Warehouse,CHEF,$1.40 B,$36.77,USA
Bank Islam Malaysia,BIMB.KL,$1.40 B,$0.78,Malaysia
SM Entertainment,041510.KQ,$1.40 B,$60.22,S. Korea
goeasy,GSY.TO,$1.40 B,$85.47,Canada
DICE Therapeutics,DICE,$1.40 B,$29.46,USA
Twist Bioscience,TWST,$1.47 B,$25.96,USA
KAR Auction Services,KAR,$1.46 B,$13.49,USA
Blue Star,BLUESTARCO.NS,$1.46 B,$15.25,India
Sovos Brands,SOVO,$1.46 B,$14.54,USA
Scandinavian Tobacco Group,STG.CO,$1.46 B,$16.81,Denmark
BASF India,BASF.NS,$1.46 B,$33.82,India
Global Net Lease,GNL,$1.46 B,$13.78,USA
Arcellx,ACLX,$1.46 B,$32.16,USA
NOW Inc.,DNOW,$1.46 B,$13.24,USA
Glenmark Pharmaceuticals,GLENMARK.NS,$1.46 B,$5.17,India
GrafTech,EAF,$1.46 B,$5.69,USA
Allegiant Air,ALGT,$1.45 B,$79.26,USA
Viridian Therapeutics,VRDN,$1.45 B,$36.23,USA
Uranium Energy,UEC,$1.45 B,$3.94,USA
Construction Partners,ROAD,$1.45 B,$27.64,USA
Inter Cars,CAR.WA,$1.45 B,$102.73,Poland
Scholastic,SCHL,$1.45 B,$42.79,USA
Suzlon,SUZLON.NS,$1.45 B,$0.12,India
Paramount Group,PGRE,$1.45 B,$6.17,USA
Wacker Neuson,WAC.F,$1.40 B,$19.77,Germany
Asseco,SFB1.F,$1.40 B,$16.80,Poland
Amphastar Pharmaceuticals,AMPH,$1.39 B,$28.96,USA
Reata Pharmaceuticals,RETA,$1.39 B,$38.18,USA
Ladder Capital,LADR,$1.39 B,$11.03,USA
Replimune,REPL,$1.39 B,$28.06,USA
Rent-A-Center,RCII,$1.39 B,$25.06,USA
C3 AI,AI,$1.39 B,$12.65,USA
City Holding Company,CHCO,$1.39 B,$93.87,USA
TechTarget,TTGT,$1.39 B,$47.44,USA
Upstart,UPST,$1.39 B,$16.99,USA
International Petroleum,IPCO.TO,$1.39 B,$10.16,Canada
Deciphera Pharmaceuticals,DCPH,$1.45 B,$21.50,USA
Dynavax Technologies,DVAX,$1.44 B,$11.35,USA
Enerpac Tool Group,EPAC,$1.44 B,$25.40,USA
Huron Consulting,HURN,$1.44 B,$72.59,USA
UNITI,UNIT,$1.44 B,$6.10,USA
Planet Labs,PL,$1.39 B,$5.11,USA
Mativ Holdings,MATV,$1.38 B,$25.25,USA
NeoGenomics,NEO,$1.38 B,$10.98,USA
Casino Guichard-Perrachon,CO.PA,$1.38 B,$12.70,France
Berkshire Hills Bancorp,BHLB,$1.38 B,$30.79,USA
Veidekke,VEI.OL,$1.38 B,$10.40,Norway
PRA Group,PRAA,$1.38 B,$35.54,USA
NLC India,NLCINDIA.NS,$1.38 B,$1.00,India
Ottogi,007310.KS,$1.38 B,$369.78,S. Korea
Maytronics,MTRN.TA,$1.38 B,$12.62,Israel
Medifast,MED,$1.38 B,$126.39,USA
tuya,TUYA,$1.38 B,$2.48,China
Partner Communications,PTNR,$1.38 B,$7.41,Israel
First Busey,BUSE,$1.37 B,$24.97,USA
CDSL,CDSL.NS,$1.37 B,$13.17,India
SpareBank 1,SPOL.OL,$1.37 B,$11.90,Norway
ANGI Homeservices,ANGI,$1.37 B,$2.73,USA
secunet,YSN.F,$1.37 B,$212.86,Germany
Ready Capital,RC,$1.37 B,$12.27,USA
Diagnosticos da America,DASA3.SA,$1.37 B,$2.46,Brazil
Abercrombie & Fitch,ANF,$1.37 B,$27.98,USA
Atoss,AOF.F,$1.37 B,$170.72,Germany
GAG Immobilien,GWK3.HM,$1.36 B,$84.71,Germany
China Gold International Resources,CGG.TO,$1.36 B,$3.45,Canada
Avanos Medical,AVNS,$1.36 B,$29.40,USA
Kratos Defense & Security Solutions,KTOS,$1.36 B,$10.85,USA
Alkami Technology,ALKT,$1.36 B,$14.92,USA
P10,PX,$1.36 B,$11.64,USA
Pilot Corporation,7846.T,$1.35 B,$34.45,Japan
Mixi,2121.T,$1.35 B,$18.71,Japan
Centerra Gold,CGAU,$1.35 B,$6.16,Canada
V-Guard Industries,VGUARD.NS,$1.35 B,$3.14,India
Aether Industries,AETHER.NS,$1.35 B,$10.94,India
Qt Group,QTCOM.HE,$1.35 B,$53.40,Finland
Ivanhoe Electric,IE,$1.35 B,$14.59,Canada
Aris Water Solutions,ARIS,$1.35 B,$15.22,USA
Gamma Communications,GAMA.L,$1.35 B,$13.98,UK
Keros Therapeutics,KROS,$1.35 B,$49.16,USA
OFG Bancorp,OFG,$1.35 B,$28.44,USA
EIH Limited,EIHOTEL.NS,$1.35 B,$2.16,India
Saul Centers,BFS,$1.35 B,$41.30,USA
Ourpalm,300315.SZ,$1.34 B,$0.49,China
Meliá Hotels International,MEL.MC,$1.34 B,$6.13,Spain
First Commonwealth Financial Corp,FCF,$1.34 B,$14.45,USA
FIGS,FIGS,$1.34 B,$8.13,USA
Summerset Holdings,SUM.NZ,$1.34 B,$5.81,New Zealand
Altus Power,AMPS,$1.34 B,$8.41,USA
Xometry,XMTR,$1.34 B,$28.37,USA
Pediatrix Medical Group,MD,$1.34 B,$16.20,USA
Trulieve Cannabis,TRUL.CN,$1.34 B,$7.24,USA
Service Properties Trust,SVC,$1.34 B,$8.13,USA
Genesis Energy L.P.,GEL,$1.34 B,$10.97,USA
Jindal Stainless (Hisar),JSLHISAR.NS,$1.34 B,$5.68,India
Alembic Pharmaceuticals,APLLTD.NS,$1.33 B,$6.80,India
Fresh Del Monte Produce,FDP,$1.33 B,$27.99,Cayman Islands
Finolex Industries,FINPIPE.NS,$1.33 B,$2.16,India
Perion Network,PERI,$1.33 B,$29.98,Israel
Calumet Specialty Products Partners,CLMT,$1.33 B,$16.89,USA
KCC Corp,002380.KS,$1.33 B,$181.86,S. Korea
SFL Corp,SFL,$1.33 B,$9.65,Bermuda
Utz Brands,UTZ,$1.33 B,$16.53,USA
Kornit Digital,KRNT,$1.33 B,$26.74,Israel
John Wood Group,WG.L,$1.33 B,$1.93,UK
RSA Insurance Group,RSAB.L,$1.33 B,$1.31,UK
EQRx,EQRX,$1.33 B,$2.73,USA
Vericel,VCEL,$1.33 B,$28.21,USA
Iamgold,IAG,$1.33 B,$2.77,Canada
Meta Financial Group,CASH,$1.32 B,$46.72,USA
Universal Corporation,UVV,$1.32 B,$54.15,USA
GasLog,GLOG-PA,$1.32 B,$24.30,Greece
Polenergia,PEP.WA,$1.32 B,$19.90,Poland
S&T Bancorp,STBA,$1.32 B,$33.96,USA
Hipgnosis Songs Fund,SONG.L,$1.32 B,$1.07,UK
Magnite,MGNI,$1.32 B,$9.92,USA
1st Source,SRCE,$1.32 B,$53.63,USA
CoreCivic,CXW,$1.32 B,$11.50,USA
Bilfinger,GBF.F,$1.32 B,$32.39,Germany
Compañía de Acero del Pacífico,CAP.SN,$1.32 B,$8.84,Chile
Borr Drilling,BORR,$1.32 B,$5.77,Bermuda
Embecta,EMBC,$1.31 B,$23.07,USA
Eurocommercial Properties,ECMPA.AS,$1.31 B,$24.83,Netherlands
Primoris Services Corporation,PRIM,$1.31 B,$24.83,USA
Federal Agricultural Mortgage,AGM,$1.31 B,$124.80,USA
AMAG Austria Metall,AM8.F,$1.31 B,$36.82,Austria
Digi International,DGII,$1.31 B,$36.92,USA
V2X,VVX,$1.31 B,$43.21,USA
Standex,SXI,$1.31 B,$109.75,USA
FuelCell Energy,FCEL,$1.31 B,$3.24,USA
iRobot,IRBT,$1.31 B,$47.98,USA
Palomar Holdings,PLMR,$1.30 B,$51.85,USA
PC Connection,CNXN,$1.30 B,$49.76,USA
BridgeBio Pharma,BBIO,$1.30 B,$8.75,USA
IntegraFin,IHP.L,$1.30 B,$3.89,UK
Afya,AFYA,$1.30 B,$14.54,Brazil
Nikola,NKLA,$1.30 B,$2.55,USA
OceanFirst Financial,OCFC,$1.30 B,$22.10,USA
Cancom,COK.F,$1.30 B,$36.90,Germany
Travere Therapeutics,TVTX,$1.30 B,$20.32,USA
Definitive Healthcare,DH,$1.30 B,$12.40,USA
Cinemark Theatres,CNK,$1.30 B,$10.81,USA
Heartland Express,HTLD,$1.30 B,$16.49,USA
Outset Medical,OM,$1.29 B,$26.88,USA
Telephone and Data Systems,TDS,$1.29 B,$11.43,USA
Blucora,BCOR,$1.29 B,$27.08,USA
Enovix,ENVX,$1.29 B,$8.25,USA
Ecovyst,ECVT,$1.29 B,$9.95,USA
RBL Bank,RBLBANK.NS,$1.29 B,$2.16,India
Enova International,ENVA,$1.29 B,$41.17,USA
Aurinia Pharmaceuticals,AUPH,$1.29 B,$9.11,Canada
Orla Mining,ORLA,$1.29 B,$4.25,Canada
Clean Energy Fuels,CLNE,$1.29 B,$5.81,USA
Atea ASA,ATEA.OL,$1.28 B,$11.66,Norway
The North West Company,NWC.TO,$1.28 B,$26.99,Canada
ePlus,PLUS,$1.28 B,$47.89,USA
Huya,HUYA,$1.28 B,$5.37,China
Bénéteau,BEN.PA,$1.28 B,$15.88,France
Paya,PAYA,$1.28 B,$9.70,USA
Dime Community Bancshares,DCOM,$1.28 B,$33.25,USA
PennyMac Mortgage Investment Trust,PMT,$1.28 B,$14.42,USA
Nevro,NVRO,$1.27 B,$36.06,USA
Uponor,UPONOR.HE,$1.27 B,$17.56,Finland
Green Brick Partners,GRBK,$1.27 B,$27.70,USA
Biohaven Pharmaceutical,BHVN,$1.27 B,$18.70,USA
TriMas,TRS,$1.27 B,$30.33,USA
MannKind Corp,MNKD,$1.27 B,$4.83,USA
Kronos Worldwide,KRO,$1.27 B,$11.00,USA
Equinox Gold,EQX,$1.26 B,$4.16,Canada
HNI Corporation,HNI,$1.26 B,$30.67,USA
Canopy Growth,CGC,$1.26 B,$2.61,Canada
CinCor Pharma,CINC,$1.26 B,$28.95,USA
PVR Cinemas,PVR.NS,$1.26 B,$20.73,India
Deutsche Pfandbriefbank,PBB.DE,$1.26 B,$9.37,Germany
Precinct Properties,PCT.NZ,$1.26 B,$0.80,New Zealand
Telia Lietuva,ZWS.F,$1.26 B,$2.12,Lithuania
Avid Technology,AVID,$1.26 B,$28.95,USA
Safety Insurance,SAFT,$1.26 B,$85.76,USA
dentalcorp,DNTL.TO,$1.26 B,$6.80,Canada
Hudco,HUDCO.NS,$1.26 B,$0.63,India
Stewart Information Services,STC,$1.26 B,$46.49,USA
Uni-Select,UNS.TO,$1.26 B,$28.77,Canada
