"Name","Master Cap","Country","Rank","Share Price"
"Grupo ACS","$7.89 B","Spain","#1748","$29.95"
"Middleby","$7.89 B","USA","#1749","$146.58"
"PetGas (Petronas Gas)","$7.88 B","Malaysia","#1750","$3.99"
"Sofina","$7.88 B","Belgium","#1751","$232.84"
"Pure Storage","$7.87 B","USA","#1752","$26.01"
"UiPath","$7.86 B","USA","#1753","$14.23"
"Americana Restaurants International","$7.86 B","United Arab Emirates","#1754","$0.93"
"Sinopac Financial Holdings","$7.84 B","Taiwan","#1755","$0.59"
"Grifols","$7.83 B","Spain","#1756","$9.20"
"Shoprite","$7.82 B","South Africa","#1757","$14.43"
"Nissin Foods","$7.82 B","Japan","#1758","$77.18"
"WH Group","$7.82 B","Hong Kong","#1759","$0.61"
"Edison","$7.81 B","Italy","#1760","$1.64"
"Admiral Group","$7.80 B","UK","#1761","$25.60"
"Bancolombia","$7.80 B","","#1762","$30.03"
"Ooredoo","$7.80 B","United Arab Emirates","#1763","$2.44"
"RaiaDrogasil","$7.79 B","Brazil","#1764","$4.72"
"Kingdom Holding","$7.79 B","Saudi Arabia","#1765","$2.10"
"Sealed Air","$7.79 B","USA","#1766","$53.87"
"Rakuten","$7.78 B","Japan","#1767","$4.90"
"Pershing Square Holdings","$7.76 B","USA","#1768","$36.01"
"Mitsubishi Chemical Holdings","$7.75 B","Japan","#1769","$5.46"
"GoTo","$7.74 B","Indonesia","#1770","$0.01000"
"Olin","$7.72 B","USA","#1771","$56.39"
"Sinopharm","$7.72 B","China","#1772","$2.47"
"WEX","$7.71 B","USA","#1773","$177.08"
"Merdeka Copper Gold","$7.71 B","Indonesia","#1774","$0.32"
"Punjab National Bank","$7.71 B","India","#1775","$0.70"
"Phoenix Group","$7.71 B","UK","#1776","$7.64"
"Zions Bancorporation","$7.70 B","USA","#1777","$51.48"
"Acadia Healthcare","$7.69 B","USA","#1778","$84.62"
"Arabian Internet and Communications Services","$7.69 B","Saudi Arabia","#1779","$64.74"
"Ocado","$7.68 B","UK","#1780","$8.65"
"GEA Group","$7.68 B","Germany","#1781","$44.18"
"Japan Exchange Group","$7.68 B","Japan","#1782","$14.57"
"SRF Limited","$7.68 B","India","#1783","$25.91"
"OGE Energy","$7.67 B","USA","#1784","$38.36"
"Arkema","$7.66 B","France","#1785","$100.31"
"Canadian Utilities","$7.66 B","Canada","#1786","$28.35"
"Elbit Systems","$7.66 B","Israel","#1787","$170.42"
"Manhattan Associates","$7.65 B","USA","#1788","$122.65"
"ABB India","$7.65 B","India","#1789","$36.11"
"Bajaj Holdings & Investment","$7.64 B","India","#1790","$68.69"
"Tokyu","$7.63 B","Japan","#1791","$12.67"
"MISC Berhad","$7.63 B","Malaysia","#1792","$1.71"
"Woori Financial Group","$7.62 B","South Korea","#1793","$31.45"
"New World Development Company","$7.62 B","Hong Kong","#1794","$3.03"
"Celsius Holdings","$7.61 B","USA","#1795","$99.88"
"Apollo Hospitals","$7.58 B","India","#1796","$52.74"
"Aselsan","$7.58 B","Turkey","#1797","$3.33"
"KT Corporation","$7.57 B","South Korea","#1798","$14.80"
"Rohm","$7.57 B","Japan","#1799","$77.18"
"Alfamart","$7.57 B","Indonesia","#1800","$0.18"
"Crocs","$7.55 B","USA","#1801","$122.40"
"Orion Corporation","$7.55 B","Finland","#1802","$53.92"
"Jindal Steel & Power","$7.54 B","India","#1803","$7.40"
"Shanghai Commercial and Savings Bank","$7.54 B","Taiwan","#1804","$1.56"
"Iridium Communications","$7.53 B","USA","#1805","$60.01"
"New Oriental","$7.50 B","China","#1806","$44.19"
"Genscript Biotech","$7.50 B","China","#1807","$3.55"
"Pandora","$7.49 B","Denmark","#1808","$81.34"
"Whitbread","$7.49 B","UK","#1809","$36.91"
"NCsoft","$7.49 B","South Korea","#1810","$368.97"
"Aisin Seiki","$7.49 B","Japan","#1811","$27.79"
"BKW AG","$7.48 B","Switzerland","#1812","$141.93"
"MasTec","$7.48 B","USA","#1813","$95.21"
"Dolby","$7.47 B","USA","#1814","$78.29"
"OCI","$7.47 B","Netherlands","#1815","$35.47"
"Monotaro","$7.47 B","Japan","#1816","$15.04"
"DiaSorin","$7.46 B","Italy","#1817","$135.97"
"Ciena","$7.46 B","USA","#1818","$50.29"
"Hess Midstream","$7.46 B","USA","#1819","$31.11"
"Chubu Electric Power","$7.45 B","Japan","#1820","$9.86"
"Singapore Exchange","$7.44 B","Singapore","#1821","$6.96"
"Skanska","$7.44 B","Sweden","#1822","$17.64"
"Futu Holdings","$7.44 B","Hong Kong","#1823","$52.99"
"Amorepacific","$7.43 B","South Korea","#1824","$120.03"
"Cemex","$7.42 B","Mexico","#1825","$4.99"
"UnipolSai","$7.42 B","Italy","#1826","$2.62"
"NRG Energy","$7.42 B","USA","#1827","$32.21"
"Korean Air Lines","$7.41 B","South Korea","#1828","$25.06"
"RTL Group","$7.41 B","","#1829","$47.92"
"Erdemir","$7.40 B","Turkey","#1830","$2.18"
"Chemed","$7.40 B","USA","#1831","$497.86"
"Ternium","$7.40 B","","#1832","$37.70"
"Idemitsu Kosan","$7.39 B","Japan","#1833","$24.89"
"AptarGroup","$7.39 B","USA","#1834","$113.29"
"Globus Medical","$7.39 B","USA","#1835","$74.05"
"New Fortress Energy","$7.38 B","USA","#1836","$35.38"
"Advanced Drainage Systems","$7.38 B","USA","#1837","$89.13"
"Etihad Etisalat (Mobily)","$7.38 B","Saudi Arabia","#1838","$9.59"
"Dish Network","$7.37 B","USA","#1839","$13.90"
"Orkla","$7.37 B","Norway","#1840","$7.40"
"CPFL Energia","$7.36 B","Brazil","#1841","$6.40"
"Banco Santander-Chile","$7.36 B","Chile","#1842","$15.63"
"Procore","$7.35 B","USA","#1843","$53.31"
"Nippon Building Fund","$7.34 B","Japan","#1844","$4,320"
"Concentrix","$7.33 B","USA","#1845","$141.99"
"Clarivate","$7.32 B","UK","#1846","$10.87"
"Daito Trust Construction","$7.32 B","Japan","#1847","$107.45"
"Saudi International Petrochemical Company (Sipchem)","$7.32 B","Saudi Arabia","#1848","$9.99"
"IGM Financial","$7.32 B","Canada","#1849","$30.81"
"JFE Holdings","$7.31 B","Japan","#1850","$12.71"
"Nestle Malaysia","$7.31 B","Malaysia","#1851","$31.20"
"Inspire Medical Systems","$7.31 B","USA","#1852","$253.18"
"Bâloise","$7.29 B","Switzerland","#1853","$161.56"
"Roku","$7.29 B","USA","#1854","$52.39"
"ZOZO","$7.28 B","Japan","#1855","$24.31"
"Matador Resources","$7.28 B","USA","#1856","$61.67"
"Old Republic International","$7.28 B","USA","#1857","$23.94"
"Mohawk Industries","$7.28 B","USA","#1858","$114.60"
"Copenhagen Airport","$7.27 B","Denmark","#1859","$910.09"
"Indorama Ventures","$7.26 B","Thailand","#1860","$1.27"
"China Development Financial","$7.25 B","Taiwan","#1861","$0.43"
"Donaldson","$7.25 B","USA","#1862","$59.64"
"Washington H. Soul Pattinson and Company (WHSP)","$7.24 B","Australia","#1863","$20.06"
"DaVita","$7.23 B","USA","#1864","$80.32"
"Berry Global","$7.23 B","USA","#1865","$59.40"
"IDBI Bank","$7.23 B","India","#1866","$0.67"
"?i?ecam","$7.23 B","Turkey","#1867","$2.36"
"Skechers","$7.23 B","USA","#1868","$46.62"
"Melrose Industries","$7.21 B","UK","#1869","$1.75"
"Western Alliance Bancorporation","$7.21 B","USA","#1870","$66.26"
"Meiji Holdings","$7.20 B","Japan","#1871","$51.33"
"EastGroup Properties","$7.18 B","USA","#1872","$164.97"
"DWS Group","$7.18 B","Germany","#1873","$35.90"
"Far EasTone","$7.17 B","Taiwan","#1874","$2.20"
"Indian Overseas Bank","$7.17 B","India","#1875","$0.38"
"United Spirits","$7.17 B","India","#1876","$10.12"
"Elm Company","$7.16 B","Saudi Arabia","#1877","$89.51"
"Zoomlion","$7.15 B","China","#1878","$0.58"
"Yang Ming","$7.15 B","Taiwan","#1879","$2.05"
"Cholamandalam Investment and Finance","$7.14 B","India","#1880","$8.69"
"Treasury Wine Estates","$7.13 B","Australia","#1881","$9.89"
"Sabesp","$7.13 B","Brazil","#1882","$10.31"
"Hankyu Hanshin Holdings","$7.13 B","Japan","#1883","$29.61"
"Canadian Tire","$7.12 B","Canada","#1884","$209.11"
"Medpace","$7.12 B","USA","#1885","$229.14"
"Kongsberg Gruppen","$7.12 B","Norway","#1886","$40.33"
"Canara Bank","$7.12 B","India","#1887","$3.93"
"ITT","$7.11 B","USA","#1888","$86.09"
"Amkor Technology","$7.11 B","USA","#1889","$29.03"
"Autoliv","$7.10 B","Sweden","#1890","$81.84"
"Kakao Pay","$7.10 B","South Korea","#1891","$53.43"
"Planet Fitness","$7.09 B","USA","#1892","$79.22"
"Q Holding","$7.09 B","United Arab Emirates","#1893","$1.03"
"Mapletree Commercial Trust","$7.08 B","Singapore","#1894","$1.35"
"GlobalWafers","$7.08 B","Taiwan","#1895","$16.28"
"National Instruments","$7.08 B","USA","#1896","$54.25"
"Arrow Electronics","$7.06 B","USA","#1897","$114.90"
"Klépierre","$7.06 B","France","#1898","$24.75"
"Centrica","$7.05 B","UK","#1899","$1.21"
"Empire Company","$7.05 B","Canada","#1900","$27.28"
"Oak Street Health","$7.04 B","USA","#1901","$29.01"
"Frontier Communications","$7.04 B","USA","#1902","$28.76"
"Makita","$7.03 B","Japan","#1903","$25.90"
"Mattel","$7.03 B","USA","#1904","$19.84"
"Sanlam","$7.02 B","South Africa","#1905","$3.17"
"Hanwha Solutions","$7.02 B","South Korea","#1906","$36.78"
"Sainsbury's","$7.01 B","UK","#1907","$2.97"
"Allegro.eu","$7.01 B","Poland","#1908","$6.64"
"Ascendis Pharma","$7.01 B","Denmark","#1909","$123.02"
"37 Interactive Entertainment","$7.01 B","China","#1910","$3.16"
"First Industrial Realty Trust","$7.01 B","USA","#1911","$51.85"
"Nexstar Media Group","$7.01 B","USA","#1912","$185.91"
"Bid Corp","$7.00 B","South Africa","#1913","$20.98"
"Novatek Microelectronics","$6.99 B","Taiwan","#1914","$11.49"
"Yes Bank","$6.98 B","India","#1915","$0.24"
"Mindtree","$6.98 B","India","#1916","$42.37"
"ALD Automotive","$6.97 B","France","#1917","$12.32"
"ASR Nederland","$6.97 B","Netherlands","#1918","$46.55"
"ICICI Lombard","$6.97 B","India","#1919","$14.20"
"Halozyme Therapeutics","$6.95 B","USA","#1920","$51.46"
"Valmont Industries","$6.95 B","USA","#1921","$326.09"
"Graphic Packaging","$6.92 B","USA","#1922","$22.56"
"GitLab","$6.92 B","USA","#1923","$46.27"
"Emcor","$6.92 B","USA","#1924","$145.32"
"WESCO International","$6.91 B","USA","#1925","$136.06"
"Japan Post Insurance","$6.90 B","Japan","#1926","$17.87"
"Cathay Pacific","$6.90 B","Hong Kong","#1927","$1.07"
"Restoration Hardware","$6.90 B","USA","#1928","$299.17"
"Reece Group","$6.89 B","Australia","#1929","$10.67"
"Banca Mediolanum","$6.88 B","Italy","#1930","$9.15"
"Generac Power Systems","$6.87 B","USA","#1931","$108.49"
"Sensata Technologies","$6.86 B","USA","#1932","$44.85"
"Globant","$6.85 B","","#1933","$164.16"
"Atlas Arteria","$6.85 B","Australia","#1934","$4.72"
"Rexel","$6.85 B","France","#1935","$21.92"
"Petro Rio","$6.84 B","Brazil","#1936","$8.07"
"Union Bank of India","$6.83 B","India","#1937","$1.00"
"Swiss Prime Site","$6.82 B","Switzerland","#1938","$89.03"
"Wan Hai Lines","$6.82 B","Taiwan","#1939","$2.43"
"Northland Power","$6.81 B","Canada","#1940","$27.78"
"UPL","$6.81 B","India","#1941","$9.08"
"Assurant","$6.81 B","USA","#1942","$128.91"
"Santander Polska","$6.80 B","Poland","#1943","$66.14"
"Omega Healthcare","$6.79 B","USA","#1944","$28.20"
"RBC Bearings","$6.78 B","USA","#1945","$233.99"
"Nippon Sanso","$6.78 B","Japan","#1946","$15.68"
"Brixmor Property Group","$6.76 B","USA","#1947","$22.56"
"Türkiye Is Bankasi","$6.76 B","Turkey","#1948","$0.65"
"GMO Payment Gateway","$6.76 B","Japan","#1949","$89.18"
"CACI","$6.75 B","USA","#1950","$285.99"
"Hero MotoCorp","$6.75 B","India","#1951","$33.80"
"CAE","$6.75 B","Canada","#1952","$21.24"
"Clean Harbors","$6.74 B","USA","#1953","$124.81"
"Gentex","$6.74 B","USA","#1954","$28.77"
"PGNiG","$6.74 B","Poland","#1955","$1.13"
"CTS Eventim","$6.73 B","Germany","#1956","$70.21"
"Industrial Bank of Korea (IBK)","$6.73 B","South Korea","#1957","$8.45"
"National Marine Dredging","$6.73 B","United Arab Emirates","#1958","$8.16"
"KBR","$6.73 B","USA","#1959","$49.06"
"KGHM Polska Mied?","$6.72 B","Poland","#1960","$33.65"
"Prosperity Bancshares","$6.72 B","USA","#1961","$73.67"
"TIS","$6.70 B","Japan","#1962","$27.71"
"OTE Group","$6.70 B","","#1963","$15.43"
"Trend Micro","$6.70 B","Japan","#1964","$47.61"
"Holmen","$6.69 B","Sweden","#1965","$41.39"
"Ingredion","$6.69 B","USA","#1966","$102.15"
"Daiwa Securities Group","$6.69 B","Japan","#1967","$4.61"
"On Holding","$6.68 B","Switzerland","#1968","$21.16"
"Capcom","$6.68 B","Japan","#1969","$31.35"
"Adaro Energy","$6.67 B","Indonesia","#1970","$0.21"
"UWM Holdings","$6.67 B","USA","#1971","$4.16"
"Rumo","$6.67 B","Brazil","#1972","$3.60"
"Ritchie Bros. Auctioneers","$6.67 B","Canada","#1973","$60.17"
"Karuna Therapeutics","$6.66 B","USA","#1974","$193.89"
"United Tractors","$6.66 B","Indonesia","#1975","$1.74"
"Demant","$6.66 B","Denmark","#1976","$28.61"
"Berger Paints","$6.66 B","India","#1977","$6.86"
"Houlihan Lokey","$6.66 B","USA","#1978","$97.01"
"Wyndham Hotels & Resorts","$6.65 B","USA","#1979","$75.33"
"Hunter Douglas","$6.65 B","Netherlands","#1980","$191.23"
"Lodha Group","$6.65 B","India","#1981","$13.81"
"Wynn Macau","$6.64 B","","#1982","$1.27"
"Qualtrics","$6.63 B","USA","#1983","$11.24"
"Israel Discount Bank","$6.63 B","Israel","#1984","$52.30"
"MKS Instruments","$6.62 B","USA","#1985","$99.63"
"Great Eastern","$6.62 B","Singapore","#1986","$13.99"
"Silergy","$6.61 B","China","#1987","$17.37"
"U.S. Steel","$6.60 B","USA","#1988","$28.21"
"Texas Roadhouse","$6.60 B","USA","#1989","$98.76"
"Agree Realty","$6.60 B","USA","#1990","$74.31"
"Choice Hotels International","$6.60 B","USA","#1991","$123.91"
"Voya Financial","$6.60 B","USA","#1992","$67.96"
"World Wrestling Entertainment","$6.59 B","USA","#1993","$88.69"
"AirTAC International","$6.59 B","Taiwan","#1994","$32.99"
"MinebeaMitsumi","$6.59 B","Japan","#1995","$16.23"
"New York Community Bank","$6.59 B","USA","#1996","$9.68"
"AGNC Investment","$6.59 B","USA","#1997","$11.53"
"Torrent Pharmaceuticals","$6.58 B","India","#1998","$19.47"
"Saia","$6.58 B","USA","#1999","$248.92"
"ASUS","$6.57 B","Taiwan","#2000","$8.85"
"Lithia Motors","$6.57 B","USA","#2001","$240.42"
"Clearway Energy","$6.57 B","USA","#2002","$33.26"
"Stifel","$6.56 B","USA","#2003","$61.79"
"Tempur Sealy","$6.56 B","USA","#2004","$38.39"
"BOK Financial","$6.56 B","USA","#2005","$97.58"
"Murphy Oil","$6.54 B","USA","#2006","$42.12"
"Osaka Gas","$6.54 B","Japan","#2007","$15.75"
"Krafton","$6.53 B","South Korea","#2008","$139.42"
"Helvetia Holding","$6.53 B","Switzerland","#2009","$123.71"
"Swedish Orphan Biovitrum","$6.53 B","Sweden","#2010","$22.09"
"DXC Technology","$6.53 B","USA","#2011","$28.40"
"ShockWave Medical","$6.53 B","USA","#2012","$180.75"
"Starwood Property Trust","$6.53 B","USA","#2013","$20.45"
"OZ Minerals","$6.51 B","Australia","#2014","$19.45"
"Norwegian Cruise Line","$6.51 B","USA","#2015","$15.45"
"Samsara","$6.49 B","USA","#2016","$12.51"
"TPG Telecom","$6.47 B","Australia","#2017","$3.48"
"nVent Electric","$6.47 B","UK","#2018","$38.86"
"Stockland","$6.47 B","Australia","#2019","$2.71"
"Magnolia Oil & Gas","$6.46 B","USA","#2020","$23.82"
"Levi Strauss","$6.44 B","USA","#2021","$16.35"
"iA Financial","$6.44 B","Canada","#2022","$61.23"
"Kobe Bussan","$6.44 B","Japan","#2023","$29.57"
"Charoen Pokphand Indonesia","$6.44 B","Indonesia","#2024","$0.39"
"Amplifon","$6.43 B","Italy","#2025","$27.92"
"Daifuku","$6.42 B","Japan","#2026","$51.02"
"NextEra Energy Partners","$6.42 B","USA","#2027","$74.25"
"TOTO","$6.42 B","Japan","#2028","$37.90"
"Kingfisher","$6.42 B","UK","#2029","$3.26"
"Nemetschek","$6.41 B","Germany","#2030","$55.52"
"Range Resources","$6.41 B","USA","#2031","$26.53"
"Fastighets AB Balder","$6.40 B","Sweden","#2032","$5.38"
"Woodward","$6.39 B","USA","#2033","$106.99"
"Southwestern Energy","$6.38 B","USA","#2034","$5.79"
"Turquoise Hill Resources","$6.38 B","Canada","#2035","$31.41"
"Roivant Sciences","$6.36 B","UK","#2036","$8.78"
"Yanbu National Petrochemical","$6.35 B","Saudi Arabia","#2037","$11.30"
"Corporate Office Properties Trust","$6.34 B","USA","#2038","$28.24"
"Yamaha","$6.34 B","Japan","#2039","$37.00"
"Spark New Zealand","$6.34 B","New Zealand","#2040","$3.39"
"Nedbank","$6.33 B","South Africa","#2041","$13.00"
"Toromont","$6.33 B","Canada","#2042","$76.98"
"Nissan Chemical","$6.32 B","Japan","#2043","$45.13"
"ChampionX","$6.32 B","USA","#2044","$31.75"
"Land Securities Group","$6.32 B","UK","#2045","$8.54"
"Sampoerna","$6.32 B","Indonesia","#2046","$0.05000"
"Shriram Transport Finance","$6.32 B","India","#2047","$16.89"
"Alaska Airlines","$6.31 B","USA","#2048","$49.82"
"GXO Logistics","$6.31 B","USA","#2049","$53.26"
"STAG Industrial","$6.31 B","USA","#2050","$34.50"
"Hualan Biological Engineering","$6.31 B","China","#2051","$3.46"
"Indian Railway Catering & Tourism","$6.31 B","India","#2052","$7.89"
"Harley-Davidson","$6.31 B","USA","#2053","$43.19"
"Bankinter","$6.29 B","Spain","#2054","$7.00"
"Konami Holdings","$6.28 B","Japan","#2055","$47.07"
"Dillard's","$6.28 B","USA","#2056","$367.01"
"First American","$6.27 B","USA","#2057","$60.63"
"Boyd Gaming","$6.27 B","USA","#2058","$60.13"
"Hikari Tsushin","$6.27 B","Japan","#2059","$141.59"
"Grupo Simec","$6.27 B","Mexico","#2060","$35.33"
"Sekisui Chemical","$6.27 B","Japan","#2061","$14.52"
"Bachem","$6.27 B","Switzerland","#2062","$85.04"
"Tube Investments of India","$6.26 B","India","#2063","$32.43"
"Banco BPM","$6.26 B","Italy","#2064","$4.15"
"HealthSouth","$6.25 B","USA","#2065","$62.68"
"HYBE","$6.25 B","South Korea","#2066","$151.14"
"Elanco","$6.25 B","USA","#2067","$13.18"
"Taishin Financial Holdings","$6.24 B","Taiwan","#2068","$0.52"
"West Fraser Timber","$6.24 B","Canada","#2069","$74.51"
"Covivio","$6.24 B","France","#2070","$65.38"
"Mirvac Group","$6.24 B","Australia","#2071","$1.58"
"Getinge","$6.23 B","Sweden","#2072","$21.89"
"PDC Energy","$6.23 B","USA","#2073","$67.63"
"SSAB","$6.23 B","Sweden","#2074","$6.07"
"Affiliated Managers Group","$6.23 B","USA","#2075","$165.42"
"DraftKings","$6.23 B","USA","#2076","$13.88"
"Toho Co.","$6.22 B","Japan","#2077","$35.61"
"Newell Brands","$6.22 B","USA","#2078","$15.05"
"Raiffeisen Bank International","$6.22 B","","#2079","$18.74"
"Doximity","$6.21 B","USA","#2080","$32.29"
"Allegro MicroSystems","$6.20 B","USA","#2081","$32.45"
"Bombardier Recreational Products","$6.20 B","Canada","#2082","$79.32"
"Unimicron","$6.20 B","Taiwan","#2083","$4.19"
"Canadian Apartment Properties REIT","$6.19 B","Canada","#2084","$35.57"
"Toll Brothers","$6.18 B","USA","#2085","$55.86"
"Kintetsu GHD","$6.18 B","Japan","#2086","$32.51"
"Oshkosh Corporation","$6.18 B","USA","#2087","$94.53"
"BELIMO Holding","$6.18 B","Switzerland","#2088","$502.59"
"Macy's","$6.17 B","USA","#2089","$22.76"
"Nutanix","$6.16 B","USA","#2090","$26.80"
"Endeavor Group","$6.15 B","USA","#2091","$21.28"
"Chang Hwa Commercial Bank","$6.15 B","Taiwan","#2092","$0.58"
"BOSCH India","$6.15 B","India","#2093","$208.67"
"Mapfre","$6.15 B","Spain","#2094","$2.01"
"Convatec Group","$6.15 B","UK","#2095","$3.01"
"EnLink Midstream","$6.15 B","USA","#2096","$12.99"
"Pilgrim's Pride","$6.15 B","USA","#2097","$26.01"
"LEG Immobilien","$6.14 B","Germany","#2098","$77.76"
"Confluent","$6.14 B","USA","#2099","$21.45"
"Tele2","$6.14 B","Sweden","#2100","$10.81"
"SiteOne Landscape Supply","$6.12 B","USA","#2101","$135.89"
"Lufax","$6.12 B","China","#2102","$2.68"
"Hapvida","$6.12 B","Brazil","#2103","$0.86"
"Yancoal","$6.11 B","Australia","#2104","$4.63"
"Hulic","$6.11 B","Japan","#2105","$8.02"
"Reynolds Consumer","$6.11 B","USA","#2106","$29.12"
"ENGIE Brasil","$6.11 B","Brazil","#2107","$7.49"
"MDU Resources","$6.10 B","USA","#2108","$30.04"
"Commercial Metals Company","$6.10 B","USA","#2109","$52.15"
"Kinsale Capital Group","$6.10 B","USA","#2110","$264.47"
"Valvoline","$6.10 B","USA","#2111","$34.99"
"Universal Display Corporation","$6.10 B","USA","#2112","$129.17"
"Curtiss-Wright","$6.09 B","USA","#2113","$159.19"
"Nippon Prologis REIT","$6.09 B","Japan","#2114","$2,217"
"FirstService","$6.09 B","Canada","#2115","$137.83"
"Dun & Bradstreet","$6.09 B","USA","#2116","$13.98"
"Otsuka","$6.09 B","Japan","#2117","$32.13"
"Adecco Group","$6.09 B","Switzerland","#2118","$36.16"
"Samvardhana Motherson","$6.08 B","India","#2119","$0.90"
"Crane Co.","$6.07 B","USA","#2120","$108.22"
"Cosan","$6.07 B","Brazil","#2121","$12.83"
"Atacadão","$6.07 B","Brazil","#2122","$2.89"
"Emperador Brandy","$6.06 B","","#2123","$0.39"
"CTP N.V.","$6.06 B","Netherlands","#2124","$13.62"
"Kinross Gold","$6.06 B","Canada","#2125","$4.72"
"BlueScope Steel","$6.06 B","Australia","#2126","$13.07"
"Sumitomo Chemical","$6.06 B","Japan","#2127","$3.71"
"Endeavour Mining","$6.06 B","UK","#2128","$24.66"
"Huntsman Corporation","$6.05 B","USA","#2129","$31.53"
"Landstar System","$6.04 B","USA","#2130","$168.33"
"PI Industries","$6.04 B","India","#2131","$39.85"
"Axalta","$6.04 B","USA","#2132","$27.40"
"Coupa","$6.04 B","USA","#2133","$79.32"
"Komer?ní banka","$6.03 B","","#2134","$31.41"
"RLI Corp.","$6.03 B","USA","#2135","$133.06"
"Littelfuse","$6.03 B","USA","#2136","$243.82"
"Rockwool","$6.03 B","Denmark","#2137","$272.59"
"Descartes Systems","$6.02 B","Canada","#2138","$71.00"
"Polaris","$6.02 B","USA","#2139","$103.89"
"GarantiBank","$6.01 B","Turkey","#2140","$1.43"
"Rightmove","$6.00 B","UK","#2141","$7.28"
"Envista","$6.00 B","USA","#2142","$36.82"
