09-wissel-company_code,05-MalPatSaj-symbol,04-iGMM-code,02-GioPonSpiz-codice
gsk,ecpg,tmdx,cmre
azn,eqx,vcyt,kori.pa
shel,pro,nmrk,asix
stan.l,reg1v.he,carboruniv.ns,eidparry.ns
kfi1.f,cgau,iiflwam.ns,byit.l
bcs,sptn,nxe,fsly
jd.l,euz.f,rovi.mc,ascl.l
cnhi,mtg-b.st,ctre,cav1v.he
bp,rhk.de,vltsa.pa,ddl
lin,dfin,agr.l,nic
mks.l,kro,stra,naas
nwg,c43.f,3532.tw,zyduswell.ns
lyg,cyient.ns,alhe.ta,euz.f
bti,ascl.l,cbg.l,semr
aon,dcbo,trn.l,eig
rio,wg.l,page.l,sbsi
rto,foi-b.st,atsg,holi
nex.l,clmt,tfg.jo,fbrt
wtw,bdn,ashm.l,fae.mc
itrk.l,cffn,snex,opal
rr.l,qure,arvn,usph
rkt.l,gtn,ftch,dmlp
svs.l,karurvysya.ns,prct,aten
mro.l,spns,gogo,ssp
ferg,xpof,akro,dcbo
wtb.l,13b.f,gdrx,foi-b.st
wg.l,gabc,mtx,obnk
relx,paya,bcrx,ntst
itba.f,nymt,mcy,do
fras.l,taro,sqn.sw,kc
smds.l,kref,9533.t,taro
ngg,ato.pa,atrc,psg.mc
deo,knsa,dkl,lzb
bab.l,angi,fbc,rdnt
mndi.l,cmre,wpk.to,aav.to
nxt.l,arko,crs,aiv
grg.l,mtl.to,peb,evbg
bby.l,cown,mdrx,abc.kh
ls4c.f,lgnd,glo.l,pdfs
sspg.l,amps,pd,plrx
0lc.f,mty.to,silk,cint
av.l,sbs.f,mvv1.f,rily
hln,mod,nus,zwc.wa
ccep,mgl.ns,cent,glp
pso,tnk,evex,gbg.l
tscdf,acrs,elgiequip.ns,mfa
hsbc,oflx,p55.f,un01.de
ids.l,rites.ns,dbrg,000150.ks
sbry.l,cron,mnrl,tell
ul,sant.f,gest.mc,plab
abf.l,fincables.ns,shak,lmnd
wpp,lb.to,land.sw,grnd3.sa
aal.l,mpln,gxi.f,sa
vod,dcph,nva.to,lb.to
bt-a.l,mbin,fa,wte.to
bsp.f,bhvn,b,ccsi
gsk,jwel.to,trup,zh
azn,sumo,kmt,sbs.f
shel,300113.sz,pmv.f,13b.f
stan.l,user,tfpm,olo
kfi1.f,0071.hk,psmt,bdn
bcs,atri,336260.ks,matw
jd.l,ahh,cwk.l,cde
cnhi,dmlp,crbn.as,plya
bp,sncy,futr.l,atri
lin,pay,avav,gabc
mks.l,iova,aat,tmp
nwg,avo,evtc,jwel.to
lyg,plab,sybt,ptra
bti,002354.sz,cfp.to,bonhr.ol
aon,000150.ks,joe,dac
rio,morf,3105.two,thg.l
rto,lmat,arl.f,dnn
nex.l,hfwa,nuva,reg1v.he
wtw,mgi,ramcocem.ns,nutx
itrk.l,ccrn,ptec.l,psfe
rr.l,ptra,rym.nz,300113.sz
rkt.l,brkl,lmp.l,2356.hk
svs.l,holi,ifcn.sw,usna
mro.l,tl5.mc,spt.l,veon
ferg,pct,niacl.ns,c43.f
wtb.l,cwh,pacb,pds
wg.l,lzb,cop.de,uan
relx,west,crr-un.to,gden
itba.f,mvc.mc,rlay,me
fras.l,csr,gms,uuuu
smds.l,camt,simo,mty.to
ngg,kahot.ol,oerl.sw,camt
deo,tuya,pom.pa,cash.mc
bab.l,jslhisar.ns,enlt.ta,fre.nz
mndi.l,maxn,eltr.ta,frg
nxt.l,prtc,zim,cwh
grg.l,baly,bowl,mbin
bby.l,wte.to,epc,0071.hk
ls4c.f,pfbc,ire.mi,sg
sspg.l,rgnx,n91.l,pll
0lc.f,ostk,sj.to,azz
av.l,veon,kai,sncy
hln,borr,sitm,user
ccep,pds,cpk,nymt
pso,veco,cbrl,cown
tscdf,azz,mallplaza.sn,sptn
hsbc,apog,alfen.as,mvc.mc
ids.l,nwli,lfst,igms
sbry.l,mcx.ns,002517.sz,clb
ul,flgt,pcrx,nssc
abf.l,pbb.de,ptve,mtl.to
wpp,kori.pa,wafd,odpv3.sa
aal.l,arqt,trmk,ahh
vod,sph,cvco,qure
bt-a.l,cem.mi,joby,amwl
bsp.f,bsli3.sa,slr.mc,pro
gsk,nkla,odp,dpm.to
azn,bhe,2778.hk,mntv
shel,cav1v.he,bekn.sw,twi
stan.l,hwx.to,bdl.ns,sant.f
kfi1.f,fmtx,mfi.to,eh
bcs,grnd3.sa,036460.ks,nexa
jd.l,usna,mstr,cepu
cnhi,plya,sspg.l,smmt
bp,mrc,mfgp,eat.mc
lin,bls.ns,vrrm,sclx
mks.l,naas,pmag.f,fnac.pa
nwg,valn,hbi,www
lyg,nssc,9506.t,gtn
bti,2356.hk,frog,agr.vi
aon,mdgl,dmp.f,hhfa.f
rio,opk,kw,cem.mi
rto,glj.f,yy,kref
nex.l,ite.jo,nwl.ax,enta
wtw,kalpatpowr.ns,elk.ol,rhk.de
itrk.l,sf.st,rnw,fsm
rr.l,pll,crdo,spnt
rkt.l,caf.mc,prgs,shyf
svs.l,tcl-a.to,sono,pfbc
mro.l,aste,iifl.ns,rgnx
ferg,wald,kajariacer.ns,nex.l
wtb.l,pra,save,kty.wa
wg.l,innv,rnst,tejasnet.ns
relx,eat.mc,tcn,dao
itba.f,aali.jk,cp9.f,coll
fras.l,lc,prk,bbdc
smds.l,gbg.l,tigo,ite.jo
ngg,vrna,jbgs,cet
deo,agr.vi,slg,cron
bab.l,dole,csiq,cubi
mndi.l,3765.t,fineorg.ns,ptlo
nxt.l,hcsg,dgh.jo,gbx
grg.l,ncc-b.st,bld.ax,stkl
bby.l,ddl,arnc,jeld
ls4c.f,psg.mc,fcpt,hrt
sspg.l,iag,xene,mrc.to
0lc.f,zh,kws.f,baw.jo
av.l,300518.sz,ccu,wald
hln,amsf,nex,asc.l
ccep,strl,cpe,juve.mi
pso,hlx,banr,nwo.f
tscdf,cde,alhc,lxu
hsbc,vlk.as,vrns,hfwa
ids.l,rcf.ns,lgih,open
sbry.l,open,navi,mgi
ul,spnt,fsr,gb
abf.l,sa,wdfc,fwrg
wpp,gdot,rog,bbar
aal.l,jindworld.ns,tlry,nbg6.f
vod,baw.jo,trox,mtg-b.st
bt-a.l,graphite.ns,vsat,ftk.de
bsp.f,bse.ns,lesl,fbms
gsk,grnd,rezi,argo
azn,fnac.pa,m04.si,apps.mc
shel,ulh,rcus,amtb
stan.l,umh,smwh.l,pph.nz
kfi1.f,rpt,ax,ysg
bcs,bcyc,dir-un.to,slca
jd.l,wttr,ekta-b.st,tom2.as
cnhi,cutr,lspd,stgt.bk
bp,rgr,matx,dfh
lin,cint,wmk,splp
mks.l,skyw,bke,schn
nwg,pfc,out1v.he,t1l.f
lyg,hrt,gbdc,brsp
bti,cnob,netc.co,intr
aon,gic,nvee,amyt
rio,matw,kemira.he,kwipf
rto,ihrt,has.l,ostk
nex.l,frg,trul.cn,6014.sr
wtw,kwipf,alsn.sw,wow
itrk.l,cet,cs.to,sumo
rr.l,pph.nz,flyw,089590.ks
rkt.l,silv,028670.ks,1t5.f
svs.l,rtl,bava.co,inva
mro.l,thg.l,unfi,tse
ferg,hhfa.f,6789.tw,knrcon.ns
wtb.l,uuuu,cnu.nz,save.pa
wg.l,network18.ns,5jb.f,ttalo.he
relx,lpsn,cmtg,hibb
itba.f,bbdc,apam,myte
fras.l,ffa.jo,3292.t,ulh
smds.l,cars,dan,gdot
ngg,cyb.to,npo,osk.to
deo,plrx,itri,pnl.as
bab.l,cash.mc,tpz.to,hwx.to
mndi.l,banc,covh.pa,karurvysya.ns
nxt.l,cvna,6952.t,mcg
grg.l,osw,cjlu.si,wttr
bby.l,bynd,fntn.f,fincables.ns
ls4c.f,nbg6.f,focs,iiiv
sspg.l,mlab,elf.to,ihrt
0lc.f,cubi,whirlpool.ns,imax
av.l,titn,u06.si,agro
hln,nhc,shc,hyq.f
ccep,rna,post.vi,1164.hk
pso,licy,hag.f,cenx
tscdf,ceatltd.ns,kind-sdb.st,pwp
hsbc,3632.t,hep,graphite.ns
ids.l,amwd,prestige.ns,3632.t
sbry.l,slca,vtsc.de,cogt
ul,cbd,ihs,albo
abf.l,prdo,sjw,amrk
wpp,kc,mgrc,veco
aal.l,inva,ttml.ns,nrc
vod,7lx.f,cmbn.sw,p1z.vi
bt-a.l,nwo.f,ggg.f,nvax
bsp.f,pnl.as,thrm,ccrn
gsk,enta,krp,banc
azn,tkg.jo,acad,galaxysurf.ns
shel,nrc,kcr.he,cmco
stan.l,kids,dnlm.l,jindworld.ns
kfi1.f,amwl,brze,ggr
bcs,argo,suntv.ns,asts
jd.l,tom2.as,ffbc,caf.mc
cnhi,nrs.ol,gns.l,sii
bp,nbcc.ns,waf.f,mgl.ns
lin,t1l.f,itgr,kids
mks.l,prg,trn,skyw
nwg,dnn,kpittech.ns,inbx
lyg,ac,abr,vlk.as
bti,splp,s58.si,efxt
aon,ptlo,002558.sz,mttr
rio,cmco,ktb,ufpt
rto,knrcon.ns,wly,rapt
nex.l,imax,tpk.l,arce
wtw,bgs,nxrt,nhc
itrk.l,clb,prok,asle
rr.l,osk.to,kd,bse.ns
rkt.l,geni,hele,synt.l
svs.l,schn,ese,rtl
mro.l,ufpt,ann.ax,shen
ferg,mslh.l,viav,gsm
wtb.l,recp.to,nvmi,ssys
wg.l,do,nova,pwsa.kh
relx,shen,due.f,phar
itba.f,cyrx,dnut,plym
fras.l,gern,jks,irs
smds.l,dfh,300418.sz,rsi
ngg,chct,sage,geni
deo,lpi,hatsun.ns,cwr.l
bab.l,lpro,nhi,mye
mndi.l,chalet.ns,lug.to,sana
nxt.l,ichr,spb,s08.si
grg.l,cdmo,slvm,yca.l
bby.l,dpm.to,emamiltd.ns,recp.to
ls4c.f,amtb,safe.l,idya
sspg.l,rdwr,alrm,apog
0lc.f,lyel,vrnt,allg
av.l,hgs.ns,knos.l,chct
hln,6014.sr,apollotyre.ns,strl
ccep,apps.mc,prmw,innv
pso,cwr.l,tmv.de,west
tscdf,brsp,hpk,pra
hsbc,019170.ks,enr,cyrx
ids.l,ifp.to,bte.to,arko
sbry.l,wkme,mrp.jo,hcsg
ul,gdyn,toy.to,lpro
abf.l,kura,0010.hk,mrc
wpp,indi,gnw,ncc-b.st
aal.l,fwrg,frme,allo
vod,mrc.to,ibrx,pfi.f
bt-a.l,jeld,amlx,aali.jk
bsp.f,stkl,ceix,mlab
gsk,crnx,rrr,cdmo
azn,plym,bby.l,licy
shel,ccf,ottr,ichr
stan.l,aosl,jblu,plow
kfi1.f,mum.f,iba,bsig
bcs,jup.l,mult3.sa,wina
jd.l,cndt,ine.to,indi
cnhi,pwsa.kh,lth,wlkp
bp,revg,ap-un.to,gprk
lin,0797.hk,trip,dia.mc
mks.l,www,bnli.jk,ionq
nwg,pfi.f,tac,aste
lyg,odpv3.sa,str,ccf
bti,aoi.to,endurance.ns,nrs.ol
aon,zuo,cca.to,rick
rio,jrvr,idia.sw,crai
rto,rskd,oi,rdwr
nex.l,p1z.vi,pel.ns,nbcc.ns
wtw,twi,sim.co,gpro
itrk.l,avpt,alln.sw,rpt
rr.l,s08.si,glpg,imxi
rkt.l,ibulhsgfin.ns,cort,scs
svs.l,bororenew.ns,bb,020560.ks
mro.l,inn,vvnt,agen
ferg,ppgn.sw,mgee,zuo
wtb.l,stltech.ns,byg.l,hous
wg.l,tse,137310.ks,rskd
relx,cel.ta,ccola.is,prvb
itba.f,bfc,vid.mc,amwd
fras.l,sii,jamf,ionr
smds.l,mye,almb.co,mara
ngg,prvb,crisil.ns,bynd
deo,igms,tri.pa,lmat
bab.l,wti,jet2.l,cndt
mndi.l,ionq,acx.mc,knsa
nxt.l,cogt,crvl,axl
grg.l,shyf,hr-un.to,002354.sz
bby.l,hwkn,ntct,bhe
ls4c.f,ttalo.he,mgpi,tmst
sspg.l,cj.to,insm,cj.to
0lc.f,cera.ns,sax.f,gdyn
av.l,myte,acls,exai
hln,hous,opce.ta,019170.ks
ccep,qrtea,7030.sr,prtc
pso,bcsf,extr,crnc
tscdf,plow,cvt,rwt
hsbc,save.pa,sun.sw,vray
ids.l,hibb,grindwell.ns,par
sbry.l,sae.f,9468.t,wti
ul,iiiv,esmt,aosl
abf.l,wow,amr,arqt
wpp,anab,rmi.jo,0797.hk
aal.l,rsi,prva,cera.ns
vod,vray,bvic.l,bcsf
bt-a.l,ggr,ids.l,ba.bk
bsp.f,pwp,cno,janx
gsk,1t5.f,fortis.ns,prdo
azn,tigr,lazr,amsf
shel,crai,rajeshexpo.ns,cars
stan.l,bbtc.ns,uni.mc,blu
kfi1.f,abtx,ibtx,sph
bcs,rwt,glng,cnob
jd.l,utl,halkb.is,fmtx
cnhi,rbcaa,myov,maxn
bp,princepipe.ns,wire,riot
lin,blfs,2331.t,lc
mks.l,brn.ax,bhc,blfs
nwg,wina,bayercrop.ns,valn
lyg,ctbi,bataindia.ns,mcx.ns
bti,wash,vty.l,iova
aon,prajind.ns,psb.ns,csr
rio,drq,hubg,imgn
rto,p15.si,ipcalab.ns,pay
nex.l,wdh,241560.ks,edelweiss.ns
wtw,gpro,lauruslabs.ns,ffwm
itrk.l,sgh,pik.jo,mum.f
rr.l,pebo,aval,avo
rkt.l,dia.mc,dorm,utl
svs.l,amber.ns,klic,aoi.to
mro.l,agen,0069.hk,hgs.ns
ferg,ssys,iosp,perf
wtb.l,ksb.ns,olk,ac
wg.l,nx,appn,sligr.as
relx,merc,aub,qcrh
itba.f,efc,sfnc,rbcaa
fras.l,cdre,sqsp,cal
smds.l,tokman.he,efgn.sw,dcgo
ngg,sana,ccc.l,hska
deo,idya,4100.sr,chalet.ns
bab.l,rovr,ccoi,hcci
mndi.l,evtl,010145.ks,brn.ax
nxt.l,zeal,dea,osw
grg.l,slp,ncno,umh
bby.l,quess.ns,mxl,prg
ls4c.f,renn,tndm,tkg.jo
sspg.l,tm17.l,000927.sz,bgs
0lc.f,capl,cgcbv.he,rites.ns
av.l,cvg.to,iq,tcl-a.to
hln,gprk,5246.kl,arr
ccep,mcg,woof,pfc
pso,yext,duol,nwli
tscdf,slrc,pbh.to,ppgn.sw
hsbc,qcrh,fdr.mc,ffa.jo
ids.l,mgic,hasi,gotu
sbry.l,vrex,wern,flgt
ul,allg,cri,3765.t
abf.l,htbk,evh,baly
wpp,ysg,fro,tnk
aal.l,jublpharma.ns,teo,silv
vod,cepu,wor,300518.sz
bt-a.l,huya,out,0440.hk
bsp.f,rick,sfzn.sw,for
gsk,thrd,wib.f,wdo.to
azn,also3.sa,mbk.wa,amrn
shel,wdo.to,mika.jk,cbl
stan.l,aspn,nog,network18.ns
kfi1.f,adl.de,oil.ns,bls.ns
bcs,cbl,ambp,ctbi
jd.l,089590.ks,grt.jo,aktia.he
cnhi,adma,nvg.ls,qnst
bp,tmst,mts.ax,lpsn
lin,otly,gpi,dic.de
mks.l,ingerrand.ns,devyani.ns,dlx
nwg,bsig,arlp,stltech.ns
lyg,boc,ifs,ax-un.to
bti,asle,ngvt,edn
aon,lwlg,ggal,rcf.ns
rio,dwac,spr,mov
rto,hcci,mc,sparc.ns
nex.l,mttr,go,sgh
wtw,symphony.ns,rare,scsc
itrk.l,imxi,marel.as,cdre
rr.l,clbt,cert,pebo
rkt.l,nas.ol,cbkd.il,cvg.to
svs.l,asts,wd,gic
mro.l,ax-un.to,3333.hk,jup.l
ferg,imos,cd,cyb.to
wtb.l,good,smg,dole
wg.l,fdmt,isee,grnd
relx,efxt,0014.hk,kura
itba.f,amcx,rdn,oflx
fras.l,edelweiss.ns,fwrd,rgr
smds.l,agro,azek,titn
ngg,ffwm,ptct,vrnof
deo,lwsa3.sa,step,drq
bab.l,wlkp,pega,crnx
mndi.l,exfy,livn,kalpatpowr.ns
nxt.l,amrk,kfy,cbd
grg.l,pgru,prta,mslh.l
bby.l,ionr,pou.to,boc
ls4c.f,fbms,elf,hwkn
sspg.l,smp,7564.t,ibulhsgfin.ns
0lc.f,lpg,pags,merc
av.l,alec,cvlt,slp
hln,wetf,omu.jo,ceatltd.ns
ccep,orgn,fult,zeal
pso,mcrb,tgs,sftc.to
tscdf,esabindia.ns,arclk.is,chrs
hsbc,phar,lnr.to,rpay
ids.l,hstm,mrcy,cts.to
sbry.l,shcr,calm,avpt
ul,stgt.bk,bwy.l,yext
abf.l,scs,0522.hk,pon1v.he
wpp,aktia.he,skfindia.ns,mirm
aal.l,dlx,alta.pa,rocc
vod,300052.sz,grg.l,btai
bt-a.l,arr,twks,p15.si
bsp.f,for,mks.l,vtol
gsk,alp-pq,gaw.l,clbt
azn,scsc,strs.ta,tokman.he
shel,mmtc.ns,aartiind.ns,abtx
stan.l,uvsp,cdr.wa,vrex
kfi1.f,coll,kansainer.ns,wash
bcs,cal,mcg.jo,slrc
jd.l,synt.l,mnv6.f,vtex
cnhi,pon1v.he,frpt,603258.ss
bp,sligr.as,mcw,nx
lin,sftc.to,cnx,bcyc
mks.l,beml.ns,rusha,opi
nwg,irs,spen.ta,tbla
lyg,tbph,lxp,symphony.ns
bti,aeri,ahco,pnt
aon,itos,bb.pa,avxl
rio,qnbfl.is,ghc,efc
rto,ba.bk,amba,revg
nex.l,biox,enov,lpi
wtw,amal,pfsi,smp
itrk.l,idt,ata.to,ifp.to
rr.l,hafc,jun3.f,jrvr
rkt.l,vtru,6460.t,lyel
svs.l,cers,sumichem.ns,inn
mro.l,sparc.ns,sbra,htbk
ferg,crlbf,cie.mc,aehr
wtb.l,nexa,staa,alt
wg.l,cenx,ceqp,princepipe.ns
relx,osbc,szu.f,next
itba.f,perf,inmd,jbma.ns
fras.l,ctic,coforge.ns,cmpr
smds.l,pfi.nz,pi,prajind.ns
ngg,0440.hk,enic,iesc
deo,uba,mmyt,pbi
bab.l,nfbk,jxn,capl
mndi.l,intr,abm,imos
nxt.l,020560.ks,gnn.f,cel.ta
grg.l,gb,srad,biox
bby.l,mapmyindia.ns,4613.t,shcr
ls4c.f,coco,tex,azul
sspg.l,mov,goco,bororenew.ns
0lc.f,kind,gt,bbtc.ns
av.l,juve.mi,vis.mc,bfc
hln,rocc,pbh,aspn
ccep,cts.to,gtii.cn,tima.f
pso,rain.ns,atul.ns,orgn
tscdf,7200.sr,jjsf,kind
hsbc,cgbd,sgry,ingerrand.ns
ids.l,imtx,000100.ks,sf.st
sbry.l,crnc,161390.ks,kahot.ol
ul,pbi,crc,drw8.f
abf.l,ambc,kss,nmm
wpp,gsm,coop,beml.ns
aal.l,hngr,iboc,negg
vod,ftk.de,arry,olvas.he
bt-a.l,karo,hiw,acel
bsp.f,603258.ss,tr,wetf
gsk,tgi,4506.t,ksb.ns
azn,blx,pltk,wkme
shel,rpay,fie.f,amber.ns
stan.l,deltacorp.ns,ens,hafc
kfi1.f,cmpr,imcr,bdgi.to
bcs,slam,0683.hk,adl.de
jd.l,drw8.f,gtes,ambc
cnhi,ngd,4912.t,300052.sz
bp,nrds,tui1.f,cgbd
lin,prlb,dixon.ns,vcsa
mks.l,blte,aksen.is,mgic
nwg,vorb,epr,qrtea
lyg,0435.hk,laz,drd
bti,psfe,nomd,blx
aon,trst,zeel.ns,anip
rio,vtol,avnt,uvsp
rto,nmm,sct.l,mpln
nex.l,pnt,whd,nrds
wtw,itm.l,cse-pa.to,alp-pq
itrk.l,pubm,spt,vtru
rr.l,mrsn,ava,cdna
rkt.l,edit,banf,tbph
svs.l,fpi,eo.pa,nfbk
mro.l,uht,pjt,tm17.l
ferg,orientelec.ns,delhivery.ns,enfn
wtb.l,anip,gsat,sxc
wg.l,mahlife.ns,elis.pa,nas.ol
relx,vtex,ipar,ufcs
itba.f,hska,ay,coco
fras.l,opi,sxt,adv
smds.l,amrx,amc,amcx
ngg,hzo,beam,7200.sr
deo,dcgo,gicre.ns,aeri
bab.l,ghld,buou.si,hzo
mndi.l,sp,hbr.l,bigc
nxt.l,sxc,vsh,adma
grg.l,gmre,exx.jo,snbr
bby.l,proc,bnl,ngd
ls4c.f,nat,dark.l,atni
sspg.l,tngx,metsa.he,anab
0lc.f,azrn.as,fhb,lwsa3.sa
av.l,acel,0023.hk,pgy
hln,grc,dae.sw,etd
ccep,ta,b4b.f,eb
pso,arce,ttkom.is,ldi
tscdf,ehab,cvi,cwc.f
hsbc,hone,awc.ax,esabindia.ns
ids.l,olvas.he,stne,star
sbry.l,riot,ecv.f,prlb
ul,blue,0659.hk,sp
abf.l,bjri,gmrinfra.ns,pubm
wpp,srg,251270.ks,hstm
aal.l,qnst,iipr,exfy
vod,bdgi.to,mth,wbx
bt-a.l,swsolar.ns,zlab,rain.ns
bsp.f,wbx,timken.ns,karo
gsk,avxl,ssrm,1119.hk
azn,religare.ns,lac,0435.hk
shel,cdna,cgas5.sa,fpi
stan.l,cwc.f,kwr,giii
kfi1.f,jout,tatachem.ns,pfi.nz
bcs,bigc,awi,uba
jd.l,hyq.f,ror.l,lvc.wa
cnhi,azul,inkp.jk,cano
bp,opra,caty,trst
lin,gujalkali.ns,4581.t,ctic
mks.l,krny,mrvi,fia1s.he
nwg,egle,ari.jo,inh.f
lyg,003230.ks,amrc,viia3.sa
bti,chs,adnt,osbc
aon,land,ntco,bjri
rio,asc.l,axnx,hngr
rto,nfgc,auropharma.ns,mbi
nex.l,vaibhavgbl.ns,cpa,slam
wtw,tima.f,nk.pa,003230.ks
itrk.l,1119.hk,ebc,pgru
rr.l,rxt,jbh.ax,grc
rkt.l,iaux,s51.si,quess.ns
svs.l,mbi,ntla,bxc
mro.l,dic.de,dlg.l,aedas.mc
ferg,forr,6bf.f,alec
wtb.l,fmbh,ninoy,lpg
wg.l,adv,lxs.f,skwd
relx,sght,rsw.l,mmx
itba.f,tbla,col.mc,bv
fras.l,002425.sz,afrm,gmre
smds.l,atni,tmhc,uht
ngg,ecom,bdc,0302.hk
deo,ceva,log.mc,mrus
bab.l,accd,ppbi,272450.ks
mndi.l,amtd,nod.ol,blte
nxt.l,blnk,omab,fdmt
grg.l,fia1s.he,lh.bk,amal
bby.l,etd,fhi,gem.ax
ls4c.f,dao,neog,122870.kq
sspg.l,star,eprt,tngx
0lc.f,giii,inst,idt
av.l,mirm,cbu,deltacorp.ns
hln,clw,3391.t,ta
ccep,hbnc,bmi,ceva
pso,kop,wtm,repx
tscdf,auph,2834.tw,jout
hsbc,orron.st,ael,forr
ids.l,bbsi,gds,nvts
sbry.l,sd,twnk,brog
ul,rpower.ns,srail.sw,egle
abf.l,boo.l,lope,mapmyindia.ns
wpp,sunteck.ns,tbig.jk,gpil.ns
aal.l,ufcs,brbr,srg
vod,pgc,llc.ax,scvl
bt-a.l,enfn,crk,krny
bsp.f,smmt,2002.t,orientelec.ns
gsk,wpl.wa,sofi,nesr
azn,yorw,bill.st,jublpharma.ns
shel,avd,glbe,hone
stan.l,ebix,vonn.sw,vhi
kfi1.f,5211.kl,dlg.mi,181710.ks
bcs,next,0r1.f,vih1.f
jd.l,wps.l,cwt,land
cnhi,cldt,ben.ax,exk
bp,fc,gil.f,ap4.si
lin,gty.f,coromandel.ns,boo.l
mks.l,eras,nsit,dco
nwg,scvl,sum,denn
lyg,indt,chgg,atex
bti,mastek.ns,kmpr,lwlg
aon,band,top.bk,ofix
rio,hckt,federalbnk.ns,invz
rto,dgl.nz,bzu.mi,rovr
nex.l,ha,unf,blnk
wtw,rgp,arwr,hbnc
itrk.l,eb,0008.hk,002425.sz
rr.l,infibeam.ns,synh,thry
rkt.l,par,toaso.is,religare.ns
svs.l,mmx,asb,vktx
mro.l,mrus,abcb,avd
ferg,ap4.si,cytk,itm.l
wtb.l,lvc.wa,mnso,mcrb
wg.l,base,nni,gnk
relx,dbi,gef,ha
itba.f,zensartech.ns,603444.ss,gty.f
fras.l,acre,dlo,bbsi
smds.l,vmeo,krn.f,hayn
ngg,snbr,3529.two,ghld
deo,nvx,lite,itos
bab.l,polyplex.ns,bbd-b.to,accd
mndi.l,nndm,hi,otcm
nxt.l,vhi,olpx,mahlife.ns
grg.l,181710.ks,at1.f,max
bby.l,gem.ax,ambu-b.co,hckt
ls4c.f,kelya,4030.sr,icpt
sspg.l,avte,abcm,fmbh
0lc.f,exk,mlsr.ta,allk
av.l,sri,nda.f,flws
hln,3668.t,towr.jk,amrx
ccep,edn,hrmy,iaux
pso,tbi,doc,wpl.wa
tscdf,syrma.ns,2128.hk,cco
hsbc,mcb,vakbn.is,dwac
ids.l,trda,ejt1.f,ehab
sbry.l,arqq,awr,imtx
ul,cara,pki.to,tbi
abf.l,atex,pge.wa,ebs
wpp,bv,gubrf.is,kop
aal.l,iesc,sfm,good
vod,invz,dq,rdfn
bt-a.l,192080.ks,hvn.ax,ecom
bsp.f,alvr,evn.ax,095660.kq
gsk,rapt,btg,qnbfl.is
azn,rptx,aco-x.to,cass
shel,rmax,paas,bry
stan.l,bxc,8572.t,dx
kfi1.f,thry,arcad.as,mcb
bcs,sbow,bsm,hcat
jd.l,aehr,manu,vitl
cnhi,tci.ns,deepakntr.ns,astl
bp,gpil.ns,supremeind.ns,nfgc
lin,gnk,bbajioo.mx,192080.ks
mks.l,vitl,fele,yala
nwg,icpt,3481.tw,gujalkali.ns
lyg,inh.f,hlne,tgi
bti,astl,v03.si,snpo
aon,ktkbank.ns,utdi.f,kelya
rio,nvts,sdf.ax,kamn
rto,bngo,ftt.to,5211.kl
nex.l,asc,cuz,sunteck.ns
wtw,gcbc,apn.jo,nat
itrk.l,twou,lyft,mmtc.ns
rr.l,vrllog.ns,gale.sw,078340.kq
rkt.l,cano,nari,blue
svs.l,hcat,lukn.sw,pgc
mro.l,drd,bfam,vsec
ferg,122870.kq,tal,indt
wtb.l,krus,becn,rmax
wg.l,tile,lnth,nndm
wmt,cac,swec-a.st,faro
amzn,hifs,antarchile.sn,noej.f
ups,hayn,mindaind.ns,yorw
kr,cass,igl.ns,zyxi
hd,ampx,four,amtd
tgt,cvgw,kojamo.he,yit.he
sbux,dx,hri,oscr
brk-b,aedas.mc,tkc,acmr
unh,sli,onto,fc
fdx,vvi,scr.pa,tile
ctsh,max,mli,mastek.ns
tjx,brog,yeti,amot
pep,trtx,wb,orron.st
cost,amot,hlun-b.co,vmeo
low,bkuh,cpg,tigr
cnxc,078340.kq,frsh,orp.pa
jpm,vcsa,pch,rpower.ns
ibm,cion,smpl,cutr
jbl,allk,esgr,ar4.de
armk,ke,mglu3.sa,sd
wfc,denn,2610.tw,hifs
c,kamn,erf,wps.l
msft,dco,aple,dgl.nz
cvs,ebs,035250.ks,achr
bac,gmdcltd.ns,d7v.f,zyme
hca,bcom.ta,4516.t,nvx
t,bry,ago,3668.t
wba,272450.ks,inch.l,acre
cmcsa,vsec,dph.l,sri
goog,si,boss.de,tre.mc
f,faro,obs.vi,ecea.f
dri,neu.wa,persistent.ns,zensartech.ns
rtx,snpo,lpl,mor
ge,2501.tw,tka.f,eras
aapl,pdsmfl.ns,ttb.bk,neu.wa
dg,hsii,w,srrk
lea,viia3.sa,fly.pa,300533.sz
gm,095660.kq,bl,swsolar.ns
dis,negg,nex.pa,cldt
orcl,csii,cvbf,cyh
hlt,ffic,ucbi,trns
ba,yala,2050.sr,cac
jnj,jbma.ns,002624.sz,gmdcltd.ns
tsn,yit.he,eurn,lbc
dell,ntgr,meg.to,avte
dxc,bbar,lec.f,opra
tmo,repx,altr,sli
aal,chrs,tfsl,iiin
abm,nrix,gatx,lx
bbsi,cla-b.st,fls,base
intc,lbc,bimas.is,siga
gxo,noej.f,atz.to,2501.tw
mar,nesr,syna,trtx
vz,jswhl.ns,abg,imab
lmt,5168.kl,cmin3.sa,igti3.sa
abt,ar4.de,d01.si,clw
cat,hikal.ns,virt,dbi
pg,mvst,dec.pa,sbow
cbre,domo,pinc,hikal.ns
gd,amrs,box,vaibhavgbl.ns
aci,suprajit.ns,indb,svm
rost,obe,fra.de,nvta
