Name,Industry,Sector,Headquarters,Founded
Hachette Filipacchi Médias,Consumer services,Publishing,Paris,1826
Havas,Consumer services,Media agencies,Paris,1968
Hermès,Consumer goods,Clothing & accessories,Paris,1837
Hutchinson SA,Industrials,Diversified industrials,Paris,1853
Iliad SA,Telecommunications,Fixed line telecommunications,Paris,1990
JCDecaux,Industrials,Electronic equipment,Neuilly-sur-Seine,1964
Keolis,Consumer services,Travel & tourism,Paris,2001
Kering,Consumer goods,Clothing & accessories,Paris,1963
La Poste,Industrials,Delivery services,Paris,1991
Laboratoires Pierre Fabre,Health care,Pharmaceuticals,Paris,1951
Lacoste,Consumer goods,Clothing & accessories,Troyes,1933
Lactalis,Consumer goods,Food products,Laval,1933
Lafarge,Industrials,Building materials & fixtures,Paris,1833
Lafuma,Consumer goods,Recreational products,Paris,1930
Lagardère Group,Consumer services,Broadcasting & entertainment,Paris,1922
Lancôme,Consumer goods,Personal products,Paris,1935
Le Coq Sportif,Consumer goods,Clothing & accessories,Entzheim,1882
Le Zèbre,Consumer goods,Automobiles,Suresnes,1907
L'Oréal,Consumer goods,Personal products,Clichy,1909
Louis Vuitton,Consumer goods,Clothing & accessories,Paris,1854
LVMH,Consumer goods,Clothing & accessories,Paris,1987
Mandriva,Technology,Software,Paris,1995
Manuloc,Industrials,Logistics,Metz,1964
Maritima Ferries,Industrials,Marine transportation,Marseille,1969
Matra Marconi Space,Industrials,Aerospace,Toulouse,1996
Matra,Consumer goods,Automobiles,Romorantin-Lanthenay,1964
Mavic,Consumer goods,Recreational products,Annecy,1889
MC2 France,Technology,Software,Montrouge,1985
Michelin,Consumer goods,Tires,Clermont-Ferrand,1889
Microïds,Technology,Software,Montreuil,1984
Montagut,Consumer goods,Clothing & accessories,Saint-Sauveur-de-Montagut,1880
MoonScoop Group,Consumer services,Broadcasting & entertainment,Paris,2003
Naval Group,Industrials,Defense,Paris,1631
NicOx,Health care,Pharmaceuticals,Valbonne,1996
Norauto,Consumer goods,Auto parts,Lesquin,1970
Orange S.A.,Telecommunications,Mobile telecommunications,Paris,1988
Orano,Nuclear industries,Nuclear cycle,Courbevoie,2017
Oxbow,Consumer goods,Recreational products,Mérignac,1985
Parrot SA,Industrials,Diversified industrials,Paris,1994
Pathé,Consumer services,Broadcasting & entertainment,Paris,1896
Pentalog,Industrials,Business support services,Orléans,1993
Pernod Ricard,Consumer goods,Distillers & vintners,Paris,1975
Peugeot,Consumer goods,Automobiles,Rueil-Malmaison,1810
PSA Group,Consumer goods,Automobiles,Rueil-Malmaison,1976
Publicis,Industrials,Business support services,Paris,1926
Quantic Dream,Technology,Software,Paris,1997
RATP Group,Consumer services,Travel & tourism,Paris,1948
Renault,Consumer goods,Automobiles,Boulogne-Billancourt,1899
Rexel,Industrials,Electrical components & equipment,Paris,1967
Rhodia,Basic materials,Specialty chemicals,La Défense,1998
Rhône-Poulenc,Basic materials,Specialty chemicals,Paris,1928
Safran,Industrials,Aerospace,Paris,2005
SAGEM,Technology,Telecommunications equipment,Paris,1924
Saint-Gobain,Industrials,Building materials & fixtures,La Défense,1665
Salomon Group,Consumer goods,Recreational products,Épagny-Metz-Tessy,1947
Sanofi,Health care,Pharmaceuticals,Paris,2004
Schneider Electric,Industrials,Electrical components & equipment,Rueil-Malmaison,1836
SDV International Logistics,Industrials,Delivery services,Puteaux,1885
Sephora,Consumer services,Specialty retailers,Paris,1969
Servier,Health care,Pharmaceuticals,Suresnes,1954
SFR,Telecommunications,Fixed line telecommunications,Paris,1987
Sigfox,Technology,Telecommunications equipment,Labège,2009
SNCF,Consumer services,Travel & tourism,Saint-Denis,1938
Snecma,Industrials,Aerospace,Courcouronnes,1945
Société Bic,Consumer goods,Nondurable household products,Clichy,1945
Société Générale,Financials,Banks,La Défense,1864
Sodexo,Industrials,Specialized consumer services,Issy-les-Moulineaux,1966
Sogeti,Technology,Software,Paris,2002
Sopra Steria,Technology,Software,Annecy,1968
Suez,Utilities,Multiutilities,Paris,1997
Technicolor SA,Consumer services,Broadcasting & entertainment,Issy-les-Moulineaux,1893
Technip,Industrials,Business support services,Paris,1958
TF1 Group,Consumer services,Broadcasting & entertainment,Boulogne-Billancourt,1987
Thales Group,Industrials,Aerospace,La Défense,2000
Thomson-CSF,Industrials,Defense,Paris,1879
TotalEnergies,Oil & gas,Integrated oil & gas,Courbevoie,1924
Ubisoft,Technology,Software,Rennes,1986
Veolia,Utilities,Water,Paris,1853
Vinci SA,Industrials,Heavy construction,Rueil-Malmaison,1899
Vivendi,Consumer services,Broadcasting & entertainment,Paris,1853
Waterman,Consumer goods,Nondurable household products,Paris,1884
Yoplait,Consumer goods,Food products,Boulogne-Billancourt,1965
Ahlstrom,Basic materials,Basic resources,Helsinki,1851
Aktia Bank,Financials,Banks,Helsinki,1991
Alko,Consumer services,Specialty retailers,Helsinki,1932
Alma Media,Consumer services,Publishing,Helsinki,1849
Altia,Consumer goods,Distillers & vintners,Helsinki,1999
Amer Sports,Consumer goods,Recreational products,Helsinki,1950
Bank of Åland,Financials,Banks,Mariehamn,1919
Basware,Technology,Software,Espoo,1985
Bittium,Consumer goods,Consumer electronics,Oulu,1985
Cargotec,Industrials,Transportation services,Helsinki,2005
Codenomicon,Technology,Software,Oulu,2001
DNA Oyj,Telecommunications,Mobile telecommunications,Helsinki,2000
Eckerö Line,Industrials,Marine transportation,Helsinki,1995
EKS,Consumer goods,Consumer electronics,Espoo,1955
Elisa,Telecommunications,Fixed line telecommunications,Helsinki,1882
Fazer,Consumer services,Restaurants & bars,Helsinki,1891
Fingrid,Utilities,Conventional electricity,Helsinki,1996
Finnair,Consumer services,Airlines,Vantaa,1923
Finnlines,Industrials,Marine transportation,Helsinki,1947
Fiskars,Consumer goods,Durable household products,Helsinki,1649
Fortum,Utilities,Alternative electricity,Espoo,1998
F-Secure,Technology,Software,Helsinki,1988
Hartwall,Consumer goods,Soft drinks,Helsinki,1836
Hesburger,Consumer services,Retail,Turku,1966
HKScan,Consumer goods,Restaurants & bars,Turku,1913
Holvi,Financials,Banking,Helsinki,2011
Huhtamäki,Industrials,Containers & packaging,Espoo,1920
Kemira,Basic materials,Specialty chemicals,Helsinki,1920
Kemppi,Industrials,Business support services,Lahti,1949
Kesko,Consumer services,Broadline retailers,Helsinki,1940
Kone,Industrials,Industrial machinery,Helsinki,1910
Konecranes,Industrials,Industrial machinery,Hyvinkää,1994
Kotipizza,Consumer services,Restaurants & bars,Helsinki,1987
Lemminkäinen Group,Industrials,Heavy construction,Helsinki,1910
Marimekko,Consumer goods,Clothing & accessories,Helsinki,1951
Metsä Group,Basic materials,Paper,Helsinki,1947
Metso,Industrials,Business support services,Helsinki,1999
Neste,Oil & gas,Exploration & production,Espoo,1948
Nokia,Industrials,Telecommunications equipment,Espoo,1865
Nokia Networks,Technology,Telecommunications equipment,Espoo,2007
Nokian Jalkineet,Consumer goods,Footwear,Helsinki,1898
Nokian Tyres,Consumer goods,Automobiles,Nokia,1932
Olvi,Consumer goods,Soft drinks,Helsinki,1878
OP Financial Group,Financials,Financial services,Helsinki,1891
Orion Corporation,Health care,Pharmaceuticals,Espoo,1917
Outokumpu,Basic materials,Iron & steel,Helsinki,1932
Outotec,Industrials,Business support services,Espoo,2006
Patria,Industrials,Defense,Helsinki,1997
Planmeca,Health care,Medical equipment,Helsinki,1971
Pohjolan Voima,Utilities,Alternative electricity,Helsinki,1943
Polar Electro,Consumer goods,Recreational products,Kempele,1977
Ponsse Corporation,Industrials,Commercial vehicles & trucks,Vieremä,1970
Posiva,Industrials,Waste & disposal services,Eurajoki,1995
Posti Group,Logistics,Delivery services,Helsinki,1638
Pöyry,Industrials,Business support services,Vantaa,1958
Process Vision,Technology,Business support services,Helsinki,1993
Raisio Group,Consumer goods,Food products,Raisio,1939
Rautaruukki,Industrials,Building materials & fixtures,Helsinki,1960
Rovio Entertainment,Technology,Software,Espoo,2003
S Group,Consumer services,Hotels,Helsinki,1904
Sampo Group,Financials,Full line insurance,Helsinki,1909
Sanoma,Consumer services,Publishing,Helsinki,1999
Silja Line,Industrials,Marine transportation,Helsinki,1957
Sisu Auto,Industrials,Commercial vehicles & trucks,Helsinki,1931
Solidium,Financials,Investment services,Helsinki,2008
SSH Communications Security,Technology,Software,Helsinki,1995
St1,Oil & gas,Exploration & production,Helsinki,1995
Stenfors,Industrials,Heavy construction,Oulu,1969
Stockmann,Consumer services,Broadline retailers,Helsinki,1862
Stonesoft Corporation,Technology,Software,Helsinki,1990
Stora Enso,Basic materials,Paper,Helsinki,1998
Suominen Corporation,Consumer goods,Clothing & accessories,Helsinki,1898
Supercell,Technology,Software,Helsinki,2010
Suunto,Consumer goods,Recreational services,Vantaa,1936
Talvivaara Mining Company,Basic materials,Nonferrous metals,Espoo,2004
Tieto,Technology,Software,Helsinki,1968
Tikkurila,Basic materials,Commodity chemicals,Vantaa,1862
UPM-Kymmene,Basic materials,Paper,Helsinki,1996
Vacon,Industrials,Electrical components & equipment,Vaasa,1993
Vaisala,Technology,Software,Vantaa,1936
Valio,Consumer goods,Food products,Helsinki,1905
Valmet Automotive,Consumer goods,Automobiles,Uusikaupunki,1968
Valmet,Industrials,Industrial machinery,Espoo,2013
Valtra,Industrials,Commercial vehicles & trucks,Äänekoski,1951
Verkkokauppa.com,Consumer services,Broadline retailers,Helsinki,1992
Viking Line,Industrials,Marine transportation,Mariehamn,1963
VR,Industrials,Railroads,Helsinki,1862
Wärtsilä,Industrials,Electronic equipment,Helsinki,1834
A. Le Coq,Consumer goods,Brewers,Tartu,1807
Airest,Consumer services,Airlines,Tallinn,2002
Alexela,Oil & gas,Exploration & production,Tallinn,1990
Aqris,Technology,Software,Tallinn,1999
AS Starman,Telecommunications,Fixed line telecommunications,Tallinn,1992
Avies,Consumer services,Airlines,Tallinn,1991
Baltika Group,Consumer services,Apparel retailers,Tallinn,1928
BLRT Grupp,Industrials,Commercial vehicles & trucks,Tallinn,1912
Bolt,Technology,Transportation,Tallinn,2013
Copterline,Consumer services,Airlines,Tallinn,2010
Eesti Energia,Utilities,Conventional electricity,Tallinn,1939
Eesti Gaas,Utilities,Gas distribution,Tallinn,1990
Eesti Raudtee,Industrials,Railroads,Tallinn,1992
Elering,Utilities,Conventional electricity,Tallinn,1998
Elron,Consumer services,Travel & tourism,Tallinn,1998
Enefit Kaevandused,Basic materials,General mining,Jõhvi,1945
Enefit Solutions,Industrials,Business support services,Jõhvi,1959
Enimex,Consumer services,Airlines,Tallinn,1994
EstDomains,Technology,Internet,Tartu,?
Estonia Piano Factory,Consumer goods,Recreational products,Tallinn,1950
Estonian Record Productions,Consumer services,Broadcasting & entertainment,Tallinn,2001
Fortumo,Financials,Financial services,Tartu,2007
GoRail,Consumer services,Travel & tourism,Tallinn,1998
Kalev,Consumer goods,Food products,Lehmja,1806
Liviko,Consumer goods,Distillers & vintners,Tallinn,1898
Moonwalk Records,Consumer services,Broadcasting & entertainment,Tallinn,2005
Narva Oil Plant,Oil & gas,Exploration & production,Auvere,1980
Nortal,Technology,Software,Tallinn,2000
Olerex,Consumer services,Specialty retailers,Tartu,1994
Omniva,Logistics,Delivery services,Tallinn,1638
Publishing House ERSEN,Consumer services,Publishing,Tallinn,?
Quattromed,Health care,Biotechnology,Tartu,1999
Rakvere Lihakombinaat,Consumer goods,Food products,Roodevälja,1890
Saaremaa Shipping Company,Industrials,Marine transportation,Kuressaare,1992
Saku Brewery,Consumer goods,Brewers,Saku,1820
SEB Pank,Financials,Banks,Tallinn,2008
Selver,Consumer services,Food retailers & wholesalers,Tallinn,1995
Sky Media Group,Consumer services,Broadcasting & entertainment,Tallinn,1995
SmartPost,Industrials,Delivery services,Tallinn,2006
STV,Consumer services,Broadcasting & entertainment,Tallinn,1991
Tallink,Industrials,Marine transportation,Tallinn,1989
Tallinna Linnatranspordi AS,Consumer services,Travel & tourism,Tallinn,1991
Tänapäev,Consumer services,Publishing,Tallinn,1999
Tartu Mill,Consumer goods,Food products,Tartu,2000
Telia Eesti,Telecommunications,Fixed line telecommunications,Tallinn,1993
Tondi Elektroonika,Industrials,Electronic equipment,Tallinn,1959
TopTen,Consumer services,Broadcasting & entertainment,Tallinn,?
Ülemiste Keskus,Consumer services,Broadline retailers,Tallinn,?
Varrak,Consumer services,Publishing,Tallinn,1991
Viru Keemia Grupp,Oil & gas,Exploration & production,Kohtla-Järve,1924
VKG Elektrivõrgud,Utilities,Conventional electricity,Narva,1993
ZeroTurnaround,Technology,Software,Tartu,2007
Alectia,Industrials,Business support services,Virum,1912
ALK-Abelló,Health care,Pharmaceuticals,Hørsholm,1923
Aller Media,Consumer services,Publishing,Copenhagen,1873
Alm. Brand,Financials,Full line insurance,Copenhagen,1792
Ambu,Health care,Medical equipment,Copenhagen,1937
Arkitema Architects,Industrials,Business support services,Aarhus,1969
Arla Foods,Consumer goods,Food products,Viby J,2000
Arp-Hansen Hotel Group,Consumer services,Hotels,Copenhagen,1959
Bang & Olufsen,Consumer goods,Consumer electronics,Struer,1925
Bestseller A/S,Consumer goods,Clothing & accessories,Brande,1975
Bjarke Ingels Group,Industrials,Business support services,Copenhagen,2005
BoConcept,Consumer services,Specialty retailers,Herning,1952
Brødrene Hartmann,Industrials,Containers & packaging,Gentofte,1917
C. F. Møller Architects,Industrials,Business support services,Aarhus,1922
Carlsberg Group,Consumer goods,Brewers,Copenhagen,1847
Cembrit,Industrials,Building materials & fixtures,Aalborg,1927
Chr. Hansen,Consumer goods,Food products,Hørsholm,1874
COBE Architects,Industrials,Business support services,Copenhagen,2005
Coloplast,Health care,Medical equipment,Fredensborg,1957
Coop amba,Consumer services,Food retailers & wholesalers,Copenhagen,1896
Copenhagen Airport,Industrials,Transportation services,Copenhagen,1925
Co-Ro Food,Consumer goods,Food products,Frederikssund,1942
COWEX,Technology,Software,Gentofte,1992
COWI A/S,Industrials,Business support services,Kongens Lyngby,1930
Daloon,Consumer goods,Food products,Nyborg,1960
D/S Norden,Industrials,Marine transportation,Hellerup,1871
Dampskibsselskabet Torm,Industrials,Marine transportation,Copenhagen,1889
Danfoss,Industrials,Industrial machinery,Nordborg,1933
Danisco,Health care,Biotechnology,Copenhagen,1989
Danish Agro,Industrials,Industrial machinery,Karise,1901
Danish Crown AmbA,Consumer goods,Food products,Randers,1998
Dansk Supermarked,Consumer services,Broadline retailers,Højbjerg,1964
Danske Bank,Financials,Banks,Copenhagen,1871
Dantherm,Industrials,Industrial machinery,Skive,1958
DFDS,Industrials,Marine transportation,Copenhagen,1866
Dissing+Weitling,Industrials,Business support services,Copenhagen,1971
DLF,Consumer goods,Farming & fishing,Roskilde,1906
DSB,Industrials,Railroads,Copenhagen,1885
DSV,Industrials,Delivery services,Hedehusene,1976
DT Group,Industrials,Building materials & fixtures,Copenhagen,1896
ECCO,Consumer goods,Footwear,Bredebro,1963
Egmont Group,Consumer services,Publishing,Copenhagen,1878
Falck,Health care,Health care providers,Copenhagen,1906
FLSmidth,Industrials,Industrial machinery,Copenhagen,1882
Flying Tiger Copenhagen,Consumer services,Braodline retailers,Copenhagen,1995
Foss A/S,Industrials,Business support services,Hillerød,1956
Global Risk Management,Industrials,Business support services,Middelfart,2004
GN Store Nord,Health care,Health care providers,Ballerup,1869
Grundfos,Industrials,Industrial machinery,Bjerringbro,1945
Gryphon Audio Designs,Consumer goods,Consumer electronics,Ry,1985
Haldor Topsoe,Basic materials,Specialty chemicals,Copenhagen,1940
Hempel Group,Basic materials,Specialty chemicals,Lyngby-Taarbæk,1915
Henning Larsen Architects,Industrials,Business support services,Copenhagen,1959
House of Amber,Consumer goods,Clothing & accessories,Copenhagen,1933
Hummel,Consumer goods,Clothing & accessories,Aarhus,1923
IC Group,Consumer goods,Clothing & accessories,Copenhagen,2001
IO Interactive,Technology,Software,Copenhagen,1990
ISS A/S,Industrials,Business support services,Copenhagen,1901
Jet Time,Consumer services,Airlines,Copenhagen,2006
Jorgensen Engineering,Industrials,Business support services,Odense,1933
Jysk,Consumer services,Specialty retailers,Aarhus,1979
Jyske Bank,Financials,Banks,Silkeborg,1967
Kemp & Lauritzen,Industrials,Business support services,Copenhagen,1882
Kopenhagen Fur,Consumer goods,Clothing & accessories,Copenhagen,1930
LastObject,Consumer goods,Personal products,Copenhagen,2016
Leo Pharma,Health care,Pharmaceuticals,Copenhagen,1908
LM Glasfiber,Industrials,Industrial machinery,Lunderskov,1940
Louis Poulsen,Industrials,Building materials & fixtures,Copenhagen,1874
Lundbeck,Health care,Pharmaceuticals,Copenhagen,1915
Lundgaard & Tranberg,Industrials,Business support services,Copenhagen,1983
Maersk,Conglomerates,Ocean and inland freight transportation,Copenhagen,1904
Martin Professional,Industrials,Building materials & fixtures,Aarhus,1987
Matas,Consumer services,Drug retailers,Allerød,1949
Netcompany,Technology,Software,Copenhagen,1999
NKT Holding,Conglomerates,-,Copenhagen,1891
NNIT,Technology,Software,Gladsaxe,1994
Nordic Adult Entertainment,Consumer goods,Recreational products,Copenhagen,1972
Nordisk Film,Consumer services,Broadcasting & entertainment,Copenhagen,1906
North Media,Consumer services,Publishing,Gladsaxe,1978
North Sea Capital,Financials,Financial services,Copenhagen,2001
Novo Nordisk,Health care,Pharmaceuticals,Copenhagen,1923
Novozymes,Health care,Biotechnology,Copenhagen,2000
Nykredit,Financials,Financial services,Copenhagen,1985
Ørsted,Utilities,Conventional electricity,Fredericia,2006
Parken Sport & Entertainment,Consumer services,Recreational services,Copenhagen,1992
Pharma Nord,Health care,Pharmaceuticals,Vejle,1981
Pharmacosmos,Health care,Pharmaceuticals,Holbæk,1965
Phase One,Consumer goods,Recreational products,Copenhagen,1993
Plesner,Industrials,Business support services,Copenhagen,1918
Post Danmark,Industrials,Delivery services,Copenhagen,1624
Ramboll,Industrials,Business support services,Copenhagen,1945
Roskilde Forsyning,Utilities,Conventional electricity,Roskilde,2000
Royal Copenhagen,Consumer goods,Durable household products,Copenhagen,1775
Royal Unibrew,Consumer goods,Brewers,Faxe,1989
Sampension,Financials,Asset managers,Copenhagen,1945
Santa Fe Group,Industrials,Logistics,Copenhagen,1897
Saxo Bank,Financials,Banks,Copenhagen,1992
Scandinavian Tobacco Group,Consumer goods,Tobacco,Copenhagen,1961
Schmidt Hammer Lassen,Industrials,Business support services,Copenhagen,1986
Select Sport,Consumer goods,Recreational products,Copenhagen,1947
Simonsen & Weel,Health care,Medical equipment,Vallensbæk,1817
STYLEPIT,Consumer services,Apparel retailers,Copenhagen,2000
Stibo,Technology,Enterprise software,Århus,1794
TDC A/S,Telecommunications,Fixed line telecommunications,Copenhagen,1879
Terma A/S,Industrials,Aerospace,Lystrup,1949
The Lego Group,Consumer goods,Toys,Billund,1932
Thorco Shipping,Industrials,Marine transportation,Copenhagen,2003
Tuborg Brewery,Consumer goods,Brewers,Fredericia,1873
United Shipping & Trading Company,Industrials,Marine transportation,Middelfart,1876
VELUX,Industrials,Building materials & fixtures,Hørsholm,1941
Vestas,Industrials,Industrial machinery,Aarhus,1945
Welltec,Oil & gas,Oil equipment & services,Allerød,1994
Widex,Health care,Medical equipment,Lynge,1956
William Demant,Health care,Health care providers,Ledøje-Smørum,1904
Zentropa,Consumer services,Broadcasting & entertainment,Hvidovre,1992
Aero Vodochody,Industrials,Aerospace,Odolena Voda,1919
Ahold Czech Republic,Consumer services,Food retailers & wholesalers,Prague,1991
ASIX s.r.o.,Industrials,Electronic equipment,Prague,1991
Avast,Technology,Software,Prague,1988
Barrandov Studios,Consumer services,Broadcasting & entertainment,Prague,1921
Budweiser Bier Bürgerbräu,Consumer goods,Brewers,České Budějovice,1795
Budweiser Budvar Brewery,Consumer goods,Brewers,České Budějovice,1785
Česká pošta,Industrials,Delivery services,Prague,1918
Česká spořitelna,Financials,Banks,Prague,1825
Česká zbrojovka firearms,Industrials,Defense,Uherský Brod,1936
České dráhy,Industrials,Railroads,Prague,2003
České Radiokomunikace,Telecommunications,Fixed line telecommunications,Prague,1963
Československá obchodní banka,Financials,Banks,Prague,1964
CETIN,Telecommunications,Fixed line telecommunications,Prague,2015
Cinema City Czech Republic,Consumer services,Recreational services,Prague,1999
ČKD,Industrials,Commercial vehicles & trucks,Prague,1927
CS Link,Telecommunications,Mobile telecommunications,Prague,2006
Czech Airlines,Consumer services,Airlines,Prague,1923
Czech National Bank,Financials,Banks,Prague,1919
Dominant CZ,Consumer goods,Farming & fishing,Studenec,1989
Indies Records,Consumer services,Broadcasting & entertainment,Brno,1990
Jablotron,Consumer goods,Consumer electronics,Jablonec nad Nisou,1990
Jan Becher,Consumer goods,Distillers & vintners,Karlovy Vary,1807
Jihostroj,Industrials,Aerospace,Velešín,1919
Josef Lidl,Consumer goods,Recreational products,Brno,1892
Kaden models,Consumer goods,Toys,Nový Hrádek,1950
Kenvelo,Consumer services,Apparel retailers,Prague,1991
Kofola,Consumer goods,Soft drinks,Ostrava,1960
Komerční banka,Financials,Banks,Prague,1990
LEO Express,Industrials,Railroads,Prague,2010
LIAZ,Industrials,Commercial vehicles & trucks,Jablonec nad Nisou,1951
Mafra,Consumer services,Publishing,Prague,1992
Meopta,Industrials,Electronic equipment,Přerov,1933
Metrostav,Industrials,Heavy construction,Prague,1971
Moser,Consumer goods,Furnishings,Karlovy Vary,1857
O2 Czech Republic,Telecommunications,Telecommunications,Prague,2006
OKD,Basic materials,Coal,Ostrava,1952
Petrof,Consumer goods,Recreational products,Hradec Králové,1864
Pilsner Urquell Brewery,Consumer goods,Brewers,Plzeň,1842
Preciosa,Consumer goods,Furnishings,Jablonec nad Nisou,1948
Racom,Consumer goods,Consumer electronics,Nové Město na Moravě,1989
Red Hat Czech,Technology,Software,Brno,2006
Royal Brewery of Krušovice,Consumer goods,Brewers,Krušovice,1581
Rudolf Kämpf,Consumer goods,Furnishings,Nové Sedlo,1907
Škoda Transportation,Industrials,Commercial vehicles & trucks,Plzeň,1995
Škoda Works,Industrials,Diversified industrials,Plzeň,1859
Skylink,Telecommunications,Mobile telecommunications,Prague,2007
Student Agency,Consumer services,Travel & tourism,Brno,1996
Supraphon,Consumer services,Broadcasting & entertainment,Prague,1932
Tatra,Industrials,Commercial vehicles & trucks,Kopřivnice,1850
Telekom Austria Czech Republic,Telecommunications,Fixed line telecommunications,Prague,1995
Toyota Peugeot Citroën Automobile Czech,Consumer goods,Automobiles,Kolín,2002
Trinec Iron and Steel Works,Basic materials,Iron & steel,Třinec,1836
UniCredit Bank Czech Republic and Slovakia,Financials,Banks,Prague,2006
Via Chem Group,Basic materials,Specialty chemicals,České Budějovice,2002
Vodafone Czech Republic,Telecommunications,Mobile telecommunications,Prague,1982
Walter Aircraft Engines,Industrials,Industrial machinery,Prague,1911
Zetor,Industrials,Commercial vehicles & trucks,Brno,1946
Živnostenská banka,Financials,Banks,Prague,1868
AC Omonia,Consumer services,Sports,Nicosia,1948
AEK Larnaca FC,Consumer services,Sports,Larnaca,1994
AEL F.C.,Consumer services,Sports,Limassol,1930
Allbiz,Industrials,Business support services,Nicosia,1999
Anorthosis F.C.,Consumer services,Sports,Larnaca,1911
APOEL B.C.,Consumer services,Sports,Nicosia,1947
APOEL FC,Consumer services,Sports,Nicosia,1926
APOEL V.C.,Consumer services,Sports,Nicosia,1928
Apollon Limassol,Consumer services,Sports,Limassol,1954
Armida Publications,Consumer services,Publishing,Nicosia,1997
ASBIS,Technology,Computer hardware,Limassol,1990
Austrian Lloyd Ship Management,Industrials,Marine transportation,Limassol,1991
Bank of Cyprus,Financials,Banks,Nicosia,1899
Celestyal Cruises,Consumer services,Travel & tourism,Limassol,1986
Central Bank of Cyprus,Financials,Banks,Nicosia,1963
Charlie Airlines,Consumer services,Travel & Leisure,Larnaca,2016
Cyprus Broadcasting Corporation,Consumer services,Broadcasting,Nicosia,1953
Cyprus Civil Aviation Authority,Consumer services,Air traffic management,Nicosia,1955
Cyprus College,Consumer services,Education,Nicosia,1961
Cyprus College of Art,Consumer services,Education,Paphos,1969
Cyprus Development Bank,Financials,Banks,Nicosia,1963
Cyprus Institute of Marketing,Consumer services,Education,Nicosia,1978
Cyprus Int. Instit. for Environ. & Public Health,Technology,Research,Limassol,2004
Cyprus Internet Exchange,Telecommunications,Fixed line telecom,Nicosia,1999
Cyprus Mail,Consumer services,Publishing,Nicosia,1945
Cyprus Mines Corporation,Basic materials,General mining,Nicosia,1916
Cyprus Neuroscience and Technology Institute,Technology,Research,Nicosia,1991
Cyprus News Agency,Consumer services,Media,Nicosia,1976
Cyprus Ports Authority,Consumer services,Ship traffic management,Nicosia,1973
Cyprus Postal Services,Industrials,Delivery services,Nicosia,-
Cyprus State Fairs Authority,Consumer services,General retailers,Nicosia,1968
Cyprus Stock Exchange,Financials,Investment services,Nicosia,1996
Cyprus University of Technology,Consumer services,Education,Limassol,2004
Cyprus Weekly,Consumer services,Publishing,Nicosia,1979
CYTA,Telecommunications,Fixed line telecom,Nicosia,1961
Doxa Katokopias FC,Consumer services,Sports,Peristerona,1954
Electricity Authority of Cyprus,Utilities,Conventional electricity,Nicosia,1952
Elias Neocleous & Co LLC,Consumer services,Legal,Limassol,2017
EuroAfrica Interconnector,Utilities,Electricity,Nicosia,2017
EuroAsia Interconnector,Utilities,Electricity,Nicosia,2010
European University Cyprus,Consumer services,Education,Nicosia,1961
Financial Mirror,Consumer services,Publishing,Nicosia,1993
Frederick University,Consumer services,Education,Limassol,1965
Joannou & Paraskevaides,Industrials,Heavy construction,Guernsey,1961
Health Insurance Organisation,Financials,Full line insurance,Nicosia,-
Hellenic Bank,Financials,Banks,Nicosia,1976
Imperio Properties,Financials,Real estate development,Limassol,2003
IronFX,Financials,Investment services,Limassol,2010
KEO,Consumer goods,Soft drinks,Limassol,1927
Larnaca International Airport,Consumer services,Travel & leisure,Larnaca,1975
Leon Beer,Consumer goods,Brewers,Nicosia,1937
Leptos Estates,Financials,Real estate development,Paphos,1960
Lois Builders,Industrials,Heavy construction,Nicosia,1977
Medochemie,Health care,Pharmaceuticals,Limassol,1976
METRO Foods Trading,Consumer services,Food retailers & wholesalers,Nicosia,1982
Moufflon Publications,Consumer services,Publishing,Nicosia,1967
Neapolis University Paphos,Consumer services,Education,Paphos,2007
NOVA Cyprus,Consumer services,Media,Nicosia,2004
Omega TV Cyprus,Consumer services,Media,Nicosia,1992
Open University of Cyprus,Consumer services,Education,Nicosia,2002
Pafos FC,Consumer services,Sports,Pafos,2014
Paphos General Hospital,Consumer services,Health,Paphos,1992
Paphos International Airport,Consumer services,Travel & leisure,Paphos,2008
Petrolina,Oil & gas,Exploration & production,Larnaca,1959
Pevex Management,Financials,Investment services,Nicosia,2008
Port of Limassol,Industrials,Industrial transportation,Limassol,1956
PrimeTel PLC,Telecommunications,Fixed line telecom,Nicosia,2003
RCB Bank,Financials,Banks,Limassol,1995
Rusal,Basic materials,Industrial metals & mining,Nicosia,2007
SAT-7,Consumer services,Broadcasting & entertainment,Nicosia,1995
Telepassport Telecommunications,Telecommunications,Fixed line telecom,Nicosia,2002
The American Heart Institute,Consumer services,Health,Strovolos,1999
The Cyprus Institute,Technology,Research,Nicosia,2005
The Muscular Dystropy Research Foundation,Technology,Research,Nicosia,1987
The Cyprus Institute of Neurology and Genetics,Technology,Research,Nicosia,1990
Tsokkos,Consumer services,Hospitality,Ayia Napa,1979
Tus Airways,Consumer services,Travel & Leisure,Larnaca,2015
Universal Life,Financials,Life insurance,Nicosia,1970
University of Cyprus,Consumer services,Education,Nicosia,1989
University of Nicosia,Consumer services,Education,Nicosia,1980
Wargaming,Technology,Software,Nicosia,1998
Woolworths,Consumer services,Broadline retailers,Nicosia,1950
xHamster,Technology,Software,Nicosia,2007
3. Maj,Industrials,Commercial vehicles & trucks,Rijeka,1892
3LHD,Industrials,Business support services,Zagreb,1994
A1 Hrvatska,Telecommunications,Mobile telecommunications,Zagreb,1999
