00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
ci&t,gogoro,angi homeservices,perion network,h&e equipment services,berkshire hills bancorp,rent-a-center,diageo
valneva se,dundee precious metals,secunet,fresh del monte produce,fortress transportation,sparebank 1,huron consulting,babcock international group
cars.com,magellan financial group,ready capital,gaslog,shufersal,guaranty trust bank,travere therapeutics,mondi
headwater exploration,tellurian,diagnosticos da america,sfl corp,tav airports holding,alkami technology,pilot corporation,next plc
propetro,mechel pao,abercrombie & fitch,gamma communications,idfc,hipgnosis songs fund,avanos medical,greggs
crinetics pharmaceuticals,east india distilleries parry,atoss,orla mining,santam,ourpalm,vericel,balfour beatty
brandywine realty trust,advansix,gag immobilien,replimune,e2open,indian telephone industries,fuelcell energy,london stock exchange
national express group,ligand pharmaceuticals,china gold international resources,freyr battery,ballard power systems,irobot,jindal stainless (hisar),ssp group
lendingclub,diversified energy,avanos medical,iamgold,zug estates holding,modivcare,aether industries,ashtead
open lending,pharma mar,kratos defense & security solutions,v2x,prime medicine,the north west company,live oak bank,aviva
agrana,vip industries,alkami technology,figs,cargojet,compass diversified holdings,gaslog,haleon
allego,wabash national,p10,cropenergies,commscope,service properties trust,abercrombie & fitch,coca-cola european partners
gogoro,varta,pilot corporation,ready capital,nmi holdings,archrock,partner communications,pearson
cowen,brookline bancorp,mixi,precinct properties,bgc partners,nextgen healthcare,kaiser aluminum,tesco
the shyft group,sierra wireless,centerra gold,federal agricultural mortgage,tabcorp,wacker neuson,centuryply,hsbc
usertesting,orion engineered carbons,v-guard industries,p10,indiamart,reata pharmaceuticals,saul centers,international distributions services (royal mail)
tompkins financial,scilex holding,aether industries,hims & hers health,aar,definitive healthcare,equinox gold,sainsbury's
stratec,aclaris therapeutics,qt group,mativ holdings,minera valparaíso,pra group,borr drilling,unilever
usana,costamare,ivanhoe electric,veidekke,provident financial services,first commonwealth financial corp,embecta,associated british foods
ascential,uniper,aris water solutions,safety insurance,inventrust properties,graftech,wacker neuson,wpp
spartannash,huya,gamma communications,rsa insurance group,colbún,mednax,zentalis pharmaceuticals,anglo american
napco security technologies,radius global infrastructure,keros therapeutics,wacker neuson,shikun & binui,medifast,centerra gold,vodafone
pliant therapeutics,imago biosciences,ofg bancorp,maytronics,nagarro,3r petroleum,cdsl,bt group
altri,indian telephone industries,eih limited,tag immobilien,montauk renewables,sfl corp,kcc corp,bae systems
freightways,amara raja batteries,saul centers,geron,shaftesbury,techtarget,sparebank 1,glaxosmithkline
matthews international corporation,opal fuels,ourpalm,angi homeservices,cohu,inhibrx,wework,astrazeneca
fortuna silver mines,skycity entertainment group,meliá hotels international,aether industries,eqb (equitable bank),evercommerce,perion network,shell
energy fuels,donnelley financial solutions,first commonwealth financial corp,enovix,savills,allcargo logistics,green brick partners,standard chartered
new york mortgage trust,nextgen healthcare,figs,the north west company,world fuel services,atea asa,amag austria metall,kingfisher
merchants bancorp,helix energy solutions,summerset holdings,blucora,constellium,pharma mar,nevro,barclays
seabridge gold,natco pharma,altus power,goosehead insurance,first bancorp,pennymac mortgage investment trust,service properties trust,jd sports fashion
nrc health,ryerson,xometry,hudco,brp group,eurocommercial properties,primoris services corporation,cnh industrial
miramar hotel and investment,mannkind corp,pediatrix medical group,verve therapeutics,getty images,m/i homes,alembic pharmaceuticals,bp
jamieson wellness,pgt innovations,trulieve cannabis,kronos worldwide,getnet,atoss,planet labs,linde
pros,the andersons,service properties trust,avanos medical,canadian western bank,oceanfirst financial,tuya,marks & spencer
dah sing banking group,guess,genesis energy l.p.,standex,shinsegae,ero copper,shop apotheke europe,natwest group
momentive global,volaris,jindal stainless (hisar),casino guichard-perrachon,golden ocean group,oyak çimento,v-guard industries,lloyds banking group
photronics,encore capital group,alembic pharmaceuticals,dime community bancshares,telenet,siam city cement (insee),eplus,british american tobacco
denison mines,schweiter technologies,fresh del monte produce,oyak çimento,marten transport,fresh del monte produce,universal corporation,aon
aclaris therapeutics,shop apotheke europe,finolex industries,dingdong maicai,tenneco,natco pharma,kratos defense & security solutions,rio tinto
german american bancorp,piedmont office realty trust,perion network,digi international,establishment labs,p10,meridianlink,rentokil initial
metrovacesa,citycon,calumet specialty products partners,heartland express,custom truck one source,xd inc.,calumet specialty products partners,national express group
bpost,pbf logistics,kcc corp,pbf logistics,cannae holdings,avanos medical,sovos brands,willis towers watson 
grendene,kayne anderson capital advisors,sfl corp,atea asa,zhejiang jinke tom culture industry,ofg bancorp,ecovyst,intertek
23andme,grenke,utz brands,jindal stainless (hisar),zeta global,opal fuels,verve therapeutics,rolls-royce holdings
clearfield,morphic therapeutic,kornit digital,pediatrix medical group,elme communities,mirion technologies,city holding company,reckitt benckiser
laurentian bank of canada,energy recovery,john wood group,aston martin,air new zealand,par pacific holdings,finolex industries,savills
golden entertainment,ses ai,rsa insurance group,stewart information services,quilter,skycity entertainment group,cinemark theatres,melrose industries
proterra,sapiens,eqrx,truecaller,bank of n. t. butterfield & son,hornbach holding,qt group,ferguson
core laboratories,netdragon websoft,vericel,pc connection,banco macro,virgin galactic,rsa insurance group,whitbread
consensus cloud solutions,fever-tree drinks,iamgold,netdragon websoft,nustar energy,everbridge,first busey,john wood group
piedmont lithium,archrock,meta financial group,outset medical,nw natural,vip industries,xometry,relx
hangzhou shunwang technology,aurinia pharmaceuticals,universal corporation,service properties trust,olav thon,nutex health,oceanfirst financial,imperial brands
playa hotels & resorts,geron,gaslog,dentalcorp,methode electronics,cts corporation,magnite,frasers group
semrush,kingsoft cloud,polenergia,abercrombie & fitch,aktieselskabet schouw & co.,scholastic,bénéteau,ds smith
advantage energy,helios towers,s&t bancorp,partner communications,hexaware technologies,eplus,pennymac mortgage investment trust,national grid
mediaset españa comunicación,tennant company,hipgnosis songs fund,pharma mar,peyto exploration & development,himax,p10,diageo
cropenergies,verve therapeutics,magnite,tuya,oxford industries,palomar holdings,diagnosticos da america,babcock international group
odontoprev,par pacific holdings,1st source,hni corporation,remitly,east india distilleries parry,heartland express,mondi
zydus wellness,modivcare,corecivic,green brick partners,braves group,federal agricultural mortgage,gag immobilien,next plc
franchise group,blue star,bilfinger,bilfinger,bukalapak.com,kruk spólka akcyjna,atea asa,greggs
modine manufacturing,arcellx,compañía de acero del pacífico,nextgen healthcare,legalzoom,pbf logistics,himax,balfour beatty
aimco,meridian bioscience,borr drilling,primoris services corporation,fluence energy,rbl bank,adaptive biotechnologies,london stock exchange
grupa zywiec,cts corporation,embecta,equinox gold,ziprecruiter,zydus wellness,altus power,ssp group
la-z-boy,arendals fossekompani,eurocommercial properties,telia lietuva,vizio,gamma communications,ofg bancorp,ashtead
acleda bank,pvr cinemas,primoris services corporation,eplus,xenia hotels & resorts,rhi magnesita,pc connection,aviva
global partners lp,marcus & millichap,federal agricultural mortgage,china gold international resources,green plains,tanla,v2x,haleon
bonheur asa,hudson pacific properties,amag austria metall,natco pharma,u.s. cellular,safety insurance,federal agricultural mortgage,coca-cola european partners
korian,dynavax technologies,digi international,guess,globaldata,energy recovery,iamgold,pearson
prosegur,patrick industries,v2x,opal fuels,fairfax india holdings,bonheur asa,outset medical,tesco
kforce,rhi magnesita,standex,qt group,toyo tire,enova international,sinclair broadcast,hsbc
doosan,viridian therapeutics,fuelcell energy,enova international,six flags,diversified energy,blucora,international distributions services (royal mail)
1st source,vista oil & gas,irobot,xponential fitness,helios technologies,compañía de acero del pacífico,allcargo logistics,sainsbury's
e. w. scripps company,formosa taffeta,palomar holdings,imago biosciences,genesis energy,telia lietuva,fresh del monte produce,unilever
a10 networks,international petroleum,pc connection,sierra wireless,freehold royalties,standex,avid technology,associated british foods
opko health,goosehead insurance,bridgebio pharma,capitol federal savings bank,northwest healthcare properties reit,dime community bancshares,utz brands,wpp
carvana,adaptive biotechnologies,integrafin,tennant company,celldex therapeutics,e. w. scripps company,first commonwealth financial corp,anglo american
ses ai,interrent real estate investment trust,afya,amara raja batteries,lotte corporation,bellus health,eih limited,vodafone
cosmo pharmaceuticals,triumph bancorp,nikola,borr drilling,csw industrials,compass,paysafe,bt group
tanla,oyak ãimento,oceanfirst financial,zentalis pharmaceuticals,nuvalent,figs,john wood group,bae systems
precision drilling corporation,reata pharmaceuticals,cancom,kornit digital,altice usa,uranium energy,corticeira amorim,glaxosmithkline
danaos,fiskars,travere therapeutics,ecovyst,national aluminum & alloy,fiverr,nikola,astrazeneca
faes farma,virgin galactic,definitive healthcare,c3 ai,alamo group,outset medical,medifast,shell
netstreit,sheela foam,cinemark theatres,john wood group,brf,aimco,eurocommercial properties,standard chartered
prosegur cash,kinetik,heartland express,mechel pao,revance therapeutics,vericel,uponor,kingfisher
varta,yanlord,outset medical,pvr cinemas,radico khaitan,imago biosciences,waterdrop inc.,barclays
mfa financial,avi limited,telephone and data systems,trimas,city union bank,meta financial group,polenergia,jd sports fashion
southside bancshares,amplitude,blucora,clean energy fuels,sacyr,golden entertainment,enova international,cnh industrial
magellan financial group,global net lease,enovix,kcc corp,hercules capital,grupa kety,deutsche pfandbriefbank,bp
capitol federal savings bank,allegiant air,ecovyst,sinclair broadcast,enerjisa enerji,mechel pao,the north west company,linde
east india distilleries parry,acv auctions,rbl bank,profrac,adtalem global education,casino guichard-perrachon,standex,marks & spencer
