00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
,72 million usd,doll_250.0 m,250 million usd,475 million usd
188 million usd,785 million usd,doll_10.12 b,420 million usd,"3,903 million usd"
-595 million usd,216 million usd,doll_1.89 b,doll_6.023 m,"1,022 million usd"
165 million usd,633 million usd,doll_567.0 m,doll_1.636 m,"4,606 million usd"
106 million usd,"1,405 million usd",doll_475.0 m,doll_2.104 m,"2,034 million usd"
785 million usd,70 million usd,doll_3.9 b,doll_3.903 m,
429 million usd,256 million usd,doll_1.02 b,186 million usd,"16,670 million usd"
181 million usd,563 million usd,doll_4.61 b,doll_1.142 m,"6,260 million usd"
156 million usd,156 million usd,doll_2.03 b,doll_5.445 m,"5,445 million usd"
563 million usd,181 million usd,0.0,doll_6.260 m,"1,142 million usd"
256 million usd,429 million usd,doll_16.67 b,doll_16.670 m,186 million usd
70 million usd,152 million usd,doll_6.26 b,,"1,446 million usd"
doll_1.405 m,-86 million usd,doll_5.45 b,doll_2.034 m,"17,226 million usd"
633 million usd,540 million usd,doll_1.14 b,doll_4.606 m,"1,513 million usd"
216 million usd,293 million usd,doll_186.0 m,doll_1.022 m,"1,498 million usd"
152 million usd,297 million usd,doll_1.45 b,doll_1.446 m,"6,605 million usd"
938 million usd,163 million usd,doll_17.23 b,doll_19.433 m,"1,299 million usd"
143 million usd,324 million usd,doll_1.51 b,doll_3.420 m,"3,556 million usd"
-104 million usd,-104 million usd,doll_1.5 b,doll_2.800 m,"2,800 million usd"
324 million usd,143 million usd,doll_6.61 b,doll_3.556 m,"3,420 million usd"
163 million usd,938 million usd,doll_1.3 b,doll_1.299 m,"19,433 million usd"
297 million usd,421 million usd,doll_3.56 b,doll_6.605 m,"2,553 million usd"
293 million usd,258 million usd,doll_2.8 b,doll_1.498 m,"1,477 million usd"
540 million usd,"1,405 million usd",doll_3.42 b,doll_1.513 m,"2,034 million usd"
-86 million usd,"4,640 million usd",doll_19.43 b,doll_17.226 m,"10,728 million usd"
421 million usd,383 million usd,doll_2.55 b,doll_2.553 m,"9,903 million usd"
doll_1.202 m,325 million usd,doll_1.48 b,663 million usd,"3,617 million usd"
323 million usd,386 million usd,doll_2.03 b,doll_1.738 m,"1,023 million usd"
290 million usd,290 million usd,doll_10.73 b,doll_3.627 m,"3,627 million usd"
386 million usd,323 million usd,doll_9.9 b,doll_1.023 m,"1,738 million usd"
325 million usd,"1,202 million usd",doll_3.62 b,doll_3.617 m,663 million usd
383 million usd,87 million usd,doll_1.02 b,doll_9.903 m,"2,589 million usd"
doll_4.640 m,704 million usd,doll_3.63 b,doll_10.728 m,"43,333 million usd"
doll_1.405 m,294 million usd,doll_1.74 b,doll_2.034 m,"1,837 million usd"
258 million usd,565 million usd,doll_663.0 m,doll_1.477 m,"2,412 million usd"
87 million usd,709 million usd,doll_2.59 b,doll_2.589 m,"9,808 million usd"
53 million usd,-250 million usd,doll_43.33 b,548 million usd,785 million usd
doll_1.576 m,176 million usd,doll_1.84 b,doll_6.147 m,874 million usd
-422 million usd,-422 million usd,doll_2.41 b,8 million usd,8 million usd
176 million usd,"1,576 million usd",doll_9.81 b,874 million usd,"6,147 million usd"
-250 million usd,53 million usd,doll_785.0 m,785 million usd,548 million usd
709 million usd,723 million usd,doll_874.0 m,doll_9.808 m,"12,164 million usd"
565 million usd,249 million usd,doll_8.0 m,doll_2.412 m,"1,588 million usd"
294 million usd,88 million usd,doll_6.15 b,doll_1.837 m,"2,618 million usd"
704 million usd,-86 million usd,doll_548.0 m,doll_43.333 m,"4,191 million usd"
723 million usd,"1,095 million usd",doll_12.16 b,doll_12.164 m,"14,748 million usd"
151 million usd,137 million usd,doll_1.59 b,doll_1.416 m,982 million usd
117 million usd,645 million usd,doll_2.62 b,doll_6.894 m,"7,568 million usd"
-797 million usd,-797 million usd,doll_4.19 b,doll_1.580 m,"1,580 million usd"
645 million usd,117 million usd,doll_14.75 b,doll_7.568 m,"6,894 million usd"
137 million usd,151 million usd,doll_982.0 m,982 million usd,"1,416 million usd"
doll_1.095 m,71 million usd,doll_7.57 b,doll_14.748 m,549 million usd
-86 million usd,435 million usd,doll_1.58 b,doll_4.191 m,"2,321 million usd"
88 million usd,179 million usd,doll_6.89 b,doll_2.618 m,758 million usd
249 million usd,126 million usd,doll_1.42 b,doll_1.588 m,760 million usd
71 million usd,351 million usd,doll_549.0 m,549 million usd,"1,240 million usd"
284 million usd,67 million usd,doll_2.32 b,794 million usd,466 million usd
,65 million usd,doll_758.0 m,,716 million usd
129 million usd,129 million usd,doll_760.0 m,doll_1.012 m,"1,012 million usd"
65 million usd,,doll_1.24 b,716 million usd,
67 million usd,284 million usd,doll_466.0 m,466 million usd,794 million usd
351 million usd,-79 million usd,doll_716.0 m,doll_1.240 m,"1,609 million usd"
126 million usd,109 million usd,doll_1.01 b,760 million usd,630 million usd
179 million usd,-57 million usd,0.0,758 million usd,"3,480 million usd"
435 million usd,491 million usd,doll_794.0 m,doll_2.321 m,"2,424 million usd"
-79 million usd,551 million usd,doll_1.61 b,doll_1.609 m,"6,416 million usd"
-106 million usd,656 million usd,doll_630.0 m,doll_1.487 m,"2,165 million usd"
89 million usd,963 million usd,doll_3.48 b,doll_4.105 m,"11,536 million usd"
-340 million usd,-340 million usd,doll_2.42 b,doll_5.307 m,"5,307 million usd"
963 million usd,89 million usd,doll_6.42 b,doll_11.536 m,"4,105 million usd"
656 million usd,-106 million usd,doll_2.17 b,doll_2.165 m,"1,487 million usd"
551 million usd,503 million usd,doll_11.54 b,doll_6.416 m,"12,977 million usd"
491 million usd,681 million usd,doll_5.31 b,doll_2.424 m,"13,265 million usd"
-57 million usd,62 million usd,doll_4.11 b,doll_3.480 m,207 million usd
109 million usd,918 million usd,doll_1.49 b,630 million usd,"14,761 million usd"
503 million usd,123 million usd,doll_12.98 b,doll_12.977 m,"1,164 million usd"
,374 million usd,doll_13.27 b,,"1,861 million usd"
844 million usd,18 million usd,doll_207.0 m,doll_22.727 m,"7,339 million usd"
-524 million usd,-524 million usd,doll_14.76 b,doll_15.850 m,"15,850 million usd"
18 million usd,844 million usd,doll_1.16 b,doll_7.339 m,"22,727 million usd"
374 million usd,,doll_1.86 b,doll_1.861 m,
123 million usd,"1,220 million usd",doll_7.34 b,doll_1.164 m,"1,275 million usd"
918 million usd,658 million usd,doll_15.85 b,doll_14.761 m,"16,203 million usd"
62 million usd,90 million usd,doll_22.73 b,207 million usd,"2,364 million usd"
681 million usd,,0.0,doll_13.265 m,
doll_1.220 m,249 million usd,doll_1.27 b,doll_1.275 m,"1,377 million usd"
913 million usd,579 million usd,doll_16.2 b,doll_43.633 m,"1,096 million usd"
doll_2.677 m,-153 million usd,doll_2.36 b,doll_5.572 m,447 million usd
201 million usd,201 million usd,0.0,598 million usd,598 million usd
-153 million usd,"2,677 million usd",doll_1.38 b,447 million usd,"5,572 million usd"
579 million usd,913 million usd,doll_1.1 b,doll_1.096 m,"43,633 million usd"
249 million usd,97 million usd,doll_447.0 m,doll_1.377 m,377 million usd
,302 million usd,doll_598.0 m,,615 million usd
90 million usd,70 million usd,doll_5.57 b,doll_2.364 m,"2,995 million usd"
658 million usd,"-2,856 million usd",doll_43.63 b,doll_16.203 m,"5,074 million usd"
97 million usd,212 million usd,doll_377.0 m,377 million usd,"1,410 million usd"
602 million usd,"1,036 million usd",doll_615.0 m,doll_4.860 m,"10,866 million usd"
261 million usd,176 million usd,doll_3.0 b,doll_1.630 m,"2,335 million usd"
,,doll_5.07 b,,
176 million usd,261 million usd,doll_1.41 b,doll_2.335 m,"1,630 million usd"
doll_1.036 m,602 million usd,doll_10.87 b,doll_10.866 m,"4,860 million usd"
212 million usd,448 million usd,doll_2.33 b,doll_1.410 m,"4,756 million usd"
doll_-2.856 m,42 million usd,0.0,doll_5.074 m,159 million usd
70 million usd,465 million usd,doll_1.63 b,doll_2.995 m,"18,217 million usd"
302 million usd,339 million usd,doll_4.86 b,615 million usd,"2,509 million usd"
448 million usd,97 million usd,doll_4.76 b,doll_4.756 m,"1,474 million usd"
doll_1.377 m,286 million usd,doll_159.0 m,doll_4.553 m,"2,248 million usd"
250 million usd,182 million usd,doll_18.22 b,doll_1.551 m,"1,758 million usd"
150 million usd,150 million usd,doll_2.51 b,doll_1.659 m,"1,659 million usd"
182 million usd,250 million usd,doll_1.47 b,doll_1.758 m,"1,551 million usd"
286 million usd,"1,377 million usd",doll_2.25 b,doll_2.248 m,"4,553 million usd"
97 million usd,"1,021 million usd",doll_1.76 b,doll_1.474 m,"19,505 million usd"
339 million usd,-823 million usd,doll_1.66 b,doll_2.509 m,"1,365 million usd"
465 million usd,15 million usd,doll_1.55 b,doll_18.217 m,322 million usd
42 million usd,,doll_4.55 b,159 million usd,
doll_1.021 m,185 million usd,doll_19.5 b,doll_19.505 m,"1,183 million usd"
439 million usd,"1,833 million usd",doll_1.36 b,doll_7.567 m,"6,016 million usd"
410 million usd,182 million usd,doll_322.0 m,doll_5.121 m,"1,714 million usd"
-64 million usd,-64 million usd,0.0,doll_4.559 m,"4,559 million usd"
182 million usd,410 million usd,doll_1.18 b,doll_1.714 m,"5,121 million usd"
doll_1.833 m,439 million usd,doll_6.02 b,doll_6.016 m,"7,567 million usd"
185 million usd,"-1,139 million usd",doll_1.71 b,doll_1.183 m,"1,935 million usd"
,171 million usd,doll_4.56 b,,"1,296 million usd"
15 million usd,219 million usd,doll_5.12 b,322 million usd,"3,217 million usd"
-823 million usd,387 million usd,doll_7.57 b,doll_1.365 m,"15,227 million usd"
doll_-1.139 m,286 million usd,doll_1.94 b,doll_1.935 m,"3,956 million usd"
400 million usd,378 million usd,doll_1.3 b,doll_2.186 m,"5,680 million usd"
-149 million usd,65 million usd,doll_3.22 b,477 million usd,918 million usd
129 million usd,129 million usd,doll_15.23 b,719 million usd,719 million usd
65 million usd,-149 million usd,doll_3.96 b,918 million usd,477 million usd
378 million usd,400 million usd,doll_5.68 b,doll_5.680 m,"2,186 million usd"
286 million usd,65 million usd,doll_918.0 m,doll_3.956 m,"4,297 million usd"
387 million usd,553 million usd,doll_719.0 m,doll_15.227 m,"7,479 million usd"
219 million usd,,doll_477.0 m,doll_3.217 m,
171 million usd,228 million usd,doll_2.19 b,doll_1.296 m,585 million usd
65 million usd,44 million usd,doll_4.3 b,doll_4.297 m,228 million usd
5 million usd,252 million usd,doll_7.48 b,592 million usd,83 million usd
325 million usd,204 million usd,0.0,doll_4.340 m,"13,438 million usd"
381 million usd,381 million usd,doll_585.0 m,doll_6.540 m,"6,540 million usd"
204 million usd,325 million usd,doll_228.0 m,doll_13.438 m,"4,340 million usd"
252 million usd,5 million usd,doll_83.0 m,83 million usd,592 million usd
44 million usd,86 million usd,doll_13.44 b,228 million usd,424 million usd
228 million usd,"1,386 million usd",doll_6.54 b,585 million usd,"4,496 million usd"
,10 million usd,doll_4.34 b,,80 million usd
553 million usd,366 million usd,doll_592.0 m,doll_7.479 m,"6,202 million usd"
86 million usd,300 million usd,doll_424.0 m,424 million usd,941 million usd
,251 million usd,doll_4.5 b,,732 million usd
,,doll_80.0 m,,
-290 million usd,-290 million usd,doll_6.2 b,320 million usd,320 million usd
,,doll_941.0 m,,
251 million usd,,doll_732.0 m,732 million usd,
300 million usd,,0.0,941 million usd,
366 million usd,-166 million usd,doll_320.0 m,doll_6.202 m,"2,615 million usd"
10 million usd,,0.0,80 million usd,
doll_1.386 m,140 million usd,0.0,doll_4.496 m,"2,135 million usd"
,14 million usd,0.0,,"2,057 million usd"
41 million usd,834 million usd,doll_2.62 b,650 million usd,"4,648 million usd"
doll_4.688 m,420 million usd,0.0,doll_5.524 m,"2,981 million usd"
420 million usd,"4,688 million usd",doll_2.13 b,doll_2.981 m,"5,524 million usd"
129 million usd,129 million usd,doll_2.06 b,doll_2.230 m,"2,230 million usd"
834 million usd,41 million usd,doll_4.65 b,doll_4.648 m,650 million usd
14 million usd,290 million usd,doll_2.98 b,doll_2.057 m,"1,361 million usd"
140 million usd,"1,303 million usd",doll_5.52 b,doll_2.135 m,"5,302 million usd"
,270 million usd,doll_2.23 b,,734 million usd
-166 million usd,67 million usd,doll_650.0 m,doll_2.615 m,907 million usd
290 million usd,986 million usd,doll_1.36 b,doll_1.361 m,"11,214 million usd"
,161 million usd,doll_5.3 b,,"2,060 million usd"
206 million usd,177 million usd,doll_734.0 m,doll_1.760 m,"1,232 million usd"
92 million usd,92 million usd,doll_907.0 m,591 million usd,591 million usd
177 million usd,206 million usd,doll_11.21 b,doll_1.232 m,"1,760 million usd"
161 million usd,,doll_2.06 b,doll_2.060 m,
986 million usd,209 million usd,doll_1.23 b,doll_11.214 m,"8,121 million usd"
67 million usd,158 million usd,doll_591.0 m,907 million usd,"2,310 million usd"
270 million usd,231 million usd,doll_1.76 b,734 million usd,"26,066 million usd"
doll_1.303 m,247 million usd,0.0,doll_5.302 m,"8,164 million usd"
209 million usd,-83 million usd,doll_8.12 b,doll_8.121 m,502 million usd
160 million usd,272 million usd,doll_2.31 b,doll_5.136 m,"2,462 million usd"
-70 million usd,165 million usd,doll_26.07 b,468 million usd,"1,809 million usd"
475 million usd,475 million usd,doll_8.16 b,doll_1.369 m,"1,369 million usd"
165 million usd,-70 million usd,doll_502.0 m,doll_1.809 m,468 million usd
272 million usd,160 million usd,doll_2.46 b,doll_2.462 m,"5,136 million usd"
-83 million usd,245 million usd,doll_1.81 b,502 million usd,"3,463 million usd"
247 million usd,13 million usd,doll_1.37 b,doll_8.164 m,"8,213 million usd"
231 million usd,211 million usd,doll_468.0 m,doll_26.066 m,526 million usd
158 million usd,562 million usd,doll_5.14 b,doll_2.310 m,478 million usd
245 million usd,155 million usd,doll_3.46 b,doll_3.463 m,"3,941 million usd"
403 million usd,278 million usd,doll_8.21 b,doll_6.531 m,755 million usd
-42 million usd,489 million usd,doll_526.0 m,233 million usd,"6,107 million usd"
-390 million usd,-390 million usd,doll_478.0 m,doll_4.089 m,"4,089 million usd"
489 million usd,-42 million usd,doll_3.94 b,doll_6.107 m,233 million usd
278 million usd,403 million usd,doll_755.0 m,755 million usd,"6,531 million usd"
155 million usd,258 million usd,doll_6.11 b,doll_3.941 m,531 million usd
562 million usd,264 million usd,doll_4.09 b,478 million usd,"2,423 million usd"
211 million usd,502 million usd,doll_233.0 m,526 million usd,"4,582 million usd"
13 million usd,231 million usd,doll_6.53 b,doll_8.213 m,"4,185 million usd"
258 million usd,311 million usd,doll_531.0 m,531 million usd,826 million usd
119 million usd,106 million usd,doll_2.42 b,409 million usd,"1,781 million usd"
409 million usd,,doll_4.58 b,doll_4.009 m,
342 million usd,342 million usd,doll_4.18 b,doll_2.565 m,"2,565 million usd"
,409 million usd,doll_826.0 m,,"4,009 million usd"
106 million usd,119 million usd,doll_1.78 b,doll_1.781 m,409 million usd
311 million usd,192 million usd,0.0,826 million usd,"1,859 million usd"
231 million usd,"-6,296 million usd",doll_2.56 b,doll_4.185 m,"20,214 million usd"
502 million usd,-248 million usd,doll_4.01 b,doll_4.582 m,688 million usd
264 million usd,"1,515 million usd",doll_409.0 m,doll_2.423 m,"1,543 million usd"
192 million usd,111 million usd,doll_1.86 b,doll_1.859 m,598 million usd
46 million usd,202 million usd,doll_20.21 b,172 million usd,"2,975 million usd"
143 million usd,384 million usd,doll_688.0 m,doll_1.830 m,"1,984 million usd"
doll_1.533 m,"1,533 million usd",doll_1.54 b,doll_12.952 m,"12,952 million usd"
384 million usd,143 million usd,doll_598.0 m,doll_1.984 m,"1,830 million usd"
202 million usd,46 million usd,doll_2.98 b,doll_2.975 m,172 million usd
111 million usd,899 million usd,doll_1.98 b,598 million usd,"11,292 million usd"
doll_1.515 m,521 million usd,doll_12.95 b,doll_1.543 m,"6,540 million usd"
-248 million usd,177 million usd,doll_1.83 b,688 million usd,674 million usd
doll_-6.296 m,,doll_172.0 m,doll_20.214 m,"10,706 million usd"
899 million usd,562 million usd,doll_11.29 b,doll_11.292 m,"1,856 million usd"
192 million usd,"1,409 million usd",doll_6.54 b,doll_1.003 m,"24,967 million usd"
35 million usd,372 million usd,doll_674.0 m,406 million usd,"2,665 million usd"
673 million usd,673 million usd,doll_10.71 b,doll_8.238 m,"8,238 million usd"
372 million usd,35 million usd,doll_1.86 b,doll_2.665 m,406 million usd
doll_1.409 m,192 million usd,doll_24.97 b,doll_24.967 m,"1,003 million usd"
562 million usd,53 million usd,doll_2.67 b,doll_1.856 m,341 million usd
,496 million usd,doll_8.24 b,doll_10.706 m,"18,769 million usd"
177 million usd,180 million usd,doll_406.0 m,674 million usd,"1,028 million usd"
521 million usd,37 million usd,doll_1.0 b,doll_6.540 m,594 million usd
53 million usd,211 million usd,doll_341.0 m,341 million usd,"4,549 million usd"
764 million usd,-140 million usd,doll_18.77 b,doll_17.478 m,138 million usd
435 million usd,,doll_1.03 b,doll_3.180 m,
82 million usd,82 million usd,doll_594.0 m,487 million usd,487 million usd
,435 million usd,doll_4.55 b,,"3,180 million usd"
-140 million usd,764 million usd,doll_138.0 m,138 million usd,"17,478 million usd"
211 million usd,354 million usd,0.0,doll_4.549 m,"3,126 million usd"
37 million usd,521 million usd,doll_487.0 m,594 million usd,"11,261 million usd"
180 million usd,-409 million usd,doll_3.18 b,doll_1.028 m,"1,432 million usd"
496 million usd,-569 million usd,doll_17.48 b,doll_18.769 m,"2,724 million usd"
354 million usd,-3 million usd,doll_3.13 b,doll_3.126 m,"1,135 million usd"
159 million usd,606 million usd,doll_11.26 b,doll_2.883 m,"8,015 million usd"
287 million usd,206 million usd,doll_1.43 b,doll_4.119 m,"2,825 million usd"
717 million usd,717 million usd,doll_2.72 b,49 million usd,49 million usd
206 million usd,287 million usd,doll_1.14 b,doll_2.825 m,"4,119 million usd"
606 million usd,159 million usd,doll_8.02 b,doll_8.015 m,"2,883 million usd"
-3 million usd,312 million usd,doll_2.83 b,doll_1.135 m,"4,063 million usd"
-569 million usd,116 million usd,doll_49.0 m,doll_2.724 m,931 million usd
